source_path,lab_path,sha256,size_bytes,kind,status
packages/lumicore/src/crypto/openssl_evp_bindings.rs,labs/lumicore/source-alternates/crypto/openssl_evp_bindings.rs,1f7f277a104f468789d42d7238c651d3118ec9cce8baf788adac17a6e2717f52,437,rust,unreachable-rust
packages/lumicore/src/crypto/reverie_crypto.rs,labs/lumicore/source-alternates/crypto/reverie_crypto.rs,0d71b9c617dc18ed1cf89bb4833ed5679672d519fc82cc40bc9e1140d47e1cf4,397,rust,unreachable-rust
packages/lumicore/src/crypto/shadowsocks_rust.rs,labs/lumicore/source-alternates/crypto/shadowsocks_rust.rs,43af597392b4ee901933a838bdf3fffa5b95332a3c3d55fd1c2cba784b11aebe,410,rust,unreachable-rust
packages/lumicore/src/crypto/ssh_obfuscate.rs,labs/lumicore/source-alternates/crypto/ssh_obfuscate.rs,790e21068bc99360f0f79214377aa6d3b5d465bf5e0f5bbda7927ca2253a39b0,7662,rust,unreachable-rust
packages/lumicore/src/crypto/v2ray_vmess.rs,labs/lumicore/source-alternates/crypto/v2ray_vmess.rs,ceaca67890f58848180e992cbc2a8bd400b04a9ff37f4ebce01013f078ba323b,382,rust,unreachable-rust
packages/lumicore/src/dpi/l7_patterns.txt,labs/lumicore/source-alternates/dpi/l7_patterns.txt,e81c455a648cfba43e76fe5c4c86acf381b44b5ad2bbcb4657e97389b3194326,570,txt,foreign-source-root
packages/lumicore/src/dpi/packet_parser.rs,labs/lumicore/source-alternates/dpi/packet_parser.rs,252a1ecce9036af9148f340b4ad8c478f8a42d7e5a2ee0d7f36fbdc0328590b1,2093,rust,unreachable-rust
packages/lumicore/src/evasion/composable.rs,labs/lumicore/source-alternates/evasion/composable.rs,f7623d34a07b17dc6e2062c54850a6a14a729145772ef580294711aebe1706f6,8353,rust,unreachable-rust
packages/lumicore/src/evasion/dhcp_spoofing_detector.rs,labs/lumicore/source-alternates/evasion/dhcp_spoofing_detector.rs,90a7ad568e5debec9a4a8273465297e6a77098c317eeabd8d28e9d523e1472c7,423,rust,unreachable-rust
packages/lumicore/src/evasion/domain_fronting_plugin.rs,labs/lumicore/source-alternates/evasion/domain_fronting_plugin.rs,0d1b438f94a65eed7f8926df46a14214f72b8f0d20c09a3bb7dc2fad1ebb9efe,417,rust,unreachable-rust
packages/lumicore/src/evasion/format_transform.rs,labs/lumicore/source-alternates/evasion/format_transform.rs,d63986e331f13e9df348b537342dfcfcd76b2401de4f95220ab266549cb0a25b,398,rust,unreachable-rust
packages/lumicore/src/evasion/goodbyedpi.rs,labs/lumicore/source-alternates/evasion/goodbyedpi.rs,f2b18fc4b3ed04b409ebc9a687c5233ef2d7e0bb77dcf2ec5fe8f5900980fad6,445,rust,unreachable-rust
packages/lumicore/src/evasion/intercept_suite.rs,labs/lumicore/source-alternates/evasion/intercept_suite.rs,22bf590cf0c26b4e94475868b8eb93b01fa6e752151b05215f806c7212f85ecd,377,rust,unreachable-rust
packages/lumicore/src/evasion/ndp_spoof.go,labs/lumicore/source-alternates/evasion/ndp_spoof.go,75f159ab6bfd7d00652f1cc33c976df3c7dc3924aa10b238c64fc7f7fd882ced,547,go,foreign-source-root
packages/lumicore/src/evasion/opengfw_engine.rs,labs/lumicore/source-alternates/evasion/opengfw_engine.rs,056745f6ee26ea3ea05643313b647daea37726ad301612491a38527aec4b3a51,406,rust,unreachable-rust
packages/lumicore/src/evasion/rahgozar_drive.rs,labs/lumicore/source-alternates/evasion/rahgozar_drive.rs,c4ba840e9cd64df307d78ec3c2206035faf32f352e2cf53f647c38424c0c695f,373,rust,unreachable-rust
packages/lumicore/src/evasion/reverse_handshake.rs,labs/lumicore/source-alternates/evasion/reverse_handshake.rs,d5c27b8dd95eeaa52538d1d12e91c661f8f5ebf276b9a68275d4beec27b6112a,418,rust,unreachable-rust
packages/lumicore/src/evasion/sni_decoy_generator.rs,labs/lumicore/source-alternates/evasion/sni_decoy_generator.rs,f60c4220351bce0d34f94ce4383746a49e1940b235940d9bfa1c55b85354a779,453,rust,unreachable-rust
packages/lumicore/src/evasion/sni_decoy_injector.rs,labs/lumicore/source-alternates/evasion/sni_decoy_injector.rs,604829bd0cff8574f3fd3ac34639934a9e4c3618fd3c194590fa6de87a0b23df,478,rust,unreachable-rust
packages/lumicore/src/evasion/ssh_obfuscate.c,labs/lumicore/source-alternates/evasion/ssh_obfuscate.c,36d717779ba2ea608083ee4d7a7020586b7e62da6a9dba076f4251152965cc0a,301,c,foreign-source-root
packages/lumicore/src/evasion/ssl_interception.rs,labs/lumicore/source-alternates/evasion/ssl_interception.rs,5a0bdf005532849b63b62944003880aa7f924c018ce09bf5260cd0e1133dff5d,397,rust,unreachable-rust
packages/lumicore/src/evasion/tls_randchunk.rs,labs/lumicore/source-alternates/evasion/tls_randchunk.rs,c3653c3c69327292a35f723435f863bcdef57f6cb0915a5c4bf0ea75a16c56e8,396,rust,unreachable-rust
packages/lumicore/src/evasion/traffic_shaper.rs,labs/lumicore/source-alternates/evasion/traffic_shaper.rs,a601d6fc1b89485afbd1c4516cbffcb86eeea89ec1548f42f14879180e4e733b,421,rust,unreachable-rust
packages/lumicore/src/evasion/trojan_go_fork.rs,labs/lumicore/source-alternates/evasion/trojan_go_fork.rs,88b28c1acac8d3b281a44198d1875859a31e13870ae76fd1b88fd3b1521208ec,391,rust,unreachable-rust
packages/lumicore/src/local_integration/mcp_client.rs,labs/lumicore/source-alternates/local_integration/mcp_client.rs,85e458655c31af9d707c4f1117b06234d61548f0b5395311750f03d57ce21560,1100,rust,unreachable-rust
packages/lumicore/src/netutil/ip_security.rs,labs/lumicore/source-alternates/netutil/ip_security.rs,b8409cb1a983e1b336a19509b0810fec63af16e659270a3eda8730c1c2bd71a5,7910,rust,unreachable-rust
packages/lumicore/src/plugin/wazero_wasm.go,labs/lumicore/source-alternates/plugin/wazero_wasm.go,abb5dabe1d50ecdbed75f5065987203715986172b6e9a166721b726daddae578,502,go,foreign-source-root
packages/lumicore/src/proxy/dxcore_transport.rs,labs/lumicore/source-alternates/proxy/dxcore_transport.rs,8738b25f2e752b3cda26acb8af22b3dc03fc00c1496374635a756e0e5a3c998d,380,rust,unreachable-rust
packages/lumicore/src/proxy/l7_interceptor.rs,labs/lumicore/source-alternates/proxy/l7_interceptor.rs,b1514548d8f73e44eb5a9863c63cc496720e98ee86be82931d3025d5bb5e4a8e,11181,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_diagnostics.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_diagnostics.rs,41fc12fbc63602a19d580f8f89d6598723ae0e0b2ff3da497010f252e44e63af,11276,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_diagnostics_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_diagnostics_helper.rs,d2b6e7a5cb280ff6837bdefc5759681ef2ee493bf0a3ecf5ff6a87b7719d2567,11316,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_diagnostics_tuning.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_diagnostics_tuning.rs,0ce59fda4839424580e84863fd1f1b6c69bb69fd9003c9fb357b0f755f7bdffe,11316,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_diagnostics_tuning_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_diagnostics_tuning_helper.rs,46deeba73b6a395b7a5d7fda08df1b41b967d99955222ed0794fd3554728f63e,11356,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_helper.rs,ff52b18d414aaa7b740245cff244eb04d075cf75cf32e4edfd4767957d543c0e,11246,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_tuning.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_tuning.rs,0675fd928444e95187f5c572bdfa6bed742ae67f1bbefe19c090904f6b824995,11246,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_buffer_tuning_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_buffer_tuning_helper.rs,b1945754bfe030ac79bd6497971be60aab3ea4661ef3f20e073812816ec1696a,11286,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection.rs,2782bab4b422dbe3d0c496bc332483c1986172549a70a68b72767db0a8b1d8d5,11239,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_diagnostics.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_diagnostics.rs,2c26b46aef35e8f18976f6f1b3eb536d77c211af5bd4e448de78b15d0f25533d,11307,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_diagnostics_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_diagnostics_helper.rs,1fad595ec332613f08a04ddbc9b72b05d5d696a2298265ae8065284545af2890,11347,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_diagnostics_tuning.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_diagnostics_tuning.rs,f948997ad2e8e787469cf9630b2f9d7e68845ce0b7cc7cb353ddc98c51bbc1b4,11347,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_diagnostics_tuning_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_diagnostics_tuning_helper.rs,b67c6e7c46e3434ca4619e0c8ea9933f0e2850e76b5f16659e3fd7caa3016e7a,11387,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_helper.rs,2e1cb7ddd0ca6a131939ecc2c06983932efdbcaddb700e7733336913b04f12b0,11277,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_tuning.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_tuning.rs,79931a538be03b6cf5aa51d3e542f57cbaf69e724bbba26c3bcdceae2c3563b1,11277,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_fronting_connection_tuning_helper.rs,labs/lumicore/source-alternates/proxy/mitm_fronting_connection_tuning_helper.rs,1d1845daede1ec47d5ed36fa6308dc9344bb55974e727c3785462b952d1dd1ff,11317,rust,unreachable-rust
packages/lumicore/src/proxy/mitm_tls_proxy.rs,labs/lumicore/source-alternates/proxy/mitm_tls_proxy.rs,b9a69f31717f9f9af0984b711c3827e23255bf1e5c26244745b2ec89411d33a7,398,rust,unreachable-rust
packages/lumicore/src/proxy/mitmproxy_core.py,labs/lumicore/source-alternates/proxy/mitmproxy_core.py,7d4eb5eb289723631e4bb2d98421a0ad847ba26b3e07b4a75943922dd74b0d20,266,py,foreign-source-root
packages/lumicore/src/proxy/mwgp_obfs.go,labs/lumicore/source-alternates/proxy/mwgp_obfs.go,dc83718afbe4c5815fce3952ed0347f165881f344101387b522f0673e583a1a1,489,go,foreign-source-root
packages/lumicore/src/proxy/naive_chromium.cc,labs/lumicore/source-alternates/proxy/naive_chromium.cc,76361e535c5a49f59cae176fe76e68b7efcdeb03e97040bb20f9f0ed68b8267e,338,cc,foreign-source-root
packages/lumicore/src/proxy/shadowsocks_rust.rs,labs/lumicore/source-alternates/proxy/shadowsocks_rust.rs,acdf225bd14a0215d066a1bd60e47c4167dd4b9d7ac86d1b624fecfdaeb52dc1,392,rust,unreachable-rust
packages/lumicore/src/proxy/ss_rust.rs,labs/lumicore/source-alternates/proxy/ss_rust.rs,dfc313a641b3a8840afa5846cb665131b5d4cefe73edc860f6737cac4c3c0e26,669,rust,unreachable-rust
packages/lumicore/src/proxy/tun2proxy.rs,labs/lumicore/source-alternates/proxy/tun2proxy.rs,6cdb2f4552f37dc8f86fa0f281c4069e33b959cbee3c274d469673880aaf2b69,343,rust,unreachable-rust
packages/lumicore/src/proxy/wgsocks.go,labs/lumicore/source-alternates/proxy/wgsocks.go,dd5926d25826e70462aa0de08ab442be27af6956f2c6a87e08d039e1003c2d5a,482,go,foreign-source-root
packages/lumicore/src/proxy/xray_core_vless.rs,labs/lumicore/source-alternates/proxy/xray_core_vless.rs,db10f68c8caba42877b6e3048eaab2f39d2d434b17493d97423816790a75624e,418,rust,unreachable-rust
packages/lumicore/src/sandbox/netns_linux.go,labs/lumicore/source-alternates/sandbox/netns_linux.go,b312d61908edd97b38c586bff7e701cd4cf099da439cedf58a10be72d2618f61,545,go,foreign-source-root
packages/lumicore/src/scanner/mock_censor.go,labs/lumicore/source-alternates/scanner/mock_censor.go,b95f7300a0e4814cceb6a5cbf90a507b0e87f548da6004d219dc198dc261abab,1939,go,foreign-source-root
packages/lumicore/src/system/hev_tun.rs,labs/lumicore/source-alternates/system/hev_tun.rs,4db706b431531e4b4a78a08823408a68f1f9ffd7d1adc4e0da92cf80c5b482d6,385,rust,unreachable-rust
packages/lumicore/src/system/netlink_linux.go,labs/lumicore/source-alternates/system/netlink_linux.go,d5945c481a6c8bbf7a59836e02f19e34bf3dc4ee106bc5fb21899587326462c6,586,go,foreign-source-root
packages/lumicore/src/system/sing_tun.go,labs/lumicore/source-alternates/system/sing_tun.go,c2c999a379b2facbad3c767442ae29c9ffaf98963bdc84427d38840b2e5d768b,529,go,foreign-source-root
packages/lumicore/src/system/v2ray_plugin_host.go,labs/lumicore/source-alternates/system/v2ray_plugin_host.go,e7b6f32b92907d04645233c2bc6973ff3320bab2f91af72135652754ef6863a9,605,go,foreign-source-root
packages/lumicore/src/system/wintun_driver.rs,labs/lumicore/source-alternates/system/wintun_driver.rs,03f12f71c3f6ef1669b60571605fe168b3d1a8f7fc43e0786f0a3b3eb505fef4,536,rust,unreachable-rust
packages/lumicore/src/system/wintun_go.go,labs/lumicore/source-alternates/system/wintun_go.go,fb9e755b411adeae62980c9211bcdbe2d7512b80566c8ae5646e0e3ade1dd183,511,go,foreign-source-root
packages/lumicore/src/system/xray_tun_hev.go,labs/lumicore/source-alternates/system/xray_tun_hev.go,ce50e9c5883b2e57d371ea005626aff105b95b8d6a1b69a1b3306dcaf420d38b,547,go,foreign-source-root
packages/lumicore/src/system/yt_proxy_bypass.rs,labs/lumicore/source-alternates/system/yt_proxy_bypass.rs,11d6b3f283218e873bfef33d30e3e7598619562aea197ab48fe7280811fee7c1,411,rust,unreachable-rust
packages/lumicore/src/transparent/mitmproxy_rs.rs,labs/lumicore/source-alternates/transparent/mitmproxy_rs.rs,3edae3b51c4b975f1e7822c8b9fe1417d5e427fb8fa5c056a16185c6d8976921,441,rust,unreachable-rust
packages/lumicore/src/transport/httun_protocol.rs,labs/lumicore/source-alternates/transport/httun_protocol.rs,c29956db92abe3d4bc6dc827db92eae58ae38b4c4bb0885c13d94a6b242fa90d,7979,rust,unreachable-rust
packages/lumicore/src/transport/kcp_core.rs,labs/lumicore/source-alternates/transport/kcp_core.rs,f547f0e13c233d140ad2549a69eacfda556906565bfd24d6984de826fe2f0828,14507,rust,unreachable-rust
packages/lumicore/src/transport/lockfree_queue.rs,labs/lumicore/source-alternates/transport/lockfree_queue.rs,20f5356df703345ad99a70c7bb206cc1c6363e06b8a0d0085d69ceb00fbef8cb,13988,rust,unreachable-rust
packages/lumicore/src/transport/packet_crafter.rs,labs/lumicore/source-alternates/transport/packet_crafter.rs,fc1626eda8a4333d325f7d14920f3a4b331a8c2c0367b07b6269f154d3df9bde,9382,rust,unreachable-rust
packages/lumicore/src/transport/pion_dtls.go,labs/lumicore/source-alternates/transport/pion_dtls.go,fced5dfe3fbfd52bca9afbad7c48ce9d7d18bc1494c65e134061e87ff9beb511,519,go,foreign-source-root
packages/lumicore/src/transport/proxy_handler.rs,labs/lumicore/source-alternates/transport/proxy_handler.rs,56cb540463c150a26e409ffde34d50da6fdd07c848abb76146e016ebbe3a14a4,4299,rust,unreachable-rust
packages/lumicore/src/transport/qtun_rust.rs,labs/lumicore/source-alternates/transport/qtun_rust.rs,5d09428cce978866aa4a3b5222b731631a956801fbab75f24a24b16cc5f02768,341,rust,unreachable-rust
packages/lumicore/src/transport/steg_jpeg.rs,labs/lumicore/source-alternates/transport/steg_jpeg.rs,02b4d78b6a7bcdf1befbcd27e23c443fd9d584cd13b45b3364dc35a4be5e650b,3992,rust,unreachable-rust
packages/lumicore/src/transport/steg_js.rs,labs/lumicore/source-alternates/transport/steg_js.rs,0ad4375831e9f986f19562f38557f3a73c7bb175a3970ea8de457b9dd53a5605,6484,rust,unreachable-rust
packages/lumicore/src/transport/tailscale_local_api.rs,labs/lumicore/source-alternates/transport/tailscale_local_api.rs,346b373050bffc020204a45a41d3b472890e5c2ae7efdc6121e88a233473219b,388,rust,unreachable-rust
packages/lumicore/src/transport/tailscale_node.rs,labs/lumicore/source-alternates/transport/tailscale_node.rs,1521adbe7df388432a8c215e13e76823bc56b7c52ed2a8eed7f2c34b5ff52eec,9246,rust,unreachable-rust
packages/lumicore/src/transport/tcp_brutal.c,labs/lumicore/source-alternates/transport/tcp_brutal.c,a349bd44c0e0ee0778dabdeb7019e5b0a998cd4de02beea747c83efc006e7355,305,c,foreign-source-root
packages/lumicore/src/transport/tuic.rs,labs/lumicore/source-alternates/transport/tuic.rs,fd42456f6072f67a7913980647bc5525f4eb8d05500ea19e6c5f68243a557e1a,11333,rust,unreachable-rust
packages/lumicore/src/transport/tuic_v5.rs,labs/lumicore/source-alternates/transport/tuic_v5.rs,2664677a40195bc8fc039a0d2441f77eccc6182db076abc89fc915c0fd9923e9,11143,rust,unreachable-rust
packages/lumicore/src/transport/tun2socket.rs,labs/lumicore/source-alternates/transport/tun2socket.rs,3782e12dae4fbfecf7927bfd36fb3894deb2364746cadb38cfcdccd3cb7a95df,9897,rust,unreachable-rust
packages/lumicore/src/transport/udp_pipeline.rs,labs/lumicore/source-alternates/transport/udp_pipeline.rs,de1a87386f648a95765415fa5af1dfacd48a2dc323737f24c1cc0b7f64114687,9225,rust,unreachable-rust
packages/lumicore/src/transport/udp_relay.rs,labs/lumicore/source-alternates/transport/udp_relay.rs,25ab3b4f2744d3d11448024d0bbdb7b369cf40227724bfc452fe446c551c871b,9267,rust,unreachable-rust
packages/lumicore/src/transport/udp_ring_queue.rs,labs/lumicore/source-alternates/transport/udp_ring_queue.rs,8c17d474763771b127e4d0f7196619cc3fa5efa5be3b1c5f50f636708c91f647,385,rust,unreachable-rust
packages/lumicore/src/transport/unique_queue.go,labs/lumicore/source-alternates/transport/unique_queue.go,f1c8d33a0e6059eb67c4d58256f60f271b56995e7dc1cc1e7946ab0fd1e53782,502,go,foreign-source-root
packages/lumicore/src/transport/websocket.go,labs/lumicore/source-alternates/transport/websocket.go,77c01f23e1ca2538720a857460ff396f6bb85fcdef008a4a4dab0ce7a43b2aa4,533,go,foreign-source-root
packages/lumicore/src/transport/wireguard_obfs.rs,labs/lumicore/source-alternates/transport/wireguard_obfs.rs,76ac3f65e08a6ed0a7caa829584c052cf19381366c16d201831f8995b521d855,8086,rust,unreachable-rust
packages/lumicore/src/transport/wireguard_tailscale.go,labs/lumicore/source-alternates/transport/wireguard_tailscale.go,c0555f75197bcefb388d441d4f7a550020fb524b97d6b8e641f7c7402904af5a,613,go,foreign-source-root
packages/lumicore/src/transport/wormhole_p2p.go,labs/lumicore/source-alternates/transport/wormhole_p2p.go,636470b3d46f4df4e71b4c6e493b92521c174a5c26feaf9a90dcb54ff504d87a,497,go,foreign-source-root
packages/lumicore/src/transport/wsnet.go,labs/lumicore/source-alternates/transport/wsnet.go,348902194bb592406fa84748368c44d64c09a550dec06d56af3a64bfc8270953,453,go,foreign-source-root
packages/lumicore/src/transport/wstunnel.go,labs/lumicore/source-alternates/transport/wstunnel.go,7d4c1d702656edf71030f04ca79200b8f9fdbbc0755f246bc8dcaec9c9befb4a,463,go,foreign-source-root
packages/lumicore/src/web2api/webhook.rs,labs/lumicore/source-alternates/web2api/webhook.rs,628ccf83f3910bbdffb31a192fd06a2ed7796077fccec225b923d2eea44f7146,1457,rust,unreachable-rust
