wave,component,baseline_path,lab_path,kind,sha256,size_bytes,exported_symbols,imports,status,validation,decision_rationale
20,wave20-brutal-cc,server/internal/proxy/brutal_cc.go,labs/daemon/proxy/brutal_cc.go,production,d1be7406b3ae5fc0f24238adb52dbd45eac90fa11ab04da68166059a3ebd5b97,8395,BrutalCC;BrutalCC.CongestionWindow;BrutalCC.EffectiveSendRate;BrutalCC.OnAck;BrutalCC.OnAckLoss;BrutalCC.OnLoss;BrutalCC.SetRTT;BrutalPacer;BrutalPacer.OnPacketSent;BrutalPacer.TimeUntilSend;NewBrutalCC;NewBrutalPacer,crypto/rand;encoding/binary;math;sync;sync/atomic;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-candy-connect,server/internal/proxy/candy_connect.go,labs/daemon/proxy/candy_connect.go,production,71150a9406c11168657427fa09eb1b537e1cdb18d071711abf67ea5e477c8198,4116,CandyConfigBuilder;CandyConfigBuilder.BuildModeTunSocks;CandyConfigBuilder.BuildModeWireguardProxy;CandyConfigBuilder.BuildModeWireguardTunFull;NewCandyConfigBuilder,encoding/json;fmt,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-candy-server,server/internal/proxy/candy_server.go,labs/daemon/proxy/candy_server.go,production,9ff892fcc7d12cb7cffb33924f24841fd1a2a4932a9d35d6466047631080bc60,3445,CandyServer;CandyServer.Connect;CandyServer.GenerateDNSTTKeys;CandyServer.StartDNSTT;CandyServer.StopDNSTT;NewCandyServer,context;crypto/ecdsa;crypto/elliptic;crypto/rand;crypto/x509;encoding/pem;fmt;io/ioutil;log;log/slog;os;os/exec;sync,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-censorship-api,server/internal/proxy/censorship_api.go,labs/daemon/proxy/censorship_api.go,production,a251d8178a51ada0367839348ad66bdbff395ffbefafd82bf0f7e7f3312111ee,3070,CensorshipAPI;CensorshipAPI.GetCensoredDomainsHandler;CensorshipAPI.GetPacFileHandler;CensorshipAPI.ReportBlockHandler;NewCensorshipAPI,encoding/json;fmt;net/http;sync,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-censorship-api,server/internal/proxy/censorship_api_test.go,labs/daemon/proxy/censorship_api_test.go,test,580108f098dc487b02583b5c8cfaeabfbf1f08e88a4424a7272d33f24fdcb356,2056,TestCensorshipAPI,bytes;encoding/json;io;net/http;net/http/httptest;strings;testing,lab-test-evidence,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-cf-bypass,server/internal/proxy/cf_bypass.go,labs/daemon/proxy/cf_bypass.go,production,44f0b978b89ebeb4e501f7af237cf1192f5606d029230532b7de1b443e3f242d,4636,CFBypass;CFBypass.AddBypassCookie;CFBypass.AddCacheBuster;CFBypass.Bypass;CFBypass.CheckBypassAuth;CFBypass.ConfigureALPN;CFBypass.GenerateRandomUserAgent;CFBypass.GetPresharedKey;CFBypass.GetUserAgent;CFBypass.InjectAJ3Signature;CFBypass.IsCloudflareBlocked;CFBypass.RemoveTrackingHeaders;CFBypass.SetPresharedKey;CFBypass.SetUserAgent;CFBypass.WrapRequest;CFBypass.WrapResponse;NewCFBypass,crypto/rand;fmt;math/big;net/http;strings;sync;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-cf-vless-socket,server/internal/proxy/cf_vless_socket.go,labs/daemon/proxy/cf_vless_socket.go,production,bbd62ddac95ff92ca4a54ec6e181c4ebb0b7b4ad6e7c9405ef079f72875bda15,6009,CFVLESSSocket;CFVLESSSocket.AddScannedResult;CFVLESSSocket.BenchmarkIPAddress;CFVLESSSocket.BridgeSockets;CFVLESSSocket.ClearScannedResults;CFVLESSSocket.CloseSockets;CFVLESSSocket.ExportScannedResultsJSON;CFVLESSSocket.GetScannedResults;CFVLESSSocket.GetTimeout;CFVLESSSocket.ImportScannedResultsJSON;CFVLESSSocket.RemoveFailedResults;CFVLESSSocket.ResolveHostAddress;CFVLESSSocket.ScanCleanIPs;CFVLESSSocket.SetConcurrencyLimit;CFVLESSSocket.SetTimeout;CFVLESSSocket.SortScannedResults;IPTestResult;NewCFVLESSSocket,context;encoding/json;io;io/ioutil;net;sort;sync;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-cf-worker-dir,server/internal/proxy/cf_worker_dir.go,labs/daemon/proxy/cf_worker_dir.go,production,dfa4d604ba0bb3f99f7c882a3af2c4162cecd64a7af363f3b78312a54745e8c0,12755,BookmarkItem;BookmarkItem.GetDesc;BookmarkItem.GetName;BookmarkItem.GetURL;BookmarkItem.SetDesc;BookmarkItem.SetName;BookmarkItem.SetURL;CFWorkerDir;CFWorkerDir.AddAllowedDomain;CFWorkerDir.AddBlockedIP;CFWorkerDir.AddBookmark;CFWorkerDir.AddSearchEngine;CFWorkerDir.ClearAllowedDomains;CFWorkerDir.ClearBlockedIPs;CFWorkerDir.ClearBookmarks;CFWorkerDir.ClearSearchEngines;CFWorkerDir.GetAllowedDomains;CFWorkerDir.GetAllowedDomainsCount;CFWorkerDir.GetBlockedIPs;CFWorkerDir.GetBlockedIPsCount;CFWorkerDir.GetBookmarksCount;CFWorkerDir.GetCategories;CFWorkerDir.GetContactEmail;CFWorkerDir.GetHitokotoEnabled;CFWorkerDir.GetLogLevel;CFWorkerDir.GetLogoIcon;CFWorkerDir.GetSearchEnabled;CFWorkerDir.GetSearchEngines;CFWorkerDir.GetSearchEnginesCount;CFWorkerDir.GetSellDomain;CFWorkerDir.GetSellPrice;CFWorkerDir.GetSellingAds;CFWorkerDir.GetSubtitle;CFWorkerDir.GetTitle;CFWorkerDir.GetVersion;CFWorkerDir.RemoveAllowedDomain;CFWorkerDir.RemoveBlockedIP;CFWorkerDir.RemoveBookmark;CFWorkerDir.RemoveSearchEngine;CFWorkerDir.RenderHTML;CFWorkerDir.SetAllowedDomains;CFWorkerDir.SetBlockedIPs;CFWorkerDir.SetCategories;CFWorkerDir.SetContactEmail;CFWorkerDir.SetHitokotoEnabled;CFWorkerDir.SetLogLevel;CFWorkerDir.SetLogoIcon;CFWorkerDir.SetSearchEnabled;CFWorkerDir.SetSearchEngines;CFWorkerDir.SetSellDomain;CFWorkerDir.SetSellPrice;CFWorkerDir.SetSellingAds;CFWorkerDir.SetSubtitle;CFWorkerDir.SetTitle;CFWorkerDir.SetVersion;NewCFWorkerDir;SearchEngine;SearchEngine.GetName;SearchEngine.GetTemplate;SearchEngine.SetName;SearchEngine.SetTemplate,fmt;sync,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-cf-worker-gateway,server/internal/proxy/cf_worker_gateway.go,labs/daemon/proxy/cf_worker_gateway.go,production,b453db3378dd1c89ac8cd9230a71bed564a0f066918fdd041eaf57f5bae894e4,18475,CFWorkerGateway;CFWorkerGateway.AddAllowedCountry;CFWorkerGateway.AddAllowedIP;CFWorkerGateway.AddBlockedAgent;CFWorkerGateway.AddBlockedIP;CFWorkerGateway.AddBypassDomain;CFWorkerGateway.AddLog;CFWorkerGateway.CheckBlockedIP;CFWorkerGateway.ClearAllowedIPs;CFWorkerGateway.ClearBypassDomains;CFWorkerGateway.ClearCache;CFWorkerGateway.ClearLogs;CFWorkerGateway.DecrementActiveConnections;CFWorkerGateway.ExportConfigJSON;CFWorkerGateway.GetActiveConnections;CFWorkerGateway.GetAllowedCountries;CFWorkerGateway.GetAllowedIPs;CFWorkerGateway.GetBlockedAgents;CFWorkerGateway.GetBlockedIPs;CFWorkerGateway.GetBypassDomains;CFWorkerGateway.GetCacheSize;CFWorkerGateway.GetDebugMode;CFWorkerGateway.GetGatewayVersion;CFWorkerGateway.GetHTTPClientTimeout;CFWorkerGateway.GetLogLevel;CFWorkerGateway.GetLogs;CFWorkerGateway.GetMaxConnections;CFWorkerGateway.GetNginxWelcomePage;CFWorkerGateway.GetOriginHostname;CFWorkerGateway.GetPathRegex;CFWorkerGateway.GetProcessedCount;CFWorkerGateway.GetProxyHostname;CFWorkerGateway.GetRedirectURL;CFWorkerGateway.GetStatsMap;CFWorkerGateway.GetTimeout;CFWorkerGateway.GetUaBlacklist;CFWorkerGateway.GetUaWhitelist;CFWorkerGateway.ImportConfigJSON;CFWorkerGateway.IncrementActiveConnections;CFWorkerGateway.IncrementProcessedCount;CFWorkerGateway.InjectTracingHeaders;CFWorkerGateway.IsCacheEnabled;CFWorkerGateway.IsDomainBypassed;CFWorkerGateway.IsIPAllowed;CFWorkerGateway.RemoveAllowedCountry;CFWorkerGateway.RemoveAllowedIP;CFWorkerGateway.RemoveBlockedAgent;CFWorkerGateway.RemoveBlockedIP;CFWorkerGateway.RemoveBypassDomain;CFWorkerGateway.ReplaceResponseBody;CFWorkerGateway.ResetGatewayPreset;CFWorkerGateway.ResetProcessedCount;CFWorkerGateway.RewriteHeaders;CFWorkerGateway.RewriteResponseHeaders;CFWorkerGateway.SetCacheEnabled;CFWorkerGateway.SetDebugMode;CFWorkerGateway.SetGatewayVersion;CFWorkerGateway.SetHTTPClientTimeout;CFWorkerGateway.SetLogLevel;CFWorkerGateway.SetMaxConnections;CFWorkerGateway.SetOriginHostname;CFWorkerGateway.SetPathRegex;CFWorkerGateway.SetProxyHostname;CFWorkerGateway.SetRedirectURL;CFWorkerGateway.SetTimeout;CFWorkerGateway.SetUaBlacklist;CFWorkerGateway.SetUaWhitelist;CFWorkerGateway.TriggerDiagnosticReport;CFWorkerGateway.ValidateDomain;CFWorkerGateway.ValidateIPAddress;CFWorkerGateway.VerifyGatewayPreset;CFWorkerGateway.VerifyHeaders;NewCFWorkerGateway,encoding/json;fmt;net;net/http;regexp;strings;sync;sync/atomic;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-checksum,server/internal/proxy/checksum.go,labs/daemon/proxy/checksum.go,production,c2c6b388f0a77bf5a5a6f428878f9fdc73c39e92979ffb82a1589592e050dfbe,1243,CalculateChecksum;CalculateTCPChecksum,encoding/binary,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-clash-dashboard-adapter,server/internal/proxy/clash_dashboard_adapter.go,labs/daemon/proxy/clash_dashboard_adapter.go,production,199e181879b8345e5812ae3ee3e9dd6de95ef230bd304ac507ccadd0d26214fe,6742,ClashConnectionItem;ClashConnectionMetadata;ClashConnectionsData;ClashDashboardAdapter;ClashDashboardAdapter.AddConnection;ClashDashboardAdapter.ClearConnections;ClashDashboardAdapter.CloseConnectionSockets;ClashDashboardAdapter.ExportConnectionsJSON;ClashDashboardAdapter.GetConnection;ClashDashboardAdapter.GetConnectionCount;ClashDashboardAdapter.GetDownloadTotal;ClashDashboardAdapter.GetUploadTotal;ClashDashboardAdapter.RemoveConnection;ClashDashboardAdapter.ServeHTTP;ClashDashboardAdapter.ServeLogs;ClashDashboardAdapter.ServeRules;ClashDashboardAdapter.SetDownloadTotal;ClashDashboardAdapter.SetUploadTotal;ClashDashboardAdapter.UpdateTraffic;NewClashDashboardAdapter,encoding/json;fmt;io/ioutil;net/http;sync;sync/atomic;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-clash-webui-adapter,server/internal/proxy/clash_webui_adapter.go,labs/daemon/proxy/clash_webui_adapter.go,production,ec02f151f0eddd3024999d707c6f68d64871491a70c2bfe6290d9ded58ee69c8,5064,ClashConfig;ClashWebUIAdapter;ClashWebUIAdapter.ExportConfigJSON;ClashWebUIAdapter.GetConfig;ClashWebUIAdapter.GetPort;ClashWebUIAdapter.GetSocksPort;ClashWebUIAdapter.ResetConfig;ClashWebUIAdapter.SelectProxy;ClashWebUIAdapter.SetIPv6Enabled;ClashWebUIAdapter.SetLogLevel;ClashWebUIAdapter.SetMode;ClashWebUIAdapter.SetPort;ClashWebUIAdapter.SetRedirPort;ClashWebUIAdapter.SetSocksPort;ClashWebUIAdapter.SetTproxyPort;ClashWebUIAdapter.TestDelay;ClashWebUIAdapter.UpdateConfig;NewClashWebUIAdapter,encoding/json;fmt;io/ioutil;log;net/http;sync,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-cloudflare-bypass-proxy,server/internal/proxy/cloudflare_bypass_proxy.go,labs/daemon/proxy/cloudflare_bypass_proxy.go,production,34f0831b70b3e9c77e304247f88ddb236467f9e7a083f9938cfeaf571ddef3a7,9325,CloudflareBypassProxy;CloudflareBypassProxy.CleanRequestHeaders;CloudflareBypassProxy.CreateBypassRequest;CloudflareBypassProxy.ExecuteBypassRoundTrip;CloudflareBypassProxy.ExportCurlCommand;CloudflareBypassProxy.GetDebugEnabled;CloudflareBypassProxy.GetFakeIP;CloudflareBypassProxy.GetHostHeader;CloudflareBypassProxy.GetIpHeader;CloudflareBypassProxy.GetIsActive;CloudflareBypassProxy.GetMaxRedirects;CloudflareBypassProxy.GetOriginUrl;CloudflareBypassProxy.GetProxyHost;CloudflareBypassProxy.GetTimeout;CloudflareBypassProxy.GetTokenHeader;CloudflareBypassProxy.GetTokenValue;CloudflareBypassProxy.GetUserAgent;CloudflareBypassProxy.ProcessBypassResponse;CloudflareBypassProxy.SetDebugEnabled;CloudflareBypassProxy.SetFakeIP;CloudflareBypassProxy.SetHostHeader;CloudflareBypassProxy.SetIpHeader;CloudflareBypassProxy.SetIsActive;CloudflareBypassProxy.SetMaxRedirects;CloudflareBypassProxy.SetOriginUrl;CloudflareBypassProxy.SetProxyHost;CloudflareBypassProxy.SetTimeout;CloudflareBypassProxy.SetTokenHeader;CloudflareBypassProxy.SetTokenValue;CloudflareBypassProxy.SetUserAgent;CloudflareBypassProxy.ValidateBypassToken;CloudflareBypassProxy.WithDebugEnabled;CloudflareBypassProxy.WithFakeIP;CloudflareBypassProxy.WithHostHeader;CloudflareBypassProxy.WithIpHeader;CloudflareBypassProxy.WithIsActive;CloudflareBypassProxy.WithMaxRedirects;CloudflareBypassProxy.WithOriginUrl;CloudflareBypassProxy.WithProxyHost;CloudflareBypassProxy.WithTimeout;CloudflareBypassProxy.WithTokenHeader;CloudflareBypassProxy.WithTokenValue;CloudflareBypassProxy.WithUserAgent;CloudflareProxySettings;CloudflareProxySettings.ConfigureTransport;CloudflareProxySettings.GetBypassActive;CloudflareProxySettings.GetHttpProxy;CloudflareProxySettings.GetHttpsProxy;CloudflareProxySettings.GetProxyURL;CloudflareProxySettings.SetBypassActive;CloudflareProxySettings.SetHttpProxy;CloudflareProxySettings.SetHttpsProxy;CloudflareProxySettings.SetProxyURL;CloudflareProxySettings.WithBypassActive;CloudflareProxySettings.WithHttpProxy;CloudflareProxySettings.WithHttpsProxy;CloudflareProxySettings.WithProxyURL;NewCloudflareBypassProxy;NewCloudflareProxySettings,context;net/http;net/url;strings;sync;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
