change_type,path,baseline_sha256,baseline_size_bytes,baseline_mode,current_sha256,current_size_bytes,current_mode
added,governance/convergence/post-refactor-231-supersession-map.csv,n/a,n/a,n/a,49e40267e95bdbeda9d25c3374ae2ae773d1c086b401a7252e1616c4c8f0e26b,8714,0o644
added,governance/convergence/post-refactor-231-surface-accountability.csv,n/a,n/a,n/a,06c0c18bf5c57913993f21595e2f82c4c7d74d4e0340e67fbb4dd36a50e33dd5,12558511,0o644
added,governance/convergence/post-refactor-231-symbols.csv,n/a,n/a,n/a,4fc1e9215ac1faca5cfc28ce736da62de3061775dfcfce4352bf6706e6b518b3,430750,0o644
added,governance/convergence/post-refactor-231-symlinks.csv,n/a,n/a,n/a,eb5a2bd596b6baad5e46e21aca3628bb273a1cc9ed7e0433170608540c8960ef,997,0o644
added,governance/convergence/post-refactor-231-validation.md,n/a,n/a,n/a,cb87fed86cd6b2d9c4d1688b9b1d0022543175660406a4f9faf96cefa18bac7c,1424,0o644
modified,scripts/checks/check_post_refactor_229_convergence.py,cdb5ee815f4d9aee1a481fc87e4626f5c2d18c65e75e8e1df464b98a74ed0875,28457,0o755,cdb5ee815f4d9aee1a481fc87e4626f5c2d18c65e75e8e1df464b98a74ed0875,28457,0o644
modified,scripts/checks/check_post_refactor_230_convergence.py,a944b645b01bd812d947d6046dad37d9b37e9bd441f188d6445a15f426e2a607,18133,0o755,e53433bfade5e406bbec3e174fe3a0866fedb17ae9a53bf828c70b67b0d1766c,19567,0o644
added,scripts/checks/check_post_refactor_231_convergence.py,n/a,n/a,n/a,6c534593427120799ee2334ca2aa090f06809acd6048c5af829b42741d43ab2d,18943,0o755
modified,scripts/generate/generate_post_refactor_229_delta.py,439e8d3d599e3ba4e420c2246b014a0e7b8bbf59d6b42b2ef4e19ab75538cdf3,2024,0o755,439e8d3d599e3ba4e420c2246b014a0e7b8bbf59d6b42b2ef4e19ab75538cdf3,2024,0o644
modified,scripts/generate/generate_post_refactor_229_evidence.py,e1cedb0c8a364585e1b178b106c9b1847acbcf4b9fe5307db457daf1c6fd4e16,100875,0o755,e1cedb0c8a364585e1b178b106c9b1847acbcf4b9fe5307db457daf1c6fd4e16,100875,0o644
modified,scripts/generate/generate_post_refactor_230_delta.py,6239ef42a99c861753f00bfea05642544e44b90964260b541471709996df91d0,2010,0o755,6239ef42a99c861753f00bfea05642544e44b90964260b541471709996df91d0,2010,0o644
modified,scripts/generate/generate_post_refactor_230_evidence.py,7b831d7e6b95e6cdc5c4d2d8c42411c31cefd6ac93ea013b64dc3e44aa799b5f,37971,0o755,7b831d7e6b95e6cdc5c4d2d8c42411c31cefd6ac93ea013b64dc3e44aa799b5f,37971,0o644
added,scripts/generate/generate_post_refactor_231_delta.py,n/a,n/a,n/a,c9afe63b74d677c6fb520d2ef2fb58f7f3459a9f0045784323efc5f0a6c3fd0b,2116,0o755
added,scripts/generate/generate_post_refactor_231_evidence.py,n/a,n/a,n/a,daaf8382af4599a62fefc7c7c02cdeb5b7f4e84c8542e8db0fbb2144ba679fd0,36308,0o755
modified,src/apps/daemon/internal/adapters/api/.context,23dfa7d52ae19a94f2234547f60b1c3d40cdfb37952188f8ca28f196b39270b2,2952,0o644,5202ad8b09e542a0c9faba8d4015a89b42c6fc7db0577269109abfdafaf13d2a,2952,0o644
added,src/apps/daemon/internal/adapters/api/handlers_post_refactor_231_planners.go,n/a,n/a,n/a,beb1bc1d71f2a91f2be85fd377c72b45564e458f0fc4300079991d28f417d64a,1746,0o644
modified,src/apps/daemon/internal/adapters/api/routes_system.go,433084953a5d6a21c8a4595f4d02854d6c39f99ac8ce74667958d84386d5b95f,10205,0o644,be032afb644fe66343716c64e3dc050e3f2047289775749bc4ccc6623582ccd9,10454,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/.context,a3d01474ccd920ea95e66a6f5499e26999978ac6d0efe3f83c9867616ed0df3b,1728,0o644,1febde5775612418792ab1f543002cc05bc7e7db616445edd36138a995352c48,1729,0o644
added,src/apps/daemon/internal/analysis/diagnostics/circumvention_fallback_plan.go,n/a,n/a,n/a,93b0da4e75b39bad2cbc75c113c216aff1b2f6e455e986c13afc2b0ebc6c37c1,3975,0o644
added,src/apps/daemon/internal/analysis/diagnostics/naive_proxy_policy_plan.go,n/a,n/a,n/a,63b9c919bd80cb16bb18a0c0115fe3bd7d0fcd449a7fa788bef3dde98fe963e9,7051,0o644
added,src/apps/daemon/internal/analysis/diagnostics/pluggable_transport_plan.go,n/a,n/a,n/a,ef4e26f8b618b1afb4365b38da32d2166d8f6e1569ec8455d9af87dc988c774d,6115,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_231_plans_test.go,n/a,n/a,n/a,5ced97f5e724802600deb87f329e2424e0722bd37046a87e052f9caa8010f588,9989,0o644
added,src/apps/daemon/internal/analysis/diagnostics/stego_scheme_plan.go,n/a,n/a,n/a,1ddc8e6bc72df0ac9362c1892d39dd407652e5ae6dc2fe9c12c762e4ca2aba19,5888,0o644
modified,src/packages/control-ui/package.json,279ccd10e9ee97e569b456ace8fb1b9f4ddeb0d1818eb729384c69c4c873848e,2268,0o644,3b266ab83a2e8de0f476ef9c5944b9ea4398eca34b3efef84905787183e26ffc,2347,0o644
modified,src/packages/control-ui/scripts/.context,d13039c39a24fc49eb9b04ad78c9a6dcd17d5b220e098b50f72853ac933b8091,976,0o644,7e46844cdf80db501ffab035f3edd00193705c540f5af2934e2ac2c7df7b6306,976,0o644
added,src/packages/control-ui/scripts/test-post-refactor-231.mjs,n/a,n/a,n/a,7e09af1082822593528ed613592106d77ab4c4c4a6a52dd56c5d367d1c5818c0,6038,0o644
modified,src/packages/control-ui/src/api/planners.ts,4a5855979e979ae3629b4c12f4836eee48db3b9ef9f658ed39921782f4121776,52748,0o644,3796623d0bb9dd5397c2f9a39e99e05704de50f8eee3ab76a4cd3bc9fb0b6f84,60115,0o644
modified,src/packages/control-ui/src/pages/Operations.tsx,a86fb99dff003cf73e180174ed0c03c23a70113f7fbc0f0f235fb665727191a0,137518,0o644,83b02965b0b629bb797386201b610c0e1282a0953366aa28b0090c646422a7c0,138953,0o644
