wave,donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,bytes,second_order_disposition,semantic_record_ids,unresolved
235,dns_blocklists,adblock/dyndns.txt,1,0,0,24612,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/fake.txt,1,0,0,340504,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/gambling.medium.txt,1,0,0,2932760,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/gambling.mini.txt,1,0,0,2429868,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/gambling.txt,1,0,0,5156142,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/hoster.txt,1,0,0,18004,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/light.txt,1,0,0,977307,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/multi.txt,1,0,0,3411506,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/nameserver-ips.txt,1,0,0,1681716,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.amazon.txt,1,0,0,11854,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.apple.txt,1,0,0,3814,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.huawei.txt,1,0,0,5968,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.lgwebos.txt,1,0,0,9884,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.oppo-realme.txt,1,0,0,15783,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.roku.txt,1,0,0,2887,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.samsung.txt,1,0,0,6763,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.tiktok.extended.txt,1,0,0,19573,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.tiktok.txt,1,0,0,14025,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.vivo.txt,1,0,0,7842,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.winoffice.txt,1,0,0,13850,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/native.xiaomi.txt,1,0,0,10336,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/nosafesearch.txt,1,0,0,4582,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/nsfw.txt,1,0,0,2126755,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/popupads.txt,1,0,0,1170171,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/pro.mini.txt,1,0,0,1746564,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/pro.plus.mini.txt,1,0,0,1990169,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/pro.plus.txt,1,0,0,5456685,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/pro.txt,1,0,0,5031626,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/social.txt,1,0,0,16959,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/spam-tlds-adblock-aggressive.txt,1,0,0,6020,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/spam-tlds-adblock-allow.txt,1,0,0,17981,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/spam-tlds-adblock.txt,1,0,0,2227,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/spam-tlds-ublock.txt,1,0,0,22923,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/spam-tlds.txt,1,0,0,21513,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/tif-ips.txt,1,0,0,895296,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/tif.medium.txt,1,0,0,8219283,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/tif.mini.txt,1,0,0,4642730,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/tif.txt,1,0,0,33981583,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/ultimate.mini.txt,1,0,0,2270924,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/ultimate.txt,1,0,0,5853453,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/urlshortener.txt,1,0,0,142675,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/whitelist-referral-native.txt,1,0,0,36616,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/whitelist-referral.txt,1,0,0,21006,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adblock/whitelist-urlshortener.txt,1,0,0,162483,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adguard/apple-private-relay.txt,1,0,0,665,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adguard/dns-rebind-protection.txt,1,0,0,1248,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,adguard/regex-wildcard-rules.txt,1,0,0,1303,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/apple-private-relay-allow-folder.json,1,1,0,2722,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/badware-hoster-folder.json,1,1,0,125420,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/meta-tracker-allow-folder.json,1,1,0,2567,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/microsoft-allow-folder.json,1,1,0,9262,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-amazon-folder.json,1,1,0,43031,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-apple-folder.json,1,1,0,12728,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-huawei-folder.json,1,1,0,17081,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-lgwebos-folder.json,1,1,0,39387,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-microsoft-folder.json,1,1,0,47478,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-oppo-realme-folder.json,1,1,0,56279,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-roku-folder.json,1,1,0,8723,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-samsung-folder.json,1,1,0,23859,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-tiktok-aggressive-folder.json,1,1,0,69880,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-tiktok-folder.json,1,1,0,50829,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-vivo-folder.json,1,1,0,27405,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/native-tracker-xiaomi-folder.json,1,1,0,40457,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/nosafesearch-folder.json,1,1,0,22177,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/referral-allow-folder.json,1,1,0,100195,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/spam-idns-folder.json,1,1,0,16097,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/spam-tlds-allow-folder.json,1,1,0,103934,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/spam-tlds-combined-folder.json,1,1,0,149017,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/spam-tlds-folder.json,1,1,0,29238,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/spam-tlds-light-folder.json,1,1,0,12805,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,controld/ultimate-known_issues-allow-folder.json,1,1,0,19626,semantic-profile-reviewed,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/anti.piracy.txt,1,0,0,784581,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/doh-vpn-proxy-bypass.txt,1,0,0,457424,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/doh.txt,1,0,0,89085,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/dyndns.txt,1,0,0,32202,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/fake.txt,1,0,0,424719,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/gambling.medium.txt,1,0,0,3627135,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/gambling.mini.txt,1,0,0,3006308,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/gambling.txt,1,0,0,6510382,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/hoster.txt,1,0,0,24134,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/light.txt,1,0,0,1196322,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/multi.txt,1,0,0,4189081,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.amazon.txt,1,0,0,13649,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.apple.txt,1,0,0,4344,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.huawei.txt,1,0,0,6623,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.lgwebos.txt,1,0,0,11584,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.oppo-realme.txt,1,0,0,18108,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.roku.txt,1,0,0,3242,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.samsung.txt,1,0,0,7758,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.tiktok.extended.txt,1,0,0,22458,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.tiktok.txt,1,0,0,16140,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.vivo.txt,1,0,0,8977,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.winoffice.txt,1,0,0,15785,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/native.xiaomi.txt,1,0,0,12071,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/nosafesearch.txt,1,0,0,5617,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/nsfw.txt,1,0,0,2686710,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/popupads.txt,1,0,0,1456106,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/pro.mini.txt,1,0,0,2147124,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/pro.plus.mini.txt,1,0,0,2449824,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/pro.plus.txt,1,0,0,6696255,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/pro.txt,1,0,0,6178166,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/social.txt,1,0,0,21459,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/tif-ips.txt,1,0,0,1516428,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/tif.medium.txt,1,0,0,10171513,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/tif.mini.txt,1,0,0,5729445,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/tif.txt,1,0,0,42208803,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/ultimate.mini.txt,1,0,0,2797419,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/ultimate.txt,1,0,0,7188968,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,dnsmasq/urlshortener.txt,1,0,0,192675,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/blocklist-referral.txt,1,0,0,49972,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/doh.txt,1,0,0,70605,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/light.txt,1,0,0,2056376,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/multi.txt,1,0,0,10047346,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.amazon.txt,1,0,0,26283,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.apple.txt,1,0,0,3647,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.huawei.txt,1,0,0,6704,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.lgwebos.txt,1,0,0,38177,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.oppo-realme.txt,1,0,0,16871,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.roku.txt,1,0,0,4672,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.samsung.txt,1,0,0,8248,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.tiktok.extended.txt,1,0,0,17906,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.tiktok.txt,1,0,0,12820,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.vivo.txt,1,0,0,7280,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.winoffice.txt,1,0,0,25387,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/native.xiaomi.txt,1,0,0,12387,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/pro.plus.txt,1,0,0,14029451,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/pro.txt,1,0,0,13129361,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/tif.txt,1,0,0,33098459,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/ultimate.txt,1,0,0,14932546,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,domains/whitelist-referral.txt,1,0,0,49974,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,hosts/doh-compressed.txt,1,0,0,74089,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,hosts/doh.txt,1,0,0,101723,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,hosts/light-compressed.txt,1,0,0,2138549,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
235,dns_blocklists,hosts/light.txt,1,0,0,2795678,accounted-low-signal,PR235-S001;PR235-S014;PR235-S015;PR235-S016;PR235-S017;PR235-S018;PR235-S019,0
