wave,module_id,donor,module_path,surface_count,representative_path,representative_sha256,first_path,last_path
ultimate-63,FP-M0011,GodMode-main,build,1,build/.gitignore,6f29a27ea99e1bcfbb2660babd8498c63b806321f40897ac0d2918d4bcdb2c17,build/.gitignore,build/.gitignore
ultimate-63,FP-M0012,GodMode-main,images,5,images/OpenAI_Logo.svg,2ca37e0661efeefbfdec42d6aea949db07277b4bd1e368cc72c8a681f1403cc4,images/OpenAI_Logo.svg,images/vertical-grip.png
ultimate-63,FP-M0013,GodMode-main,release,2,release/app/package-lock.json,2333fccd4699705e3b75960d3fe19fe12e080ceb85c5196138eddf88a1b59687,release/app/package-lock.json,release/app/package.json
ultimate-63,FP-M0014,GodMode-main,scripts,25,scripts/configs/.eslintrc,4db09455d15b0aa4d6020780ba3ca6c816886a38d7c569c6a844f6f3d6d6b3c0,scripts/configs/.eslintrc,scripts/scripts/notarize.js
ultimate-63,FP-M0015,GodMode-main,src,64,src/__tests__/App.test.tsx,7fc9f6b3ecd1d55de9c2fd63ea9e68a10d2ec4cc092ce957fa5e31ca94cc821c,src/__tests__/App.test.tsx,src/settings/settings.tsx
ultimate-63,FP-M0016,GoodbyeDPI-master,@root,29,.editorconfig,d1e69576e7fbada115de62ccb6dc43814c34d8050cb024007a876c752ec55908,.editorconfig,src/utils/uthash.h
ultimate-63,FP-M0017,InterceptSuite-main,@root,2,README.md,8c0e40dabbe08e1d5b8f758f481c7e108744f49cfe86035476ad0cebaac3ecec,README.md,changelog.md
ultimate-63,FP-M0018,InviZible-master,@root/@direct,9,.gitmodules,05b02f9e1284702448aac792aa853011d8d1461f31458ec7f40fc7c3a3475434,.gitmodules,settings.gradle
ultimate-63,FP-M0019,InviZible-master,.github,1,.github/FUNDING.yml,68291696be7cc5fc3ce74510da20a28d6027034648ef227ca73034f371b55b40,.github/FUNDING.yml,.github/FUNDING.yml
ultimate-63,FP-M0020,InviZible-master,Wiki/Screenshots/Firewall,8,Wiki/Screenshots/Firewall/Firewall.png,affcd8b2a359f6f20fe418fecc1bee6e565b74b6800a731a685f323859ffc20f,Wiki/Screenshots/Firewall/Firewall.png,Wiki/Screenshots/Firewall/firewall-wifi.png
ultimate-63,FP-M0021,InviZible-master,Wiki/Screenshots/How to check,9,Wiki/Screenshots/How to check/Screenshot_how_to_check_1.png,f58d1167b98cdfbfa5c3389f35255f36c8367790e0389d6ecb92cc3eea49aa4d,Wiki/Screenshots/How to check/Screenshot_how_to_check_1.png,Wiki/Screenshots/How to check/Screenshot_how_to_check_9.png
ultimate-63,FP-M0022,InviZible-master,Wiki/Screenshots/InviZible with VPN,7,Wiki/Screenshots/InviZible with VPN/InviZible with VPN.png,b7eabf5b44fc8416751225ea3652acee07435c936e596310d65ce92d25eb23dd,Wiki/Screenshots/InviZible with VPN/InviZible with VPN.png,Wiki/Screenshots/InviZible with VPN/Screenshot-InviZible-with-vpn6.png
ultimate-63,FP-M0023,InviZible-master,Wiki/Screenshots/InviZible-I2P-Firefox,3,Wiki/Screenshots/InviZible-I2P-Firefox/Screenshot_invizible_i2p_firefox_1.png,99f9a280048e2bbb1e7b97e6af143b3bae853c005050ffab9a8c2b5769669be3,Wiki/Screenshots/InviZible-I2P-Firefox/Screenshot_invizible_i2p_firefox_1.png,Wiki/Screenshots/InviZible-I2P-Firefox/Screenshot_invizible_i2p_firefox_3.png
ultimate-63,FP-M0024,InviZible-master,Wiki/Screenshots/InviZible-NetGuard,14,Wiki/Screenshots/InviZible-NetGuard/Screenshot_invizible_netguard_1.png,898051ff3e89a0b14c1f55be739382f8b0784f5c2292a9e87df9feb8f643c769,Wiki/Screenshots/InviZible-NetGuard/Screenshot_invizible_netguard_1.png,Wiki/Screenshots/InviZible-NetGuard/Screenshot_invizible_netguard_9.png
ultimate-63,FP-M0025,InviZible-master,Wiki/Screenshots/InviZible-Rethink,9,Wiki/Screenshots/InviZible-Rethink/Screenshot_invizible_rethink_1.png,7c7440bb9697c54ef475359d5183b722ca404757fc5e1085c9de54be8805a662,Wiki/Screenshots/InviZible-Rethink/Screenshot_invizible_rethink_1.png,Wiki/Screenshots/InviZible-Rethink/Screenshot_invizible_rethink_9.png
ultimate-63,FP-M0026,InviZible-master,Wiki/Screenshots/InviZible-Telegram,2,Wiki/Screenshots/InviZible-Telegram/Screenshot_invizible_telegram_1.png,c4ddbea23b5690d2fec060d005c912b37d09d0d185901c01d6bd9b244da4a710,Wiki/Screenshots/InviZible-Telegram/Screenshot_invizible_telegram_1.png,Wiki/Screenshots/InviZible-Telegram/Screenshot_invizible_telegram_2.png
ultimate-63,FP-M0027,InviZible-master,Wiki/Screenshots/InviZible-Tor-Firefox,4,Wiki/Screenshots/InviZible-Tor-Firefox/Screenshot_invizible_tor_firefox_1.png,58d18c90bb3b38febec8e53c75834069a5ea6c2cbb4604a7fc02f1d9d58171b2,Wiki/Screenshots/InviZible-Tor-Firefox/Screenshot_invizible_tor_firefox_1.png,Wiki/Screenshots/InviZible-Tor-Firefox/Screenshot_invizible_tor_firefox_4.png
ultimate-63,FP-M0028,InviZible-master,Wiki/Screenshots/InviZible-pDNSf,3,Wiki/Screenshots/InviZible-pDNSf/Screenshot_invizible_pdnsf_1.png,d00575b591df5b27a5078a466f81110b20f15ae955f03a14c054a2a5849df59c,Wiki/Screenshots/InviZible-pDNSf/Screenshot_invizible_pdnsf_1.png,Wiki/Screenshots/InviZible-pDNSf/Screenshot_invizible_pdnsf_3.png
ultimate-63,FP-M0029,InviZible-master,Wiki/Screenshots/Operation modes,2,Wiki/Screenshots/Operation modes/Screenshot_operation_modes_1.png,9cc709ee4c3a9a4ccab221c41863e1b9f149b9636c4c33c28c0aa241257e3a02,Wiki/Screenshots/Operation modes/Screenshot_operation_modes_1.png,Wiki/Screenshots/Operation modes/Screenshot_operation_modes_2.png
ultimate-63,FP-M0030,InviZible-master,Wiki/Screenshots/Options,66,Wiki/Screenshots/Options/Add DNSCrypt server/Screenshot_add_dnscrypt_server_1.png,748a67c0b482e2c38297b5689d47ba2ceafeb731562100b69c5f45d3e10a71fb,Wiki/Screenshots/Options/Add DNSCrypt server/Screenshot_add_dnscrypt_server_1.png,Wiki/Screenshots/Options/VPN Hotspot/Screenshot_VPN_HOTSPOT_4.png
ultimate-63,FP-M0031,InviZible-master,Wiki/Screenshots/Quick guide,13,Wiki/Screenshots/Quick guide/Screenshot_quick_guide_1.png,caadde8e647e4b75d4c65760ccf9bef9cc7d5d551c250cef7ab3bc50b183d4c9,Wiki/Screenshots/Quick guide/Screenshot_quick_guide_1.png,Wiki/Screenshots/Quick guide/Screenshot_quick_guide_9.png
ultimate-63,FP-M0032,InviZible-master,Wiki/Screenshots/Real time connections Log,1,Wiki/Screenshots/Real time connections Log/Real-time connections log.png,dc11ec369bd22c9762999e043bec81641af64867e9edff001f91541631d5ff14,Wiki/Screenshots/Real time connections Log/Real-time connections log.png,Wiki/Screenshots/Real time connections Log/Real-time connections log.png
ultimate-63,FP-M0033,InviZible-master,Wiki/Screenshots/Tor over VPN,7,Wiki/Screenshots/Tor over VPN/Screenshot-tor-over-vpn1.png,817ff568aefbc9f802ac42ddef51053a5acbac1c2c6857756707579ce6430a34,Wiki/Screenshots/Tor over VPN/Screenshot-tor-over-vpn1.png,Wiki/Screenshots/Tor over VPN/Tor-over-VPN_scheme.png
ultimate-63,FP-M0034,InviZible-master,Wiki/Screenshots/VPN over Tor,16,Wiki/Screenshots/VPN over Tor/Proxy mode/Screenshot-vpn-over-tor-proxy1.png,e49a2f719141ebe3dc96b9fe6c8b8836713fc6e5a2ccf645cd8382ee317139dc,Wiki/Screenshots/VPN over Tor/Proxy mode/Screenshot-vpn-over-tor-proxy1.png,Wiki/Screenshots/VPN over Tor/VPN-over-Tor-scheme.png
ultimate-63,FP-M0035,InviZible-master,fastlane/metadata/android/de,1,fastlane/metadata/android/de/short_description.txt,6dffdfd4aee184f7562ed56e15ed1acf7fecca4958e1735bd4c9fee6a3473054,fastlane/metadata/android/de/short_description.txt,fastlane/metadata/android/de/short_description.txt
ultimate-63,FP-M0036,InviZible-master,fastlane/metadata/android/en-US/@direct,3,fastlane/metadata/android/en-US/full_description.txt,e98cbb89fbf8ac0553984aec857727518290ccbce717b8b2c4428d9511f8129b,fastlane/metadata/android/en-US/full_description.txt,fastlane/metadata/android/en-US/title.txt
ultimate-63,FP-M0037,InviZible-master,fastlane/metadata/android/en-US/changelogs/@direct-part01,100,fastlane/metadata/android/en-US/changelogs/100062.txt,8854975dbf30d5b74808a97ca5115c6865e3a96b51bfbd0febc84b9f2ebb7056,fastlane/metadata/android/en-US/changelogs/100062.txt,fastlane/metadata/android/en-US/changelogs/100161.txt
ultimate-63,FP-M0038,InviZible-master,fastlane/metadata/android/en-US/changelogs/@direct-part02,100,fastlane/metadata/android/en-US/changelogs/100162.txt,72a7c7779358034e994bbb820a0a36ffdb2f4826e90c626cd9d4074175d66ca6,fastlane/metadata/android/en-US/changelogs/100162.txt,fastlane/metadata/android/en-US/changelogs/100261.txt
ultimate-63,FP-M0039,InviZible-master,fastlane/metadata/android/en-US/changelogs/@direct-part03,10,fastlane/metadata/android/en-US/changelogs/100262.txt,39030ce7d33d234a406e8a7cba7c019ef98c655ae19ea73294874349b4ac3d2c,fastlane/metadata/android/en-US/changelogs/100262.txt,fastlane/metadata/android/en-US/changelogs/100271.txt
ultimate-63,FP-M0040,InviZible-master,fastlane/metadata/android/en-US/images,11,fastlane/metadata/android/en-US/images/featureGraphic.png,5a0637f402f3abeb4164a48e0003f631b7cefd1c320b66d943a3711bd18cfbcb,fastlane/metadata/android/en-US/images/featureGraphic.png,fastlane/metadata/android/en-US/images/tvScreenshots/4.png
ultimate-63,FP-M0041,InviZible-master,fastlane/metadata/android/ru,2,fastlane/metadata/android/ru/full_description.txt,17f90cf27b12b5773d724d9723b4e2a0a702321a79a17232433ad5ccefb5270e,fastlane/metadata/android/ru/full_description.txt,fastlane/metadata/android/ru/short_description.txt
ultimate-63,FP-M0042,InviZible-master,fastlane/metadata/android/zh-CN,3,fastlane/metadata/android/zh-CN/full_description.txt,068f3a8a282528d5878191ab020ed710f17d248b8cd02a4f2a6d24b2e4ab91de,fastlane/metadata/android/zh-CN/full_description.txt,fastlane/metadata/android/zh-CN/title.txt
ultimate-63,FP-M0043,InviZible-master,gradle,2,gradle/wrapper/gradle-wrapper.jar,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,gradle/wrapper/gradle-wrapper.jar,gradle/wrapper/gradle-wrapper.properties
ultimate-63,FP-M0044,InviZible-master,included_licenses,7,included_licenses/androidshell_license.txt,84fb85caa35a205caa2c4fc3d88af9e48aac741c9d289d5bbcf819ca4944eea9,included_licenses/androidshell_license.txt,included_licenses/tor_license.txt
ultimate-63,FP-M0045,InviZible-master,tordnscrypt/@direct,4,tordnscrypt/CMakeLists.txt,202247d7f4ed340965aec893be3899e5366ea99c887d6201ddba0df3873b5b69,tordnscrypt/CMakeLists.txt,tordnscrypt/proguard-rules.pro
ultimate-63,FP-M0046,InviZible-master,tordnscrypt/libs,27,tordnscrypt/libs/.gitignore,3dae549401034478cbbfc13c6a470ae70e2f90fdc17190fe8ea894d5e126f2ba,tordnscrypt/libs/.gitignore,tordnscrypt/libs/x86_64/libtor.so
ultimate-63,FP-M0047,InviZible-master,tordnscrypt/src/arm64,1,tordnscrypt/src/arm64/assets/busyb.mp3,ca965764c5b48e477d44469dd32977be1149856b4ba18a9127f7a729d7983a6a,tordnscrypt/src/arm64/assets/busyb.mp3,tordnscrypt/src/arm64/assets/busyb.mp3
ultimate-63,FP-M0048,InviZible-master,tordnscrypt/src/armv7a,1,tordnscrypt/src/armv7a/assets/busyb.mp3,71aefa08de57f9c85c699ae5da35536b93ca9c563911222187491fd7dfc59b78,tordnscrypt/src/armv7a/assets/busyb.mp3,tordnscrypt/src/armv7a/assets/busyb.mp3
ultimate-63,FP-M0049,InviZible-master,tordnscrypt/src/beta,22,tordnscrypt/src/beta/ic_launcher-playstore.png,2eaff4d53b8552811ebc1cf11450855ca8162c98a1b2e19dd5e8c4ed01620419,tordnscrypt/src/beta/ic_launcher-playstore.png,tordnscrypt/src/beta/res/values/ic_launcher_background.xml
ultimate-63,FP-M0050,InviZible-master,tordnscrypt/src/debug,2,tordnscrypt/src/debug/AndroidManifest.xml,a8d4e1e04119b6a7e9b7c2531557eda15a26337b939caef9a661489026c1c07d,tordnscrypt/src/debug/AndroidManifest.xml,tordnscrypt/src/debug/java/pan/alexander/tordnscrypt/utils/multidex/MultidexActivator.kt
ultimate-63,FP-M0051,InviZible-master,tordnscrypt/src/fdroid,22,tordnscrypt/src/fdroid/AndroidManifest.xml,8d1a4de8246d6dff05fc9b3ef41239a12066b65a40fc55d9e8e354f932498816,tordnscrypt/src/fdroid/AndroidManifest.xml,tordnscrypt/src/fdroid/res/values/ic_launcher_background.xml
ultimate-63,FP-M0052,InviZible-master,tordnscrypt/src/google_play,23,tordnscrypt/src/google_play/AndroidManifest.xml,bd08efb5cca1857ac4f563b9f20890ee1f8c496a6efaf9e4267929c12f0703cd,tordnscrypt/src/google_play/AndroidManifest.xml,tordnscrypt/src/google_play/res/values/ic_launcher_background.xml
ultimate-63,FP-M0053,InviZible-master,tordnscrypt/src/lite,21,tordnscrypt/src/lite/java/pan/alexander/tordnscrypt/assistance/AccelerateDevelop.java,54f85af0260524bf1e04c66744a1923de5f110b9da2dcc466f52fe2982e487b1,tordnscrypt/src/lite/java/pan/alexander/tordnscrypt/assistance/AccelerateDevelop.java,tordnscrypt/src/lite/res/values/ic_launcher_background.xml
ultimate-63,FP-M0054,InviZible-master,tordnscrypt/src/main/@direct,2,tordnscrypt/src/main/AndroidManifest.xml,24cd5a8ff94835bc4bec74426c53e7b5e9a84770f44f909546c1f435187d225e,tordnscrypt/src/main/AndroidManifest.xml,tordnscrypt/src/main/ic_launcher-playstore.png
ultimate-63,FP-M0055,InviZible-master,tordnscrypt/src/main/assets,4,tordnscrypt/src/main/assets/busyb.mp3,71aefa08de57f9c85c699ae5da35536b93ca9c563911222187491fd7dfc59b78,tordnscrypt/src/main/assets/busyb.mp3,tordnscrypt/src/main/assets/tor.mp3
ultimate-63,FP-M0056,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/@direct,9,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/ActivitiesLifecycleListener.kt,fb57712fbd6d18aa84a6127dbbc08d82a8e64a102a7e78621c658ede2832d91b,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/ActivitiesLifecycleListener.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/TopFragmentViewModel.kt
ultimate-63,FP-M0057,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/about,1,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/about/AboutActivity.java,58ff1e4e883b7d1ea9c6e0be9a37548fcdf9478140985cfd9b2f27376aaaf778,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/about/AboutActivity.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/about/AboutActivity.java
ultimate-63,FP-M0058,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/arp,10,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/arp/ArpRelatedUiUpdater.kt,05533172e84485a09772c9b21495171c8b80b9aa5593117b23ce101c4fb98797,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/arp/ArpRelatedUiUpdater.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/arp/DefaultGatewayManager.kt
ultimate-63,FP-M0059,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/backup,6,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/backup/BackupActivity.java,258aee7100f8efa06c595458d4633f5312d50c120f014d09bdbc6a9315015c7e,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/backup/BackupActivity.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/backup/RestoreHelper.java
ultimate-63,FP-M0060,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/crash_handling,1,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/crash_handling/TopExceptionHandler.kt,69df8e79e7f569b6b550703c558b7e0455e6717f7613d86047447f5f8c41530e,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/crash_handling/TopExceptionHandler.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/crash_handling/TopExceptionHandler.kt
ultimate-63,FP-M0061,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data,36,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/bridges/BridgesCountriesDataSource.kt,72a5a8e0ca774952f43167acbea7fdf8cbd5ca6931b5cbd405a365e956daf5c8,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/bridges/BridgesCountriesDataSource.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/data/resources/ResourceRepositoryImpl.kt
ultimate-63,FP-M0062,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di,24,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/AppComponent.kt,ec4d4d70cb6b52929c4932a067cfac56d1544041bebb3b14d244f2da3da0354e,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/AppComponent.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/di/tiles/TilesSubcomponent.kt
ultimate-63,FP-M0063,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs,24,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs/AddDNSCryptServerDialogFragment.java,c1ddb83cfd98e02d8652466845589a83ac69dd2d46d31f022d66249edc83a32a,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs/AddDNSCryptServerDialogFragment.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dialogs/progressDialogs/RootCheckingProgressDialog.java
ultimate-63,FP-M0064,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dnscrypt_fragment,5,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dnscrypt_fragment/DNSCryptFragmentPresenter.java,faca1f5df5350eb44aa852f08c1d73e9cd279889ff9df4eff0c5b1206cd7ffdb,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dnscrypt_fragment/DNSCryptFragmentPresenter.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/dnscrypt_fragment/DNSCryptRunFragment.java
ultimate-63,FP-M0065,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain,63,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/bridges/BridgeCountryData.kt,728c224f452838acaaf359d877653229c53a38a4d7d73f7db450132e579e52ed,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/bridges/BridgeCountryData.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/domain/tor_ips/TorIpsInteractorImpl.kt
ultimate-63,FP-M0066,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/help,3,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/help/HelpActivity.java,77de56074f6d9e83efec891bffdd682b70048a3eb5258dc14a4461e3065d72ad,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/help/HelpActivity.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/help/Utils.kt
ultimate-63,FP-M0067,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/installer,11,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/installer/AssetsExtractCommand.java,aff6a876645a971b37e2868540a236950e51b8b726ffb1d99f9a95bba3085968,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/installer/AssetsExtractCommand.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/installer/TorExtractCommand.java
ultimate-63,FP-M0068,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/iptables,9,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/iptables/IptablesConstants.java,767935fb17a2cfb92d43b522b941e4daa4ed1f5f0fb14817aec7fa7e7857148f,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/iptables/IptablesConstants.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/iptables/Tethering.java
ultimate-63,FP-M0069,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/itpd_fragment,5,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/itpd_fragment/ITPDFragmentPresenter.java,45fbdfcdff222f2fcbab935c47e84ffeaa9bea82c46659c3c783dc6be714d619,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/itpd_fragment/ITPDFragmentPresenter.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/itpd_fragment/ITPDRunFragment.java
ultimate-63,FP-M0070,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/language,3,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/language/Language.java,7f11367754c531cc6911b84bb38fdd10f4d2e957530da4f22b120422d05a750c,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/language/Language.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/language/LanguagePreference.java
ultimate-63,FP-M0071,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/main_fragment,2,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/main_fragment/MainFragment.java,3665fbfcf4c7b55e434f56680c8084adfb9115d3091c004d5df64502eba5472e,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/main_fragment/MainFragment.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/main_fragment/ViewPagerAdapter.java
ultimate-63,FP-M0072,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/modules,18,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/modules/ContextUIDUpdater.java,c62db5c018bad6a9fa77d71ee328a1dec53d4dcafd4227c724e31289f76465b7,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/modules/ContextUIDUpdater.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/modules/UsageStatistic.kt
ultimate-63,FP-M0073,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/nflog,3,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/nflog/NflogManager.kt,1980c7a8bbfd9b9913f218419a5ebb996a4d636da11029662c41339d6190b636,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/nflog/NflogManager.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/nflog/NflogSessionsHolder.kt
ultimate-63,FP-M0074,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/patches,3,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/patches/AlterConfig.kt,571ad0af23910cb4803b5189836882fe59adb1720ec81d3a00dbf5dc2968b345,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/patches/AlterConfig.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/patches/Patch.kt
ultimate-63,FP-M0075,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/proxy,2,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/proxy/ProxyFragment.kt,184bb87765fb37df3c46a4012efefdb07b1584d7da8f8196aaf1542f3ecbba98,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/proxy/ProxyFragment.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/proxy/ProxyHelper.kt
ultimate-63,FP-M0076,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings,84,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/ConfigEditorFragment.java,8c85fd01600634d1d979f2c281c42314d4593d3fe627c951be9a92eb6ccb10df,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/ConfigEditorFragment.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/settings/tor_preferences/PreferencesTorFragment.java
ultimate-63,FP-M0077,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tiles,8,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tiles/BaseTileService.kt,17e4e57f81dfd1f134e116719747fa026efc952c9e6802af9d0faa4ea678e62d,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tiles/BaseTileService.kt,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tiles/TorTileService.kt
ultimate-63,FP-M0078,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tor_fragment,5,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tor_fragment/TorFragmentPresenter.java,76e1eb557a5970e29600861a515e179253207a58f06d7a890467ed1cce7e1f88,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tor_fragment/TorFragmentPresenter.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/tor_fragment/TorRunFragment.java
ultimate-63,FP-M0079,InviZible-master,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/update,3,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/update/DownloadTask.java,47e780f128c6e46db590a9db951930c999f3de6e37243a970986acc6d035c9de,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/update/DownloadTask.java,tordnscrypt/src/main/java/pan/alexander/tordnscrypt/update/UpdateService.java
