donor,path,sha256,size_bytes,file_type,classification,authority_status,semantic_record_ids,notes
3xui-telegram-bot-main,main.py,0dc93150fe40691aa2db4af35ca1688bca2f4091ca48557d720b818ad6097184,2417,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,middlewares/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,middlewares/membership.py,05bd27ae89cdc8648a4720529c6b52b0f7298b9c1bff93b919ca9c85453723ab,1852,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,requirements.txt,0831ac2179edaa2168974a268c0f8bcae5ec1e034ccb77ab7a30c6e73b3cb1b3,137,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,scripts/parse_panel.py,cc4dc624f06cdd4aa85df25e86eb906e277d55637550a577617115dbc4bf0d48,1794,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,scripts/utils.sh,813215722f330a07e61ba5d31ee8234277342b9e0b42dc061f269ff39b12f443,1543,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,scripts/vpn-bot.sh,7b207cd4d7b97266433c0a0eb0ba327ab3adda9cbc952a328bd9fd7bfd7b410c,21424,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,scripts/vpnbot.service,6cb1c926eaf38d2199dc5edcaa392b48bbe1f7c2671fbd92af3058dc8f2b4ac2,298,file,operational,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,services/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,operational,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,services/panel.py,0a505102588426768bbc2a40dfdf9beb23387b5013474de79bd88e330f32c4ba,7754,file,operational,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/log_channel.py,7fd782a3f3f36705aa24a2336538fcd762348674979cf79b6b517e341f10b785,3714,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/payment_reminder.py,75af1824d8976c077feea38d6978a1cbd5d2a64c0b689dbca8d4a9bbaeb41598,1991,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/pricing.py,7e9159ab8d6e532596cf1e9f3b8d1b5e0d9af4b66ca61e89245c2f6c8e08db70,1262,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/qr.py,c2c8955b2f4c1bb877757945a315bb332d70d560532805cae1ee0c92d5892f4d,345,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/reminder.py,a7f52518ad0b35a67c5a6f311ef0672fef045bb5b261abe76467f42db6981117,2601,file,implementation,authoritative-source,FP-M0001;E9-0010,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
3xui-telegram-bot-main,utils/states.py,b915d51ecb30c619509646429d6940d8aea0f60619fe39c4d85c483b62c7279e,417,file,implementation,authoritative-source,FP-M0001,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,CHANGELOG.md,cb2d6fdf505c60bf44baa57028c575fc4bbc9f8f8776863da263c5fc08cb33a5,921,file,documentation,evidence-or-derived,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,Dockerfile,e60cb637f3937df3f54ef7a7545c1159d168b6a04df8ccd6b1258d6a71050f24,688,file,operational,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,README.md,88f46cb78f03764bacea952b405a2e566a6e8168655d224373110080489ccfb2,3725,file,documentation,evidence-or-derived,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,README.zh.md,086c96ef7a61a4acd4a3abd4b45df0b7c3b4ef160e77656d91a5d613ef9c318c,3557,file,documentation,evidence-or-derived,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,agent.py,0e47903c5c08e67621683c65c3924883db5c43cb92082c4ad9b94acd497397fe,604,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,app.py,e21ad90b944cfd9ba78f160139ea5262c395ad107f25b041a2559631264f1d65,15492,file,implementation,authoritative-source,FP-M0002;E8-0020,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,auth.py,860b85322619554aec37caa5a0fb52b98c5038ddb867a4c8bf360ba043280cd7,1185,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,config.py,fb7970854ee2092e39b2d11e5246d024b207b9adde936cce06a77389a759c3cb,1209,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,database.py,3361638642662dd76a30745cb0b4b0dc2a8105e7c8daf955eaa46816e8a4c4e3,2497,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,deployment/agentdns.yaml,a71c51a1554aa02fe022980b64b824a93d7a06eab4bd2a2271ff65ca33f3fe5d,1240,file,operational,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,deployment/nginx.yaml,914440b252d3af145556adef62015253374221a216d911436e6e674b01199452,4749,file,operational,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,log.py,feaf4fdff3f37b5bd04750937edc5dcf9b252d4b6f8f11f77e08f51a2b880ba2,1326,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
AgentDNS-main,resources/icon.png,3829c3b87b812cdc75f1543d10e19fbfb0e0c46e5afe2e98fb63f08673420824,142038,file,implementation,authoritative-source,FP-M0002,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Auto_Tor_IP_changer-master(2),README.md,42cda71e6046a098389a3d1b771b481eca3bbf4a2155475a76307f2af78dc0d1,656,file,documentation,evidence-or-derived,FP-M0003,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Auto_Tor_IP_changer-master(2),autoTOR.py,4b038019570e14694b637fe8b80a3344425361bb6732492b29aa0ceac22eebe8,2288,file,implementation,authoritative-source,FP-M0003;E9-0018,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Auto_Tor_IP_changer-master(2),install.py,a4d8c40f089cdd90de2c2200e36717d5fc75d6cf72c3ae24124f6f594d891183,778,file,operational,authoritative-source,FP-M0003,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,.github/workflows/build.yml,e42aa0c182b796746d3d2ec7913d149a310ca8ab4ac7e08ba5ee00dd14e3ce24,1573,file,operational,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,.gitignore,705adccc8e44c43da70c35a0f3e8a2a2c249205a9357a37afd668836ffb92932,155,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,Makefile,bcd82c6a41c6fa2a5d0312c055f04dc89a43766d2c071abba5eeba1da7900a16,1522,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,README.md,a0b63e46326ab9f11406a10d8c34d7b4516313486db1b3877b2e5f80ae66928e,1739,file,documentation,evidence-or-derived,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,RELEASE.md,f3f592d0bdf0b1e79fb2462736d86f60bb2bf5664fae832914a822dc9d3e1f7e,227,file,documentation,evidence-or-derived,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,VERSION,8ee272d6066ce9fa8de3920ecc8b06c1130b54a54f6af1fce01d6f6e6f798307,6,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,core.go,b5527c4942262b2c5aace70b86cc8d33200edd37e41f72594b2d960f5b3d9e82,5985,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,go.mod,461d9615665c2b5afa7034eac38e2d9599b1145b411b62c06c2c6e9800d73583,1026,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,go.sum,46fe1082cd2292cc290d3617aedee675408be7273e0705d7488c716a6a2f5fd1,4761,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,install.sh,9664fbed63b9b5d91d608318d6522468bb9d6611219c20a11ddcc9875e8adaf2,1232,file,operational,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,main.go,cc2fd0ae3b376803d6a7ce8f5745cbebf4d37ecb85598de56ce1e9ee845d9094,13466,file,implementation,authoritative-source,FP-M0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,network.go,2bf416b88a95f1aa83676cfeaa89869fc41564b2128df05ca430a58a39aeed57,7785,file,implementation,authoritative-source,FP-M0004;E9-0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BPB-Warp-Scanner-main,warp.go,ac3e2375a35d27d85360bc25c99efcae5801f0eabefd876d35000d5654141dec,3814,file,implementation,authoritative-source,FP-M0004;E9-0004,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,.gitattributes,28b99f15bf4582e535cb25e39750cae277c8b220681e874e5eb8887e9772915f,105,file,implementation,authoritative-source,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,README.fa.md,a7342b2848c72caf633a86ea328d5ddfe5219afb8eead100008277c758dd0c40,9573,file,documentation,evidence-or-derived,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,README.md,356ca3f8c6776df54d240808c588ccbb9650394cd8026b3888e18bb8a1cbccd2,7686,file,documentation,evidence-or-derived,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,bootstrap.sh,e43ce1d0b0dd812f23cace5059102aba420ce33f789bafbbe0b3cded0ad8545f,4346,file,implementation,authoritative-source,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,install.sh,47a8c0f70582f099b58c550e34ab499a515dadae60d81b0919bad2dac1977eed,563,file,operational,authoritative-source,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,limit-tc-port.sh,99fe863e8c43616732d60d2bfaf1caea6dd58cf29ec718c30a6a83505d040799,80374,file,implementation,authoritative-source,FP-M0005;E9-0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
BWLimiter-main,systemd/limit-tc-port.service,7f692efcfbffcbee374c8f8b60f8711da4f57382c448cb49a08872575fab1efe,287,file,operational,authoritative-source,FP-M0005,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,.gitignore,d947439bc814849a5324c22f9bb4445144cb90cb89c5b597b7b978e420fe9ed6,138,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Agent.aps,978b418ca7338222838e8cba29264ac194101f1a6f7b6a676f5d1a4a29190ccb,46548,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Agent.rc,d2c2d28ac619b2261ef6943f8047ae0d260507f165e2511ce7e8a7003eb8cf2a,3056,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Agent.vcxproj,36a6ce730814c78ea947bbaeb0a78a240852966533fd01f0daf5b928340d8e8a,3886,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Agent.vcxproj.filters,1954e5804c1958c1fbf50e997b3f2d18d74b14d69d9160d4b84097f4e99fdc86,2113,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Agent.vcxproj.user,fc8dff80dc2cbb5af88fad43154b8d39e6b7cb386fdbeff7b2a34b2a0023c5af,141,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Commands.cpp,fe49a863ec7cd54b849927315d4555d95eee9338396466e755d8983ac775ea02,3419,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Commands.h,1034519fa737a3e1df6de5022b4be31610ad76eab4d59eb5f5725cd5915dc9bc,258,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/DNSCommunication.cpp,5a0a4a9f1b46741509da96c1e96487f4b8b4fe53879f9c1937ed715825048230,4181,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/DNSCommunication.h,1d301272b9510dec3d5b2586722e053ed280bd747b3be6f0d1e921d407bfc8b9,319,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Declarations.h,9f639b4d7bddcabfcd6326ecf998c8b4a54c9934e141582b718c3076428c52de,584,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Handler.cpp,b5cb0353829e6a9f52cb2c512922c5d7bf143d18dee6c1db9bed201bc0dc03b0,559,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Handler.h,c4fae4bb1d034c6a6965010b51d7ca15f13b274b15df82c85318c1872da13f2c,111,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Persistence.cpp,13c3d687975bd7c66e19a7367c2733bb6f23fb56e856bbf08a3c0415f373de47,2594,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/Persistence.h,416591b652f3f43ec1ed71fd9f7118abf7bad7ff555e429a286c36c1265f8ac2,155,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/XLSADDIN.xlam,3e3683ca8a47b0f8f8e2f9a09418da2e7b4bd9167e0aed99155528cbc5d35fdf,12600,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/main.cpp,1c8926f52a4c68e034deaea0efc15534972aad29de13c938d07cf172ad2267a5,950,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent/resource.h,036e4466d147b2418f2569908a90151fb4e8c7d003592e41ed14c9506afcf2a5,898,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,Agent/Agent.sln,712425f3d6ec728d2646a24c237ac85d94bc117e111e9c8ae1620a47f7027731,867,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,LICENSE,9ea4ae756cb28e9ac629c642bae46f29ac7aaedcdbfab585a011b60357fed1bb,1060,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,README.md,89613e0cead43ddcd65eb3e46f87ec2d16a70bf80099e1fa2e1729d9c5f6a536,2915,file,documentation,evidence-or-derived,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,images/Picture-1.png,9c77a98e8746b11efe86628066b5a2783cd89c377816bffd3ecf65cbf629ccec,26281,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,images/Picture-2.png,1a8f5d2deb1a83c63669ca0e2ed305f07b53421c8c948f278c8d1e7eb26943d9,27453,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,images/Picture-3.png,a90f078f2dd21d6e556bfa805fc413ff2d65bafe9fd80aaceef03912ed9d0089,26582,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,images/Picture-4.png,b1d6b231352f85094c609c6ef388da884106b60e31a375042af61cb98bb76c0d,22322,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,images/Picture-5.png,2981e237ab7aa7eae5255bc531b72c667472fc7f9c06a9ffbc0cd652fcce3df9,22283,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,modules/AgentControllerCLI.py,6d1ed9971f4def3b033bf163c323f95559375b5045deb6a8bfca9ae7be00023f,1683,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,modules/DNSListener.py,419d73361355bbc9323cd7711bb6c8f7405a0e8ce38edca78766e01119749d00,8847,file,implementation,authoritative-source,FP-M0006;E8-0027,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,modules/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
DNS-Persist-master,server.py,299be75e050bd95d26d320343bff21a8fee8e21e95353a94a320482202e1c0e0,603,file,implementation,authoritative-source,FP-M0006,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Go-netowrking-tools-main,HTTP-CLIENTS-REMOTE-INTERACTIONS/cmd/httpApiCall/main.go,3176aedf1581e2fd2050e187e9ed7e244b59a7bfa74825469fe7320d431a7294,4360,file,implementation,authoritative-source,FP-M0007,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Go-netowrking-tools-main,README.md,3b0041324d3e9bd98375672ec9b0554bf3fb7af89715b43bca8be024e42e4310,2390,file,documentation,evidence-or-derived,FP-M0007,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Go-netowrking-tools-main,tcp-scanners-proxies/cmd/portScanner/main.go,d620018cd7eb2cc8b3dbb6b74e198d320646c84191b43488d6f826d17083d399,3246,file,implementation,authoritative-source,FP-M0007;E8-0021,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Go-netowrking-tools-main,tcp-scanners-proxies/cmd/tcpProxy/main.go,be78ee7161bf3bf1b427074d9f05c63421f997817110cc47995249eca26444d3,6262,file,implementation,authoritative-source,FP-M0007,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
Go-netowrking-tools-main,tcp-scanners-proxies/go.mod,242479d10da7fe97dd412d6c42eb627b7d532767bdbe2ed8d2d287c34b5e8895,39,file,implementation,authoritative-source,FP-M0007,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.env.example,689b12cf00e7798fdc5e817046276ae1fbde59886dcedafa8c50c45d912d26c4,94,file,implementation,authoritative-source,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.github/ISSUE_TEMPLATE/bug_report.md,305c914a2567e5de0797e7e9d89fa710d964421a0f247188ee452c493499d45d,618,file,documentation,evidence-or-derived,FP-M0009,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.github/ISSUE_TEMPLATE/feature_request.md,f41e82acc9be4ebb42d71a16f5c9b71e409da71a54744249657492e0721817cc,466,file,documentation,evidence-or-derived,FP-M0009,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.github/workflows/prettier.yml,612aeb06bc3ea8606b545f4d448f0249a0f3895ce2066d8c5fed441518369212,628,file,operational,authoritative-source,FP-M0009,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.gitignore,6af84fc349553f3c0b658f045baa8514029c91d26fc7fa387cc562c5d8c202c5,1319,file,implementation,authoritative-source,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.prettierignore,8954da4edde52c429e585dff4cc04b314629da63d5c98b3188f43da52cfd1f33,12,file,implementation,authoritative-source,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,.prettierrc.json,09301d362ff14efac6f780a15b53563e03523e032116148f359e6585436102ef,43,file,implementation,authoritative-source,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,CODE_OF_CONDUCT.md,39cedb80415975f1f058d387fe703e84ca1c3f96ef6cfd533eeda0528509290f,3369,file,documentation,evidence-or-derived,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,CONTRIBUTING.md,b0d3cc5c615a6540d14831ddc840e2585e7e6252caedffd3a4af0f83f9d88261,5055,file,documentation,evidence-or-derived,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,LICENSE,5e98c15fe806a18f79422d2cd0c4587129f4e03081b5ab4c030627d6f6840d68,1101,file,implementation,authoritative-source,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,README.md,b8744d30e4cbd917e547526bd9827c583fc0e996ad01f2e8044f30f787c2df8d,14168,file,documentation,evidence-or-derived,FP-M0008,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,assets/assets.d.ts,b5eb540bdf0b630b0cea4b8fd43ebbfc5d7c8596ea7fd27b234508bd5dec1233,609,file,implementation,authoritative-source,FP-M0010,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,assets/entitlements.mac.plist,3e0dab776863ba5fc08fe7ed8b588544f8971843e0d76a141cf324d3208f5e8e,308,file,implementation,authoritative-source,FP-M0010,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,assets/icon.icns,7934a01a2b9463e6f196799c714c5e32c46e8ac11c6f0a56525fc2785b470f95,95504,file,implementation,authoritative-source,FP-M0010,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
GodMode-main,assets/icon.png,1e462f7c33e2a4ff60ca5825933a1988fcbcb4c2c5ecf06e3e9af337248f2d86,5422,file,implementation,authoritative-source,FP-M0010,final cross-wave recursive accountability; fine-grained semantics link separately where applicable
