record_id,donor,level,value_unit,source_path,source_sha256,transformation,disposition,target_capability,target_nodes,invariant,negative_invariant,validation_status
PR236-S012,mem_db,repository,repository-wide second-order disposition envelope,.github/workflows/ci.yml,ededc5a884f9c7755fbb6c98e9525f6336ed1e207981ae9689a085fd0ce5aed3,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S013,njuconnect,repository,repository-wide second-order disposition envelope,.github/workflows/main.yml,b3d542b2a75c5279ae275ecb70cb37820e24b16bd4218f7a852d3429c66138e5,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S014,outline_ss_server,repository,repository-wide second-order disposition envelope,.github/dependabot.yml,8d0493f26f3b4441f6702347f56b2e2a605042b5935b05260390d619d56ecf4f,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S015,phantom,repository,repository-wide second-order disposition envelope,.gitignore,187b8a9ab4482b5e25ecb98a32107ecf244b2f5b5ae9acc2c72684b4e8d6803f,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S016,pion_transport,repository,repository-wide second-order disposition envelope,.github/.gitignore,f66f8135057a3464b8272c04851dc753d1ae76020f68b33ca65348671e70caaa,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S017,proxychains_ng,repository,repository-wide second-order disposition envelope,.gitignore,6bcc4311e368bcc999a7273934f2596b7f1a2096884c72155fdbf11b1112b359,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S018,qtun_android,repository,repository-wide second-order disposition envelope,.github/workflows/build.yml,3ccad8d9f5edc9e49c3c54899c9a0b195f54f2190ef1972ca0fd5d737b151681,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S019,reality,repository,repository-wide second-order disposition envelope,LICENSE,7c1bcfe5b0a8009ffae73984bad8e3b5f6bc562f67d6d67bafb600a3b8c08c5e,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S020,setec,repository,repository-wide second-order disposition envelope,.github/workflows/go-presubmit.yml,7ca3be004846a4c8c3e40372a70b036f0490aa91f8b035746d72a0e393c1acaf,exhaustive-module-decomposition,resolved-by-module-and-focused-records,post-refactor-236 convergence graph,governance/convergence/post-refactor-236-module-audit.csv,every regular file resolves through an explicit module group and donor envelope,repository envelope never substitutes for independently meaningful focused records,verified
PR236-S021,phantom,workflow,scheduled control-plane backup and bounded restore input,deploy/backup.sh,e6007446a321ddcd2000d2ca07d0d1a65f2275de07abd4cc4cdfa8cb29dbbd23,operational-pattern-extraction,hardened,service recovery ordering,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,configuration-changing work has a recoverable predecessor,backup scripts do not become shell authority,verified
PR236-S022,phantom,workflow,restore-before-restart recovery ordering,deploy/restore.sh,166dab5fda2f6d20b15dca927785912d889992d42b370c968824c27159f333b3,state-machine-extraction,adopted,service recovery ordering,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,restore is staged/validated before health is re-evaluated,restore does not bypass canonical config admission,verified
PR236-S023,phantom,plane,node status/health reconciliation loop,node-controller/agent.py,15a9e1a71a0e0e900804c54db75ab5c7cc55620ef96246d67c643b836ebb3f11,idea-to-native,reference-only,operator health evidence,governance/convergence/post-refactor-236-peer-synthesis.md,node health is evidence distinct from deployment authority,remote node agent never becomes a second daemon authority,reviewed
PR236-S024,doh_server,method,minimum/error TTL extraction and bounded cache lifetime,src/libdoh/src/dns.rs,d61da0cf08fc3d3da0ee6aefc2332ff84acad7f0abf54156b7eb0146f23bd224,primitive-extraction,adopted,encrypted DNS cache policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,TTL is clamped by explicit min/max/error bounds,cache lifetime never becomes DNS server authority,verified
PR236-S025,doh_server,method,EDNS client-subnet precedence,src/libdoh/src/edns_ecs.rs,7c7516338bf6c7e7ac28751d478fbb62181790cbd6615b86f467146f59a2cac3,primitive-extraction,adopted,encrypted DNS ECS policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,existing/client ECS evidence has precedence over requested insertion,existing ECS is never silently overwritten,verified
PR236-S026,doh_server,feature,oblivious DoH transport capability,src/libdoh/src/odoh.rs,1d53cbefd23f56da12c85dcce3bbc27f8dc30a3523dbc28bd3a605ad1ccfdf72,compatibility-evidence,hardened,encrypted DNS transport policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,ODoH remains an explicit transport capability,no ODoH proxy/server runtime is imported,verified
PR236-S027,ansible_relayor,module,multi-instance relay role/port/identity configuration vocabulary,defaults/main.yml,16d73d1cf776c6e3e1e5607b799f7172e8770cd3cb485ff0190ec98174f67237,configuration-semantics,reference-only,Tor relay topology evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,relay roles and instances remain explicit topology inputs,Ansible does not gain host-deployment authority,reviewed
PR236-S028,ansible_relayor,feature,relay metrics/alert readiness evidence,templates/prometheus-alert-rules,299ea9ea61798be5ab8693bd0821bf34232e0928d3c0e7a1e79033bd4a16f6f7,operator-affordance-extraction,adopted,Tor relay topology evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,metrics readiness is tracked independently of relay readiness,metrics never prove consensus membership,verified
PR236-S029,ansible_relayor,constraint,instance reduction is not automatic destructive reconciliation,tasks/configure.yml,e73884d243d56872908599e3f6fb716509520a201f16df948bd3e1faf6eb2e02,negative-to-guardrail,hardened,deployment reconciliation boundary,governance/convergence/post-refactor-236-security-model.md,scale-down/removal requires explicit lifecycle authority,desired-count change never silently deletes a relay instance,reviewed
PR236-S030,clienthellod,method,TLS GREASE normalization before fingerprint comparison,clienthello.go,d5f9a1e8ffed8c66a5fa98d7f78f557fae0d760a0980f0dd8e951b6ae7d7c7d4,primitive-extraction,adopted,ClientHello evidence normalization,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,GREASE identifiers collapse to a stable placeholder,raw GREASE variance cannot create false fingerprint identity,verified
PR236-S031,clienthellod,feature,QUIC ClientHello fragment gap/overlap accounting,quic_clienthello_reconstructor.go,22670943319ea27d8ce5e7ce43eb10a0828d324d4552c343d546de0b1d9c6386,primitive-extraction,adopted,ClientHello/QUIC evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,fragment gaps and overlaps remain explicit evidence,planner never silently reconstructs/captures live QUIC traffic,verified
PR236-S032,clienthellod,test-oracle,binary TLS/QUIC corpus as normalization oracle,corpus_conformance_test.go,5ef8752c5bd0d11ae2896f6279576e8f73275f9a15dc794da7c2506b0248571b,test-oracle-extraction,reference-only,fingerprint regression corpus,governance/convergence/post-refactor-236-semantic-ledger.csv,corpus behavior is evidence for parser normalization,fixtures do not imply live capture equivalence,reviewed
PR236-S033,haskell_tor,module,consensus parsing/state vocabulary,src/Tor/DataFormat/Consensus.hs,e1e409260aeab052b527b889667afc666a5ecf65398bfb2f8bad8758ba862146,mechanism-comparison,superseded,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,consensus fields remain explicit evidence,alternate Tor runtime/parser is not imported,reviewed
PR236-S034,haskell_tor,feature,circuit manager lifecycle/state lessons,src/Tor/State/CircuitManager.hs,4e45101555a86ee85d68663da705f61b2a0372b5d7277fd81e4285b9fe63ffcb,state-machine-extraction,reference-only,Tor lifecycle constraints,governance/convergence/post-refactor-236-state-machines.md,circuit lifecycle is distinct from descriptor/relay evidence,planner never controls circuits,reviewed
PR236-S035,haskell_tor,test-oracle,Tor handshake negative/compatibility oracle,test/Test/Handshakes.hs,7e81552a36faba135a882b9b33bbfd587fdf6251abd9a3e1ca756b6e419205ff,test-oracle-extraction,reference-only,Tor protocol regression evidence,governance/convergence/post-refactor-236-semantic-ledger.csv,handshake fixtures remain evidence-only,tests never grant a second Tor implementation authority,reviewed
PR236-S036,encrypted_dns_server,method,TTL-aware DNS response cache with error TTL,src/cache.rs,1febca0b31bf9b30cb8ac91594b9663aadc2e1d80c1a3813a3234992f8396014,primitive-extraction,adopted,encrypted DNS cache policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,response expiry derives from bounded effective TTL,server cache implementation is not imported,verified
PR236-S037,encrypted_dns_server,feature,anonymized DNS relay separation,src/anonymized_dns.rs,ad89199c13d33a2c8ae698ba3ec728d7ae42414381f086dcfa02fe46041676de,architecture-extraction,hardened,DNSCrypt relay topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,resolver and relay roles remain separate,relay evidence never mutates system DNS,reviewed
PR236-S038,encrypted_dns_server,primitive,ticket/resumption expiry semantics,src/pq.rs,bba4b79dc4e72f5f12df9df32dc30f8d90eb761944c143f10fc74feff683da61,state-machine-extraction,reference-only,encrypted DNS session evidence,governance/convergence/post-refactor-236-state-machines.md,resumption material has explicit expiry,experimental PQ/ticket implementation is not imported,reviewed
PR236-S039,exitmap,feature,Exit flag plus descriptor exit-policy destination admission,src/relayselector.py,544c969ba0d60b815b9d807f70e0a41b5e77b3cb8eb6da1ce8a7aed6a4b01fb0,primitive-extraction,hardened,Tor exit evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,exit eligibility requires both consensus role evidence and destination policy evidence,exit selection never becomes circuit authority,reviewed
PR236-S040,exitmap,test-oracle,DNS poisoning/DNSSEC exit-test composition,src/modules/dnspoison.py,8ceee862f57644ff011e3f702cedd539a555f023ffd0085a06a77213a5f1b6b5,test-method-extraction,reference-only,Tor lab verification rounds,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,test modules remain explicit verification intent,no live exit probing is started by the planner,reviewed
PR236-S041,qtun_android,widget,SIP003 plugin option omission/default semantics,app/src/main/java/com/github/shadowsocks/plugin/qtun/ConfigFragment.kt,15350781372abb94b0b3055c3a699b4d9cc62cde9fc6b81a05513049eebd2d7c,compatibility-evidence,hardened,mobile plugin compatibility,governance/convergence/post-refactor-236-semantic-ledger.csv,default-valued plugin options remain omittable/explicit,plugin UI cannot become native binary authority,reviewed
PR236-S042,qtun_android,test-oracle,plugin binary-provider admission tests,app/src/androidTest/java/com/github/shadowsocks/plugin/qtun/BinaryProviderTest.kt,dc991bee8361fe14c95bb67c64e7dbebea7aa1f00a6038215abda4a7aded73e5,negative-to-guardrail,reference-only,native dependency admission,governance/convergence/post-refactor-236-security-model.md,binary-provider behavior requires provenance/admission,bundled plugin binary is never executed from donor evidence,reviewed
PR236-S043,fptnclient_ios,feature,mobile VPN lifecycle and tunnel status affordance,FptnVPN/Services/VPNService.swift,56650bd709dca3abb920f5ae347c0d21c311c292f1d3c037aa7102652aeb65c3,product-state-extraction,superseded,mobile connection readiness,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,connection phase is separate from ready evidence,donor PacketTunnel runtime is not imported,reviewed
PR236-S044,fptnclient_ios,feature,token refresh/access boundary,FptnVPN/Services/TokenService.swift,a9a8d33bc51184175c99c4c07ef0a0fafa72cb7a8c7a931c3ff443eb6f579077,negative-to-guardrail,reference-only,credential lifecycle boundary,governance/convergence/post-refactor-236-security-model.md,token state remains credential authority owned elsewhere,UI/client token flow never becomes LumiNet secret authority,reviewed
PR236-S045,fptnclient_ios,method,first-server selection without quality evidence,FptnVPN/Services/ServerSelectionService.swift,80b593b27f4ddc076e6d90cfd7b87525e37227c4cdac42746d47787e9e09275a,negative-to-guardrail,rejected-with-reason,endpoint selection quality,governance/convergence/post-refactor-236-security-model.md,selection requires explicit quality/eligibility evidence,list order alone never makes an endpoint best,reviewed
PR236-S046,proxychains_ng,feature,strict/dynamic/random/round-robin chain failure semantics,src/core.c,fbc4d4ba554ed623bd76e8554d96629405d9b5f9323bcce25c15626bc23b155d,mechanism-extraction,adopted,proxy chain safety,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,chain mode determines whether unavailable hops may be skipped,planner never installs process hooks or dials proxies,verified
PR236-S047,proxychains_ng,preset,remote DNS versus local DNS exposure policy,src/proxychains.conf,abeab0c91cbf2f8a3c87a45059a1c939d027fbd51d43df14e8dc1652da0f535b,configuration-semantics,adopted,proxy chain DNS safety,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,hostname destinations explicitly expose local-DNS risk when remote DNS is disabled,remote DNS planning never resolves names,verified
PR236-S048,proxychains_ng,plane,LD_PRELOAD/process interception runtime,src/libproxychains.c,997dcd266551dfc308273e7bc80d3662e080b4ee8636b832a5cb6b5000a8ab70,negative-to-guardrail,rejected-with-reason,process-hook authority boundary,governance/convergence/post-refactor-236-security-model.md,process interception is an explicit high-authority boundary,no LD_PRELOAD or API-hook runtime is imported,reviewed
PR236-S049,mem_db,feature,append-only durability/replay model,server/src/db/aof.rs,358b4e4ae4e41cc7c21f73bf72280a56d170aff6bd3c09d96d917cfbd0c2ee7a,mechanism-comparison,reference-only,durable-state recovery lessons,governance/convergence/post-refactor-236-state-machines.md,replayable durable logs require ordered recovery,mem-db is not imported as a second persistence authority,reviewed
PR236-S050,mem_db,method,bounded in-memory eviction primitive,server/src/db/lru.rs,d06f3acdd123ebaf7d046c67756d14c128cb58a50c950a304040eb0bb8f6a167,primitive-comparison,reference-only,cache resource bounds,governance/convergence/post-refactor-236-semantic-ledger.csv,cache eviction is explicit under bounded capacity,donor cache does not replace target caches,reviewed
PR236-S051,mem_db,plane,parallel HA/store ownership,server/src/ha.rs,b11b0959171a57fc92e152a31d292b75ccf387c262452d15122bc80d6054745f,negative-to-guardrail,superseded,persistence authority boundary,governance/convergence/post-refactor-236-security-model.md,one authoritative persistence owner remains,donor HA protocol is not introduced,reviewed
PR236-S052,backhaulmanager,workflow,backup-before-overwrite/edit/delete service configuration,backhaul-manager.sh,5588dbc47affce52ba7e21c8ec1a366ac6984be68680540955e1b5d778d7de23,operational-pattern-extraction,adopted,service recovery ordering,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,configuration mutation requires backup/rollback evidence,interactive shell script never becomes mutation authority,verified
PR236-S053,backhaulmanager,feature,bounded tunnel/link diagnostic affordance,linktest.sh,3228e6c001e3c72f4b548334a3047ef4c56300748ee7df8c3a6b76dacd67abec,operator-affordance-extraction,reference-only,diagnostics evidence,governance/convergence/post-refactor-236-operator-runbook.md,link test remains diagnostic evidence,diagnostic script cannot change routes/firewall,reviewed
PR236-S054,incy_link_encoder,protocol,versioned incy://crypt1 authenticated payload envelope,src/index.ts,5f6a1a9732c09578cf5b41cc1417d5460709dc294862bfbf87c235e1abba1eeb,format-extraction,reference-only,deep-link format admission,governance/convergence/post-refactor-236-semantic-ledger.csv,format/version/authentication fields remain distinguishable,format support never implies cryptographic trust,reviewed
PR236-S055,incy_link_encoder,constraint,shared derivable client key marketed as obfuscation,src/keymat.ts,6f12f6ec9de44e8498e2a52da2378c8220cfcf5a722a3273282766a6199179ec,negative-to-guardrail,rejected-with-reason,deep-link trust boundary,governance/convergence/post-refactor-236-security-model.md,obfuscation is never classified as secrecy/authentic identity,shared embedded key never becomes a LumiNet trust root,reviewed
PR236-S056,njuconnect,constraint,TLS 1.1/RC4 and certificate-verification bypass compatibility path,core/EasyConnectClient.go,039858461bb309e96a8b50b4ab00390dc4a6060e3c4f0ea631762e3f5796566d,negative-to-guardrail,rejected-with-reason,TLS security floor,governance/convergence/post-refactor-236-security-model.md,certificate verification and modern TLS floor are mandatory,InsecureSkipVerify/TLS1.1/RC4 compatibility is not ported,reviewed
PR236-S057,njuconnect,method,retry-then-panic stream error handling,core/protocol.go,cc21b1d89b9cad2c5950c74fa71946f2771f40ac5eaffe6be0d37cdd1e5c355b,negative-to-guardrail,rejected-with-reason,bounded recovery semantics,governance/convergence/post-refactor-236-state-machines.md,retry exhaustion is a structured error/recovery state,panic after network retry exhaustion is not adopted,reviewed
PR236-S058,chutney,feature,Tor node start/stop/bootstrap/status verification lifecycle,lib/chutney/tor/controller.py,dadbd7348ca1372da85ff72160e81f7e23d23f234f15cdeefc0ed2d38757e516,state-machine-extraction,adopted,Tor lab/relay topology evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,running and 100% bootstrap observations are separate from control authority,planner never signals or starts Tor processes,verified
PR236-S059,chutney,test-oracle,family/exit/consensus rapid-bootstrap test configuration,lib/chutney/tor/torrc.py,f1cb6ab119bf0224351bca219fbf03daea26200bed8f3167140bdb406c0db546,test-method-extraction,hardened,Tor lab/relay topology evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,rapid bootstrap is test evidence only,test-only consensus acceleration is never production config,verified
PR236-S060,chutney,method,verification rounds/connections/allow-failure semantics,lib/chutney/network_tests/verify.py,dba61342eee165402c3c0696e013c6735fbf306c394a246d23e724ba43ec75b7,test-method-extraction,adopted,Tor lab verification policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,allowed failure count is explicit and bounded,failure allowance never hides individual failed nodes,verified
PR236-S061,gojq,method,context-aware iterator cancellation,iter.go,00a9c87f136ec6574134c109f737b513cf9616f8bdf78f1094e223fa551e9cf3,direct-semantic-port,adopted,bounded jq evaluation,src/apps/daemon/internal/analysis/diagnostics/jq_evaluator.go,jq execution observes caller cancellation,evaluation never ignores canceled context,statically-validated
PR236-S062,gojq,interface,optional module/environment/input loaders,option.go,e22a413e0fe69cea49d625411760650e9d5e4976b0515bdce9a0f3534dae59ee,negative-to-guardrail,hardened,jq evaluation boundary,src/apps/daemon/internal/analysis/diagnostics/jq_evaluator.go,simple diagnostics evaluator exposes no module/environment/input loaders,filesystem/environment loaders remain unavailable to untrusted queries,statically-validated
PR236-S063,gojq,test-oracle,expanding query result corpus,query_test.go,5a5eb73d3a1d11504dd1fa814b0f58f33436236308254923bb2cb8d60a3e98ea,test-oracle-extraction,adopted,bounded jq materialization,src/apps/daemon/internal/analysis/diagnostics/jq_evaluator_test.go,materialized jq results are capped at 4096,valid expanding query cannot allocate unbounded result slices,statically-validated
PR236-S064,pion_transport,method,bounded replay-window admission primitive,replaydetector/replaydetector.go,5ae0d449062c82d80fb23898e4526e322f2b28c1e79da905366ffcbe097bd89b,primitive-extraction,adopted,transport replay policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,duplicate transport evidence is explicit,planner never mutates a live replay window,verified
PR236-S065,pion_transport,test-oracle,deterministic NAT lifetime/state simulation,vnet/nat.go,3421dc9dc7f4ad299844fd9b9ec68b5fac5faf40e2cf61ffc5843ca7e19610aa,test-method-extraction,reference-only,network fault simulation evidence,governance/convergence/post-refactor-236-semantic-ledger.csv,NAT lifetime is modeled as explicit bounded test state,simulation is not production NAT authority,reviewed
PR236-S066,pion_transport,test-oracle,token-bucket queue/capacity simulation,vnet/tbf_queue.go,b55828eb1ffdc8a1f08319707fd9b95baf9edf94affb158796576982cf791ec8,test-method-extraction,reference-only,queue/backpressure oracle,governance/convergence/post-refactor-236-semantic-ledger.csv,queue capacity/rate are explicit test inputs,simulation never shapes live traffic,reviewed
PR236-S067,reality,feature,server-name/short-ID/time-difference/fallback-limit admission surface,common.go,e0e606972937e5d010816ba0280b87e5d78ee11a6db3f94f63ab2db973b8aeb5,primitive-extraction,adopted,REALITY admission,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,short IDs are bounded hexadecimal prefixes and server names explicit,planner performs no REALITY handshake/key generation,verified
PR236-S068,reality,plane,REALITY TLS handshake runtime,handshake_server.go,579b4e8171249719add8cf70424bd29999d32971211f2bee61c2323d6ba6ea57,mechanism-comparison,superseded,transport runtime authority,governance/convergence/post-refactor-236-security-model.md,runtime handshake authority remains in existing target transport owner,forked TLS runtime is not embedded,reviewed
PR236-S069,outline_ss_server,method,key-scoped handshake salt replay cache,service/replay.go,4e2705c819f0d8eb9039a09940961d569b73ea85c5b9020ca378a2da1787fe2a,primitive-extraction,adopted,transport replay/salt policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,replay identity includes key identity and full salt,planner does not mutate server replay cache,verified
PR236-S070,outline_ss_server,method,server salt uniqueness/rotation evidence,service/server_salt.go,4a7b29437f321f2adbb65266ec8b45ffc251842268554cb2d4ef419841177387,primitive-extraction,hardened,transport replay/salt policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,salt uniqueness is explicit admission evidence,salt planning does not encrypt/decrypt traffic,reviewed
PR236-S071,outline_ss_server,feature,hot cipher-list update semantics,service/cipher_list.go,d9050135d60aab5cec8b8b1e8cf507c1294ef2ffd690fa4c8c5c606079e35db0,state-machine-extraction,reference-only,configuration refresh lessons,governance/convergence/post-refactor-236-state-machines.md,active configuration updates remain atomic/versioned,donor Shadowsocks server runtime is not introduced,reviewed
PR236-S072,setec,feature,singleflight versioned secret refresh with bounded polling/jitter,client/setec/store.go,149ed7097aeb30eae62227c9fe63700aede6e3511d5317da15d4a9e7ae9547a4,primitive-extraction,adopted,secret refresh/watch policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,version comparison and poll jitter are explicit without reading secret values,planner never starts watchers or fetches secrets,verified
PR236-S073,setec,constraint,restart cache can be stale before remote refresh,client/setec/cache.go,77764f4f5abee57b1069d6ec55c114518acd4bc43fb9bc33b597e9a46e299785,negative-to-guardrail,adopted,secret refresh/watch policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,stale persistent-cache state remains explicit,persisted secret cache is never silently enabled,verified
PR236-S074,setec,primitive,explicit secret access allow/deny boundary,acl/acl.go,cd9d1caed0c3ecacdc755ae87d3b9baa8be3f19884d4abb5e50e7380e9556cb7,mechanism-comparison,hardened,secret lookup authority,src/apps/daemon/internal/analysis/diagnostics/post_refactor_236_plans.go,undeclared lookup is closed unless explicitly allowed,planner never replaces target secret ACL/store authority,reviewed
PR236-S075,setec,feature,monotonic audit ID/timestamp/sync lifecycle,audit/audit.go,5cb137097ef22c56a621b244abdc6c161fbbab92f2dbaec4f27f67759cf67dda,operational-pattern-extraction,reference-only,audit receipt discipline,governance/convergence/post-refactor-236-semantic-ledger.csv,audit records have explicit identity/time/flush lifecycle,donor audit store is not imported,reviewed
