record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR222-S011,n/a,CG222-OVERLAP-NABZRAM,Nabzram-master.zip,historical-accountability,Nabzram-master.zip exact-byte overlap bridge,focused peer mechanism or repository evidence,evidence bridge,standalone or target-recomposed,Nabzram-master/ui/.gitignore,fe718e7babb14f3cbad2d97f08889b9ce5215ed3fe0e43b2b8cfbfb3b9b844e8,n/a,exact-byte overlap revalidation,custom:partial-upload-to-historical-records,reference-only,1 of 79 surfaces match prior convergence evidence exactly; only unmatched surfaces are semantically reopened in this pass.,n/a,n/a,Previously accounted exact bytes keep their historical dispositions while unmatched bytes receive fresh review.,A partial overlap never marks the whole donor as reviewed.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S012,n/a,CG222-OVERLAP-TAO,TaoConnect-main.zip,historical-accountability,TaoConnect-main.zip exact-byte overlap bridge,focused peer mechanism or repository evidence,evidence bridge,standalone or target-recomposed,TaoConnect-main/tsconfig.json,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808,n/a,exact-byte overlap revalidation,custom:partial-upload-to-historical-records,reference-only,2 of 29 surfaces match prior convergence evidence exactly; only unmatched surfaces are semantically reopened in this pass.,n/a,n/a,Previously accounted exact bytes keep their historical dispositions while unmatched bytes receive fresh review.,A partial overlap never marks the whole donor as reviewed.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S013,n/a,CG222-OVERLAP-TORRENT,torrent-live-master(1).zip,historical-accountability,torrent-live-master(1).zip exact-byte overlap bridge,focused peer mechanism or repository evidence,evidence bridge,standalone or target-recomposed,torrent-live-master/node_modules/peer-wire-swarm/.npmignore,16d30e4462189fb14dd611bdb708c510630c576a1f35b9383e89a4352da36c97,n/a,exact-byte overlap revalidation,custom:partial-upload-to-historical-records,reference-only,20 of 96 surfaces match prior convergence evidence exactly; only unmatched surfaces are semantically reopened in this pass.,n/a,n/a,Previously accounted exact bytes keep their historical dispositions while unmatched bytes receive fresh review.,A partial overlap never marks the whole donor as reviewed.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S014,n/a,CG222-OVERLAP-VPNDAD,VpnDad-main.zip,historical-accountability,VpnDad-main.zip exact-byte overlap bridge,focused peer mechanism or repository evidence,evidence bridge,standalone or target-recomposed,VpnDad-main/Vendor/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,n/a,exact-byte overlap revalidation,custom:partial-upload-to-historical-records,reference-only,3 of 38 surfaces match prior convergence evidence exactly; only unmatched surfaces are semantically reopened in this pass.,n/a,n/a,Previously accounted exact bytes keep their historical dispositions while unmatched bytes receive fresh review.,A partial overlap never marks the whole donor as reviewed.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S015,n/a,CG222-BEP42,bittorrent-nodeid-master.zip,peer-identity,BEP42 IPv4 node-ID binding,focused peer mechanism or repository evidence,defensive protocol primitive,standalone or target-recomposed,bittorrent-nodeid-master/index.js,8a13915d3a40ec1ae151c76bfb3bd01d8c30b1664a75837a9800b3c290679670,n/a,independent port + hardening,one-to-one,extracted,The donor supplies the BEP42 CRC32C/IP-mask primitive; LumiNet ports the 21-bit IPv4 identity binding into typed Go and validates published examples before peer admission.,peer identity admission,src/apps/daemon/internal/analysis/peerdiscovery/bep42.go#ValidIPv4NodeID,A peer node ID is admissible only when its BEP42 identity prefix binds to its advertised public IPv4 address.,Trust scores or DHT distance can never bypass BEP42 identity binding.,src/apps/daemon/internal/analysis/peerdiscovery/bep42_test.go#TestGenerateIPv4NodeIDMatchesPublishedBEP42Prefixes,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,verified
PR222-S016,n/a,CG222-PEER-ADMISSION,torrent-live-master(1).zip,peer-discovery,bounded peer candidate admission and duplicate evidence,focused peer mechanism or repository evidence,defensive runtime concept,standalone or target-recomposed,torrent-live-master/lib/peer-discovery.js,c84e1593a3d3692762708f5e5faa99463e2a05f046e1cfad51044a057c7fe121,n/a,recomposition + hardening,many-to-one,recomposed,"The donor demonstrates DHT peer discovery and duplicate-peer concerns; LumiNet retains only a read-only candidate planner with public-address policy, self/duplicate rejection, BEP42, exact XOR ordering and bounded results.",peer discovery planning,src/apps/daemon/internal/analysis/peerdiscovery/planner.go#BuildPlan;src/apps/daemon/internal/adapters/api/handlers_peer_discovery.go#PlanPeerDiscovery,"Admission is deterministic, bounded and read-only; accepted peers are sorted by exact 160-bit XOR distance.","The planner cannot open sockets, discover peers remotely, persist peers, mutate routes, or let runtime trust grant identity.",src/apps/daemon/internal/analysis/peerdiscovery/planner_test.go#TestBuildPlanRejectsIdentityPolicyAndDuplicateFailuresIndividually,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,verified
PR222-S017,n/a,CG222-PEER-BLOCKLIST,torrent-live-master(1).zip,peer-policy,local IPv4 range deny policy,focused peer mechanism or repository evidence,defensive data-structure/policy primitive,standalone or target-recomposed,torrent-live-master/lib/blocklist.js,284539582a3967cad9320cb11ad9c1f3b285bd0106d1e25ee78bf6bc8c82c524,n/a,semantic extraction + simplification,many-to-one,adapted,"The donor interval blocklist is useful, but LumiNet does not import its mutable tree or network blocklist acquisition. The target accepts at most 128 operator-supplied IPv4 CIDRs, normalizes/deduplicates them and rejects matching candidates locally.",peer discovery planning,src/apps/daemon/internal/analysis/peerdiscovery/planner.go#MaxBlockedCIDRs;src/apps/daemon/internal/analysis/peerdiscovery/planner.go#parseBlockedCIDRs,"Local peer deny policy is bounded, deterministic and performs no remote lookup.","No DNSBL query, downloaded blocklist, or unbounded range set can become peer-admission authority.",src/apps/daemon/internal/analysis/peerdiscovery/planner_test.go#TestBuildPlanAppliesBoundedLocalCIDRBlocklist,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,verified
PR222-S018,n/a,CG222-PEER-SHARED-ADDRESS,torrent-live-master(1).zip,peer-risk-evidence,same-IP/different-port observation without NAT false positives,focused peer mechanism or repository evidence,negative lesson / risk signal,standalone or target-recomposed,torrent-live-master/README.md,f55ebe6bbb67a74072f47b171c325f63a25d35c72e0794aeb7292b56147dc468,n/a,rederivation,idea-to-native,inspired-native,The donor treats repeated peer IPs as suspicious. LumiNet preserves the signal but does not hard-reject peers sharing a public IP because legitimate NAT can produce that shape; it exposes shared-address count as descriptive evidence.,peer discovery planning,src/apps/daemon/internal/analysis/peerdiscovery/planner.go#SharedAddressObserved,Address reuse is observable separately from identity validity.,A shared public address alone cannot become an identity failure or trust decision.,src/apps/daemon/internal/analysis/peerdiscovery/planner_test.go#TestBuildPlanSharedPublicAddressIsEvidenceNotFalseRejection,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,medium,n/a,high,verified
PR222-S019,n/a,CG222-TORRENT-ACTIVE-PROBING,torrent-live-master(1).zip,peer-discovery,active fake-infohash/findspies peer probing,focused peer mechanism or repository evidence,negative operational pattern,standalone or target-recomposed,torrent-live-master/README.md,f55ebe6bbb67a74072f47b171c325f63a25d35c72e0794aeb7292b56147dc468,n/a,negative-to-guardrail,negative-to-guardrail,guardrail-derived,Active fake-infohash crawling and peer handshakes expand network authority and can become surveillance/anti-monitoring tooling. LumiNet preserves the defensive lesson while keeping the peer plane operator-supplied and non-dialing.,peer discovery planning,src/apps/daemon/internal/analysis/peerdiscovery/planner.go#SafetyBoundary,Peer planning consumes supplied observations only.,"The convergence must not add autonomous DHT crawling, fake-content probes or peer handshakes.",scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-TORRENT-ACTIVE,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,statically-validated
PR222-S020,n/a,CG222-TORRENT-STREAMING,torrent-live-master(1).zip,torrent-runtime,torrent streaming/storage/freerider runtime,focused peer mechanism or repository evidence,unrelated executable subsystem,standalone or target-recomposed,torrent-live-master/lib/file-stream.js,d8e9ea40212dd27b036ac611371ed44c28e3a947ef099f8d6afcf4422d0fabb4,n/a,rejection,custom:peer-runtime-outside-target-role,rejected-with-reason,"Torrent streaming, piece storage/exchange and freerider behavior do not strengthen LumiNet network control and would create a second content-transfer runtime; they remain donor evidence only.",n/a,n/a,LumiNet peer convergence is limited to defensive identity/admission evidence.,"No torrent content streaming, freerider or piece-exchange authority is introduced.",scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-NO-TORRENT-RUNTIME,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,medium,n/a,high,statically-validated
PR222-S021,n/a,CG222-CAPTCHA-BYPASS,Captcha_hacking-master.zip,authentication-security,CAPTCHA solver/training pipeline,focused peer mechanism or repository evidence,offensive/bypass model,standalone or target-recomposed,Captcha_hacking-master/CNN_train.ipynb,fc24ae44b8dd2b01ed6e1a61ace0c858400c520ef5331d31c469f283f7b51769,n/a,negative-to-guardrail,negative-to-guardrail,rejected-with-reason,The donor explicitly trains a CNN to defeat CAPTCHA challenges. That behavior is not promoted. It is retained only as evidence that challenge-solving must never be treated as identity or authentication authority.,authentication guardrails,src/apps/daemon/internal/adapters/api/middleware.go#AuthMiddleware,LumiNet authentication remains explicit secret/cookie based and fail-closed.,"No CAPTCHA solver, challenge bypass, credential stuffing or authentication circumvention is introduced.",scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-CAPTCHA,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,critical,n/a,high,statically-validated
PR222-S022,n/a,CG222-CAPTCHA-ASSETS,Captcha_hacking-master.zip,authentication-security,CAPTCHA OCR images/model weights/test notebooks,focused peer mechanism or repository evidence,dataset/model/test asset,standalone or target-recomposed,Captcha_hacking-master/TWSE_captcha_weights.h5,2eab532a88d500441ce980995651f33d3d66adcb834e4bb5fbcba719e9d2ab6e,n/a,evidence retention only,one-to-many,reference-only,"Weights, OCR images and notebooks are accounted as donor surfaces but have no safe target execution role.",n/a,n/a,The corpus remains provenance evidence only.,Model weights or OCR training assets are never packaged into LumiNet runtime.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,medium,n/a,high,reviewed
PR222-S023,n/a,CG222-TOR-CORRELATION,Deanonymizing-quietly-all-of-Tor-main.zip,privacy-model,Tor deanonymization/correlation research claim,focused peer mechanism or repository evidence,negative research evidence,standalone or target-recomposed,Deanonymizing-quietly-all-of-Tor-main/README.md,65e09114335d9ddba66e2bf5788b3392baa2e44c53ac880d97b0d2588750e675,n/a,negative-to-guardrail,negative-to-guardrail,guardrail-derived,The donor is descriptive research rather than code. It contributes a privacy-model limit: network-layer privacy must not be advertised as protection from timing/correlation or a sufficiently capable observer.,privacy claims,governance/convergence/post-refactor-222-security-model.md#Correlation and anonymity limits,Privacy claims distinguish transport confidentiality/obfuscation from anonymity against correlation.,LumiNet must not claim immunity to timing correlation or global/passive observation without evidence.,scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-TOR-CORRELATION,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,statically-validated
PR222-S024,n/a,CG222-CDIN-PALETTE,cdin-main.zip,operator-navigation,keyboard command palette,focused peer mechanism or repository evidence,product UX,standalone or target-recomposed,cdin-main/CHANGELOG.md,f5a1941eb14783885a2a94f478eecf3e13ea1104af32fce78d55fef7bc5fb5d3,n/a,target-native adaptation,idea-to-native,adapted,cdin demonstrates command-palette/keymap navigation. LumiNet adopts the fast keyboard access pattern but maps only canonical application destinations and actions; it does not import editor commands or filesystem authority.,operator command palette,src/packages/control-ui/src/CommandPalette.tsx#CommandPalette;src/packages/control-ui/src/navigation.ts#navigationItems,Palette results resolve only to canonical LumiNet navigation entries.,A UI search surface cannot execute arbitrary shell/editor/plugin commands.,src/packages/control-ui/scripts/test-post-refactor-222.mjs#command palette global shortcut,global UI,none,assumed MIT for this task per user instruction; no legal analysis performed,medium,n/a,high,statically-validated
PR222-S025,n/a,CG222-CDIN-FUZZY,cdin-main.zip,operator-navigation,deterministic fuzzy subsequence ranking,focused peer mechanism or repository evidence,algorithmic primitive,standalone or target-recomposed,cdin-main/data/core/search.lua,b9a285fd6482b1aae1ddcfce49a613aa0160edd66ce447d90fb9053198f5cd94,n/a,independent rederivation,one-to-one,extracted,"The donor fuzzy search inspires a small dependency-free matcher. LumiNet adds deterministic tie-breaking, prefix/word-boundary/consecutive bonuses and gap/length penalties suitable for a bounded nav corpus.",operator command palette,src/packages/control-ui/src/lib/fuzzy.ts#fuzzyMatch;src/packages/control-ui/src/lib/fuzzy.ts#fuzzyMatch,Identical inputs produce stable scores and order.,"Fuzzy ranking cannot read files, execute commands or expand navigation authority.",src/packages/control-ui/scripts/test-post-refactor-222.mjs#fuzzy matcher is deterministic subsequence scoring,global UI,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S026,n/a,CG222-CDIN-RECENTS,cdin-main.zip,operator-navigation,bounded command history / recent destinations,focused peer mechanism or repository evidence,product state pattern,standalone or target-recomposed,cdin-main/CHANGELOG.md,f5a1941eb14783885a2a94f478eecf3e13ea1104af32fce78d55fef7bc5fb5d3,n/a,adaptation + authority reduction,many-to-one,adapted,"cdin command history is useful for navigation speed. LumiNet stores at most five validated canonical recent paths in localStorage and treats the cache as disposable, non-authoritative UI state.",operator command palette,src/packages/control-ui/src/CommandPalette.tsx#MAX_RECENTS,Recent navigation state is bounded and validated against the canonical registry.,Persisted local recents cannot create routes or grant backend authority.,src/packages/control-ui/scripts/test-post-refactor-222.mjs#command palette bounds and validates recents,global UI,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,statically-validated
PR222-S027,n/a,CG222-CDIN-EDITOR-AUTHORITY,cdin-main.zip,operator-navigation,editor filesystem/terminal/plugin authority,focused peer mechanism or repository evidence,non-target authority surface,standalone or target-recomposed,cdin-main/docs/guides/plugins.md,9d7ff62ff2516dff205febc5a137c0cd3c2401092fb534deac2b020b2d1a6f51,n/a,rejection + guardrail,one-to-many,rejected-with-reason,"cdin is an editor and intentionally exposes plugins, files and command execution. Those mechanisms are not needed for LumiNet navigation and would violate the UI non-authority boundary.",operator command palette,src/packages/control-ui/src/CommandPalette.tsx#navigate,Command palette navigation remains declarative UI routing only.,"No shell, arbitrary file open, plugin execution or editor command surface is added.",scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-CDIN-AUTHORITY,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,statically-validated
PR222-S028,n/a,CG222-CDIN-BUILD-DOCS,cdin-main.zip,tooling-reference,editor build/install/theme/keymap/plugin documentation,focused peer mechanism or repository evidence,documentation/build reference,standalone or target-recomposed,cdin-main/docs/architecture/overview.md,ef4537542331ba2b8dd0298b3c1d0a86004fa9054d54c76adf27b20896bf6ad7,n/a,reference retention,one-to-many,reference-only,"The remaining editor-specific build, renderer, fonts, Lua plugin and project-search surfaces are fully accounted but do not map to LumiNet runtime responsibilities.",n/a,n/a,Non-target editor surfaces remain explicit reference evidence.,Repository breadth is not converted into unrelated LumiNet scope.,n/a,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,low,n/a,high,reviewed
PR222-S029,n/a,CG222-ED-LAST-GOOD,EDtunnel-main.zip,endpoint-selection,remembered proxy success and bounded fallback,focused peer mechanism or repository evidence,runtime selection primitive,standalone or target-recomposed,EDtunnel-main/src/utils/proxyResolver.js,2bbfcc02474136848bcd62cf455f1765ae359c3619f2e83cce93c73bd707c5ae,n/a,adaptation + hardening,many-to-one,adapted,"EDtunnel remembers/rotates proxy choices on failure. LumiNet absorbs last-known-good as a hint only within a five-point quality band, preserving observed eligibility and evidence ranking.",endpoint pool planning,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#PreviousSuccessful,Previous success can improve continuity only among currently eligible near-equivalent endpoints.,A remembered endpoint cannot bypass eligibility or a material quality gap.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestEndpointPoolPreviousSuccessCannotOverrideMaterialQualityGap,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,verified
PR222-S030,n/a,CG222-ED-DIVERSITY,EDtunnel-main.zip,endpoint-selection,multi-proxy rotation/fallback diversity,focused peer mechanism or repository evidence,runtime selection pattern,standalone or target-recomposed,EDtunnel-main/src/utils/proxyResolver.js,2bbfcc02474136848bcd62cf455f1765ae359c3619f2e83cce93c73bd707c5ae,n/a,recomposition + determinism hardening,many-to-one,recomposed,"Random proxy rotation is replaced with deterministic scope hashing inside a narrow near-equivalent score band, giving diversity without sacrificing quality or reproducibility.",endpoint pool planning,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#stableScopeHash,Diversity changes order only within the bounded quality band.,Randomness cannot promote a materially inferior endpoint.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestEndpointPoolScopeDiversifiesOnlyNearEquivalentBands,Operations,none,assumed MIT for this task per user instruction; no legal analysis performed,medium,n/a,high,verified
PR222-S031,n/a,CG222-ED-RUNTIME,EDtunnel-main.zip,edge-runtime,Cloudflare Worker VLESS/Trojan/SOCKS/UDP runtime,focused peer mechanism or repository evidence,parallel runtime subsystem,standalone or target-recomposed,EDtunnel-main/src/index.js,5665eca48c4c6e1bdcf663de5e984b322218d64d78760fbb26eea0972b99da1e,n/a,mechanism comparison,many-to-one,superseded,"LumiNet already owns proxy engines, protocol parsing, edge/serverless provisioning and runtime lifecycle. Importing EDtunnel wholesale would create a second routing/secret/configuration authority.",existing proxy runtime,src/apps/daemon/internal/runtime/runtimecore/manager.go#Manager,Runtime ownership remains in the canonical daemon runtime and routing layers.,A donor worker cannot become a parallel route/configuration authority.,scripts/checks/check_post_refactor_222_convergence.py#PR222-SUPERSEDE-ED-RUNTIME,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,statically-validated
PR222-S032,n/a,CG222-ED-URL-OVERRIDES,EDtunnel-main.zip,edge-runtime,path/query proxy and credential overrides,focused peer mechanism or repository evidence,authority anti-pattern,standalone or target-recomposed,EDtunnel-main/src/handlers/http.js,7d4bd27b4a8aad65ee9344092abc8f5c52f81f3efecb7abe40b9a66fb6b21fba,n/a,negative-to-guardrail,negative-to-guardrail,guardrail-derived,URL/path overrides can smuggle configuration or credentials across a request boundary. LumiNet retains explicit authenticated configuration APIs and shared redaction instead.,configuration authority,src/apps/daemon/internal/adapters/api/middleware.go#AuthMiddleware,"Configuration mutations pass through authenticated, typed mutation owners.",URL paths/query strings cannot become hidden credential/configuration authority.,scripts/checks/check_post_refactor_222_convergence.py#PR222-GUARD-ED-URL-AUTHORITY,n/a,none,assumed MIT for this task per user instruction; no legal analysis performed,high,n/a,high,statically-validated
