record_id,donor,level,value_unit,source_path,source_sha256,transformation,disposition,target_capability,target_nodes,invariant,negative_invariant,validation_status
PR235-S011,tor_metrics_library,repository,complete donor second-order semantic envelope,.gitignore,8b3b113c2a9a32b0cde363edc01abf1a6d975bb932b69598557266f6625fa731,whole-donor re-evaluation,fully-accounted,post-refactor-235 convergence graph,governance/convergence/post-refactor-235-module-semantic-audit.csv,all 234 file/module hashes remain exact evidence inputs,repository-level disposition does not substitute for focused semantic records,verified
PR235-S012,whitedns_android,repository,complete donor second-order semantic envelope,.gitattributes,1d5d71dcc6ccd28ab46a335349ecc74742ca4b81f4fcad212f8d134f70f1f13e,whole-donor re-evaluation,fully-accounted,post-refactor-235 convergence graph,governance/convergence/post-refactor-235-module-semantic-audit.csv,all 234 file/module hashes remain exact evidence inputs,repository-level disposition does not substitute for focused semantic records,verified
PR235-S013,whitedns_cleanip,repository,complete donor second-order semantic envelope,.github/workflows/build-apk.yml,a9321c4f31a926aac37e8d31f5b56826ff895eea12e8e55d6edc209576aaee4c,whole-donor re-evaluation,fully-accounted,post-refactor-235 convergence graph,governance/convergence/post-refactor-235-module-semantic-audit.csv,all 234 file/module hashes remain exact evidence inputs,repository-level disposition does not substitute for focused semantic records,verified
PR235-S014,dns_blocklists,feature,cross-format DNS rule equivalence,dnsmasq/doh.txt,17cbe005e9af9dae2e3ff38e1f0e7b2e67235e738f8d1540c2ee37cc7dd5a2bd,normalize-and-audit,adopted,DNS filter preset composition,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,format is descriptive input; list identity remains caller-supplied,no donor feed fetch or block authority,verified
PR235-S015,dns_blocklists,preset,anti-bypass DNS/DoH/VPN/proxy intent,rpz/doh-vpn-proxy-bypass.txt,80f5000646defdf0530c367095ddc27fd75a2c36d483693f894aadbfddae5090,compose-preset,adopted,anti-bypass preset,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,preset selection is deterministic,preset never activates blocking,verified
PR235-S016,dns_blocklists,primitive,DNS rebind-protection category,adguard/dns-rebind-protection.txt,dd78447d10527cf141ed692c7ea179e0599602fafdaac5f23b650065f4d9e703,constraint-extraction,hardened,DNS policy evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,rebind protection remains an explicit category,category cannot silently rewrite runtime DNS,reviewed
PR235-S017,dns_blocklists,method,allowlist/exception precedence,.github/ISSUE_TEMPLATE/allowlist-request.yml,9e6423aa89ccc42d0a630a0f095bd0fcfbccfdccdf4e5acb605e100685e93844,negative-to-guardrail,hardened,DNS filter composition,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,exception-bearing lists remain visibly optional,allow exceptions never disappear in flattening,verified
PR235-S018,dns_blocklists,preset,native platform tracker categories,rpz/native.apple.txt,6e42734dacff2c37e04f235031bf5b36cdfd33b0a49fb50d8e930927216cc706,taxonomy-extraction,reference-only,DNS filter taxonomy,governance/convergence/post-refactor-235-semantic-ledger.csv,platform category is evidence only,taxonomy is not a claim that domains are malicious,reviewed
PR235-S019,dns_blocklists,constraint,Apple Private Relay allow/block policy evidence,share/apple-private-relay.txt,f2460bb461d68ad5a00075eea6d94acecc4e8f6087122cb4b9ac13be654b9056,policy-conflict-evidence,reference-only,DNS policy conflict review,governance/convergence/post-refactor-235-security-model.md,allow/block disagreement is retained explicitly,no hidden default chosen from donor popularity,reviewed
PR235-S020,kingo_vpn,widget,bounded parallel server scan progress,Android/app/src/main/java/com/kingo/vpn/ScanServersDialog.java,c5b0bee5fda4a6a8e9adc0ac445f88090bc718b03ec78b2acb1a29a189b7c14d,product-affordance-extraction,reference-only,scanner campaign UX,src/packages/control-ui/src/pages/Operations.tsx,progress/found/cancel state is explicit,fixed donor worker pool is not runtime authority,reviewed
PR235-S021,kingo_vpn,method,pause/stop/stale-scan generation semantics,Android/app/src/main/java/com/kingo/vpn/ScanServersDialog.java,c5b0bee5fda4a6a8e9adc0ac445f88090bc718b03ec78b2acb1a29a189b7c14d,state-machine-extraction,hardened,scan campaign lifecycle,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,cancel/pause state must be explicit,late results from superseded generations must not become current,reviewed
PR235-S022,kingo_vpn,widget,clipboard/manual config import affordance,Android/app/src/main/java/com/kingo/vpn/AddServerDialog.java,9196f80b3b6007544211c751ffba7d6784f046ee71c5c7acd9165a0c0ec1df82,product-affordance-extraction,superseded,profile import UX,src/apps/daemon/internal/workflows,existing profile admission remains authoritative,clipboard input never bypasses managed-profile validation,reviewed
PR235-S023,kingo_vpn,plane,remote update/server-feed authority,Android/app/src/main/java/com/kingo/vpn/UpdateChecker.java,9be50e937a054b29e84c5101875a4d83b95b3ec4edb1540a8bffb6ededcff9a6,negative-to-guardrail,rejected-with-reason,update admission,src/apps/daemon/internal/foundation,remote mutable metadata cannot grant execution/routing authority,unsigned/unpinned feed data is never authoritative,reviewed
PR235-S024,mitmproxy2swagger,method,HAR versus mitm capture format detection,mitmproxy2swagger/mitmproxy2swagger.py,64018af2488e9a54c0149bad5def25a82f17a587a216fadad712c9907b9253b5,primitive-extraction,hardened,API trace schema inference,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,input format must be explicit/detectable,active MITM capture is not introduced,reviewed
PR235-S025,mitmproxy2swagger,method,query stripping and path templating,mitmproxy2swagger/mitmproxy2swagger.py,64018af2488e9a54c0149bad5def25a82f17a587a216fadad712c9907b9253b5,primitive-extraction,adopted,API trace schema inference,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,query values never contaminate path templates,captured secrets never become schema examples,verified
PR235-S026,mitmproxy2swagger,feature,request query/header/body field union,mitmproxy2swagger/mitmproxy2swagger.py,64018af2488e9a54c0149bad5def25a82f17a587a216fadad712c9907b9253b5,recomposition,adopted,API trace schema inference,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,field aggregation is set-like and deterministic,authorization/cookie/API-key header names are omitted,verified
PR235-S027,mitmproxy2swagger,method,response status/content-type union,mitmproxy2swagger/har_capture_reader.py,ccc18016e1a8f86a5b479b7b21f740e4574d3d9797712e7466bbd7203a15b423,primitive-extraction,hardened,API trace schema inference,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,observed response variants remain visible,schema inference cannot claim unobserved response behavior,verified
PR235-S028,mitmproxy2swagger,test-oracle,form/multipart/message-body schema evidence,testdata/form_data_har.har,9ff9c324b784bddef730cba6fcd9062a866cb8cf7da20d1e88a750ab33d8bf06,reference-oracle,reference-only,API schema test corpus,governance/convergence/post-refactor-235-semantic-ledger.csv,fixture edge cases remain available as evidence,fixture coverage is not runtime equivalence,reviewed
PR235-S029,mitmproxy2swagger,plane,interception CA/runtime capture,mitmproxy2swagger/mitmproxy2swagger.py,64018af2488e9a54c0149bad5def25a82f17a587a216fadad712c9907b9253b5,negative-to-guardrail,rejected-with-reason,passive API inference boundary,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,planner consumes already-captured metadata,"no CA installation, interception, replay, or proxy authority",verified
PR235-S030,outline_apps,method,first-supported config fallback,client/go/outline/configregistry/config_first_supported.go,dfaa4c1cc4b5683a89decb7d79a675bab1394e0b5119b0522b8bf9e6a12f3dcd,direct-semantic-port,adopted,config fallback planning,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,skip only explicit unsupported; first supported wins,invalid/error candidate stops fallback,verified
PR235-S031,outline_apps,method,DNS UDP truncation forcing TCP retry,client/go/outline/dnsintercept/README.md,eebeb50bf3f977248505ed2470312ee472b745823771d51501945c9acff43b1d,primitive-extraction,adopted,DNS intercept safety,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,eligible local UDP DNS is truncated to force TCP retry,planner never mutates packets,verified
PR235-S032,outline_apps,method,lazy base transport allocation on DNS-only flow,client/go/outline/dnsintercept/README.md,eebeb50bf3f977248505ed2470312ee472b745823771d51501945c9acff43b1d,resource-lifecycle-extraction,adopted,DNS intercept safety,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,DNS-only flow does not allocate unused base transport session,planner never opens sessions,verified
PR235-S033,outline_apps,feature,TCP plus UDP/DNS connectivity probes,client/go/outline/connectivity/connectivity.go,3101630025a96ae8ca7447622ef8ff8b5546e93eec8550a531f80ef795add5bd,behavior-comparison,hardened,connectivity diagnostics,src/apps/daemon/internal/analysis,transport-specific health remains distinguishable,probe failure cannot silently rewrite routing,reviewed
PR235-S034,outline_apps,module,config registry block/proxyless/SS/WebSocket variants,client/go/outline/configregistry/utf8.go,2f4065162514ba63250a5652dae5eb2107df99e99005ebb1334f0813ccdcfd0f,compatibility-evidence,superseded,profile/config admission,src/apps/daemon/internal,existing target config owners remain singular,donor config registry is not imported as second registry,reviewed
PR235-S035,outline_apps,plane,Windows service/VPN process authority,client/electron/vpn_service.ts,8667fb1591c676df6adaab4ab4956d0db80f1ef3fad9cd6ebc4f2ee10fd73015,negative-to-guardrail,superseded,external-core lifecycle,src/apps/daemon/internal/runtime,target lifecycle owner remains authoritative,no duplicate service install/start authority,reviewed
PR235-S036,outline_tun2socks_demo,module,Android tun2socks demo lifecycle,app/src/main/java/app/hankdev/outline/demo/OutlineVpnService.kt,45c07565f89b02cb15f995c65fbf562cc4206f1fe6013fda02d1b742383d0083,compatibility-evidence,superseded,mobile tunnel ownership,src/apps/daemon/internal,existing tunnel owner remains authoritative,demo AAR/runtime is not embedded as second tunnel,reviewed
PR235-S037,outline_tun2socks_demo,artifact,bundled tun2socks binary/AAR,app/libs/tun2socks.aar,cc5ba891453d7be5779c3618d3a41af0855b2fea0ed79b9e11090a5385028994,negative-to-guardrail,rejected-with-reason,native dependency admission,governance/convergence/post-refactor-235-security-model.md,opaque/bundled binary is evidence only,binary provenance never grants execution authority,reviewed
PR235-S038,proofmode_android,primitive,hash/signature evidence status,android-libproofmode/src/main/java/org/witness/proofmode/crypto/HashUtils.java,cb94eb8ff255cfbd72da1b2fd3136dca43f530d8c47243f79bea226f94cebf9e,primitive-extraction,hardened,evidence receipt topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,pass/fail/unknown/not-applicable are distinct,unknown never counts as complete,verified
PR235-S039,proofmode_android,method,detached signature lineage,android-libproofmode/src/main/java/org/witness/proofmode/crypto/pgp/DetachedSignatureProcessor.java,152cabd772fbd9a0fb2d72627d016087d52a3b473346feb2ab11f85b5c9020f9,topology-inspiration,adopted,evidence receipt topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,parent digest links form explicit graph,missing parent or cycle is failure,verified
PR235-S040,proofmode_android,module,OpenTimestamps external timestamp evidence,android-opentimestamps/build.gradle,cbf19e08127fb11d63c999cf393a85ddd8ae1224aa0e2ebe2b488f565f6840c3,protocol-evidence,reference-only,evidence timestamp status,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,timestamp state is independent from signature state,no external calendar/Bitcoin network call is made,verified
PR235-S041,proofmode_android,feature,C2PA trust/metadata evidence,android-libproofmode/src/main/java/org/witness/proofmode/c2pa/C2PAManager.kt,b7f161d10619fc8d93cc9c9c22f275233bd98822b2ac965bb3776837c8faaf05,metadata-model-inspiration,hardened,evidence receipt topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,metadata consent is evaluated separately,metadata presence cannot imply consent or authenticity,verified
PR235-S042,proofmode_android,plane,GPS/device metadata collection,android-libproofmode/src/main/java/org/witness/proofmode/c2pa/GPSTracker.java,618e9c89d9c738d37857efd1a56ddf5ca90a81c8b8bf576206d43e00e11f12b9,negative-to-guardrail,rejected-with-reason,privacy boundary,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,receipt topology accepts caller-supplied evidence only,no host sensor/location collection,verified
PR235-S043,proofmode_android,plane,media watcher/storage authority,android-libproofmode/src/main/java/org/witness/proofmode/service/MediaWatcher.kt,5d7b305c48bd575cc6069ecfe71037b5ae382c09c1850218a0e7be58b0573834,negative-to-guardrail,rejected-with-reason,evidence ingestion boundary,governance/convergence/post-refactor-235-security-model.md,external media lifecycle stays outside planner,no filesystem watcher or media mutation,reviewed
PR235-S044,tor_metrics_library,method,consensus valid-after/fresh-until freshness,src/main/java/org/torproject/descriptor/RelayNetworkStatusConsensus.java,4172b366e6ecd9b0c6bcc33fddb9d1cbcd08771e3ceb144d555e71137d8d2274,primitive-extraction,adopted,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,freshness is explicit evidence state,stale consensus never becomes circuit authority,verified
PR235-S045,tor_metrics_library,primitive,relay flags/status evidence,src/main/java/org/torproject/descriptor/RouterStatusEntry.java,1bca66ceb18e9013556ceada6f0aa946e1a11fda6b2e75d4b7c44c49e574e091,primitive-extraction,hardened,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,flags remain descriptive,flags do not grant trust or selection authority,verified
PR235-S046,tor_metrics_library,method,family reciprocity,src/main/java/org/torproject/descriptor/ServerDescriptor.java,508855e95774bb26f54f5e8c6b7c779bbaf864eb0cd09e0cbd4dd2d41c73e703,constraint-extraction,adopted,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,declared families are checked reciprocally,one-sided family claim is surfaced as warning,verified
PR235-S047,tor_metrics_library,method,shared IPv4 /16 diversity risk,src/main/java/org/torproject/descriptor/RouterStatusEntry.java,1bca66ceb18e9013556ceada6f0aa946e1a11fda6b2e75d4b7c44c49e574e091,constraint-extraction,adopted,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,shared prefix is risk evidence only,diversity warning cannot manufacture eligibility,verified
PR235-S048,tor_metrics_library,method,exit-policy port evidence,src/main/java/org/torproject/descriptor/ExitList.java,be14f343e92d56feb87ba9f4ca725c88b4f2cf2de1511e83d7452ad426589246,primitive-extraction,adopted,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,exit ports are counted descriptively,planner does not build circuits or probe exits,verified
PR235-S049,tor_metrics_library,method,bandwidth weight evidence,src/main/java/org/torproject/descriptor/BandwidthFile.java,5dd0bf336d1c2b19e575f302f0651b1a872e6576f4c439876f60f59782a0a7f6,primitive-extraction,adopted,Tor consensus evidence,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,bandwidth weight remains caller-supplied evidence,weight alone never grants routing authority,verified
PR235-S050,tor_metrics_library,plane,descriptor fetching/parser runtime,src/main/resources/examples/DownloadConsensuses.java,ddc2a4ed1b1e091577ed6e0c558f15f8130339711516a52160b45b2aea8160ae,negative-to-guardrail,rejected-with-reason,Tor evidence boundary,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,planner accepts supplied observations,no descriptor fetch/control/network activity,verified
PR235-S051,tor_atlas,widget,relay search/filter affordance,js/views/search/do.js,d07e985e770ec7ef09b0b316d48a39cf4db9c0c0eda444547f4de605cb1ae78b,product-inspiration,reference-only,Tor evidence operator UX,src/packages/control-ui/src/pages/Operations.tsx,search metadata can improve explanation,historical Atlas UI is not routing authority,reviewed
PR235-S052,tor_atlas,widget,relay map/geographic visualization,js/views/aggregate/map.js,f4aa6a47b6c2260f9324499ee580dc76eb911e15c5da2660d14b1b890b2d6702,product-inspiration,reference-only,Tor evidence visualization,governance/convergence/post-refactor-235-semantic-ledger.csv,location remains descriptive,map location never becomes endpoint-selection authority,reviewed
PR235-S053,tor_atlas,widget,relay details flags/bandwidth/country panel,templates/details/router.html,d70fc57284d0683e0f9597e40ac2d92a0887e872db3d57cea5f7ae3efef0c44b,product-inspiration,reference-only,Tor evidence detail view,src/packages/control-ui/src/pages/Operations.tsx,details expose evidence dimensions separately,presentation does not imply trust,reviewed
PR235-S054,proxybridge,method,ordered process/protocol/port rule overlap,MacOS/ProxyBridge/ProxyBridge/RuleManager.swift,3679a2e258e635d38a7f119186f81f4745a2707ac3869eef0f49860577b409a0,algorithm-extraction,adopted,process proxy rule compilation,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,overlap is reported deterministically,implicit hidden last-wins behavior is forbidden,verified
PR235-S055,proxybridge,method,rule conflict detection,MacOS/ProxyBridge/ProxyBridge/RuleManager.swift,3679a2e258e635d38a7f119186f81f4745a2707ac3869eef0f49860577b409a0,algorithm-extraction,adopted,process proxy rule compilation,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,overlapping rules with different actions are conflict evidence,conflict is never silently resolved,verified
PR235-S056,proxybridge,method,wildcard shadow detection,MacOS/ProxyBridge/ProxyBridge/RuleManager.swift,3679a2e258e635d38a7f119186f81f4745a2707ac3869eef0f49860577b409a0,algorithm-extraction,adopted,process proxy rule compilation,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,earlier wildcard coverage can shadow later rule,shadowing remains explainable,verified
PR235-S057,proxybridge,primitive,proxy self-loop exclusion,Linux/src/ProxyBridge.c,ba898669aa67ccc7640caa864b58f8cdf18f971fe9f3d31b7e554a707f9de489,negative-to-guardrail,hardened,process proxy rule compilation,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,proxy process matches are loop risk,compiler does not install filters,verified
PR235-S058,proxybridge,plane,kernel/system-extension interception authority,MacOS/ProxyBridge/ProxyBridge.xcodeproj/project.pbxproj,b49c987cb88b0dbc0885c27bf20c404263618e830f628624925fcad61ef3961a,negative-to-guardrail,rejected-with-reason,process-filter authority boundary,governance/convergence/post-refactor-235-security-model.md,rule planner is metadata-only,no kernel extension/driver install,reviewed
PR235-S059,simplednscrypt,method,resolver source signature/freshness,SimpleDnsCrypt/Models/RemoteUpdate.cs,26c131f70f2b1119adb66ebbdd4f10d1eeb02a2c35fe4e79282d6aad206d75e8,policy-extraction,adopted,DNSCrypt topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,unsigned/stale sources are rejected,planner never fetches source,verified
PR235-S060,simplednscrypt,method,resolver-relay protocol compatibility,SimpleDnsCrypt/Helper/RelayHelper.cs,b94efbcf4b66cb37697d1ea04b7b26e6e17ddfe1dd13b67d44f7abc2749a204a,compatibility-extraction,adopted,DNSCrypt topology,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,required relay must be trusted and protocol-compatible,missing compatible relay rejects resolver,verified
PR235-S061,simplednscrypt,preset,DNSSEC/no-log/no-filter resolver traits,SimpleDnsCrypt/Models/AvailableResolver.cs,343c05295e0a63299438501ef9181e84492030d8e773da509a76a5586f5fa8d4,ranking-evidence,hardened,DNSCrypt resolver policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_234_plans.go,traits remain explicit ranking inputs,traits never imply source trust,reviewed
PR235-S062,simplednscrypt,feature,fallback resolver configuration,SimpleDnsCrypt/ViewModels/FallbackResolversViewModel.cs,89df91318ff80e7ff7bb1c6230780b5fd4c1c8f7fea2ddf54f8abdf2bffa531b,recovery-evidence,reference-only,DNS recovery policy,governance/convergence/post-refactor-235-semantic-ledger.csv,fallback must remain explicit and bounded,donor UI fallback is not imported as runtime mutation,reviewed
PR235-S063,simplednscrypt,module,local blacklist management,SimpleDnsCrypt/ViewModels/AddressBlacklistViewModel.cs,3bf5f588b7d3a3d0b85b4331a265ff6f01fbc04d1c122238c068abea7fc9f752,supersession,superseded,DNS filter policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,single DNS policy owner retained,no second blacklist persistence authority,reviewed
PR235-S064,skivpn,method,profile refresh interval and expiry,lib/app/modules/profile_manager.dart,0517c787b241a0a747c59b733a5371239ec4f39e598e7550a5432f6eb82ed220,state-policy-extraction,hardened,profile lifecycle,src/apps/daemon/internal,refresh/expiry remain explicit,stale profile cannot silently remain fresh,reviewed
PR235-S065,skivpn,feature,subscription traffic/quota metadata,lib/app/modules/profile_manager.dart,0517c787b241a0a747c59b733a5371239ec4f39e598e7550a5432f6eb82ed220,metadata-evidence,reference-only,profile diagnostics,governance/convergence/post-refactor-235-semantic-ledger.csv,quota/expiry are descriptive metadata,metadata never grants routing authority,reviewed
PR235-S066,skivpn,method,preserve current proxy across profile refresh,lib/app/modules/profile_manager.dart,0517c787b241a0a747c59b733a5371239ec4f39e598e7550a5432f6eb82ed220,continuity-constraint,hardened,profile lifecycle,src/apps/daemon/internal,refresh should preserve compatible current selection when safe,refresh cannot silently activate unrelated proxy,reviewed
PR235-S067,skivpn,feature,VPN start/restart timeout lifecycle,lib/app/local_services/vpn_service.dart,f33d3a9e33a14f8d556dd90528ff14afebf388c59318f8ef8f13f47128842ac0,state-machine-evidence,hardened,external-core lifecycle,src/apps/daemon/internal/runtime,start/restart has bounded timeout and explicit failure,no duplicate VPN authority imported,reviewed
PR235-S068,skivpn,method,update channel plus SHA-256 metadata,lib/app/modules/auto_update_manager.dart,eaae4b25cc797acd21d67cdb18233745bcb62807a19d820629651f817cdf7f3d,update-evidence,hardened,update admission,src/apps/daemon/internal/foundation,artifact identity must be cryptographically explicit,channel metadata alone cannot authorize install,reviewed
PR235-S069,skivpn,plane,persisted cookies/localStorage board sessions,lib/app/modules/board_session_persistent_manager.dart,e6f2a1ab4dcb73f7065379ea929c1ca7270c635b59a4304a64f7c1732bb37f01,negative-to-guardrail,rejected-with-reason,credential boundary,governance/convergence/post-refactor-235-security-model.md,credential-bearing browser state remains compartmentalized,no general session-cookie/localStorage authority imported,reviewed
PR235-S070,skivpn,method,legacy AES-CBC profile decryption,lib/app/utils/profile_decrypt_utils.dart,a3adef155cf62eefd2b3964259552ee5784945e301c7069500cbc89ff64a454e,negative-to-guardrail,reference-only,compatibility boundary,governance/convergence/post-refactor-235-security-model.md,legacy decryption is compatibility evidence only,no new weak encrypted-profile format is introduced,reviewed
PR235-S071,whitedns_android,method,round-robin scan chunking,app/src/main/java/shop/whitedns/client/scan/ScanResolverChunker.kt,449f6b8b96b659f6ed8b6c0785a47302f73bae58ea53ac9bfb47323e903a61e7,algorithm-extraction,adopted,scan-load policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,worker count bounded 1..candidate count and chunks balanced round-robin,chunk plan does not start workers,verified
PR235-S072,whitedns_android,widget,connection progress phase model,app/src/main/java/shop/whitedns/client/runtime/StormDnsConnectionProgress.kt,71db3d584bd627422fe37288f87e4504c6a4d7429a414363994b1e53ad34d1fa,state-model-extraction,adopted,mobile connection readiness,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,progress phases are monotonic descriptive evidence,progress percentage alone never equals readiness,verified
PR235-S073,whitedns_android,method,active/standby/valid resolver state,app/src/main/java/shop/whitedns/client/runtime/StormDnsResolverState.kt,7995e60eb2e62a10100bdb2f91695ba5b7cb611316dec131a769187746afc49c,state-model-extraction,adopted,mobile connection readiness,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,resolver lists are normalized/deduplicated separately,validity cannot be inferred from active membership,verified
PR235-S074,whitedns_android,method,traffic warmup readiness gate,app/src/main/java/shop/whitedns/client/runtime/WhiteDnsTrafficWarmup.kt,8fefa38c22881be7a9996f7a1f5c93034c6c35761c8be1baadfd67f4bbe45e0a,state-guard-extraction,adopted,mobile connection readiness,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,connected is not ready until warmup/health/resolver evidence passes,no traffic generation authority imported,verified
PR235-S075,whitedns_android,preset,auto-tune inputs,app/src/main/java/shop/whitedns/client/model/WhiteDnsAutoTune.kt,c543d98fb0ed5e820892b343b2779c55d3506bf643908ed246681b86e16b6441,policy-evidence,hardened,scan/network planning,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,tuning remains bounded caller-supplied evidence,planner cannot mutate system/network settings,reviewed
