path,change_type,baseline_sha256,current_sha256,accountability_class,reason
src/apps/daemon/internal/adapters/api/handlers_provision.go,modified,95ff6fab36fe857f486538137441ef474a91c45513690089617983c515ac4ab5,db33274d156e03a797927cb8515e9fa1d1432ef61bfd141479e2713bdfab98cd,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/adapters/api/handlers_system_evasion.go,modified,8fc5c8a3e847546bb8ba7eb18072591888eb730242ab7e0b0b5c4196c0d47d6f,f7b6740076f7c1bd42dca45c04b33ec742d4a2da1704dae37ae08a0e67559044,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go,modified,ab464e4e9a1fee8a3f37946affe600a28ac1cfce4d8f8f6258771ed24c723439,da058fea73ecd6ccffe96191afc95508ad8cd10323a13553b6043cfc264f9bde,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go,modified,542d735e0067cb82bfc8c0ff0a1e7cbdf6fa75ea1d5d7018e7f4b137482ea171,c29f27b31cce8f3213df00af468d528a32930ba703b6ad8a1e9ba99baa929d4a,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/provision/.context,modified,7001520f9d3afe9f39bc817bff853c46fd003ad2f8857a9f89b5bd8db7d0fc44,b9d56e982781bde6b837aa8bbcf00cb198a443be94b12421e188b182e542c0ea,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/provision/provision.go,modified,27ec479dad6855cf7f6c02c4d965d8a3e832dde9a3329b6c061d9cd882120c5b,95a3baf8dbe1adfbdef0624c1c2c1e361581b2566804890837f5ea12fcfa57f7,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/provision/provision_test.go,modified,3f87375f20b67ffbab2af810f193068f462e1f077d2cf0ef83e48357d594623a,b3badb6ff2ca609b9051dd9e338d18d5343f6672448a024392365221ce1dac1b,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/provision/vps.go,modified,526c41dba24062a05a142de79c1d0b17626d2c45f264c1b4046346080f5fe9e2,91cac475bb946950b13a5be1b76d334d5e915d16ffbbcde2fe1003756798a952,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/relayclient/.context,modified,be28e5709e6fcda9a2e28aec8b71edd51b2958f320aadb6d16b75b1940532c23,202cee171a69161316ac4ecc887fc2855040061eccb987d90b69424e8866bcc4,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/relayclient/gsa_relay.go,modified,8a3a8f058e1c15895014f84183b7bd373d9bffa01063a8cdc4eb9fc3d6f51828,52734b520c3663a8051d48bad4beda9e0aeae540fc8054bca8820fd328556c6e,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/relayclient/relay_conn_state.go,added,n/a,6e3d7ca5349b21d3ea8a19bb9b3d37fac458fbbf7f99521278a8995e6da7ca09,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go,added,n/a,9410f7b89e3332e8c2e38fe047a0b870127a6be775b35d9a283ad0e51f0bd8a8,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/integrations/relayclient/serverless_dialer.go,modified,5118e7bb1f54b393e7fcd6c0448c81b34d27319f9a414e97840839928fea993a,c3c2dc8c9452187e7788257a9c5d2b9e0edefb13fe616faf58c2cfe97569108e,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/platform/.context,modified,6fa95af35db6e68a868073f0e9d784f9abc4a1257fa4e38752371d6eb42b672b,bb3df4d76613c1b1facd4224e68bc534821607933d0047fb80278acebfec8c84,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/platform/sshtrust/.context,added,n/a,c3805279e41b29d948710687aba0ddfb21d1ca8eb5036e195e3f43ac2488d835,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/platform/sshtrust/host_identity.go,added,n/a,f5465735525cec5855b90218202e40e2166202f0c7a0197d311479bc5a3ccc2a,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/platform/sshtrust/host_identity_test.go,added,n/a,239b06dd586a2c96eccc479db7ded11052858b83e560b4ab5c8f11302b4dc9bc,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/runtime/proxy/evasion_contract.go,modified,14b4fb9ebedf025b9d2d45b451ac86699ee0b9c71d13fbe2519323b14f88757d,f91c66bf2e819225d2b7bd14db3f8fa84d4be8ab6f6bc3cd30b0e4bc1fa70597,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/runtime/proxy/evasion_tunnel.go,modified,cce5b88b63d0514aeb414d08fa7a19a0c1fb238860c1748f71f32bc7236d4d14,83477ea385592958d1d2e26d851bb48d888e92220e83ec9bf12da63f8777592e,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/runtime/proxy/evasion_tunnel_dial.go,modified,e529c25c525a964facc0ca6cc3f0112139b2372df61da71998ac4c96db6e756c,9c1726bbfdb934cbae866f6e335d41ed58516662e7fe86b2a2455c774e97d487,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/runtime/proxy/ssh_tunnel.go,modified,bf8358d179548c5666dd3db3ac25c5ecf1ceb3db64cf111dbca20ec807e9cff0,44b963e1df877a59ebc1636a751ebb36b3625ab09264f0c0656f2433e6189daf,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/apps/daemon/internal/runtime/proxy/ssh_tunnel_test.go,modified,0ae945e7cf078a211a3d8f9803fa2d7eac972a2220aac71796e556cf95c63e7e,0887bfc4333ea921d1fbe95d50dadd501847ca4edc629fb033f5301151b4a6b1,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/packages/lumicore/src/ffi/async_exports.rs,modified,c77add7905f4879a0c900eb1071f1cb53ed5851c7e536ab0ceee1a0f900384ba,9fcbd97c6deb2d0c89f6e3b7fb52c951c12e2a19db4bc094ee83e1173aa34daa,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/packages/lumicore/src/ffi/exports.rs,modified,260094d2da6229c28c3befafa5f1b3850a40f638f87b5a2dacc6ba2e036869b4,f1385f9fa735fe9b7d05c2963cb1c907bc6333d2f474eab4614b86c0d98b97e1,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/packages/lumicore/src/ffi/json_bridge.rs,added,n/a,5ecad454908f9eb622d94000c968d0191b9415be87cf4729eac77572cf3f501a,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
src/packages/lumicore/src/ffi/mod.rs,modified,41959da13b72fb3d8c1e24070f3cd804b51aaf4610a2a749e8ecce1f4ddf1253,6f0293555974acf1a42c671342393a2e64aad76b9cecba383b5da01a176e7656,post-refactor-83 convergence,"F-014--F-018 closure, donor-derived convergence, evidence/governance, or validation support"
