path,file_type,sha256,link_target
deploy/relays/google_apps_script.js,file,7c116660244db632a4cf2164bd44019c2da96bafa5a918deb742a86dd7ccc1b6,n/a
deploy/server-bootstrap/l2tp-ipsec-installer.sh,file,d867cb349b57f22f8fd95658f58c0d71a2189bd0a6d7567250b239c0d959ca69,n/a
deploy/server-bootstrap/nginx_proxy.conf,file,3b9081510de0fa2c3c8effefc213ff8ed29b24aef232ea9f4f6905f234e77684,n/a
deploy/server-bootstrap/x-ui-pro.sh,file,5b939551a61dc72b35822385978aaf7c2b0c6f91393ba6c1c4e75eb52b6a7028,n/a
deploy/templates/README.md,file,c84d3a50024d8e9922601c25f59b322f0157f9b9b232aa35f91586cd7630ccfe,n/a
deploy/templates/apps-script-relay/Code.gs,file,cf0eaee6f2279e1ca5967bb0b8ba7abcc8277ea4a10a96955e4cd7b43d777553,n/a
deploy/templates/cloudflare-worker/doh_proxy_worker.js,file,ee3c172fa7659a5aea96feb75ff31b8ee0e8f658e79d648255014fa6a2750680,n/a
deploy/templates/cloudflare-worker/ip_security_analyzer_worker.js,file,d45726c4f90211c93ef63644fb4254467ee8d0430fac45db46be489272b12f2f,n/a
deploy/templates/cloudflare-worker/nova_relay_worker.js,file,c20e75d4751e66eeb18902ffbb80afe80a729359d83f910a559a6d55f3859741,n/a
deploy/templates/cloudflare-worker/worker.js,file,0d344d3c9d9832b131d5b9b904276913afc46673327ae2159a4fd0ddf4dd8d5f,n/a
deploy/templates/cloudflare-worker/wrangler.toml,file,d388be58b9e3da1bae2ed48d7a88d4cd08f0bf3ec99a1e7aeacbb92c1f998503,n/a
deploy/templates/telegram-bot/bot.py,file,5d7c6836f401aebecf482c40a3eef12d9eaf8ebb7d099f778afc326e70da5409,n/a
deploy/templates/telegram-bot/remote_action.py,file,6512f30679f6f1bcd66fe7777508cf5da8caa027b8180663f2c6b77d82325352,n/a
deploy/templates/telegram-bot/remote_action_test.py,file,af4781ce43c3871ea2b656b5c2781f81d8e547754e540b632e25c55323a3e166,n/a
deploy/templates/vercel-relay/README.md,file,24a4f7b02d75af5c96e47f4c2a1f7c53fc0ae0a95d8b521df293eb05c05aeb6b,n/a
deploy/templates/vercel-relay/api/index.js,file,5eb30694a19ce6abffc9e213ca5d3b8eb3825ef73e3bbb492546435130f46518,n/a
deploy/templates/vercel-relay/api/index.test.mjs,file,a5f52edd28bbf8289cd62be6d905021f2d758cc9b91efb762873a0d24c0d60d9,n/a
deploy/templates/vercel-relay/package.json,file,883bc6eddbcf67c6e8b9321d7dbc8d23265652051711da6321cd955ec0b3f4fe,n/a
deploy/templates/vercel-relay/vercel.json,file,071c1ae1da67322eed9fdb50206b6923c31f4d3177db07862d097dd1abe8ad9b,n/a
docs/README.md,file,99e0dba13e10ef2cc2f9ced44d49e7dacee30beb10c6bcebce05d245196806d8,n/a
docs/adr/0001-own-daemon-background-lifetime.md,file,300f0f72a98fa3c07f9f8cc62730a245f5450c1c01333a501cb5753200cd81d7,n/a
docs/adr/0002-use-durable-transactional-host-network-mutations.md,file,17ec07282be8e4e3848e84da95a32d5fa81c27d540559576487f2515f2097e6a,n/a
docs/adr/0003-separate-runtime-engines-from-proxy-test-cores.md,file,2e23e802f6355dd7c836c073439edc6fe16915501e26020b7886bc7dc3944d6e,n/a
docs/adr/0004-terminal-stream-event-owns-ffi-callback-lifetime.md,file,49565016c3d548408578a779493e2987252e30c11e0943a1432f0c974450f37f,n/a
docs/adr/0005-own-typed-secret-safe-job-intents.md,file,c553c02b9d16a2b48f507689c0454ca511e68c59e7f709b3b436b79e2aa2635e,n/a
docs/adr/0006-own-evasion-config-and-capability-truth.md,file,c2bc4fc99afef8082bba8fad312c09b2a631d2bd15224ae06f55f8571137534a,n/a
docs/adr/0007-own-proxy-qualification-orchestration.md,file,02de9aa4a1007898d5b041d42a28319425b5696c624e1d767e09012050fcf49d,n/a
docs/adr/0008-prove-scanner-liveness-before-retirement.md,file,9f49e0541836105b76aeeb41bb1edf739607f0184cb9a05e06313d10484acccf,n/a
docs/adr/0009-keep-mobilebind-adapter-only.md,file,e7b1cc4eacc397a3de69b78419dec3200b711a6e3208de47be2cf3901373ddc7,n/a
docs/adr/0010-gate-native-dormant-surface-retirement.md,file,5b916d30807b75fab48e7a2eefde123c8f6aa1e652aff46b2f877d6c07b0b42f,n/a
docs/adr/0011-own-operational-capability-truth.md,file,1ad3bb11e37c787ac5542f0d5d8caf487fdc78c6871695e973539e625ab54afe,n/a
docs/adr/0012-own-subscription-ingestion.md,file,c25506084b549059332a710b9cf7665c44b770e2907e181c69913c662ecb1952,n/a
docs/adr/0013-use-served-routes-as-route-truth.md,file,5d3c0906db9020976a25d916e9083b2be20d54698ec85677d508fc4324e33c2a,n/a
docs/adr/0014-retire-proven-unconsumed-internal-source.md,file,0ef45ffdee2a39b94d3b0a9d1bf628fc062065f05c0fcd47e7c5620e2600268f,n/a
docs/adr/0015-organize-live-source-under-src-and-dependency-bands.md,file,ecba970162dbcb945a1fabc1ed05304418d7f6263f99c5dbfce002323b0018af,n/a
docs/adr/0016-prefer-deep-modules-over-package-count.md,file,1819aff0680793d15812813ea6a3317c1bbac0102bc0a3e0779b79f3416c41c1,n/a
docs/adr/0017-keep-cross-host-source-and-bundles-truthful.md,file,a49cd3366c22325759e74de27c510a0186d9b60e8f6af8cd581bc7c21dca1653,n/a
docs/adr/0018-keep-current-mobile-delivery-android-only.md,file,cce94534eb385e39a6f16aea4107fa8ff71febe63b84b4a38c0123066d165898,n/a
docs/adr/0019-own-governance-authority-discovery.md,file,1e690da47a7e441aead408913e7961cf4eb8536c62b3e7fd69bd9fc19661e0fd,n/a
docs/adr/0020-keep-repository-tooling-surface-explicit.md,file,9fecb7415cd2bb27c3c5da16cf2726d4f4cb50c47f76848f6e47137ad225d736,n/a
docs/adr/0021-keep-windivert-external-until-supply-chain-governed.md,file,7e111659e9822874bda6066272052cc54286c04873f3434cc3a38d9509af8ec3,n/a
docs/adr/0022-own-release-admission.md,file,c5af195134b35647ce6f592cd0582a76d1729f2805a8c00355ef57b01e926189,n/a
docs/adr/0023-flatten-support-trees-preserve-semantic-depth.md,file,141369ac235137b35646e866ef8a77f8506f33f5b9a9b6238f6e52d3d5447693,n/a
docs/api/README.md,file,a4140d7737a88dd7460ab817501d3a2a55a579eeed620d4212207f159051424f,n/a
docs/api/current-routes.md,file,5d6b0a10638fe9dc515ddd632458a539673bb84eb76411158397e78cb1e97bb6,n/a
docs/architecture/evasion-protocols.md,file,8f0246aade5ffdc65a28617cdfc2bbd4dc7675f995fa33bdc3f00424e28ee719,n/a
docs/architecture/go-server.md,file,06e8e279543fc4124ddc458cad0ccba45f43199002c4cb375aa372b38fdebf91,n/a
docs/architecture/graphify.md,file,0308dc98c23757049c903e3d4a5dc84b6f9fc229782c5ab1bff9ef205a74d684,n/a
docs/architecture/multi-platform-client.md,file,b174ec38db8f24dc5cba31a91f3f82c11c28096aa1765eaa791ce52c24b801c1,n/a
docs/architecture/overview.md,file,0a554260cf8f394e59e6a41ffed83f810d805fa4bd0bb837d89a4386e06e3840,n/a
docs/architecture/repository-layout.md,file,c1ff36c3401063b866fdc48a8ceb81bcb688b19b5a506f75d86faf407b29983a,n/a
docs/architecture/rust-core.md,file,73c7d481bc7e38a0bcef16aa2e2cbdeacaec6f71cce64be794bbd5984394f8f4,n/a
docs/architecture/security-and-concurrency.md,file,09f62a98bfaba426a3b5569da4ed30c1d0a0d860d8563eabc66335bd4de62fab,n/a
docs/architecture/tor-protocol-conformance.md,file,1019f91306d78bfdea92723393752195a8b6ca762d6c4084af366d204ce2984a,n/a
docs/assets/dashboard.png,file,3636f6ab8380c178d075e52de1c976d96504e7271000569287e2b8960761e056,n/a
docs/assets/diagnostics.png,file,dd1a75cd2e5fa6bab01ed56227e331233320340937320ccc75c905f53e61184b,n/a
docs/assets/proxy-manager.png,file,ea0fb6fec3d3689e27a9d2d732bb65a31b6f187fb5a3ff174ecd8633aff1cd62,n/a
docs/assets/scan-results.png,file,fb1a1b48df78581ec3ba112646199de3750dae6115f6b612caecb15bdb45e6a5,n/a
docs/audit/2026-08-07-graphify-hardening-audit.md,file,e51bda182f6198f5b7f18de4f6fb267b7cc7e4d21c4243713e85d41f10dd3046,n/a
docs/audit/2026-08-07-project-audit.md,file,aa3b5325ea4123eb6beb6961967422cbe0358b5c763eca93e629eea90f44f5a7,n/a
docs/audit/2026-08-08-historical-value-convergence.md,file,add9be2a3b35a770a367780149af53ffd81756aa833416039f4d995a4eb3578f,n/a
docs/audit/README.md,file,88925d3ae3167bbd1d09a1fd20af83bd3204ddc441dd061c990164c1eeaf1eb0,n/a
docs/audit/change-manifest.csv,file,e0cd15ad39bb0d34624f384c6db6c580fab3823b4c12d829d07f7c829e623283,n/a
docs/audit/change-summary.json,file,ace4da88c439b937313b31c09fb9ba0cad2038d703e0146ca46913235a28f786,n/a
docs/audit/current-inventory/files.csv,file,95f397d8eb3dc4793daf4888695b2ceb05afcc579cbfbc5aacbae0fa6ec64938,n/a
docs/audit/current-inventory/summary.json,file,ad1f0b828bc4e5c872566dd94fd54c9a3b25deae3230ad7842641452d3a2bb88,n/a
docs/audit/graphify-first-party-analysis.md,file,6d7bd49df6ed9ff0b60516811ab8389a71df393c7afb6d63cb889acc91959c21,n/a
docs/audit/inventory/README.md,file,bf09265d94c5c0ac91805307d6332a07d0101c0cb5f0d07df10d9bcc9fb09a80,n/a
docs/audit/inventory/duplicates.csv,file,b0af83cf2c78668d7d46dfdea906fec30d142451ad8c608dd85228301c558fa0,n/a
docs/audit/inventory/duplicates.json,file,433aaca91dbbc0a930718e71fc05fbc476ccead4ac8744f1dfb2409738df42d8,n/a
docs/audit/inventory/files.csv,file,473dd66d2ed3e259971736ea581dff93c89366319b93f60df58a8c11267c3f97,n/a
docs/audit/inventory/files.json,file,45fd829837f60ed1ebe7687550f7ae4a98eb60c4f63b76959b15f6ffbbb4a081,n/a
docs/audit/inventory/summary.json,file,4e436b41d8f51c8fcc2aa8bd72e58bbedfa6ebc5873b615b5c650c97661604c8,n/a
docs/audit/inventory/tree.txt,file,4222fd4fd60a2fac483df3330756d441ec0bd6a5141ceee1f82043d6701a0166,n/a
docs/audit/removed-artifacts-summary.json,file,bd2f6a424c68183a469532ffc83e0239b7b251b71c34dc2481fcc66cbabc0c0e,n/a
docs/audit/removed-artifacts.csv,file,05784475be6ae781b991cc7015c099e3bd57c2f6746669db83ed0a4c8918f8d6,n/a
docs/current-system.md,file,2564bd0f8fc1f7f50ac22ee1a374fafaa307f689741442e23150985bf1d027ff,n/a
docs/excluded/README.md,file,71f1ecbfe4c08030610e3fe917375ddfe52844aba8515f154fbb7de0b9653636,n/a
docs/excluded/dns_scanner.md,file,7395e89d4aae352f9c12b54af1720fcb9377c3cfdfcb580904b1480ac1332b97,n/a
docs/excluded/freenet_git.md,file,e2791abd21d88bdb422ad4c159d711a67a2c340c2ac7328e0f17631a9907a7e1,n/a
docs/excluded/freenet_p2p.md,file,40910650c42c37fe74fe1066cbe3b064e937bdee3fdd32a3bdbc3420069a817f,n/a
docs/excluded/mihomo.md,file,4770511735c609a83709927383ac05128d7207e00b0d8450531eb69a3bc175e6,n/a
docs/excluded/multinode_processor.md,file,a79d36e9d6af69cb52252ad8729708e31e12646f4355b16d30625aa6c250d401,n/a
docs/excluded/nahan1_worker.md,file,14394096d202e8d80eebc40171faa423f9dedecbf4d19856f146db5a9b4e111e,n/a
docs/excluded/netflow.md,file,75dee9feaf19eeb0f0091ab6307462fa02515a0a0285b5096dcab6e454a10824,n/a
docs/excluded/node_http_mitm.md,file,01306437862c3d12586e43d9f7f12fab5fba059df2dafd2a80f743a0c309997a,n/a
docs/excluded/panel_docusaurus.md,file,33fe8c45f4e503e4abbd9f0e79e964ff4356cd0a61aba4311e76f52a886017c5,n/a
docs/excluded/proxy_yoinker.md,file,e71f830dc543da219e39168a498d3b423e814e04d577f95346e082c5839c7565,n/a
docs/excluded/tailscale_tizen.md,file,a9c089602c041a07e359024c69d3ea4da42aaade936de04572b36ba23ca97010,n/a
docs/excluded/terraform_tailscale.md,file,159fcdd00e8e299f612714a2b9fe71c8fef82d5d36a4a8072bc38f25ca5b9ff9,n/a
docs/excluded/v2ray_client.md,file,fc7f8dd3e586636b2becd04fb7ca14177ebaa6711e9805955d9326a5153a961b,n/a
docs/excluded/v2ray_for_doprax.md,file,1f721a5027c8875dae83289b65a7dcac878c6267eeca2e25a19d861a0e5ed6ec,n/a
docs/excluded/v2ray_rules_dat.md,file,05050917f55ae7fd3724ba8580429dc674073073a542903e6debb274c3b495d8,n/a
docs/future-extensions.md,file,4cdd2bb06bb0f7a7e56b037a1a6971caaac202cb638100fd6f4f39bd9d9efb14,n/a
docs/guides/building.md,file,301e967f293b09a2201623daae50ff9f4d17120d653bc27cabad1850377aa8fb,n/a
docs/guides/cli-reference.md,file,1fbb903790ae85267b59d108d672778a8cda9c1e0b5dca37bef8f9c0c8432166,n/a
docs/guides/development.md,file,19eb98422170a048d4f68b28b93aaac9eb00fbbad92f8e950ba965540c2c5f78,n/a
docs/guides/quickstart.md,file,053a4933701440ff3be9f783bf3d5dc1b1e4b7e869b4defe48d984c04dde1fdf,n/a
docs/guides/validation.md,file,a01d5bbd5981ad7badbf0838fd38c9496cf5599f861c2063fb45e21fe7733cfb,n/a
docs/plans/2026-07-29-001-refactor-luminet-consolidation-roadmap-plan.md,file,a0c60b017ef92c2fd5f381128abf3eb1824bf2e005aa888d9de61886035393c9,n/a
docs/plans/2026-07-29-lossless-consolidation-goal.md,file,162c2e90ca092fcfdeef6f3178d6b94b66ee77b9f9f36af9033826317e07ee8a,n/a
docs/plans/2026-08-03-luminet-go-control-plane-refactoring.md,file,7c3b114bd5c446f5aea164d3bb2b7762cd79530308acbe14db03c097f59e5a6c,n/a
docs/plans/2026-08-07-repository-recovery-plan.md,file,cbc87dcc376018344c06ccfac48e3593435e00189d2edf437556a47720a02fd0,n/a
docs/plans/2026-08-07-runtime-hardening-plan.md,file,fbb59ec0d6389d24d6ce16252baa2a980fa078ccaaee82cc6bbd145cb674446f,n/a
docs/plans/2026-08-08-repository-topology-reconstruction.md,file,1045b5c7dd6cb7704d9e32f17bc41582298c02cb779a6250b14d5027e7a8f4bf,n/a
docs/plans/deep-module-opportunities.md,file,7d9d402fe72c43c073b5bdb828afaa60800e8f93d3b03e6deff8bf69a93613c0,n/a
docs/plans/package-layout-and-runtime-flows.md,file,a1ce48c8047a71d35bf83e672099955a3f01c58db70d121fb257ca44adc631f0,n/a
docs/plans/subsystems-and-operational-pillars.md,file,c38b1b09b975d641120acab2c4ae80239f3c16855a63c94c11a88c6878c8b8d0,n/a
docs/porting/README.md,file,bfcebc171a43d3defca9617c64f8c5f9b4b55689cfa351f6e6b2ddf6d8636311,n/a
docs/porting/archive/LumiNet_Legacy_Windows_Native_UI.md,file,6fc36b57021cf7e4fad2a5cb290081cfdede8d3319b01fb42a4c6084ec19a618,n/a
docs/porting/archive/LumiNet_Master_Porting_Compendium.md,file,31ed572420921fa64fd772b8af1ca3089e6875a685d937b434740acf130d802e,n/a
docs/porting/archive/LumiNet_Porting_Investigation_Report.md,file,c5a41acce08b9b2e2990a993c0fc924f9c45cf9670db4f6916fa2e8c6ce9362f,n/a
docs/porting/archive/PORTING_CATALOG.md,file,0303ac1e44fa9dc8944aa098e4292ce7ded9a0d8f6b45627f50ab3770d16e270,n/a
docs/porting/archive/README.md,file,6ebe0bbaace0d61f88d2b16cb05c1df21859a6b39f934985702367c22e99d1f9,n/a
docs/porting/archive/Tor_Porting_Investigation_Report.md,file,f2dfc69b276118bd36f53df575ee0844311fad0fae02682965efcc726c18b996,n/a
docs/porting/archive/porting_progress.json,file,a75b74e27975baa52aeebfa17a5b3a65fa825b8e8d8cc85e693046c66a7a0a20,n/a
docs/porting/archive/screenshot_control.png,file,59bb5f9ac232f225093b312e62326ed124b6c2e45c2e98d2d1bf0bb8c55afead,n/a
docs/porting/archive/screenshot_covert.png,file,2e894b942c62d22258bf85f88b8d8f55d35c4af508516a8242469b49f4dda390,n/a
docs/porting/archive/screenshot_diagnose.png,file,4d9828c86f331e6e9b3580cf2372720e78c887dc401accc61165052d5c57164f,n/a
docs/porting/archive/screenshot_evaluate.png,file,24e07bf35810d3f92bcb9f792b9916a0564575cd651f9c3cab7222e35a6f67ef,n/a
docs/porting/archive/screenshot_operate.png,file,b2820e67d83356cdd70b6961bccf21d285f66a0a09f7bdf4beec3ff06305aae3,n/a
docs/porting/archive/screenshot_overview.png,file,957eef94ea669b4ecd74822724ce2737863514be434c0887d629d2b13673f077,n/a
docs/porting/archive/screenshot_scan.png,file,0cc503dd36e23b4f1328297c4a716f8ecba8e6d4d434d099f930c740c0066af2,n/a
docs/product-strategy.md,file,e6127efbf090684ba8dcc978b5d046fbf7a5c58aa3ce849cec0abf32530ea1c8,n/a
docs/runbooks/operations.md,file,b49ec03fc35f18a33c53d34f41069babf1943ec0ede21d4c04e574d72fa41179,n/a
docs/runbooks/tpm-migration.md,file,20c761af5c538ac274835590077482920d4239144febb27f95303e93de4c0f60,n/a
go.work,file,d9362907b0bf9533c74acf1da39cd4f4f03d57463c753693f2395a27ab502f90,n/a
go.work.sum,file,94c5b12ff4f5132aad1779d5d1c3b480393a6a06310f918729ecc7051626c8cd,n/a
governance/conductor/abi/manifest-v1.json,file,5f6a1d7e144b5b4c566345d7bf0d4759aca7968ca31033e9af9607e7ad3449e9,n/a
governance/conductor/abi/schema-v1.json,file,b476ae9e79328e02490ffc017ce443381a30bb72082186359fbcebb7cb1a104d,n/a
governance/conductor/go-style.md,file,e76103c7fb3c4b243e1e41b6e851e16215f05ec61514cee9fd82a4d3bcee0af4,n/a
governance/conductor/index.md,file,0d209d20c7f900f973ead573e144887b6809e8556914bf3decc2b210e56f329b,n/a
governance/conductor/preservation-ledger/families.v1.json,file,c06875838de3def9514accd2a9eac25763eb32b5d5641d26ed5b944b9f6ed514,n/a
governance/conductor/preservation-ledger/schema-v1.json,file,4d9c902593223e1ebdc5bd0d23daf0b0acfc7e3c1a95d3c370c088c5f7da3763,n/a
governance/conductor/product-guidelines.md,file,5ab12faa1b3c70bd08f74de12d5aafd7b1ec9bc0964f8c3380698e7c9261ec52,n/a
governance/conductor/product.md,file,d28d7bd712ebf194bec029525eccb0f2cd881e66e68753d128d477e39b2325e9,n/a
governance/conductor/provenance-ledger/README.md,file,48a2f0d7811db33653170c20564a2aa38b749c058f212e5c9aa5fe942f38c342,n/a
governance/conductor/provenance-ledger/raw/snapshots/source-luminet-repository.v1.json,file,ed7e9a676b19057f12dbb537bc505a2962a37ed1c60b1cef442b2482813fe0d2,n/a
governance/conductor/provenance-ledger/schema-v1.json,file,e6dbc616c97a7be28686e043934753f11cfbb31ee52ec8c9b523b724ca7c6d10,n/a
governance/conductor/provenance-ledger/sources.v1.jsonl,file,4f170863c76012b5e1e862520e386d2801e52c9f5ad236fa80e6c73360c34a64,n/a
governance/conductor/tech-stack.md,file,eacf4500e0bee87d7646b626c11105d2d53135b7090ad7e4c2b24e68ea4ea42d,n/a
governance/conductor/workflow.md,file,40fac494f65ec8747403972fc4316bb44e9ef11a6b183920b85d23d2be6ec311,n/a
governance/convergence/README.md,file,4b0406a3e3900e2629938aa35c50591ef95337f70816da41c19a955fa1420a93,n/a
governance/convergence/adoption-ledger.csv,file,1104117ea7c95e244bee53b4062120ebf332d40fc154b6298291a2189b8ac79d,n/a
governance/convergence/peer-adoption-ledger.csv,file,4f8d6965ef1ec61f3dda3d8cbce03acee6ae57993be15245e91c486b5a67af3f,n/a
governance/convergence/peer-corpora.csv,file,6ae9e10d8e7fd5fd2d84e1426ad86d28bd5726aaa82bbaf5453bbba179fbecb3,n/a
governance/convergence/peer-directories.csv,file,82e57f5b65a9a0439f7263cfb62877b46c36d179d19e56fcf622877ab4594af8,n/a
governance/convergence/peer-donors.csv,file,550e1ec511ee9cbe3c4d691861cc2a268fca1f55367e1ec5d98c7978419d15af,n/a
governance/convergence/peer-modules.csv,file,e008fe866c9499632490f4ad2b2ac7c9d199d693140f2465dbbd8ceb9c1c6d59,n/a
governance/convergence/peer-reference-reversal.csv,file,2a563a205512c7898efa8a6e50118cdbb892b0f0e71f452f6b468763dda01823,n/a
governance/convergence/peer-surfaces.csv,file,c892aec9a91813172702b1f8b00db7cb2d0fd098234a680a2b6786ea85722f53,n/a
governance/convergence/peer-symbols.csv,file,02eb4250b28b68c587d9c812b0e09954ed4f5cb8e731f60ee320ab266f7a332f,n/a
governance/convergence/peer-target-delta.csv,file,03ac7777e9bad7d49392ca6cd81a0da12ec88542f3fa2bcbacc88cea3173ade8,n/a
governance/convergence/peer-target-repairs.csv,file,948459b0f25879c79277c15746cbeceb10d1ded890d733486a193309848badc7,n/a
governance/convergence/peer-validation.md,file,cca3ef7b95d67da077ee8dde408fd1f6c2518d7ac8d7e51570a065a705539cf7,n/a
governance/convergence/remote-http-actions.csv,file,2760f3dc99e30bcd4417073bac42c34d32bb73083b5e0434acef91575fcdaa6a,n/a
governance/convergence/residual-classification.csv,file,a50faa099366ef4d60c1001f48bdf20d0d86e2c5fe492fdbc0da67a334a7fb8a,n/a
governance/convergence/retirement-register.csv,file,6a8e7dea20c30bfb8d4bf3980488d43299e5b06304ee755dbe0fa600283079e7,n/a
governance/convergence/second-order-adoption-ledger.csv,file,8b41b0bd8d660dc3b42e5def800a3eef8fa6b4923b577726c0e3a2bca1fa651c,n/a
governance/convergence/second-order-baseline-files.csv,file,46ce7f91164c4f088fbe535547b1c56bf5cd35432ec362026565e1cad414ee44,n/a
governance/convergence/second-order-target-delta.csv,file,5b892dce2cdf35f4e04052958f43e29237d4c24617a348c6080ed842db191a43,n/a
governance/convergence/second-order-target-repairs.csv,file,d256f6d73f705cf924ac4e5b5dbf2347cfb1a689ad855fe278437722daeae14d,n/a
governance/convergence/second-order-validation.md,file,b2b0d6a7ccdfcfd470f8447d988d6fe4ec05e227c92a86a22688b42654db0735,n/a
governance/convergence/split-brain-synthesis.csv,file,b7cc94f2eb1aefbcd4565293fdf8a02e4778eaee6e7e9f3ec347080a12614879,n/a
governance/convergence/split-brain-synthesis.md,file,011966d1adca9d097f8a0037ff07aac658191969414a50ffc924c9181be8e1ef,n/a
governance/convergence/surface-accountability.csv,file,09e81e6c549fd6f56b944f41c96e2145184b4257c9f8a15bb4e05b8ce1b53fd5,n/a
governance/design-system/MASTER.md,file,a380dcdd107edaf3e344b067956a041e9c479e186cfa1b90abbdec8fdf8c7663,n/a
governance/design-system/legacy.md,file,9bf012811042677696a5dfa544d8a679ecebfb63e0adeab3f8444fdaeb0c95c2,n/a
governance/reference/ffi/README.md,file,3cc65f25c159b6f18d240f6c38c0b8f78398d74031429dd4d980fe9143b8c84f,n/a
governance/reference/ffi/cbindgen.toml,file,dfb8f00c6182f95d5a34268ac3b6d478848b22151453893251d286df5d0c1be9,n/a
governance/reference/ffi/luminet_core.h,file,345d300dfe0f6b60f854f0bf4ada27cd673ebefde068f3da5eefc3300ba54ebe,n/a
governance/reference/legacy-route-specs.go,file,b3729f7b769063b8eaf77a0d1046a6a73ae9184415feadfdd4ad0ca2a17ff664,n/a
governance/reference/release/.goreleaser.yaml,file,89ef261f40631d61a876dd1ece73ea34da13e02bf119af2c165cc4da85c8c64d,n/a
governance/reference/release/README.md,file,c9a906eceaf884db308e3f81c0184621d462a485da5c537688e2fc1a5752291b,n/a
governance/review-policy.md,file,5c0891ce71a09e4d43fd681902d321dabfbbfeb058f1c37c8dfbd44742e6266d,n/a
governance/topology/deep-module-prune.json,file,49477709f39b1dec630324005d935a665e99db3d6d4b4a6cabd633ee6fdca370,n/a
governance/topology/final-prune-liveness.json,file,cc4d61075b17f97687d1afa05329271b54dd6a5fc8a1ba3133b11a21e0636de6,n/a
governance/topology/original-baseline.tsv,file,67ec7dff34d69bca6c88958db70794ed8d3409a226fbbf8c829083205c546af8,n/a
governance/topology/relocations.json,file,e4aebf7104ea25a98c6df3216ccfe31f3b2e9922560fe231dff8a45228dd98da,n/a
governance/topology/wave15-scanner-liveness.json,file,5c0ac44c5f45b21e4014fd865d6608c17bad193863efe02cdcba19d20ebbcbdd,n/a
governance/topology/wave17-native-reachability.json,file,57156de8ea5e6e362d1ff33da60699d2234ef60e6d7ab2b134d692f8fef6bdad,n/a
