donor,path,sha256,line,kind,symbol,snippet
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnServiceStarter.java,9d3ab52f64785dd5f6c301a27708b737014bbede0c210f7377353b07f96c25bb,24,type,VpnServiceStarter,public class VpnServiceStarter extends BroadcastReceiver {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnel.java,f0d856afa70eeea9dd5a07089b7a8a27c62b80639c3dbf13dd6fce38ee88d451,35,type,VpnTunnel,public class VpnTunnel {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,48,type,VpnTunnelService,public class VpnTunnelService extends VpnService {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,59,type,ErrorCode,public enum ErrorCode {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,80,type,TunnelStatus,public enum TunnelStatus {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,93,type,MessageData,public enum MessageData {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,382,type,NetworkConnectivityMonitor,private class NetworkConnectivityMonitor extends ConnectivityManager.NetworkCallback {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelStore.java,a4b9b7ecbf522aae3eb03efd37261029c21fbdc6e8910653a0ed550fa0c7827b,24,type,VpnTunnelStore,class VpnTunnelStore {
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/test/java/org/outline/vpn/VpnTunnelTest.java,843c1f40992abf70ac6a5edb8bbf7d3db9e5a1617b4193c3e0f72271b2b65e34,21,type,VpnTunnelTest,public class VpnTunnelTest {
outline-client,src/cordova/apple/OutlineAppleLib/Sources/PacketTunnelProvider/include/PacketTunnelProvider.h,c874c420216f0caf580350ff3542f81578a82389bc70839080b49e6853385368,16,macro,PacketTunnelProvider_h,#define PacketTunnelProvider_h
outline-client,src/cordova/apple/xcode/ios/Outline/Classes/AppDelegate+Outline.h,4f4cbdd0eb70d80b65bbd825cae39b070f066818d8af345d72d70595b07bd77a,16,macro,AppDelegate_Outline_h,#define AppDelegate_Outline_h
outline-client,src/cordova/plugin/android/java/org/outline/OutlinePlugin.java,1a33a064b268f591fcf9092f8cac9ce33c3aba075a39a9947c128702c598837d,48,type,OutlinePlugin,public class OutlinePlugin extends CordovaPlugin {
outline-client,src/cordova/plugin/android/java/org/outline/OutlinePlugin.java,1a33a064b268f591fcf9092f8cac9ce33c3aba075a39a9947c128702c598837d,52,type,Action,public enum Action {
outline-client,src/cordova/plugin/apple/src/macos/Outline-Bridging-Header.h,07b1678294057cc0cb7dd39ece9ea9c9ae55c66831a0d4fb73d3c4b54db9fb4c,16,macro,Outline_Bridging_Header_h,#define Outline_Bridging_Header_h
outline-client,src/electron/go_vpn_tunnel.ts,516a20e8bf77c2dc47d282d81ad85be766dbdf2487d189661297eedd1424df1d,49,type,GoVpnTunnel,export class GoVpnTunnel implements VpnTunnel {
outline-client,src/electron/go_vpn_tunnel.ts,516a20e8bf77c2dc47d282d81ad85be766dbdf2487d189661297eedd1424df1d,219,type,GoTun2socks,class GoTun2socks {
outline-client,src/electron/go_vpn_tunnel.ts,516a20e8bf77c2dc47d282d81ad85be766dbdf2487d189661297eedd1424df1d,309,function,checkConnectivity,async function checkConnectivity(config: ShadowsocksSessionConfig) {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,80,function,setupSentry,function setupSentry(): void {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,93,function,setupMenu,function setupMenu(): void {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,109,function,setupTray,function setupTray(): void {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,119,function,setupWindow,function setupWindow(): void {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,205,function,updateTray,function updateTray(status: TunnelStatus) {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,224,function,createTrayIconImage,function createTrayIconImage(imageName: string) {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,234,function,quitApp,async function quitApp() {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,240,function,interceptShadowsocksLink,function interceptShadowsocksLink(argv: string[]) {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,262,function,setupAutoLaunch,async function setupAutoLaunch(args: SerializableTunnel): Promise<void> {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,281,function,tearDownAutoLaunch,async function tearDownAutoLaunch() {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,299,function,createVpnTunnel,"function createVpnTunnel(config: ShadowsocksSessionConfig, isAutoConnect: boolean): VpnTunnel {"
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,307,function,startVpn,"async function startVpn(config: ShadowsocksSessionConfig, id: string, isAutoConnect = false) {"
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,340,function,stopVpn,async function stopVpn() {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,350,function,setUiTunnelStatus,"function setUiTunnelStatus(status: TunnelStatus, tunnelId: string) {"
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,376,function,checkForUpdates,function checkForUpdates() {
outline-client,src/electron/index.ts,50b50f1efbbb9afae02c60c02b35e5cf9e612fccd3f52ce7e51a95906a2f4919,384,function,main,function main() {
outline-client,src/electron/preload.d.ts,ff28bf9817964d566471d89b0367e5ea54faa1d26b6447e5a460f61cbc722db8,21,type,NativeOsApi,export interface NativeOsApi {
outline-client,src/electron/preload.d.ts,ff28bf9817964d566471d89b0367e5ea54faa1d26b6447e5a460f61cbc722db8,25,type,ElectronApi,export interface ElectronApi {
outline-client,src/electron/preload.d.ts,ff28bf9817964d566471d89b0367e5ea54faa1d26b6447e5a460f61cbc722db8,32,type,Window,interface Window {
outline-client,src/electron/preload.ts,b981a11de97f5d50e295942710ec87847cacd313539c6cd7cf02f241d71ed56a,34,type,ElectronRendererMethodChannel,export class ElectronRendererMethodChannel {
outline-client,src/electron/process.ts,678095d8c7e07d425f1de4da949fbfdd05ae4b0ef6f22f5efcdaccc1ff057be2,22,type,ProcessTerminatedExitCodeError,export class ProcessTerminatedExitCodeError extends Error {
outline-client,src/electron/process.ts,678095d8c7e07d425f1de4da949fbfdd05ae4b0ef6f22f5efcdaccc1ff057be2,31,type,ProcessTerminatedSignalError,export class ProcessTerminatedSignalError extends Error {
outline-client,src/electron/process.ts,678095d8c7e07d425f1de4da949fbfdd05ae4b0ef6f22f5efcdaccc1ff057be2,43,type,ChildProcessHelper,export class ChildProcessHelper {
outline-client,src/electron/process.ts,678095d8c7e07d425f1de4da949fbfdd05ae4b0ef6f22f5efcdaccc1ff057be2,141,function,logExit,"function logExit(processName: string, exitCode?: number, signal?: string) {"
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,30,type,RoutingServiceRequest,interface RoutingServiceRequest {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,35,type,RoutingServiceResponse,interface RoutingServiceResponse {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,42,type,RoutingServiceAction,enum RoutingServiceAction {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,48,type,RoutingServiceStatusCode,enum RoutingServiceStatusCode {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,68,type,RoutingDaemon,export class RoutingDaemon {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,232,function,executeCommandAsRoot,function executeCommandAsRoot(command: string): Promise<void> {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,255,function,installWindowsRoutingServices,function installWindowsRoutingServices(): Promise<void> {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,268,function,installLinuxRoutingServices,async function installLinuxRoutingServices(): Promise<void> {
outline-client,src/electron/routing_service.ts,4305e5d9b9de8e009a4a5889353d67f795aa933e3a66152bf94ab142cb703f4a,334,function,installRoutingServices,export async function installRoutingServices(): Promise<void> {
outline-client,src/electron/tunnel_store.ts,1ebd0d3588ac6c497b120184f82de7ae9ae004546a2877006838ed526aaabb0b,21,type,SerializableTunnel,export interface SerializableTunnel {
outline-client,src/electron/tunnel_store.ts,1ebd0d3588ac6c497b120184f82de7ae9ae004546a2877006838ed526aaabb0b,27,type,TunnelStore,export class TunnelStore {
outline-client,src/electron/types/socks/index.d.ts,e5bb0d535a21b25c18441208c13c21f8ca6f2b12978f983de21cd6c3ecf35fb6,23,type,SocksSocketOptions,export interface SocksSocketOptions {
outline-client,src/electron/types/socks/index.d.ts,e5bb0d535a21b25c18441208c13c21f8ca6f2b12978f983de21cd6c3ecf35fb6,29,type,SocksAddress,export interface SocksAddress {
outline-client,src/electron/types/socks/index.d.ts,e5bb0d535a21b25c18441208c13c21f8ca6f2b12978f983de21cd6c3ecf35fb6,34,function,createConnection,export function createConnection(
outline-client,src/electron/types/socks/index.d.ts,e5bb0d535a21b25c18441208c13c21f8ca6f2b12978f983de21cd6c3ecf35fb6,39,function,createUDPFrame,"export function createUDPFrame(target: SocksAddress, data: Buffer, frame?: number): Buffer;"
outline-client,src/electron/vpn_tunnel.ts,941516ea74d425f45329c820a89ef2214006f5e449b6a8c39eb48143b0802631,18,type,VpnTunnel,export interface VpnTunnel {
outline-client,src/infrastructure/custom_error.ts,bf26bf3fbc7f576bf9b38e0bd617d297099845d48aecb35ed2f43605fa2fb1e4,15,type,CustomError,export class CustomError extends Error {
outline-client,src/infrastructure/electron/app_paths.ts,e9c432e421cc61ab8a385949528eed78d1cdf2feb896590a1460a491a9a1fd56,27,function,unpackedAppPath,function unpackedAppPath() {
outline-client,src/infrastructure/electron/app_paths.ts,e9c432e421cc61ab8a385949528eed78d1cdf2feb896590a1460a491a9a1fd56,37,function,getAppPath,export function getAppPath() {
outline-client,src/infrastructure/electron/app_paths.ts,e9c432e421cc61ab8a385949528eed78d1cdf2feb896590a1460a491a9a1fd56,45,function,pathToEmbeddedBinary,"export function pathToEmbeddedBinary(toolname: string, filename: string) {"
outline-client,src/infrastructure/memory_storage.ts,894b6c0aa04154fa04252f1827a6fb0b948358b31b5c0d3aa1ab38d2ffc69001,15,type,InMemoryStorage,export class InMemoryStorage implements Storage {
outline-client,src/infrastructure/timeout_promise.ts,c8778c46420f525db80e820db8ad8ecece154377952b4d4c6f36edb7680cb759,17,type,OperationTimedOut,export class OperationTimedOut extends CustomError {
outline-client,src/infrastructure/timeout_promise.ts,c8778c46420f525db80e820db8ad8ecece154377952b4d4c6f36edb7680cb759,23,function,timeoutPromise,"export function timeoutPromise<T>(promise: Promise<T>, timeoutDuration: number, timeoutName: string): Promise<T> {"
outline-client,src/www/.storybook/localize.ts,e45fee87bb1dd66d5bfd65ace0cd83589f4cc25c936fee0e2ece47aa05fc7122,20,type,FormattableMessage,type FormattableMessage =
outline-client,src/www/app/app.ts,ecff16fcc2def7d6906d393075848404f502a0d2be1fee1fd8666dc15315d30d,31,type,OUTLINE_ACCESS_KEY_SCHEME,enum OUTLINE_ACCESS_KEY_SCHEME {
outline-client,src/www/app/app.ts,ecff16fcc2def7d6906d393075848404f502a0d2be1fee1fd8666dc15315d30d,38,function,unwrapInvite,export function unwrapInvite(possiblyInviteUrl: string): string {
outline-client,src/www/app/app.ts,ecff16fcc2def7d6906d393075848404f502a0d2be1fee1fd8666dc15315d30d,67,function,isOutlineAccessKey,export function isOutlineAccessKey(url: string): boolean {
outline-client,src/www/app/app.ts,ecff16fcc2def7d6906d393075848404f502a0d2be1fee1fd8666dc15315d30d,80,type,App,export class App {
outline-client,src/www/app/clipboard.ts,1f183f59c99159f016dda21f9ab766a82e225404d0b38c770ed4ffee1196cb8d,17,type,ClipboardListener,export type ClipboardListener = (text: string) => void;
outline-client,src/www/app/clipboard.ts,1f183f59c99159f016dda21f9ab766a82e225404d0b38c770ed4ffee1196cb8d,19,type,Clipboard,export interface Clipboard {
outline-client,src/www/app/clipboard.ts,1f183f59c99159f016dda21f9ab766a82e225404d0b38c770ed4ffee1196cb8d,30,type,AbstractClipboard,export class AbstractClipboard implements Clipboard {
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,43,type,CordovaClipboard,class CordovaClipboard extends AbstractClipboard {
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,57,function,pluginExec,"function pluginExec<T>(cmd: string, ...args: unknown[]): Promise<T> {"
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,63,function,pluginExecWithErrorCode,"async function pluginExecWithErrorCode<T>(cmd: string, ...args: unknown[]): Promise<T> {"
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,72,type,CordovaErrorReporter,class CordovaErrorReporter extends SentryErrorReporter {
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,89,type,CordovaTunnel,class CordovaTunnel implements Tunnel {
outline-client,src/www/app/cordova_main.ts,5864b2970dc1a13767ba0c34bf7d2fe01b7002062c3fe226016f3448326db752,117,type,CordovaPlatform,class CordovaPlatform implements OutlinePlatform {
outline-client,src/www/app/electron_main.ts,1f5c3b6ec7b9af227bf3558982ca5a17bd05f5826b51563450cd5e4c099558cd,57,type,ElectronClipboard,class ElectronClipboard extends AbstractClipboard {
outline-client,src/www/app/electron_main.ts,1f5c3b6ec7b9af227bf3558982ca5a17bd05f5826b51563450cd5e4c099558cd,70,type,ElectronUpdater,class ElectronUpdater extends AbstractUpdater {
outline-client,src/www/app/electron_main.ts,1f5c3b6ec7b9af227bf3558982ca5a17bd05f5826b51563450cd5e4c099558cd,77,type,ElectronVpnInstaller,class ElectronVpnInstaller implements VpnInstaller {
outline-client,src/www/app/electron_main.ts,1f5c3b6ec7b9af227bf3558982ca5a17bd05f5826b51563450cd5e4c099558cd,89,type,ElectronErrorReporter,class ElectronErrorReporter implements OutlineErrorReporter {
outline-client,src/www/app/electron_outline_tunnel.ts,a9b68aade47599c18ff0cdb39b069943ccd06efb5797ba091cb221e8b7da45f2,19,type,ElectronOutlineTunnel,export class ElectronOutlineTunnel implements Tunnel {
outline-client,src/www/app/environment.ts,7e061e662505e5f61e1009343a2c3b2ab53517815370d492c025f5aad5f35641,15,type,EnvironmentVariables,export interface EnvironmentVariables {
outline-client,src/www/app/error_reporter.ts,5775a2389b74ead37818b73179ee86f8fb147cc41489e7ac51fa22b2b655a716,18,type,OutlineErrorReporter,export interface OutlineErrorReporter {
outline-client,src/www/app/error_reporter.ts,5775a2389b74ead37818b73179ee86f8fb147cc41489e7ac51fa22b2b655a716,22,type,SentryErrorReporter,export class SentryErrorReporter implements OutlineErrorReporter {
outline-client,src/www/app/error_reporter.ts,5775a2389b74ead37818b73179ee86f8fb147cc41489e7ac51fa22b2b655a716,64,function,getSentryBrowserIntegrations,export function getSentryBrowserIntegrations(defaultIntegrations: SentryIntegration[]): SentryIntegration[] {
outline-client,src/www/app/fake_tunnel.ts,a485ce916b42c214939d3f5ae2971537c0258dab5b06fcb915dad3945f3f3512,22,type,FakeOutlineTunnel,export class FakeOutlineTunnel implements Tunnel {
outline-client,src/www/app/main.ts,8e14f56340b615212239fb622b8a874ab0c7f75c13332679cea78b3e91a54fcd,46,function,getRootEl,function getRootEl() {
outline-client,src/www/app/main.ts,8e14f56340b615212239fb622b8a874ab0c7f75c13332679cea78b3e91a54fcd,50,function,createServerRepo,function createServerRepo(
outline-client,src/www/app/main.ts,8e14f56340b615212239fb622b8a874ab0c7f75c13332679cea78b3e91a54fcd,95,function,main,export function main(platform: OutlinePlatform) {
outline-client,src/www/app/main.ts,8e14f56340b615212239fb622b8a874ab0c7f75c13332679cea78b3e91a54fcd,132,function,onUnexpectedError,function onUnexpectedError(error: Error) {
outline-client,src/www/app/main.ts,8e14f56340b615212239fb622b8a874ab0c7f75c13332679cea78b3e91a54fcd,146,function,getLocalizationFunction,export function getLocalizationFunction() {
outline-client,src/www/app/outline_server_repository/access_key_serialization.ts,0e04c70a60cdb04fc3470ccc673f3ff0470bb5cec85989b5078cfa2087a82c22,24,function,staticKeyToShadowsocksSessionConfig,export function staticKeyToShadowsocksSessionConfig(staticKey: string): ShadowsocksSessionConfig {
outline-client,src/www/app/outline_server_repository/access_key_serialization.ts,0e04c70a60cdb04fc3470ccc673f3ff0470bb5cec85989b5078cfa2087a82c22,39,function,parseShadowsocksSessionConfigJson,function parseShadowsocksSessionConfigJson(maybeJsonText: string): ShadowsocksSessionConfig | null {
outline-client,src/www/app/outline_server_repository/access_key_serialization.ts,0e04c70a60cdb04fc3470ccc673f3ff0470bb5cec85989b5078cfa2087a82c22,66,function,fetchShadowsocksSessionConfig,export async function fetchShadowsocksSessionConfig(configLocation: URL): Promise<ShadowsocksSessionConfig> {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,30,function,staticKeysMatch,"function staticKeysMatch(a: string, b: string): boolean {"
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,48,function,isDynamicAccessKey,function isDynamicAccessKey(accessKey: string): boolean {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,54,function,serverNameFromAccessKey,function serverNameFromAccessKey(accessKey: string): string | undefined {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,69,type,ServersStorageV0Config,interface ServersStorageV0Config {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,76,type,ServersStorageV0,export interface ServersStorageV0 {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,81,function,serversStorageV0ConfigToAccessKey,export function serversStorageV0ConfigToAccessKey(config: ServersStorageV0Config): string {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,94,type,ServersStorageV1,export type ServersStorageV1 = OutlineServerJson[];
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,96,type,OutlineServerJson,interface OutlineServerJson {
outline-client,src/www/app/outline_server_repository/index.ts,edf292fcc9f4afd6fa522caf306b42b2546c53d117e76296823156e5ded33960,103,type,OutlineServerRepository,export class OutlineServerRepository implements ServerRepository {
