donor,path,sha256,line,kind,name,extraction_policy,semantic_record_ids
browser-ext,firefox/background.js,33fbde5e4b4dff318a025de1d5aa485ff8d09d2ba2b28bcad0b50f416d8cf741,175,function,setProxy,legacy-225-compatible,PR226-R133;PR226-M135;PR226-F0002
browser-ext,firefox/background.js,33fbde5e4b4dff318a025de1d5aa485ff8d09d2ba2b28bcad0b50f416d8cf741,204,function,proxyHandler,legacy-225-compatible,PR226-R133;PR226-M135;PR226-F0002
browser-ext,firefox/background.js,33fbde5e4b4dff318a025de1d5aa485ff8d09d2ba2b28bcad0b50f416d8cf741,218,function,maybeSendInit,legacy-225-compatible,PR226-R133;PR226-M135;PR226-F0002
browser-ext,firefox/popup.js,6b4cb0460c50a92e7748e12972ecdfd4b1d9ec8360a083bb97545f8056caf66a,14,function,updateSliderState,legacy-225-compatible,PR226-R133;PR226-M135;PR226-F0005
browser-ext,firefox/popup.js,6b4cb0460c50a92e7748e12972ecdfd4b1d9ec8360a083bb97545f8056caf66a,28,function,updateStatus,legacy-225-compatible,PR226-R133;PR226-M135;PR226-F0005
browser-ext,popup.js,150a929e35f1505a1fc4eee2866f38af461d3ef068310ffaa08dbe81d58284e4,3,function,browseToURL,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0010
browser-ext,popup.js,150a929e35f1505a1fc4eee2866f38af461d3ef068310ffaa08dbe81d58284e4,20,function,updateSliderState,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0010
browser-ext,popup.js,150a929e35f1505a1fc4eee2866f38af461d3ef068310ffaa08dbe81d58284e4,34,function,updateStatus,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0010
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,43,function,main,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,96,function,getTargetDir,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,124,function,uninstall,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,145,function,install,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,213,type,host,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,236,function,newHost,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,255,function,readMessages,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,268,function,handleMessage,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,284,function,handleUp,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,288,function,handleDown,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,292,function,setWantRunning,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,318,function,handleInit,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,394,function,watchIPNBus,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,404,function,updateFromWatcher,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,433,function,send,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,454,function,getProxyListener,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,460,function,getProxyListenerLocked,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,485,function,userDial,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,498,function,sendStatus,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,521,type,Cmd,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,531,type,request,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,547,type,reply,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,559,type,procRunningResult,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,565,type,initResult,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,569,type,status,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,578,function,readMessage,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
browser-ext,ts-browser-ext.go,6a29f5094a0ac00a35db0a7765dfc0195dbbc5c49e3d225cdd6166639cf1b5e8,600,function,httpProxyHandler,legacy-225-compatible,PR226-R133;PR226-M134;PR226-F0011
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,12,type,WGITCacheConfig,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,17,type,WGITCachePeer,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,31,function,FromWGITPeer,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,51,function,WGITPeer,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,90,type,WGITCacheTable,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,94,type,WGITCacheJar,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,98,function,SaveLocked,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,cache.go,61286e9666017326274c37b7e98122fe3239c20121b8a36c448335919f6bc53a,136,function,LoadLocked,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0012
mwgp,client.go,592c6416dadd5690dc4300d86f7cde8488eae1f8fc5a54243f42dfc7583ad7fd,12,type,ClientConfig,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0013
mwgp,client.go,592c6416dadd5690dc4300d86f7cde8488eae1f8fc5a54243f42dfc7583ad7fd,29,type,Client,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0013
mwgp,client.go,592c6416dadd5690dc4300d86f7cde8488eae1f8fc5a54243f42dfc7583ad7fd,36,function,NewClientWithConfig,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0013
mwgp,client.go,592c6416dadd5690dc4300d86f7cde8488eae1f8fc5a54243f42dfc7583ad7fd,82,function,generateServerPeer,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0013
mwgp,client.go,592c6416dadd5690dc4300d86f7cde8488eae1f8fc5a54243f42dfc7583ad7fd,91,function,Start,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0013
mwgp,cmd/mwgp/main.go,db6156f9a6e9dca103a84ca0aaf09c17e3d30b688774ba259b7808e9427fc719,62,function,ensureCacheConfig,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0014
mwgp,cmd/mwgp/main.go,db6156f9a6e9dca103a84ca0aaf09c17e3d30b688774ba259b7808e9427fc719,92,function,init,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0014
mwgp,cmd/mwgp/main.go,db6156f9a6e9dca103a84ca0aaf09c17e3d30b688774ba259b7808e9427fc719,111,function,startServer,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0014
mwgp,cmd/mwgp/main.go,db6156f9a6e9dca103a84ca0aaf09c17e3d30b688774ba259b7808e9427fc719,129,function,startClient,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0014
mwgp,cmd/mwgp/main.go,db6156f9a6e9dca103a84ca0aaf09c17e3d30b688774ba259b7808e9427fc719,147,function,main,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0014
mwgp,cmd/mwgp/pprof.go,121a2c513e47cf44bfa64925e6722a5ee90c58f66187685dfc4f2e87c47d0b53,13,function,init,legacy-225-compatible,PR226-R139;PR226-M141;PR226-F0015
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,16,type,devicexType,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,20,function,mixKey,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,24,function,mixHash,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,32,function,isZero,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,40,type,NoisePublicKey,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,44,function,MarshalJSON,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,55,function,UnmarshalJSON,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,71,function,FromBase64,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,83,function,Base64,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,88,type,NoisePrivateKey,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,92,function,MarshalJSON,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,99,function,UnmarshalJSON,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,115,function,FromBase64,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,127,function,Base64,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,132,function,ReadFromFile,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,160,function,PublicKey,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers.go,af4ee5a9ba7042a02490d184754b049bfc09809a585eceaa670801d3dba6443a,167,function,SharedSecret,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0019
mwgp,noise-helpers_test.go,f0855884142278ede11e70d8dde4d398aeec47d3d47f66f23495a9620e99c832,5,function,TestNoiseKeys,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0020
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,61,type,WireGuardObfuscator,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,69,function,Initialize,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,81,function,Obfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,153,function,Deobfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,233,function,WriteToUDPWithObfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,245,function,ReadFromUDPWithDeobfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs.go,0a571a96102c4ba83ba459bb03ee89615c4c8959442a9672d9a03cb0ecdd63c1,257,function,modifyHashMaskForWireGuardHeaderConflict,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0021
mwgp,obfs_test.go,740ec8d8b064ebe2bbf72dd7f5c3696e63e6bc507156a55580969c71ef64d9ff,9,function,TestWireGuardObfuscator_Obfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0022
mwgp,obfs_test.go,740ec8d8b064ebe2bbf72dd7f5c3696e63e6bc507156a55580969c71ef64d9ff,20,function,testObfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0022
mwgp,obfs_test.go,740ec8d8b064ebe2bbf72dd7f5c3696e63e6bc507156a55580969c71ef64d9ff,81,function,BenchmarkWireGuardObfuscator_Obfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0022
mwgp,obfs_test.go,740ec8d8b064ebe2bbf72dd7f5c3696e63e6bc507156a55580969c71ef64d9ff,105,function,BenchmarkWireGuardObfuscator_Deobfuscate,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0022
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,19,type,Packet,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,27,function,Reset,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,35,function,Slice,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,39,function,MessageType,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,46,function,ReceiverIndex,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,63,function,SetSenderIndex,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,76,function,SetReceiverIndex,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,93,function,getLEUint32Offset,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,102,function,putLEUint32Offset,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,packet.go,e031bd80519e4f64eec342968eceaf11d0ad8cf4c5db12b8542830a1b0fcf0ce,111,function,FixMACs,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0023
mwgp,resolver.go,b047dbe8133dcfd4f7bbce93268a25743ea16a6a3559f3c78cfd1c90d6637c3f,10,type,UDPAddrResolver,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0029
mwgp,resolver.go,b047dbe8133dcfd4f7bbce93268a25743ea16a6a3559f3c78cfd1c90d6637c3f,14,type,UDPAddrResolverCreator,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0029
mwgp,resolver.go,b047dbe8133dcfd4f7bbce93268a25743ea16a6a3559f3c78cfd1c90d6637c3f,18,type,defaultUDPAddrResolver,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0029
mwgp,resolver.go,b047dbe8133dcfd4f7bbce93268a25743ea16a6a3559f3c78cfd1c90d6637c3f,20,function,ResolveUDPAddr,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0029
mwgp,resolver.go,b047dbe8133dcfd4f7bbce93268a25743ea16a6a3559f3c78cfd1c90d6637c3f,24,function,newUDPAddrResolver,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0029
mwgp,resolvers/dns/resolver.go,50888ea1d3b3a57cbb53af23d8cfe9616684904d497d38af90c00ed86aeacb5d,16,function,init,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0030
mwgp,resolvers/dns/resolver.go,50888ea1d3b3a57cbb53af23d8cfe9616684904d497d38af90c00ed86aeacb5d,20,function,creator,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0030
mwgp,resolvers/dns/resolver.go,50888ea1d3b3a57cbb53af23d8cfe9616684904d497d38af90c00ed86aeacb5d,38,type,udpResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0030
mwgp,resolvers/dns/resolver.go,50888ea1d3b3a57cbb53af23d8cfe9616684904d497d38af90c00ed86aeacb5d,42,function,newUDPResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0030
mwgp,resolvers/dns/resolver.go,50888ea1d3b3a57cbb53af23d8cfe9616684904d497d38af90c00ed86aeacb5d,54,function,ResolveUDPAddr,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0030
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,21,function,init,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,25,function,creator,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,43,type,netResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,49,type,etxtResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,54,function,newResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,73,type,etxtRecord,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,78,function,parse,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,114,function,ResolveUDPAddr,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,161,function,tryDecrypt,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver.go,eea73ebc1869af4e71ab71a8e63719900dc75d59e92a7670ed966fb2c022c126,179,function,resolveHostPort,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0031
mwgp,resolvers/hn2etxt/resolver_test.go,d52cfac1d79b221a6e39e8ffecaff8c8473bac64431f0242965a60364b2e813c,19,type,fakeNetResolver,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0032
mwgp,resolvers/hn2etxt/resolver_test.go,d52cfac1d79b221a6e39e8ffecaff8c8473bac64431f0242965a60364b2e813c,22,function,LookupTXT,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0032
mwgp,resolvers/hn2etxt/resolver_test.go,d52cfac1d79b221a6e39e8ffecaff8c8473bac64431f0242965a60364b2e813c,54,function,LookupIP,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0032
mwgp,resolvers/hn2etxt/resolver_test.go,d52cfac1d79b221a6e39e8ffecaff8c8473bac64431f0242965a60364b2e813c,64,function,LookupPort,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0032
mwgp,resolvers/hn2etxt/resolver_test.go,d52cfac1d79b221a6e39e8ffecaff8c8473bac64431f0242965a60364b2e813c,74,function,TestEtxtResolver_ResolveUDPAddr,legacy-225-compatible,PR226-R139;PR226-M143;PR226-F0032
mwgp,server.go,f3a6ebb03f4c75ca9b3489c806752964c16dd54ac9ddd6ec5f246c0baa3f862e,15,type,ServerConfigPeer,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0033
mwgp,server.go,f3a6ebb03f4c75ca9b3489c806752964c16dd54ac9ddd6ec5f246c0baa3f862e,33,function,isFallback,legacy-225-compatible,PR226-R139;PR226-M140;PR226-F0033
