wave,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
post-refactor-20b,serenity-dev,.github/workflows/docker.yml,6a5a54e54e1a8414021f22303f87cc985677ae5bb84454fa2ee9feb56089275d,3884,file,YAML,repository-administration,evidence-or-derived,PR117-M0003,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,.github/workflows/lint.yml,911bd52271a6383e873c00f65feb3b8d87cdf9d758c991f5002f0a0f978abca3,756,file,YAML,repository-administration,evidence-or-derived,PR117-M0003,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,.github/workflows/linux.yml,d2585dbb49c74b4107b563fe415ba973d6b039a15f15b2fb5c993b74e4a35e7b,1137,file,YAML,repository-administration,evidence-or-derived,PR117-M0003,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,.github/workflows/test.yml,660ea56e9dcbf8904d12a9bcdb485c2cb46e8b072dcfd15fad0a426c460ada0a,1238,file,YAML,test,authoritative-source,PR117-M0003,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/cmd_check.go,8369e6d6d268157cbdb5c12b3c040c82987eec2eacf79065f123f27dcb3afa39,655,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/cmd_export.go,71ad2dd3804b7bd83a96a3610338eb4884190600b55c1bab75ba8055d0ae4876,2735,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/cmd_format.go,9323f12c0ec0b3b8179968b4c846c73ac66c65c087895ab23a1aaa384fe89abf,1733,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/cmd_run.go,7cf08dc5523cefe4e1669c7a625247bfa6315a1014cd5a1f2ab83751363cc831,4715,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/cmd_version.go,3a61d88917ba8150f337d77c04870d13d8874302c6ad73b8f24fed60cd392834,1077,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,cmd/serenity/main.go,f0fd79255f682689a69c585aa7387b8e32ea964878745608bca189c4d674ae3c,1638,file,Go,implementation,authoritative-source,PR117-M0004,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,common/cachefile/cache.go,d55afbd0930c3aae129cbe6eed24557755f542afe057cbdd1ff873a0ea3cd269,2263,file,Go,implementation,authoritative-source,PR117-M0005,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,common/cachefile/subscription.go,1ca86aa9197e3f71f335a7d8db1e65b6b763bad4b6ef7601a3b43732ecaf2c36,1666,file,Go,implementation,authoritative-source,PR117-M0005,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,common/metadata/metadata.go,cb0ae9f85744f74fd53a88ae9a4d21fcc1bd3e81d68c162fe25c4d7dac689311,2053,file,Go,implementation,authoritative-source,PR117-M0006,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,common/semver/version.go,21fd9341fafa48b022979fb63b2ecb89d22cc2c572991d42cd0249422dd057cf,4117,file,Go,implementation,authoritative-source,PR117-M0007,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,constant/rule_set.go,f263f1b9e94ba3370a624c3ccdc224a33a606528b74b482b4697950254db3ce4,91,file,Go,implementation,authoritative-source,PR117-M0008,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,constant/version.go,ee8c18a30f05e9d8e84d39570070228a2ad7af5473adb099810a0ecc79984bdb,631,file,Go,implementation,authoritative-source,PR117-M0008,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/CNAME,399c396fb9700e5be6d606364b48ba0b97c600d0f6f56d0f24c90d9090189c5e,21,file,n/a,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/changelog.md,9bd7b062b7c41070869d2e75b668b80b4a2686e8cb1b56feace769fb346fb37d,1798,file,Markdown,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/index.md,2295b1fc44bf2b9d69e73b929cbe8208610cc7f961216d1590ac0b9922722e1b,1003,file,Markdown,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/index.zh.md,5d11469c35c99ce71ca11e60cf45ea326497b7430fbacb620e2ee0f4b1d88d25,982,file,Markdown,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/support.md,7af0afb3ebd20ac6a1ac1c8f829bf769b18d1998212d49b07e78e35f504bf380,601,file,Markdown,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/support.zh.md,11fa0c3b00a4fb489e0bd0fd65faebf4309a74ae5559693624bdda69ff99e038,519,file,Markdown,documentation,evidence-or-derived,PR117-M0009,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/assets/icon.svg,821522f217169d51f53e3338b8cd19490eae515cc032f1202a0729b6113074b0,2404,file,n/a,documentation,evidence-or-derived,PR117-M0010,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/index.md,be685b4880dd827ba265a5141e2c2cb7ddc95751f27c378dc50e0a27d2e56b23,1306,file,Markdown,documentation,evidence-or-derived,PR117-M0011,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/profile.md,10c55c66bda7b75e5e64cbc63f99242a6f6db0ab2e7b276e14948e1f13368170,703,file,Markdown,documentation,evidence-or-derived,PR117-M0011,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/subscription.md,c1b9b5ca3e2693adfe792bf49fe68d0e3c4a8b5150334e8e8dfabd83c4682a29,2459,file,Markdown,documentation,evidence-or-derived,PR117-M0011,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/template.md,cafd329a7fe28994fc90a286713e364639e2ec5f5a88eaa30c07e91c3946c8e9,7177,file,Markdown,documentation,evidence-or-derived,PR117-M0011,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/user.md,d1484ef82e6743385f79e13aa7239b8fc73583f70ba2b0cfc4d9db8a691e011e,471,file,Markdown,documentation,evidence-or-derived,PR117-M0011,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/configuration/shared/rule-set.md,35a14b1067bc7099e7fdd917687d5cdd8443aa2ff2d0ce17103e31a00253fa3d,1257,file,Markdown,documentation,evidence-or-derived,PR117-M0012,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/build-from-source.md,2b274aef287d10e133e6e648e03de4370a7b0ad62a27e8be9734a26061462819,319,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/build-from-source.zh.md,bc64dab70690b4f5e9e309cd23d5197e78fc0dced26c1596891c309b802dd758,323,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/docker.md,54ea00fc1d1818d6c6c4f561211d15dedd20d11cd79dd026892d15bece1c130d,532,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/docker.zh.md,f9f8445d8b23fad05ebabd3f3aa52d4861c9809e3ffb5f2ae52cdd7b7a4fdbb4,531,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/package-manager.md,089c8368eb9ba39e289e436c5c8fbdc5348cc81576b38689ab8c9b5224abc73c,2225,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/package-manager.zh.md,1d00594a1bdd270b992b714176db3161b84cfb4d99c2330cf780f68608782a75,2181,file,Markdown,documentation,evidence-or-derived,PR117-M0013,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/tools/arch-install.sh,b79a330adca3a69fafa84c94a9475356082553c7fdf01c4a8566ff4971c8c649,710,file,Shell,documentation,evidence-or-derived,PR117-M0014,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/tools/deb-install.sh,2eaf13f3d04e1fe1e65d01b3df2849c264e7eae1114a1f28775e85c8b20fc5d9,677,file,Shell,documentation,evidence-or-derived,PR117-M0014,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/tools/rpm-install.sh,03859b1e134d5199348a5701b2230dc241c606f934547bdc8a574232acfab458,675,file,Shell,documentation,evidence-or-derived,PR117-M0014,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,docs/installation/tools/rpm.repo,5abc3ccd12015904a8e47d3aa6cba35e6fb3ccc51a93d4da4e909e5488bcc8e7,120,file,n/a,documentation,evidence-or-derived,PR117-M0014,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,option/message.go,3c5a0ff3aeeace357a85f75bfbfe13a9bb0283eac0078d160dc57e4f97911398,382,file,Go,implementation,authoritative-source,PR117-M0015,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,option/options.go,a5679aa0871eb0b60aafc4d5c42be19a8c351bada9589c084e59026213354f5b,4136,file,Go,implementation,authoritative-source,PR117-M0015,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,option/template.go,45d4e3c006d5f2a357c66528f4e9e5972bda9ca0206ea301bc39e6653b41a89f,7550,file,Go,implementation,authoritative-source,PR117-M0015,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/config/config.json,04b08a9774aab2904fc6b6f18302f78430e360a05f105e301a641ac3737170ab,118,file,JSON,configuration,authoritative-source,PR117-M0016,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/config/serenity.service,a87764291e7824f775839d841bbba833f12117bca52b23fbea90cd54f9981351,510,file,n/a,configuration,authoritative-source,PR117-M0016,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/config/serenity@.service,4bde28f0819322efc63d358ef20dfe9abae494d140774f9c5ff0dc813543713a,521,file,n/a,configuration,authoritative-source,PR117-M0016,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/enable.sh,08be9c5a93fcffe4fa56d76cd79801ab7669a2c1d9067301d17c758df9a76e8d,146,file,Shell,script,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/install.sh,056904d2e28b39c895817b5f198dab52d1128b13b12daf44c173a342c79d573a,493,file,Shell,script,authoritative-source,PR117-M0017;PR117-S002,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/install_go.sh,b8337e9ffe8c9bc563d7b6ecebe1b4dd273990259c1316457df2b134b5aa6607,401,file,Shell,script,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/reinstall.sh,e572aa4910b2646463365d87dbc67dd2c8adf0d8acc0135dc6b875b05633eacc,355,file,Shell,script,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/serenity.service,5819d7c9b4ae122a6491e9b6aca73de508663e25f60fe9ef5857dedaee9ff6be,526,file,n/a,configuration,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/uninstall.sh,d17695f39964e7320739da62ef652f862fcc6f266cb99a9c6d07d5e25e8a3dbf,230,file,Shell,script,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,release/local/update.sh,aec414c94297da90682358ac620c482975e4a2fc344e796f64a852dea887570f,172,file,Shell,script,authoritative-source,PR117-M0017,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,server/profile.go,3df47dcf63c694c9850a7f1aa6db6d0490f688eb82458c03f0c19f9aaf55d65a,5720,file,Go,implementation,authoritative-source,PR117-M0018,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,server/server.go,96cab03db15412332861703511426c8e4d1374822f92334e34b68505e6331125,5016,file,Go,implementation,authoritative-source,PR117-M0018,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,server/server_render.go,7af771b7ef036d063b0c85fc6ea0b544eb9e5f56e141d6936f57a091e112209c,4201,file,Go,implementation,authoritative-source,PR117-M0018,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/deduplication.go,2c6db02964df1fa09a4c3c0f0609f25bef58349e046d2f5bf1e58be4e5a972eb,2461,file,Go,implementation,authoritative-source,PR117-M0019,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/process.go,2708758ea34b819eac06908608e0d73304422e57d29ba512e176a4d6ab6112c2,4898,file,Go,implementation,authoritative-source,PR117-M0019,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/subscription.go,e46b709c7eeffd4206d84ce14c422e7203fbec92ac75adb1b3f7e8eca939c153,5872,file,Go,implementation,authoritative-source,PR117-M0019,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/clash.go,a93e6cd6b1f5501dc2e2a983d634c37ee4ebbe021ab9c776b9766d2ed2da1af0,8314,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/link.go,0662f6f8d9675eb6dde2e8dac36a261f70084fe6c7da5503e8ad4af9cc01af62,488,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/link_shadowsocks.go,566dca08140c9502397ee43989c10839a27619aa03a9ec224725b34a02fdfdc3,1779,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/parser.go,4d61bb397924d2f2300b53629fd3c89ebb9aecff0863e890c3e0d94df96a6b81,647,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/raw.go,baf8d4cd50d358da8df1f3cfa1db2656e8976347891905da3b334a45124a8b83,1242,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/sing_box.go,1cbb26aa8290d2d34229075ee67a40e7813a44dc070246450d83c37719c5f094,801,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,subscription/parser/sip008.go,f55c60fb412e49328aa06166cbd8bd61c0acefdd081abbb7b79f66b17d31950e,1461,file,Go,implementation,authoritative-source,PR117-M0020,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/manager.go,dd8d9092c6111f11a204ee1718d1dada8c81afe1854219afa6015bae67dd518e,3947,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_dns.go,3024d06e9f325df5463bf11d3ae2dc6bdb7b584d28f6654121efdfd845159a24,10006,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_experimental.go,cfb50986c439cc622f9a52b280ba424c4934bbb6681c440d134d28a533014b3b,2724,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_geo_resources.go,10ed43ea50159190447cab96e59bc4ab613f7a2d4d2ed5d1e665e7bcfc1cc4c7,3005,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_inbounds.go,08c9d311355547f962c17bc1b2f6f3a9a02b918d5f6fc68daf0be4341d5685fe,3876,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_outbounds.go,c7681c38f4b17a59dd774cbc48e557b85c0f8ffd3a69430bafc055c8c5d06d0d,10037,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/render_route.go,9999aa905cd6b1c17e72f02bb7e57766c647b3c06b38938e85a0f6241fe8812f,6642,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/template.go,cfb28b10823d0357459f6f57d686f763e950061e385374dafb40eb399dde8fc9,1894,file,Go,implementation,authoritative-source,PR117-M0021,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter.go,98e879047f516fd2e3129af521697904f0f7d4a0bca8abb27a370d61ff30019a,439,file,Go,implementation,authoritative-source,PR117-M0022;PR117-S001,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter_1100.go,8139657a91b27cceba334036940cc927659b4e0481312da9bdfd0c4b8e1f2238,7102,file,Go,implementation,authoritative-source,PR117-M0022,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter_190.go,b2c06098b59ecf44d82ccf19f307d9eba361e2c5bb81369fedd899c62abbdd56,1366,file,Go,implementation,authoritative-source,PR117-M0022,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter_null_references.go,85741687c369bdfa3eea5aef6c3d349365c4208eb66fb9ae24071109902678bb,1500,file,Go,implementation,authoritative-source,PR117-M0022,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter_rule.go,a451e878e265227b9b7db625b13224bcdf3fba90960b0fec97da5b6f2324c12b,1270,file,Go,implementation,authoritative-source,PR117-M0022,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,serenity-dev,template/filter/filter_test.go,8ed44a91ca6c1b2c98e0839fe29f6891d3002612216bb202414de0a83f38c862,2699,file,Go,test,authoritative-source,PR117-M0022,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.bumpversion.cfg,3d46ae18879d3668b3dbd203186495780d2ed2930951830fa25039edad8bca1f,429,file,n/a,configuration,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.clang-format,fa117099e5f32694b4dd2478db5e4e33671c322f73caceca8b009c4912425bbb,3464,file,n/a,implementation,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.dockerignore,9d35d8809bc0d2d2d960a2738fa94bf00a79f3896d017b26bec8fa257c40bd82,500,file,n/a,implementation,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.gitignore,8cf810b0deceeb27834a2a460f248258e8fb7e8bcc5977928a85c91ea60ab2d1,394,file,n/a,implementation,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,CHANGELOG.md,02fc3071b38861beabd0a642d9e11f2978c488aada3cfa4db68b0599248e3453,989,file,Markdown,documentation,evidence-or-derived,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,CMakeLists.txt,1c1c8536868dd94f09d50ba70b95acc7a6227a516dd6ce3f32f04cb71bc3b346,7573,file,n/a,implementation,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,CODE_OF_CONDUCT.md,d17b64c566e88334565118f72adf5893e8c2b5bbc39e6249f4079da77feb2a80,6124,file,Markdown,documentation,evidence-or-derived,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,LICENSE,247b9d6aaa296f6406ddac66c92fb98d15fdbf56cddc8b92123802ff88967359,1930,file,n/a,governance,evidence-or-derived,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,README.md,bbd738a034b3b2f8d20bceeb704a8a01271d65bde2ea703f2bd2dffca7a5239a,3692,file,Markdown,documentation,evidence-or-derived,PR117-M0023;PR117-S003,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,setup,6c546d857dee45b3aa3c1187c4fb469f54909c3418d0e90f46d57031cc01ec01,11966,file,n/a,implementation,authoritative-source,PR117-M0023,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/dependabot.yml,0aa3fadbbe59218c42dd0c933c32d3c1156ff5ae1028e53829c1064e547000f8,765,file,YAML,repository-administration,evidence-or-derived,PR117-M0024,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/pr_labeler_conf.yml,45ad6b92c0f986d1fc47de3bd8619112f1b62c68f28e2fd3776243c463ae0b1e,1131,file,YAML,repository-administration,evidence-or-derived,PR117-M0024,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/pull_request_template.md,c3b0b044061c43e23005c1c3022cfd417f3e6b2227258ccfd2b13f118b6053ab,151,file,Markdown,repository-administration,evidence-or-derived,PR117-M0024,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/ISSUE_TEMPLATE/bug-report.md,7c766d9981c7c6234afb45159686bea1fddc400f7add1052afdf968fea37b075,1254,file,Markdown,repository-administration,evidence-or-derived,PR117-M0025,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/ISSUE_TEMPLATE/config.yml,2880bb068b8de37eba3f1874d74ad4a40294f8557f6793eeae4d235ab420e9ea,208,file,YAML,repository-administration,evidence-or-derived,PR117-M0025,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/ci_maintenance.yml,c90ee188733069909397376aab4df529ae700ac0b31da11ec2040fea070acdf9,1738,file,YAML,repository-administration,evidence-or-derived,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/extra_tests.yml,d856a63666ce93debb26d75bab456758e1ab003d133fea57effad963e7550119,16989,file,YAML,test,authoritative-source,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/git.yml,85adefe48ae1232e0d372b47e19222ffde94b81925da2431c7c58ee0a89f7588,793,file,YAML,repository-administration,evidence-or-derived,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/lint.yml,04973a7dfc9368908452d7e2f9aecc3a4919f877da60558abb78e1e2238c9f43,5756,file,YAML,repository-administration,evidence-or-derived,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/pr_metadata.yml,f4098a2410dc17c59a3d5f3afcc80ccbb95777160860c7b218f6aab0dfb8e4e9,824,file,YAML,repository-administration,evidence-or-derived,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
post-refactor-20b,shadow-main,.github/workflows/run_tests.yml,39e1461fb92092daa83554aa491ae9fa85c8df356c24cef809b458268b0a6e12,6587,file,YAML,test,authoritative-source,PR117-M0026,new-wave recursive accountability; fine semantic links added separately where applicable
