wave,donor,directory,direct_files,direct_dirs
post-refactor-20b,shadow-main,src/lib/preload-libc,6,0
post-refactor-20b,shadow-main,src/lib/preload-openssl,3,0
post-refactor-20b,shadow-main,src/lib/scheduler,1,1
post-refactor-20b,shadow-main,src/lib/scheduler/src,4,2
post-refactor-20b,shadow-main,src/lib/scheduler/src/pools,3,0
post-refactor-20b,shadow-main,src/lib/scheduler/src/sync,4,0
post-refactor-20b,shadow-main,src/lib/shadow-build-common,1,1
post-refactor-20b,shadow-main,src/lib/shadow-build-common/src,1,0
post-refactor-20b,shadow-main,src/lib/shadow-build-info,2,1
post-refactor-20b,shadow-main,src/lib/shadow-build-info/src,1,0
post-refactor-20b,shadow-main,src/lib/shadow-shim-helper-rs,3,1
post-refactor-20b,shadow-main,src/lib/shadow-shim-helper-rs/src,11,2
post-refactor-20b,shadow-main,src/lib/shadow-shim-helper-rs/src/rootedcell,4,0
post-refactor-20b,shadow-main,src/lib/shadow-shim-helper-rs/src/util,2,0
post-refactor-20b,shadow-main,src/lib/shim,20,1
post-refactor-20b,shadow-main,src/lib/shim/src,9,0
post-refactor-20b,shadow-main,src/lib/shmem,1,1
post-refactor-20b,shadow-main,src/lib/shmem/src,5,0
post-refactor-20b,shadow-main,src/lib/std-util,1,1
post-refactor-20b,shadow-main,src/lib/std-util/src,2,0
post-refactor-20b,shadow-main,src/lib/tcp,1,2
post-refactor-20b,shadow-main,src/lib/tcp/notes,4,1
post-refactor-20b,shadow-main,src/lib/tcp/notes/scripts,1,0
post-refactor-20b,shadow-main,src/lib/tcp/src,6,2
post-refactor-20b,shadow-main,src/lib/tcp/src/tests,4,1
post-refactor-20b,shadow-main,src/lib/tcp/src/tests/util,2,0
post-refactor-20b,shadow-main,src/lib/tcp/src/util,2,0
post-refactor-20b,shadow-main,src/lib/vasi,1,1
post-refactor-20b,shadow-main,src/lib/vasi-macro,1,1
post-refactor-20b,shadow-main,src/lib/vasi-macro/src,1,0
post-refactor-20b,shadow-main,src/lib/vasi-sync,1,3
post-refactor-20b,shadow-main,src/lib/vasi-sync/benches,2,0
post-refactor-20b,shadow-main,src/lib/vasi-sync/src,6,0
post-refactor-20b,shadow-main,src/lib/vasi-sync/tests,4,1
post-refactor-20b,shadow-main,src/lib/vasi-sync/tests/sync,1,0
post-refactor-20b,shadow-main,src/lib/vasi/src,1,0
post-refactor-20b,shadow-main,src/main,6,4
post-refactor-20b,shadow-main,src/main/core,14,2
post-refactor-20b,shadow-main,src/main/core/logger,2,0
post-refactor-20b,shadow-main,src/main/core/work,4,0
post-refactor-20b,shadow-main,src/main/host,16,4
post-refactor-20b,shadow-main,src/main/host/descriptor,24,2
post-refactor-20b,shadow-main,src/main/host/descriptor/epoll,3,0
post-refactor-20b,shadow-main,src/main/host/descriptor/socket,4,1
post-refactor-20b,shadow-main,src/main/host/descriptor/socket/inet,4,0
post-refactor-20b,shadow-main,src/main/host/memory_manager,3,0
post-refactor-20b,shadow-main,src/main/host/network,4,0
post-refactor-20b,shadow-main,src/main/host/syscall,11,1
post-refactor-20b,shadow-main,src/main/host/syscall/handler,43,0
post-refactor-20b,shadow-main,src/main/network,4,3
post-refactor-20b,shadow-main,src/main/network/graph,2,0
post-refactor-20b,shadow-main,src/main/network/relay,2,0
post-refactor-20b,shadow-main,src/main/network/router,2,0
post-refactor-20b,shadow-main,src/main/utility,27,0
post-refactor-20b,shadow-main,src/test,11,49
post-refactor-20b,shadow-main,src/test/bindc,3,0
post-refactor-20b,shadow-main,src/test/capabilities,5,0
post-refactor-20b,shadow-main,src/test/cli,3,0
post-refactor-20b,shadow-main,src/test/clone,7,0
post-refactor-20b,shadow-main,src/test/close_range,3,0
post-refactor-20b,shadow-main,src/test/compressed-graph,3,0
post-refactor-20b,shadow-main,src/test/config,1,4
post-refactor-20b,shadow-main,src/test/config/expected_final_process_state,10,0
post-refactor-20b,shadow-main,src/test/config/parsing,3,0
post-refactor-20b,shadow-main,src/test/config/read_from_stdin,3,0
post-refactor-20b,shadow-main,src/test/config/shutdown,5,0
post-refactor-20b,shadow-main,src/test/cpp,3,0
post-refactor-20b,shadow-main,src/test/determinism,7,0
post-refactor-20b,shadow-main,src/test/dup,3,0
post-refactor-20b,shadow-main,src/test/environment,3,0
post-refactor-20b,shadow-main,src/test/epoll,9,0
post-refactor-20b,shadow-main,src/test/eventfd,3,0
post-refactor-20b,shadow-main,src/test/examples,1,1
post-refactor-20b,shadow-main,src/test/examples/bash,2,0
post-refactor-20b,shadow-main,src/test/exit,7,0
post-refactor-20b,shadow-main,src/test/file,3,0
post-refactor-20b,shadow-main,src/test/futex,3,0
post-refactor-20b,shadow-main,src/test/golang,16,0
post-refactor-20b,shadow-main,src/test/ifaddrs,3,0
post-refactor-20b,shadow-main,src/test/legacy,10,0
post-refactor-20b,shadow-main,src/test/memory,5,0
post-refactor-20b,shadow-main,src/test/netlink,9,1
post-refactor-20b,shadow-main,src/test/netlink/socket,1,1
post-refactor-20b,shadow-main,src/test/netlink/socket/bind,3,0
post-refactor-20b,shadow-main,src/test/phold,7,0
post-refactor-20b,shadow-main,src/test/pipe,3,0
post-refactor-20b,shadow-main,src/test/poll,3,0
post-refactor-20b,shadow-main,src/test/prctl,3,0
post-refactor-20b,shadow-main,src/test/random,3,0
post-refactor-20b,shadow-main,src/test/regression,14,4
post-refactor-20b,shadow-main,src/test/regression/2210,2,0
post-refactor-20b,shadow-main,src/test/regression/3100,3,0
post-refactor-20b,shadow-main,src/test/regression/3148,2,0
post-refactor-20b,shadow-main,src/test/regression/3650,2,0
post-refactor-20b,shadow-main,src/test/resolver,3,0
post-refactor-20b,shadow-main,src/test/resource,3,0
post-refactor-20b,shadow-main,src/test/sched,3,0
post-refactor-20b,shadow-main,src/test/sched_affinity,3,0
post-refactor-20b,shadow-main,src/test/select,3,0
post-refactor-20b,shadow-main,src/test/signal,6,0
post-refactor-20b,shadow-main,src/test/sleep,3,0
post-refactor-20b,shadow-main,src/test/sockbuf,3,0
post-refactor-20b,shadow-main,src/test/socket,1,12
post-refactor-20b,shadow-main,src/test/socket/accept,3,0
post-refactor-20b,shadow-main,src/test/socket/bind,5,0
post-refactor-20b,shadow-main,src/test/socket/connect,3,0
post-refactor-20b,shadow-main,src/test/socket/getpeername,3,0
post-refactor-20b,shadow-main,src/test/socket/getsockname,3,0
post-refactor-20b,shadow-main,src/test/socket/ioctl,3,0
post-refactor-20b,shadow-main,src/test/socket/listen,3,0
post-refactor-20b,shadow-main,src/test/socket/send_recv,3,0
post-refactor-20b,shadow-main,src/test/socket/shutdown,3,0
post-refactor-20b,shadow-main,src/test/socket/socket,3,0
post-refactor-20b,shadow-main,src/test/socket/socketpair,3,0
post-refactor-20b,shadow-main,src/test/socket/sockopt,3,0
post-refactor-20b,shadow-main,src/test/stat,3,0
post-refactor-20b,shadow-main,src/test/static-bin,3,0
post-refactor-20b,shadow-main,src/test/stdio,3,0
post-refactor-20b,shadow-main,src/test/sysinfo,3,0
post-refactor-20b,shadow-main,src/test/tcp,17,0
post-refactor-20b,shadow-main,src/test/tgen,2,2
post-refactor-20b,shadow-main,src/test/tgen/fixed_duration,12,0
post-refactor-20b,shadow-main,src/test/tgen/fixed_size,14,0
post-refactor-20b,shadow-main,src/test/threads,7,0
post-refactor-20b,shadow-main,src/test/time,2,6
post-refactor-20b,shadow-main,src/test/time/clock_getres,3,0
post-refactor-20b,shadow-main,src/test/time/clock_gettime,3,0
post-refactor-20b,shadow-main,src/test/time/clock_nanosleep,3,0
post-refactor-20b,shadow-main,src/test/time/itimer,5,0
post-refactor-20b,shadow-main,src/test/time/nanosleep,3,0
post-refactor-20b,shadow-main,src/test/time/time,3,0
post-refactor-20b,shadow-main,src/test/timerfd,3,0
post-refactor-20b,shadow-main,src/test/tor,1,1
post-refactor-20b,shadow-main,src/test/tor/minimal,4,2
post-refactor-20b,shadow-main,src/test/tor/minimal/conf,15,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template,0,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts,0,14
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/4uthority,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/4uthority/keys,5,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/exit1,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/exit1/keys,3,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/exit2,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/exit2/keys,3,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/hiddenserver,2,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/hiddenserver/hs,3,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/ptbridge,4,2
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/ptbridge/keys,7,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/ptbridge/pt_state,2,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay1,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay1/keys,3,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay2,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay2/keys,3,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay3,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay3/keys,7,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay4,3,1
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/relay4/keys,7,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/torbridgeclient,2,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/torclient,2,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/torflowauthority,1,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/torhiddenclient,2,0
post-refactor-20b,shadow-main,src/test/tor/minimal/shadow.data.template/hosts/torptbridgeclient,2,0
post-refactor-20b,shadow-main,src/test/udp,5,0
post-refactor-20b,shadow-main,src/test/unistd,3,0
post-refactor-20b,shadowsocks-libev-master,.,13,16
post-refactor-20b,shadowsocks-libev-master,.copr,1,0
post-refactor-20b,shadowsocks-libev-master,.github,3,1
post-refactor-20b,shadowsocks-libev-master,.github/workflows,1,0
post-refactor-20b,shadowsocks-libev-master,acl,5,0
post-refactor-20b,shadowsocks-libev-master,cmake,7,0
post-refactor-20b,shadowsocks-libev-master,completions,0,2
post-refactor-20b,shadowsocks-libev-master,completions/bash,5,0
post-refactor-20b,shadowsocks-libev-master,completions/zsh,5,0
post-refactor-20b,shadowsocks-libev-master,debian,26,3
post-refactor-20b,shadowsocks-libev-master,debian/source,1,0
post-refactor-20b,shadowsocks-libev-master,debian/tests,1,0
post-refactor-20b,shadowsocks-libev-master,debian/upstream,1,0
post-refactor-20b,shadowsocks-libev-master,doc,12,0
post-refactor-20b,shadowsocks-libev-master,docker,0,3
post-refactor-20b,shadowsocks-libev-master,docker/alpine,4,0
post-refactor-20b,shadowsocks-libev-master,docker/build,2,0
post-refactor-20b,shadowsocks-libev-master,docker/mingw,7,0
post-refactor-20b,shadowsocks-libev-master,libbloom,0,0
post-refactor-20b,shadowsocks-libev-master,libcork,0,0
post-refactor-20b,shadowsocks-libev-master,libipset,0,0
post-refactor-20b,shadowsocks-libev-master,rpm,1,2
post-refactor-20b,shadowsocks-libev-master,rpm/SOURCES,0,2
post-refactor-20b,shadowsocks-libev-master,rpm/SOURCES/etc,0,1
post-refactor-20b,shadowsocks-libev-master,rpm/SOURCES/etc/init.d,1,0
post-refactor-20b,shadowsocks-libev-master,rpm/SOURCES/systemd,7,0
post-refactor-20b,shadowsocks-libev-master,rpm/SPECS,1,0
post-refactor-20b,shadowsocks-libev-master,scripts,8,0
post-refactor-20b,shadowsocks-libev-master,snap,1,0
post-refactor-20b,shadowsocks-libev-master,src,49,0
post-refactor-20b,shadowsocks-libev-master,tests,26,1
post-refactor-20b,shadowsocks-libev-master,tests/qemu,1,0
post-refactor-20b,simple-obfs-android-master,.,7,3
post-refactor-20b,simple-obfs-android-master,.github,0,1
post-refactor-20b,simple-obfs-android-master,.github/ISSUE_TEMPLATE,3,0
post-refactor-20b,simple-obfs-android-master,project,2,0
post-refactor-20b,simple-obfs-android-master,src,0,1
post-refactor-20b,simple-obfs-android-master,src/main,2,3
post-refactor-20b,simple-obfs-android-master,src/main/jni,3,4
post-refactor-20b,simple-obfs-android-master,src/main/jni/include,0,2
post-refactor-20b,simple-obfs-android-master,src/main/jni/include/libev,1,0
post-refactor-20b,simple-obfs-android-master,src/main/jni/include/simple-obfs,1,0
post-refactor-20b,simple-obfs-android-master,src/main/jni/libancillary,0,0
post-refactor-20b,simple-obfs-android-master,src/main/jni/libev,0,0
post-refactor-20b,simple-obfs-android-master,src/main/jni/simple-obfs,0,0
post-refactor-20b,simple-obfs-android-master,src/main/res,0,10
post-refactor-20b,simple-obfs-android-master,src/main/res/drawable,2,0
post-refactor-20b,simple-obfs-android-master,src/main/res/layout,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/menu,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/mipmap-hdpi,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/mipmap-mdpi,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/mipmap-xhdpi,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/mipmap-xxhdpi,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/mipmap-xxxhdpi,1,0
post-refactor-20b,simple-obfs-android-master,src/main/res/values,2,0
post-refactor-20b,simple-obfs-android-master,src/main/res/xml,1,0
post-refactor-20b,simple-obfs-android-master,src/main/scala,0,1
post-refactor-20b,simple-obfs-android-master,src/main/scala/com,0,1
post-refactor-20b,simple-obfs-android-master,src/main/scala/com/github,0,1
post-refactor-20b,simple-obfs-android-master,src/main/scala/com/github/shadowsocks,0,1
post-refactor-20b,simple-obfs-android-master,src/main/scala/com/github/shadowsocks/plugin,0,1
post-refactor-20b,simple-obfs-android-master,src/main/scala/com/github/shadowsocks/plugin/obfs_local,3,0
post-refactor-20b,sing-box-dashboard-main,.,12,5
post-refactor-20b,sing-box-dashboard-main,.github,0,1
post-refactor-20b,sing-box-dashboard-main,.github/workflows,2,0
post-refactor-20b,sing-box-dashboard-main,public,1,0
post-refactor-20b,sing-box-dashboard-main,scripts,2,0
post-refactor-20b,sing-box-dashboard-main,src,3,6
post-refactor-20b,sing-box-dashboard-main,src/api,7,0
post-refactor-20b,sing-box-dashboard-main,src/app,8,0
post-refactor-20b,sing-box-dashboard-main,src/components,6,0
post-refactor-20b,sing-box-dashboard-main,src/lib,12,0
post-refactor-20b,sing-box-dashboard-main,src/styles,1,0
post-refactor-20b,sing-box-dashboard-main,src/views,11,0
post-refactor-20b,sing-box-dashboard-main,vendor,0,2
post-refactor-20b,sing-box-dashboard-main,vendor/iterm2-color-schemes,0,0
post-refactor-20b,sing-box-dashboard-main,vendor/sing-box,0,0
post-refactor-20b,sing-box-dev-next,.,18,19
post-refactor-20b,sing-box-dev-next,.github,8,2
post-refactor-20b,sing-box-dev-next,.github/ISSUE_TEMPLATE,2,0
post-refactor-20b,sing-box-dev-next,.github/workflows,5,0
post-refactor-20b,sing-box-dev-next,adapter,23,4
post-refactor-20b,sing-box-dev-next,adapter/endpoint,3,0
post-refactor-20b,sing-box-dev-next,adapter/inbound,3,0
post-refactor-20b,sing-box-dev-next,adapter/outbound,3,0
post-refactor-20b,sing-box-dev-next,adapter/service,3,0
post-refactor-20b,sing-box-dev-next,clients,0,2
post-refactor-20b,sing-box-dev-next,clients/android,0,0
post-refactor-20b,sing-box-dev-next,clients/apple,0,0
post-refactor-20b,sing-box-dev-next,cmd,0,2
post-refactor-20b,sing-box-dev-next,cmd/internal,0,11
post-refactor-20b,sing-box-dev-next,cmd/internal/app_store_connect,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/build,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/build_libbox,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/build_shared,2,0
post-refactor-20b,sing-box-dev-next,cmd/internal/format_docs,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/protogen,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/read_tag,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/tun_bench,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/update_android_version,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/update_apple_version,1,0
post-refactor-20b,sing-box-dev-next,cmd/internal/update_certificates,1,0
post-refactor-20b,sing-box-dev-next,cmd/sing-box,36,0
post-refactor-20b,sing-box-dev-next,common,0,25
post-refactor-20b,sing-box-dev-next,common/badtls,6,0
post-refactor-20b,sing-box-dev-next,common/badversion,3,0
post-refactor-20b,sing-box-dev-next,common/certificate,3,0
post-refactor-20b,sing-box-dev-next,common/compatible,1,0
post-refactor-20b,sing-box-dev-next,common/conntrack,6,0
post-refactor-20b,sing-box-dev-next,common/convertor,0,1
post-refactor-20b,sing-box-dev-next,common/convertor/adguard,2,0
post-refactor-20b,sing-box-dev-next,common/dialer,9,0
post-refactor-20b,sing-box-dev-next,common/geoip,1,0
post-refactor-20b,sing-box-dev-next,common/geosite,4,0
post-refactor-20b,sing-box-dev-next,common/interrupt,3,0
post-refactor-20b,sing-box-dev-next,common/ja3,5,0
post-refactor-20b,sing-box-dev-next,common/ktls,15,0
post-refactor-20b,sing-box-dev-next,common/listener,3,0
post-refactor-20b,sing-box-dev-next,common/mux,2,0
post-refactor-20b,sing-box-dev-next,common/pipelistener,1,0
post-refactor-20b,sing-box-dev-next,common/process,7,0
post-refactor-20b,sing-box-dev-next,common/redir,5,0
post-refactor-20b,sing-box-dev-next,common/settings,14,0
post-refactor-20b,sing-box-dev-next,common/sniff,22,1
post-refactor-20b,sing-box-dev-next,common/sniff/internal,0,1
post-refactor-20b,sing-box-dev-next,common/sniff/internal/qtls,1,0
post-refactor-20b,sing-box-dev-next,common/srs,3,0
post-refactor-20b,sing-box-dev-next,common/taskmonitor,1,0
post-refactor-20b,sing-box-dev-next,common/tls,20,0
post-refactor-20b,sing-box-dev-next,common/tlsfragment,8,0
post-refactor-20b,sing-box-dev-next,common/uot,1,0
post-refactor-20b,sing-box-dev-next,common/urltest,1,0
post-refactor-20b,sing-box-dev-next,constant,21,1
post-refactor-20b,sing-box-dev-next,constant/goos,18,0
post-refactor-20b,sing-box-dev-next,daemon,7,0
post-refactor-20b,sing-box-dev-next,dns,10,1
post-refactor-20b,sing-box-dev-next,dns/transport,7,5
post-refactor-20b,sing-box-dev-next,dns/transport/dhcp,2,0
post-refactor-20b,sing-box-dev-next,dns/transport/fakeip,3,0
post-refactor-20b,sing-box-dev-next,dns/transport/hosts,5,1
post-refactor-20b,sing-box-dev-next,dns/transport/hosts/testdata,1,0
post-refactor-20b,sing-box-dev-next,dns/transport/local,13,0
post-refactor-20b,sing-box-dev-next,dns/transport/quic,2,0
post-refactor-20b,sing-box-dev-next,docs,11,5
post-refactor-20b,sing-box-dev-next,docs/assets,1,0
post-refactor-20b,sing-box-dev-next,docs/clients,4,2
post-refactor-20b,sing-box-dev-next,docs/clients/android,2,0
post-refactor-20b,sing-box-dev-next,docs/clients/apple,2,0
post-refactor-20b,sing-box-dev-next,docs/configuration,2,12
post-refactor-20b,sing-box-dev-next,docs/configuration/certificate,2,0
post-refactor-20b,sing-box-dev-next,docs/configuration/dns,8,1
post-refactor-20b,sing-box-dev-next,docs/configuration/dns/server,28,0
post-refactor-20b,sing-box-dev-next,docs/configuration/endpoint,6,0
post-refactor-20b,sing-box-dev-next,docs/configuration/experimental,8,0
post-refactor-20b,sing-box-dev-next,docs/configuration/inbound,36,0
post-refactor-20b,sing-box-dev-next,docs/configuration/log,2,0
post-refactor-20b,sing-box-dev-next,docs/configuration/ntp,2,0
post-refactor-20b,sing-box-dev-next,docs/configuration/outbound,42,0
post-refactor-20b,sing-box-dev-next,docs/configuration/route,12,0
post-refactor-20b,sing-box-dev-next,docs/configuration/rule-set,8,0
post-refactor-20b,sing-box-dev-next,docs/configuration/service,12,0
post-refactor-20b,sing-box-dev-next,docs/configuration/shared,20,0
post-refactor-20b,sing-box-dev-next,docs/installation,6,1
post-refactor-20b,sing-box-dev-next,docs/installation/tools,5,0
post-refactor-20b,sing-box-dev-next,docs/manual,0,3
post-refactor-20b,sing-box-dev-next,docs/manual/misc,1,0
post-refactor-20b,sing-box-dev-next,docs/manual/proxy,2,0
post-refactor-20b,sing-box-dev-next,docs/manual/proxy-protocol,3,0
post-refactor-20b,sing-box-dev-next,experimental,2,6
post-refactor-20b,sing-box-dev-next,experimental/cachefile,3,0
post-refactor-20b,sing-box-dev-next,experimental/clashapi,19,1
post-refactor-20b,sing-box-dev-next,experimental/clashapi/trafficontrol,2,0
post-refactor-20b,sing-box-dev-next,experimental/deprecated,3,0
post-refactor-20b,sing-box-dev-next,experimental/libbox,30,1
post-refactor-20b,sing-box-dev-next,experimental/libbox/internal,0,1
post-refactor-20b,sing-box-dev-next,experimental/libbox/internal/procfs,1,0
post-refactor-20b,sing-box-dev-next,experimental/locale,2,0
post-refactor-20b,sing-box-dev-next,experimental/v2rayapi,5,0
post-refactor-20b,sing-box-dev-next,include,22,0
post-refactor-20b,sing-box-dev-next,log,10,0
post-refactor-20b,sing-box-dev-next,option,49,0
post-refactor-20b,sing-box-dev-next,protocol,0,23
post-refactor-20b,sing-box-dev-next,protocol/anytls,2,0
post-refactor-20b,sing-box-dev-next,protocol/block,1,0
post-refactor-20b,sing-box-dev-next,protocol/direct,3,0
post-refactor-20b,sing-box-dev-next,protocol/dns,2,0
post-refactor-20b,sing-box-dev-next,protocol/group,2,0
post-refactor-20b,sing-box-dev-next,protocol/http,2,0
post-refactor-20b,sing-box-dev-next,protocol/hysteria,2,0
