path,change_type,sixth_order_sha256,current_sha256,accountability_class,seventh_order_record_ids,reason,verification_node
src/apps/daemon/internal/platform/process/.context,modified,6ddeaa07a1e8805a26961ee466e5d5a5d84fc971825a416aaa0ccaaee436c839,42051655a93acfa4f49056f96361c0f9d66049941e8baf04540affdd0de9349c,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/decoy/.context,modified,91884427bc2596d7c6ffb356b42ad014faea5ba8413f7ee56b740a5d95b13df4,cc24fa7dda13ed142e8695bcbbfc7e86295dabb2d2d429237551021e2241e765,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/proxy/.context,modified,c4222d4717ccea7bebe6a7a60d0fb7996782ed980ba1fa3449c54be238355bd6,4b69db31597cc0c5c5e556667cf3d70949456ade8cc39b752d0fe0d2d5e51277,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/.context,modified,c8175c7e381f16ae97defd56d9f21f22a48b1c1a490c3cfa99a81ebacd8578c2,ae4004fbf8d5c43889aee0d1b9002017894c05f983c808f2bcec285e57e3d9aa,governance,S7-001;S7-002,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/adapters.go,modified,1a6229d692b4d61772c4beebc395dc42fa6f71a057b96429899317d2a30eb5f4,5c0ba91643b824369634d2e7eacfeef58820dd6b013131d2b784ede0d2725082,implementation,S7-001;S7-002;S7-003,seventh-order target-native implementation or acceptance evidence,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/capability.go,modified,7635dcd232941ae111e24723067cce1bb586e670dfd84e610aeff14c84b6aa65,c1e9c30f0f750133a1af7acfd604092be116f0da217bdb20db20fe2547cdecd2,implementation,S7-001;S7-002;S7-003,seventh-order target-native implementation or acceptance evidence,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/ikev2_engine.go,added,n/a,705bacda14779e8c110b04e76e72f9b7b73966e8e1d1db7dd5c15c2dc1f5dc50,implementation,S7-001;S7-002;S7-003,seventh-order target-native implementation or acceptance evidence,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/ikev2_engine_test.go,added,n/a,7d78c2b9302cc7b6b85e4c2323fe413a418e32c5698d4975b216ce27b9f6f3a8,implementation,S7-001;S7-002;S7-003,seventh-order target-native implementation or acceptance evidence,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/runtimecore/manager.go,modified,92fa9d6fd4267078876b8aced0102100de118d0b441bb69ad2d17673f478a444,44c98e1fb2268ca1556835475e51ef61b7e521594ec26e336bb988efa9ab4fa4,implementation,S7-001;S7-002;S7-003,seventh-order target-native implementation or acceptance evidence,scripts/checks/check_seventh_order_convergence.py#main
src/apps/daemon/internal/runtime/warp/.context,modified,ddbf74937817b1e5c6beb7c470e71ac1009431efa83a0b67b2dfc6096edc8c27,42d5a7390bf3e8c117e57ee8d09555b80a93b8f8845b103a2afede071e236a6f,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/package.json,modified,b21ad36ce9b47767555d35b005556794a8a81345e4c6c73ecdcf1fe30a741903,1a2c937f76e21b3b77a99b18d33f7d786dc12859804c6a615c72a09e95161125,implementation,S7-002;S7-013;S7-014;S7-018;S7-021;S7-023;S7-030;S7-036;S7-037,wire discriminating seventh-order UI characterization,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/scripts/.context,modified,17250d18a604634154b9fc2c8e523fdd18d1bdc7ab9d526fe20871252b25f60a,dce035fa820fea21093169d4b8017ea09446be183a34007ec499eb8d300a1715,governance,S7-018;S7-023,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/scripts/test-seventh-order-promotions.mjs,added,n/a,cb0ee95fc810d301033719df1eafe7d9ff6142c49682f864e0d6387aae32e2b8,implementation,S7-002;S7-013;S7-014;S7-018;S7-021;S7-023;S7-030;S7-036;S7-037,wire discriminating seventh-order UI characterization,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/src/api/.context,modified,52aa2e7f568b2b7b643be646a0b4c2019e7b0fa5f945af41839a5702f6a9526f,e0dde4429753f98f469a2ff3065e8ccb9b03c37bfd27faf204d2041abed23737,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/src/pages/.context,modified,3ccd44fd2371d6cf817a233bf2e325f3a4591169788a0c2af726c57a104b73eb,e14068c60850532fb9d347b8cd439e6f7433b8771fc05a798846675e721da647,governance,n/a,regenerated/clarified source navigation after new target ownership,scripts/checks/check_seventh_order_convergence.py#main
src/packages/control-ui/src/pages/Operations.tsx,modified,2d0da6e24fb088aa6514ddafa14cb5224cf1a6774fbf400b6612d7f417274db8,9b7491387d845cc4130c154852f5a9e5a76a83393b8cd501afb311ccf6eab694,implementation,S7-002;S7-013;S7-014;S7-018;S7-021;S7-023;S7-030;S7-036;S7-037,operator UI for IKEv2 and network planning features,scripts/checks/check_seventh_order_convergence.py#main
