wave,donor,directory,direct_files,direct_dirs
post-refactor-20c,Exclave-dev,plugin/api/src/main/java,0,1
post-refactor-20c,Exclave-dev,plugin/api/src/main/java/io,0,1
post-refactor-20c,Exclave-dev,plugin/api/src/main/java/io/nekohasekai,0,1
post-refactor-20c,Exclave-dev,plugin/api/src/main/java/io/nekohasekai/sagernet,0,1
post-refactor-20c,Exclave-dev,plugin/api/src/main/java/io/nekohasekai/sagernet/plugin,3,0
post-refactor-20c,Exclave-dev,plugin/naive,1,1
post-refactor-20c,Exclave-dev,plugin/naive/src,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main,2,3
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java/io,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java/io/nekohasekai,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java/io/nekohasekai/sagernet,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java/io/nekohasekai/sagernet/plugin,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/java/io/nekohasekai/sagernet/plugin/naive,1,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/jni,0,1
post-refactor-20c,Exclave-dev,plugin/naive/src/main/jni/naiveproxy,0,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res,0,8
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/drawable,1,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-anydpi-v26,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-hdpi,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-mdpi,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-xhdpi,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-xxhdpi,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/mipmap-xxxhdpi,2,0
post-refactor-20c,Exclave-dev,plugin/naive/src/main/res/values,1,0
post-refactor-20c,Exclave-dev,plugin/shadowquic,1,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main,1,2
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java/io,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java/io/nekohasekai,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java/io/nekohasekai/sagernet,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java/io/nekohasekai/sagernet/plugin,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/java/io/nekohasekai/sagernet/plugin/shadowquic,1,0
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/rust,0,1
post-refactor-20c,Exclave-dev,plugin/shadowquic/src/main/rust/shadowquic,0,0
post-refactor-20c,Furious-main,.,12,3
post-refactor-20c,Furious-main,.github,1,1
post-refactor-20c,Furious-main,.github/workflows,1,0
post-refactor-20c,Furious-main,Furious,3,11
post-refactor-20c,Furious-main,Furious/Core,7,0
post-refactor-20c,Furious-main,Furious/Data,0,3
post-refactor-20c,Furious-main,Furious/Data/font,2,0
post-refactor-20c,Furious-main,Furious/Data/hysteria,3,0
post-refactor-20c,Furious-main,Furious/Data/xray,2,0
post-refactor-20c,Furious-main,Furious/Externals,2,0
post-refactor-20c,Furious-main,Furious/Frozenlib,15,0
post-refactor-20c,Furious-main,Furious/Interface,8,0
post-refactor-20c,Furious-main,Furious/Library,8,0
post-refactor-20c,Furious-main,Furious/Qt,15,0
post-refactor-20c,Furious-main,Furious/TrayActions,9,0
post-refactor-20c,Furious-main,Furious/Utility,2,0
post-refactor-20c,Furious-main,Furious/Widget,21,0
post-refactor-20c,Furious-main,Furious/Window,8,0
post-refactor-20c,Furious-main,Icons,0,2
post-refactor-20c,Furious-main,Icons/bootstrap,2085,1
post-refactor-20c,Furious-main,Icons/bootstrap/white,2077,0
post-refactor-20c,Furious-main,Icons/png,2,0
post-refactor-20c,HUNTX,scripts,3,1
post-refactor-20c,HUNTX,scripts/systemd,1,0
post-refactor-20c,HUNTX,src,0,2
post-refactor-20c,HUNTX,src/huntx,2,12
post-refactor-20c,HUNTX,src/huntx.egg-info,6,0
post-refactor-20c,HUNTX,src/huntx/__pycache__,5,0
post-refactor-20c,HUNTX,src/huntx/bot,5,1
post-refactor-20c,HUNTX,src/huntx/bot/__pycache__,7,0
post-refactor-20c,HUNTX,src/huntx/cli,1,2
post-refactor-20c,HUNTX,src/huntx/cli/__pycache__,2,0
post-refactor-20c,HUNTX,src/huntx/cli/commands,1,1
post-refactor-20c,HUNTX,src/huntx/cli/commands/__pycache__,1,0
post-refactor-20c,HUNTX,src/huntx/config,4,1
post-refactor-20c,HUNTX,src/huntx/config/__pycache__,12,0
post-refactor-20c,HUNTX,src/huntx/connectors,1,4
post-refactor-20c,HUNTX,src/huntx/connectors/__pycache__,3,0
post-refactor-20c,HUNTX,src/huntx/connectors/telegram,1,1
post-refactor-20c,HUNTX,src/huntx/connectors/telegram/__pycache__,3,0
post-refactor-20c,HUNTX,src/huntx/connectors/telegram_user,2,1
post-refactor-20c,HUNTX,src/huntx/connectors/telegram_user/__pycache__,6,0
post-refactor-20c,HUNTX,src/huntx/connectors/v2ray_collector,11,1
post-refactor-20c,HUNTX,src/huntx/connectors/v2ray_collector/__pycache__,2,0
post-refactor-20c,HUNTX,src/huntx/core,3,1
post-refactor-20c,HUNTX,src/huntx/core/__pycache__,7,0
post-refactor-20c,HUNTX,src/huntx/formats,19,2
post-refactor-20c,HUNTX,src/huntx/formats/__pycache__,53,0
post-refactor-20c,HUNTX,src/huntx/formats/common,3,1
post-refactor-20c,HUNTX,src/huntx/formats/common/__pycache__,8,0
post-refactor-20c,HUNTX,src/huntx/pipeline,4,1
post-refactor-20c,HUNTX,src/huntx/pipeline/__pycache__,12,0
post-refactor-20c,HUNTX,src/huntx/publishers,0,1
post-refactor-20c,HUNTX,src/huntx/publishers/telegram,1,1
post-refactor-20c,HUNTX,src/huntx/publishers/telegram/__pycache__,3,0
post-refactor-20c,HUNTX,src/huntx/state,3,1
post-refactor-20c,HUNTX,src/huntx/state/__pycache__,6,0
post-refactor-20c,HUNTX,src/huntx/store,4,1
post-refactor-20c,HUNTX,src/huntx/store/__pycache__,9,0
post-refactor-20c,HUNTX,src/huntx/utils,4,1
post-refactor-20c,HUNTX,src/huntx/utils/__pycache__,11,0
post-refactor-20c,Intercept-main,.,2,1
post-refactor-20c,Intercept-main,images,1,0
post-refactor-20c,foghorn-main,.,12,8
post-refactor-20c,foghorn-main,.github,0,1
post-refactor-20c,foghorn-main,.github/workflows,3,0
post-refactor-20c,foghorn-main,assets,10,0
post-refactor-20c,foghorn-main,docker,2,1
post-refactor-20c,foghorn-main,docker/grafana,0,2
post-refactor-20c,foghorn-main,docker/grafana/dashboards,1,0
post-refactor-20c,foghorn-main,docker/grafana/provisioning,0,2
post-refactor-20c,foghorn-main,docker/grafana/provisioning/dashboards,1,0
post-refactor-20c,foghorn-main,docker/grafana/provisioning/datasources,1,0
post-refactor-20c,foghorn-main,docs,8,1
post-refactor-20c,foghorn-main,docs/plugins,0,1
post-refactor-20c,foghorn-main,docs/plugins/resolve,14,0
post-refactor-20c,foghorn-main,example_configs,43,5
post-refactor-20c,foghorn-main,example_configs/axfr,2,0
post-refactor-20c,foghorn-main,example_configs/bind,0,2
post-refactor-20c,foghorn-main,example_configs/bind/axfr_downstream,4,1
post-refactor-20c,foghorn-main,example_configs/bind/axfr_downstream/zones,1,0
post-refactor-20c,foghorn-main,example_configs/bind/axfr_upstream,4,1
post-refactor-20c,foghorn-main,example_configs/bind/axfr_upstream/zones,1,0
post-refactor-20c,foghorn-main,example_configs/lists,2,0
post-refactor-20c,foghorn-main,example_configs/logging,1,0
post-refactor-20c,foghorn-main,example_configs/plugins,1,0
post-refactor-20c,foghorn-main,scripts,10,0
post-refactor-20c,foghorn-main,src,0,1
post-refactor-20c,foghorn-main,src/foghorn,6,7
post-refactor-20c,foghorn-main,src/foghorn/config,7,0
post-refactor-20c,foghorn-main,src/foghorn/dnssec,4,0
post-refactor-20c,foghorn-main,src/foghorn/html,7,0
post-refactor-20c,foghorn-main,src/foghorn/plugins,3,3
post-refactor-20c,foghorn-main,src/foghorn/plugins/cache,12,1
post-refactor-20c,foghorn-main,src/foghorn/plugins/cache/backends,4,0
post-refactor-20c,foghorn-main,src/foghorn/plugins/querylog,10,0
post-refactor-20c,foghorn-main,src/foghorn/plugins/resolve,18,2
post-refactor-20c,foghorn-main,src/foghorn/plugins/resolve/examples,6,0
post-refactor-20c,foghorn-main,src/foghorn/plugins/resolve/zone_records,13,0
post-refactor-20c,foghorn-main,src/foghorn/servers,20,2
post-refactor-20c,foghorn-main,src/foghorn/servers/transports,5,0
post-refactor-20c,foghorn-main,src/foghorn/servers/webserver,17,0
post-refactor-20c,foghorn-main,src/foghorn/stats,8,2
post-refactor-20c,foghorn-main,src/foghorn/stats/collector,7,0
post-refactor-20c,foghorn-main,src/foghorn/stats/sqlite_store,5,0
post-refactor-20c,foghorn-main,src/foghorn/utils,7,0
post-refactor-20c,foghorn-main,tests,58,11
post-refactor-20c,foghorn-main,tests/cache_plugins,17,0
post-refactor-20c,foghorn-main,tests/config,3,1
post-refactor-20c,foghorn-main,tests/config/fixtures,1,0
post-refactor-20c,foghorn-main,tests/dnssec,2,0
post-refactor-20c,foghorn-main,tests/plugins,56,0
post-refactor-20c,foghorn-main,tests/scripts,3,0
post-refactor-20c,foghorn-main,tests/server,16,0
post-refactor-20c,foghorn-main,tests/servers,15,1
post-refactor-20c,foghorn-main,tests/servers/transports,1,0
post-refactor-20c,foghorn-main,tests/stats,14,0
post-refactor-20c,foghorn-main,tests/transports,16,0
post-refactor-20c,foghorn-main,tests/udp_server,1,0
post-refactor-20c,foghorn-main,tests/utils,5,0
post-refactor-20c,freedom-main,.,3,12
post-refactor-20c,freedom-main,.frontmatter,0,1
post-refactor-20c,freedom-main,.frontmatter/content,1,0
post-refactor-20c,freedom-main,Shadowsocks,3,0
post-refactor-20c,freedom-main,Shadowsocksr,3,0
post-refactor-20c,freedom-main,cloudflare,1,0
post-refactor-20c,freedom-main,domestic-server,4,0
post-refactor-20c,freedom-main,get-ssl,1,0
post-refactor-20c,freedom-main,nginx,3,0
post-refactor-20c,freedom-main,server-setup,1,0
post-refactor-20c,freedom-main,src,63,0
post-refactor-20c,freedom-main,sub-link,1,0
post-refactor-20c,freedom-main,warp,3,0
post-refactor-20c,freedom-main,x-ui,2,0
post-refactor-20c,freenet-core-main,.,20,11
post-refactor-20c,freenet-core-main,.claude,1,1
post-refactor-20c,freenet-core-main,.claude/rules,10,0
post-refactor-20c,freenet-core-main,.config,1,0
post-refactor-20c,freenet-core-main,.githooks,2,0
post-refactor-20c,freenet-core-main,.github,2,3
post-refactor-20c,freenet-core-main,.github/actions,0,1
post-refactor-20c,freenet-core-main,.github/actions/river-dev-notify,1,0
post-refactor-20c,freenet-core-main,.github/scripts,3,0
post-refactor-20c,freenet-core-main,.github/workflows,21,0
post-refactor-20c,freenet-core-main,apps,2,1
post-refactor-20c,freenet-core-main,apps/freenet-ping,5,3
post-refactor-20c,freenet-core-main,apps/freenet-ping/app,1,2
post-refactor-20c,freenet-core-main,apps/freenet-ping/app/src,3,0
post-refactor-20c,freenet-core-main,apps/freenet-ping/app/tests,14,1
post-refactor-20c,freenet-core-main,apps/freenet-ping/app/tests/common,1,0
post-refactor-20c,freenet-core-main,apps/freenet-ping/contracts,0,1
post-refactor-20c,freenet-core-main,apps/freenet-ping/contracts/ping,4,1
post-refactor-20c,freenet-core-main,apps/freenet-ping/contracts/ping/src,1,0
post-refactor-20c,freenet-core-main,apps/freenet-ping/types,1,1
post-refactor-20c,freenet-core-main,apps/freenet-ping/types/src,2,0
post-refactor-20c,freenet-core-main,crates,0,7
post-refactor-20c,freenet-core-main,crates/core,7,6
post-refactor-20c,freenet-core-main,crates/core/benches,5,1
post-refactor-20c,freenet-core-main,crates/core/benches/transport,13,0
post-refactor-20c,freenet-core-main,crates/core/examples,1,0
post-refactor-20c,freenet-core-main,crates/core/proptest-regressions,1,1
post-refactor-20c,freenet-core-main,crates/core/proptest-regressions/transport,1,0
post-refactor-20c,freenet-core-main,crates/core/scripts,1,0
post-refactor-20c,freenet-core-main,crates/core/src,20,16
post-refactor-20c,freenet-core-main,crates/core/src/bin,1,1
post-refactor-20c,freenet-core-main,crates/core/src/bin/commands,9,3
post-refactor-20c,freenet-core-main,crates/core/src/bin/commands/assets,7,0
post-refactor-20c,freenet-core-main,crates/core/src/bin/commands/service,8,0
post-refactor-20c,freenet-core-main,crates/core/src/bin/commands/setup_wizard,4,0
post-refactor-20c,freenet-core-main,crates/core/src/client_events,7,0
post-refactor-20c,freenet-core-main,crates/core/src/config,3,0
post-refactor-20c,freenet-core-main,crates/core/src/contract,6,2
post-refactor-20c,freenet-core-main,crates/core/src/contract/executor,5,2
post-refactor-20c,freenet-core-main,crates/core/src/contract/executor/pool_tests,8,0
post-refactor-20c,freenet-core-main,crates/core/src/contract/executor/runtime,5,0
post-refactor-20c,freenet-core-main,crates/core/src/contract/storages,2,0
post-refactor-20c,freenet-core-main,crates/core/src/generated,1,0
post-refactor-20c,freenet-core-main,crates/core/src/node,8,2
post-refactor-20c,freenet-core-main,crates/core/src/node/network_bridge,5,2
post-refactor-20c,freenet-core-main,crates/core/src/node/network_bridge/p2p_protoc,4,0
post-refactor-20c,freenet-core-main,crates/core/src/node/network_bridge/priority_select,1,0
post-refactor-20c,freenet-core-main,crates/core/src/node/testing_impl,3,0
post-refactor-20c,freenet-core-main,crates/core/src/operations,9,5
post-refactor-20c,freenet-core-main,crates/core/src/operations/connect,1,0
post-refactor-20c,freenet-core-main,crates/core/src/operations/get,1,0
post-refactor-20c,freenet-core-main,crates/core/src/operations/put,1,0
post-refactor-20c,freenet-core-main,crates/core/src/operations/subscribe,2,0
post-refactor-20c,freenet-core-main,crates/core/src/operations/update,3,0
post-refactor-20c,freenet-core-main,crates/core/src/ring,15,1
post-refactor-20c,freenet-core-main,crates/core/src/ring/hosting,1,0
post-refactor-20c,freenet-core-main,crates/core/src/router,3,0
post-refactor-20c,freenet-core-main,crates/core/src/server,11,4
post-refactor-20c,freenet-core-main,crates/core/src/server/client_api,4,1
post-refactor-20c,freenet-core-main,crates/core/src/server/client_api/permission_prompts,0,1
post-refactor-20c,freenet-core-main,crates/core/src/server/client_api/permission_prompts/assets,2,0
post-refactor-20c,freenet-core-main,crates/core/src/server/errors,0,1
post-refactor-20c,freenet-core-main,crates/core/src/server/errors/assets,1,0
post-refactor-20c,freenet-core-main,crates/core/src/server/home_page,5,1
post-refactor-20c,freenet-core-main,crates/core/src/server/home_page/assets,6,0
post-refactor-20c,freenet-core-main,crates/core/src/server/path_handlers,0,1
post-refactor-20c,freenet-core-main,crates/core/src/server/path_handlers/assets,8,0
post-refactor-20c,freenet-core-main,crates/core/src/simulation,3,0
post-refactor-20c,freenet-core-main,crates/core/src/topology,8,0
post-refactor-20c,freenet-core-main,crates/core/src/tracing,8,1
post-refactor-20c,freenet-core-main,crates/core/src/tracing/state_verifier,4,0
post-refactor-20c,freenet-core-main,crates/core/src/transport,19,4
post-refactor-20c,freenet-core-main,crates/core/src/transport/bbr,8,0
post-refactor-20c,freenet-core-main,crates/core/src/transport/fixed_rate,1,0
post-refactor-20c,freenet-core-main,crates/core/src/transport/ledbat,6,0
post-refactor-20c,freenet-core-main,crates/core/src/transport/peer_connection,5,0
post-refactor-20c,freenet-core-main,crates/core/src/util,5,0
post-refactor-20c,freenet-core-main,crates/core/src/wasm_runtime,17,2
post-refactor-20c,freenet-core-main,crates/core/src/wasm_runtime/engine,1,0
post-refactor-20c,freenet-core-main,crates/core/src/wasm_runtime/tests,5,0
post-refactor-20c,freenet-core-main,crates/core/tests,30,4
post-refactor-20c,freenet-core-main,crates/core/tests/common,3,0
post-refactor-20c,freenet-core-main,crates/core/tests/data,2,0
post-refactor-20c,freenet-core-main,crates/core/tests/playwright,5,2
post-refactor-20c,freenet-core-main,crates/core/tests/playwright/fixture-webapp,2,0
post-refactor-20c,freenet-core-main,crates/core/tests/playwright/tests,1,0
post-refactor-20c,freenet-core-main,crates/core/tests/redb_migration_generator,3,1
post-refactor-20c,freenet-core-main,crates/core/tests/redb_migration_generator/src,1,0
post-refactor-20c,freenet-core-main,crates/fdev,4,3
post-refactor-20c,freenet-core-main,crates/fdev/resources,1,0
post-refactor-20c,freenet-core-main,crates/fdev/src,14,4
post-refactor-20c,freenet-core-main,crates/fdev/src/commands,1,0
post-refactor-20c,freenet-core-main,crates/fdev/src/network_metrics_server,1,0
post-refactor-20c,freenet-core-main,crates/fdev/src/testing,2,1
post-refactor-20c,freenet-core-main,crates/fdev/src/testing/network,1,0
post-refactor-20c,freenet-core-main,crates/fdev/src/wasm_runtime,3,1
post-refactor-20c,freenet-core-main,crates/fdev/src/wasm_runtime/state,1,0
post-refactor-20c,freenet-core-main,crates/fdev/tests,2,0
post-refactor-20c,freenet-core-main,crates/freenet-macros,2,1
post-refactor-20c,freenet-core-main,crates/freenet-macros/src,3,0
post-refactor-20c,freenet-core-main,crates/release-agent,1,2
post-refactor-20c,freenet-core-main,crates/release-agent/src,9,0
