record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR225-M011,PR225-R003,CG225-sni-tls-path-evidence,sni-spoofing-go,sni-packet,sni packet semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,packet/ch_fragment.go,1213c3a5a7098739d9932015a98830253421cc826465d3f5a987426ae2780c5a,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"ClientHello parsing, connection evidence, MTU/sequence and matrix lessons are recomposed into strict read-only path evidence. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M011,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R003,high,verified
PR225-M012,PR225-R003,CG225-privilege-helper-process-boundary,sni-spoofing-go,sni-privilege,sni privilege semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,privilege/privilege_unix.go,b50fedcf2be64e5597bb7f7cf0c1480b903c8ee3e664a306691426cd89355a67,n/a,comparison + oracle extraction,many-to-one,superseded,The donor helper/privilege layer is superseded by LumiNet platform/process ownership and centralized redaction; lifecycle behavior remains review evidence.,privilege/helper process boundary,src/apps/daemon/internal/foundation/redact/redact.go#String;src/apps/daemon/internal/platform/system,privileged operations remain behind existing platform owners and secret redaction,"a donor helper daemon, bearer token, parent watcher or elevation path is not added",scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M012,governance/convergence/post-refactor-225-peer-synthesis.md,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R003,high,reviewed
PR225-M013,PR225-R003,CG225-sni-tls-path-evidence,sni-spoofing-go,sni-proxy,sni proxy semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,proxy/dial_darwin.go,e3f095dc39d2f770aeb6377e476790d12c87034af287afc15d5eae0b7c7f0280,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"ClientHello parsing, connection evidence, MTU/sequence and matrix lessons are recomposed into strict read-only path evidence. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M013,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R003,high,verified
PR225-M014,PR225-R003,CG225-sni-donor-build-documentation-evidence,sni-spoofing-go,sni-root,sni root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,Dockerfile,a8e2723e16fcb2a5c7dd4ea47bdb94ac7cd530cc9fd4b332ea62ffbb258963d8,n/a,review,one-to-one,reference-only,Supporting build/docs/root surfaces are retained for provenance but do not justify a separate runtime.,SNI donor build/documentation evidence,n/a,source is explicitly accounted and compared against the current target owner,accountability alone never grants runtime authority,n/a,governance/convergence/post-refactor-225-peer-synthesis.md,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R003,high,reviewed
PR225-R015,n/a,CG225-sni-spoofing-python,sni-spoofing-python,repository-accountability,SNI-Spoofing complete repository accountability,repository,evidence corpus,context-dependent,.gitignore,48b33f9f89ef24f8a66f461ea9278e7ecf21b4660c26088989d231e53c578724,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
PR225-M016,PR225-R015,CG225-sni-tls-path-evidence,sni-spoofing-python,sni-root,sni root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,config.json,5b459636c97848f0ad1eea271d4f0af6a349a5da7026b31be50142456b9e2a24,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"SNI donor mechanics are decomposed into parser, path-evidence, MTU, sequence and deployment semantics while packet injection remains with existing owners. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M016,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R015,high,verified
PR225-M017,PR225-R015,CG225-sni-tls-path-evidence,sni-spoofing-python,sni-utils,sni utils semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,utils/network_tools.py,797f3d84f0385e9a9a133c3ecb5c821793f48c64abcd813af1775f535582e29d,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"SNI donor mechanics are decomposed into parser, path-evidence, MTU, sequence and deployment semantics while packet injection remains with existing owners. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M017,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R015,high,verified
PR225-R018,n/a,CG225-snispf-hj,snispf-hj,repository-accountability,SNISPF-HJ complete repository accountability,repository,evidence corpus,context-dependent,.git/config,a2a2c089b754b86fea4fca547b5f7e2d78cb19b44683ca47ddfd06688acc1dc5,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
PR225-M019,PR225-R018,CG225-sni-tls-path-evidence,snispf-hj,sni-root,sni root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,config.json,da387cba786ad876a0468b73d83e29e6f6808349afd0cff5aca9a5b034b3fa57,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"SNI donor mechanics are decomposed into parser, path-evidence, MTU, sequence and deployment semantics while packet injection remains with existing owners. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M019,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R018,high,verified
PR225-M020,PR225-R018,CG225-sni-tls-path-evidence,snispf-hj,sni-sni_spoofing,sni sni_spoofing semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,sni_spoofing/bypass/base.py,a953bed0ed3ebdd118050034566cc3fb0e9777faa54d571c1cb7440e437f07e5,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"SNI donor mechanics are decomposed into parser, path-evidence, MTU, sequence and deployment semantics while packet injection remains with existing owners. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M020,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R018,high,verified
PR225-M021,PR225-R018,CG225-sni-tls-path-evidence,snispf-hj,sni-tests,sni tests semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,tests/test_tls.py,42d0355895b0a5002ba59973a1a1f634c8ee6e9c4ec01ff2130b392d6e0a7bd5,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,"SNI donor mechanics are decomposed into parser, path-evidence, MTU, sequence and deployment semantics while packet injection remains with existing owners. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225SNIPathRequiresResponseAndStrictTLS.",SNI/TLS path evidence,src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go#BuildSNIPathPlan;src/apps/daemon/internal/protocols/tlsfragment/sni_range.go#FindSNIHostRange,first-response and strict TLS evidence outrank connect-only reachability,raw packet injection and insecure TLS never become planner authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M021,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R018,high,verified
PR225-R022,n/a,CG225-mitm-proxy,mitm-proxy,repository-accountability,mitm-proxy complete repository accountability,repository,evidence corpus,context-dependent,.DS_Store,3a8578ce12b3cd39423510c9d68c3058efc9857b295c9ec3d3572eedd545d598,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
PR225-M023,PR225-R022,CG225-secret-bearing-artifact-admission,mitm-proxy,mitm-proxy-root,mitm proxy root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,.air.toml,bcaeb023b232f468cd1f814da41ec43ceeabdefe1524e676e2f9cecba6f30c75,n/a,negative-to-guardrail,negative-to-guardrail,guardrail-derived,Bundled CA key and interception code are preserved as negative evidence; bounded artifact admission is the target-native result. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225ArtifactAdmissionQuarantinesPrivateKeyWithoutEcho.,secret-bearing artifact admission,src/apps/daemon/internal/analysis/diagnostics/artifact_admission_plan.go#BuildArtifactAdmissionPlan,artifact evidence is hash-bound and secret material is quarantined,private CA keys and transparent interception are never imported as runtime authority,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M023,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,high,PR225-R022,high,verified
PR225-R024,n/a,CG225-mitm-relay,mitm-relay,repository-accountability,mitm_relay complete repository accountability,repository,evidence corpus,context-dependent,.gitignore,669a93c2c8713f66580d6eda384b2552c47d0cfb1024ba237f6f77f32f256d38,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
PR225-M025,PR225-R024,CG225-relay-design-inspection,mitm-relay,mitm-relay-root,mitm relay root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,gen_certs.sh,a4627413ec4d8eebb16fe767c9860c76ba630d40bb2b7b5d34052b4010b1032c,n/a,negative-to-guardrail,negative-to-guardrail,guardrail-derived,The donor contributes relay-state and failure lessons without preserving arbitrary mutation authority. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225RelayInspectionRejectsUnsafeMITMPatterns.,relay design inspection,src/apps/daemon/internal/analysis/diagnostics/relay_inspection_plan.go#BuildRelayInspectionPlan,relay analysis is read-only and protocol-aware,"scripted mutation, insecure TLS, magic-byte STARTTLS and global UDP identity are rejected",scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M025,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,high,PR225-R024,high,verified
PR225-R026,n/a,CG225-sing-box-rules,sing-box-rules,repository-accountability,sing-box-rules complete repository accountability,repository,evidence corpus,context-dependent,.github/release-rule-set.sh,288cad4e71ba731ee2fac461529a23862c7e864eaa6bc873a9bfdd1dd4ae19ef,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
PR225-M027,PR225-R026,CG225-routing-artifact-provenance,sing-box-rules,sing-box-rules-sing-geoip,sing box rules sing geoip semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,sing-geoip/format.go,1ea0845592d540426588a2abc30feb36b06bf6d6562ba581a848940c9a040cb2,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,Rule grammars/generators become provenance and validation evidence rather than copied mutable policy. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225RoutingArtifactRequiresDigestForRemote.,routing artifact provenance,src/apps/daemon/internal/analysis/diagnostics/routing_artifact_plan.go#BuildRoutingArtifactPlan,remote routing assets require immutable digest and provenance evidence,mutable downloaded lists never become authoritative merely because they parse,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M027,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R026,high,verified
PR225-M028,PR225-R026,CG225-routing-artifact-provenance,sing-box-rules,sing-box-rules-sing-geosite,sing box rules sing geosite semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,sing-geosite/format.go,1ea0845592d540426588a2abc30feb36b06bf6d6562ba581a848940c9a040cb2,n/a,recomposition + guardrail derivation,many-to-one,inspired-native,Rule grammars/generators become provenance and validation evidence rather than copied mutable policy. Capability-level behavioral evidence: src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor225RoutingArtifactRequiresDigestForRemote.,routing artifact provenance,src/apps/daemon/internal/analysis/diagnostics/routing_artifact_plan.go#BuildRoutingArtifactPlan,remote routing assets require immutable digest and provenance evidence,mutable downloaded lists never become authoritative merely because they parse,scripts/checks/check_post_refactor_225_convergence.py#semantic-PR225-M028,Operations convergence policy lab,additive hardening/read-only planning; false zero-consumer facades may be retired where explicitly proven,technical ranking ignores license per user instruction; provenance preserved,medium,PR225-R026,high,verified
PR225-R029,n/a,CG225-sing-dns,sing-dns,repository-accountability,sing-dns complete repository accountability,repository,evidence corpus,context-dependent,.github/renovate.json,93a1651c9727c22d2301f0934605a2235bc9a4126038a4585cfdf923e121d4ea,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independently meaningful modules receive child records.,convergence evidence,n/a,all donor files and directories remain traceable to explicit dispositions,repository-level accountability is not implementation evidence,n/a,governance/convergence/post-refactor-225-surface-accountability.csv,none,technical ranking ignores license per user instruction; provenance preserved,low,n/a,high,verified
