wave,donor,path,sha256,size_bytes,classification,source_layer,semantic_record_ids,original_disposition,current_target_layer,cross_wave_outcome,current_product_surface
224,Iran-v2ray-rules-main,assets/geoip-jsdelivr.png,f971ef783c7f4325bdbbb3f100a0527c409179d2498a4619f735daf279d4ea61,984,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geoip-lite-jsdelivr.png,71495cffbaf2a1caa6acb4ab852564dbe65301701eacd9592f55e57ffae5e125,987,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geoip-lite.png,2241d5a4e7fdc7614871766239bacaae6120067b3c8aef20dca530efa2ff1c17,1150,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geoip.png,e8eb5a46b506e0106a3371aa00c32ab1b9d444d4dac7b72bb3f84077657e189a,956,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geosite-jsdelivr.png,f1c4d74bbef2f2a1c1508eae35ac8cfdbeef6301017cec60369cb53855a55e3b,981,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geosite-lite-jsdelivr.png,3279afb53c342ebe06fbefc79f90eb4ec7fec58e5e17ede20e975ba74298f019,991,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geosite-lite.png,dab4cdf80dbf0f3fbdbe02a13a34ef04c290f2f97a1609458116d42a6b242697,1133,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/geosite.png,b7f48b3c39135d7d9357fcd01e9fe724aa1e191d30bd447ac620c3c49aea8395,939,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/logo-black.png,acc48e980aefab0eb2f521fb5927d14bc6878f52b00b6c7b21e482232410aa28,20635,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/logo-white.png,cfc3f2d5d2d72e0c6b7580687e7522523f895bf0308c3ee3c3f0423e4a09b01c,20985,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/security-ip-jsdelivr.png,b68f7dcad8a8542da45962086765d6bbf77ad9bc6462034cb358f1ffd1e165fd,945,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/security-ip.png,80e04d613eef385ecb0cd29a9d0db3d6d1b1c702d313b558da91caf676cb702f,1152,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/security-jsdelivr.png,c28976ff6f8321cb0bfac3b13f5a5c7bcbf1b5a02d9d709392280f4621271ecb,1017,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,assets/security.png,dbb638be411ccba759a975f30e9457908b3f9fe8ce5cb6e361fbdeba6425de29,924,media,frontend/media,BASE03;IRRULE003,rejected-with-reason,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,config.json,fbd275412cf550b5b688291b341ef7c09ea7ce2fc723a486e5c1913a09f8cb69,12637,configuration,data/config,BASE03;IRRULE004,reference-only,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-ad-domains.sh,e5e409d2e2d5dd1ff4d01f97ca9b2a9c4f7ea83c5e5a3759649e84677a7c14f3,2725,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-cryptominer-domains.sh,31522014560c9496b2e3647cfc596da489cdd4db728fa9e22f024789908b177f,768,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-domestic-cdn-ips.sh,f196c9addf57cac56ae9a2b7654cc633f75065bbaacaca0ad47965b76768342c,1369,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-ir-domains.sh,8a744ebff251085c12f37f2ed9ec1a7ae3b3d75d7aa2607ee4f07289c2d7226b,277,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-malware-domains-ips.sh,ac911280f4262cbb8518968aa31a30ed7c9b74e6ef411423a905eab1062f8365,1167,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-nsfw-domains.sh,63cd9c97deb230e3609fdb1349ad778b496d78bfcce46d5b78d9b5c0942a148c,779,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-phishing-domains-ips.sh,8dfd87dd045e6d996d3011431598c11430039a42c7c81dac8e7e74da4f41402f,1191,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-sanctioned-domains.sh,091ef41a8bf1202ea50f56c7736612bd7f886c97d78a6085a938dbc1bfa29e78,1080,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,scripts/generate-social-media-domains.sh,538c455319ca9f0fca2a68f7de03c20f376ef54690be6129ee79bdf62ef79d2f,739,script,operations/deployment,BASE03;IRRULE001;IRRULE004,inspired-native,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/all.json,c5c780f859ad7218520103baf9084a263d7b03c06b2a8063ef142d86ea83e4ea,1297,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/all_except_ir.json,1893a78ba7b209d363ce18831cf2cd900c1643b4f3bce62cc138fda5bfdfcc0a,2121,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/dns_singbox_normal.json,2a86ee110b11b3bfaa6913316776791e4ba4ecf8dbf4a9b78bcfbdacf3cad830,599,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/dns_v2ray_normal.json,d9cfeb63bce742a2238d8034f61f040bcb45233750e2e205952e51c530e39624,274,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/sing_box.json,2f4c1ee473eec8ce09198033ac1b85aa7401a382b5e9b69a0803b931cbe69233,313,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/template.json,27756bf8abb7795532e8527fb671dab07bd0902276ad4cb4d3db00140a035e40,576,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/tun_singbox_dns.json,2a86ee110b11b3bfaa6913316776791e4ba4ecf8dbf4a9b78bcfbdacf3cad830,599,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,Iran-v2ray-rules-main,v2rayN/v2ray.json,61382d0fc9a925bd4889ed62f17cc8d3289491f4000cf6bcfe192154c2659b01,226,configuration,data/config,BASE03;IRRULE002,synthesized,data/control-plane/product,"routing corpus provenance and immutable-artifact admission, mutable donor lists remain non-authoritative",Rules · routing artifact provenance
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,.github/workflows/ci.yml,dd69f17b6cfe5197a6da4e6feb31669541a42e0a648d0f71225769cc1fc126e6,1309,repository-administration,support/repository,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,.github/workflows/release.yml,cd203bb9d2e40761398619e096abde39c5d1af89f2b7d3b0d2b21573414739a1,8298,repository-administration,support/repository,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,.gitignore,c78775893a3ea41edf268d723da8d66cbac75abc26aa1b468251fa39a2ae420a,498,repository-administration,support/repository,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,LICENSE,1277596c706c04c2d0823dfd7700be8a30dbc28be0f838c68e4f3a7df5baa067,1070,governance,governance,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,README.md,4b5c02bf5d17d8976f13207484dfbcb8a55f9e10e9aee71a4e0b009568273364,16746,documentation,documentation,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,README_FA.md,f91c9ca763e3fac861aa45a31d1b3556f95350357bb6b7daffdbdaf31b5f3116,22476,documentation,documentation,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/Code.gs,0006f8dda16e6b399ab2e9ebc470475ea5f8b48023c946c0cf94d9f4e727ee17,8367,fixture,test/fixture,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker.js,3ab186cb45fa08203f86000698e53f2ebab6c4a506dc93304e14c9c809a5f60a,3287,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker_tcp.js,7825b88085b84957692d4b70192e29ec176909d67afb781a1bb1640893ec6a00,8125,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/deno_deploy.ts,d64436433671e541e90ff1f31215e890e1785eede6c36d4be46172c1ab73b712,2845,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/setup_vps_exit_node.sh,1c718e83e3e268ff23964f0f75be00c616cf64e51252300ea4488354db5e92cf,10669,script,operations/deployment,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,10390,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/wrangler_tcp.toml,20c43c4c038ae4adcd9bce01e6706ca8a1a3056485ea97c632e4624d6f8842f8,673,configuration,data/config,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,config.example.json,16b6417c851a95b3b6cf60ff3c6c7f261c15d29fdb96e4e0c4e346c487931eb6,1571,configuration,data/config,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,docs/exit-node/EXIT_NODE_DEPLOYMENT.md,be974494923d69095118413cec013a04f556e13922c0f4cbc13b1bfaa58e06d2,3529,documentation,documentation,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,docs/exit-node/EXIT_NODE_DEPLOYMENT_FA.md,a152dcf937b4d0040ab4de51fa9c9d6eb56abd168b0eb0b13d5bd12c9ed860d7,3601,documentation,documentation,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,11961,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,package-lock.json,d8e55f371003bc70919fe58e714239fb18c8c60bc45e7512bc4a73b5a4c89125,49007,configuration,data/config,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,package.json,a4c9a4f03de4cbc2a9ffa3f3520a9b72bd35f4c71167b4ffc32e24ae7b98b519,57,configuration,data/config,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,requirements.txt,35a9fd606ca2f4e98a5236ab82fcbd19d8b9ba0579ef09b89a49c7894b23b5cd,747,documentation,documentation,BASE04,reference-only,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,27586,script,operations/deployment,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,setup.py,e0b015de747498faccdd497c5db3decad799ab19311e9cd10ed45f1a88bb5374,6309,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/__init__.py,d131a96392f6547d09c13deb99c973989871c210b5107d3500bdf7fd5163e5d2,163,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/cert_installer.py,304c490183c737c6d84a178a2bdab7fd01cf055293a45b2334e83a2f8d78ca0e,25423,implementation,backend/runtime,BASE04;JJ003;JJ005,rejected-with-reason,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/codec.py,84a41465d44c3a8de7c5bccdecec6064c0dfea9962c14f88eb07afa4ac853a06,2652,implementation,backend/runtime,BASE04;JJ004;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/constants.py,ceb336f28b626df613bf89be7c7b0694680fff6b0de6936eed469e07fbfa98d7,8881,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/google_ip_scanner.py,bde5c897444a98636a6bf41eab367b183c8fb55db2b35bc89ae822f38bb3bde0,5960,implementation,backend/runtime,BASE04;JJ003;JJ005,rejected-with-reason,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/lan_utils.py,3f519416dfb40aa77b592178312cd6ac977a21074f9a686c76bfa7f4cdc16b1f,5105,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/core/logging_utils.py,2ffc223a706cf78f45139bc323b6c62edba4f24a700eb5ae04b65fcd2fb66e65,10098,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/__init__.py,01f73b79b81d1bc936bbd571e84b7d6275ccaaccc31f889a45f597149360c9c3,135,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/mitm.py,1e2a62d1fa561de99aec1de95e34653ce243afff8630170cb328565279c793ce,6736,implementation,backend/runtime,BASE04;JJ003,rejected-with-reason,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/proxy_server.py,02a02b4da6ce0afab531649a41cd03927cc430ecdc049511a085a97dbc9f8fb2,61115,implementation,backend/runtime,BASE04;JJ001;JJ002;JJ004,adapted,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/proxy_support.py,942134c71a046626f445b07e080a94fd95a5f7ccc36c9bf2380996d2cf8fe109,9982,implementation,backend/runtime,BASE04;JJ004,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/socks5.py,7f72549ac9eb91de39cc34618942c51e7bbdf589a7f2b10e392d3921306458b7,3469,implementation,backend/runtime,BASE04;JJ004,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/tcp_tunnel.py,d9e44731e9f20a8fb01d27124c103f8fbb4141a3e8b857294a786fe5ae13fad2,21164,implementation,backend/runtime,BASE04;JJ001;JJ002;JJ004,adapted,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/__init__.py,ab40e413cb0cb19446bf9a3d20a6fe7de3de58d0b3efda8791e1c75a326ab751,187,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/domain_fronter.py,d8767aee680789d9761bc5e15d128d444528557a2e502e3133704f865baa747f,101600,implementation,backend/runtime,BASE04;JJ001;JJ002;JJ005,adapted,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/fronting_support.py,fc8250db88c3ab16599407b1767a2f3ce430977810e4c838f8e2f14fe76d2c78,4640,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/h2_transport.py,017d72f085d040caeedde65cefd5db8c7821f0ec7b01cfd61194c37308b20f9f,19138,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/http_reader.py,d4e82e7cb191af522bd352b9c7db334ffbac75218916eea2dd63789fabb90be3,5419,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/relay_response.py,dafd1c2b9e091187c1fe88130bda533b61029f62cf0f234e40e0379502747c1f,11611,implementation,backend/runtime,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,start.bat,f65cb9c19a1fe0021677f01c64a514a0ea05f40b94d5dcc91bf49e8d9cc37fd4,2076,script,operations/deployment,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,start.sh,4eabc3487586344a712e6b5e11c0561799374d903fd512ca87e45df46fb950f7,1612,script,operations/deployment,BASE04;JJ005,superseded,runtime/control-plane,adaptive idle polling extracted; scripted/MITM relay authority rejected,Runtime relay + Operations relay inspection
