path,change_type,baseline_sha256,current_sha256,baseline_type,current_type,reason
src/apps/daemon/internal/analysis/diagnostics/cdn_scan.go,modified,85ea0f139a15adb2d6bbc28428ef2b444672c023dbb90e2cdbdb358b9a0eb0e9,a47170b31a7829fa28ddbfa210dd3c7cd0a0fe9d490402ed66dc22e1e1dfd56a,file,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/cdn_scan_test.go,modified,fca20df9161c9b667df70648661b9cd0562bf9d53c620aecd46c2734f8032cba,10beae80f31b7cdfa5802f57d6aa4b35529997f9f85a9c943c616e9ada62255a,file,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/dns_resolution_policy_plan.go,added,,4d4fa010d69be9d02a416f03e95758c132cff63ea5b6cc81874374a8287cab3b,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/mitm_relay.go,deleted,e14997a33b3d0c356caec61040117e29cb270c1dde527ed7a2f073879c9aaaee,,file,,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/multiplex_policy_plan.go,added,,a8a78296e3168311480c5d0d59bd0fb72ea6a20838dafbbfbe40102e83e9a4d8,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/network_workflow_plan.go,added,,b51d41f8c16a1a80d1affd084ea4d689c80b4c87b4bc3435d47d652ca599479e,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go,added,,c39bdc661b91f4752352f1461fafebe5a0516d4ab0d2dcb3d2b963d0e0e7c2e6,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_workflow_wireguard_test.go,added,,bca7570f0958f13ea9d8075fa66f288d27a8f34fab5bcb11b4d08ca5ad59eda2,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/queue_backpressure_plan.go,added,,db19f1e8fd6e58e03d68b217544c37862c9fa25ab74d2ca0e937690d05c19c97,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/relay_inspection_plan.go,added,,01b6c0ffb7837622e99746bd67d7ba7ca3660b7852f8d67ad16860f2efae9ced,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/routing_artifact_plan.go,added,,5e9061a46146ac882814285ea6f0d06a8111734756f38a2bd412d4bcb6fefe8c,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/service_incident_policy_plan.go,added,,f0be3b70be9f989f687aab44d38271441f05848bc6e2a2061fb13e7f7a1eb25f,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_gateway_plan.go,added,,dea794b305655462d9a02bab2411e591bc990ef7f30c0b8fc83a4119155927c6,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_matrix.go,modified,c559e7df573f771104b8465c6e4d3638ce7fe24291c1a794a15aa9e5e7fd71ac,48d702d496d3d2d8b2175b0da60ab5aec5d4fe21671de8281b8280ff92cf34a3,file,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_matrix_test.go,modified,70f7a0917d6ed02edfa9a7502bdd30237f4327c014a63aad09b0cb9ceb1402eb,db7d2488464cb1b4304cc315718be748c40a347c97cec1cb54d73bfb5d5dc221,file,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_path_plan.go,added,,3657e943c2cd3a7c071c62ab0360b75042122d9504d3e04d68bff07a13bbe962,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go,modified,b89d2fe3a03f0e1c85663240ecc66a14256f8b5c08408fb689d1e31c428a4cfd,19450ca73c79d87c5e2e57b8e1efcbb2873bf7dabfcb6c847878eebb623070d4,file,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/sni_validation.go,added,,f5bee00c26e00c9c144f6b3050127e342449c2b98b7c57d671a8e2bdcf5ac1f3,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/tls_fingerprint_policy_plan.go,added,,80b50ef0de7ae3087924711e6a5943c05218fc1730ee1799d06f206b127d2878,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/diagnostics/wireguard_device_policy_plan.go,added,,ff755a77d3f6e5da52b3d56bc00e93842a3a994b60a82f1a3ee76a4d043ee168,,file,"225 donor convergence: bounded read-only policy/planning, SNI/TLS/incident/queue/WireGuard/workflow evidence, or focused tests"
src/apps/daemon/internal/analysis/scanner/.context,modified,dfe491b55fe3649f70881cc9dcb9858487b7866db6f3cc35cf0f39c710d6a3f2,4dac91d73b63d8ce0f695df77ef21810666e93e9d62a529978d83bb001fe2fed,file,file,225 topology/context ownership reconciliation
src/apps/daemon/internal/analysis/scanner/cdn_scanner.go,deleted,f274bdf2afabeeef433465d398233bc0cef265964596a7925c2bad372a354c90,,file,,225 successor deletion accounted against immutable 224 baseline
src/apps/daemon/internal/analysis/scanner/handshake_scanner.go,deleted,bc1eca2b74c28f7924e87831028288847a8e38a16c5f8f3e0bfa390391b1bf7c,,file,,225 successor deletion accounted against immutable 224 baseline
src/apps/daemon/internal/analysis/scanner/handshake_scanner_test.go,deleted,208c400a8df3a6facd538cc2f32ea901078c7cc1560882057c690b4c5af04e4c,,file,,225 successor deletion accounted against immutable 224 baseline
src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go,modified,a9505641cc4793751ff1e2802355b630126623dc0dbc6ecb7c81ee68c2265f45,542d01e300a50a217667efa4993fc474b708770201c5d1b08066eb687cdd5d97,file,file,225 transport/network hardening: DNS/CDN/TLS/proxy/TUIC bounds and single-owner runtime policy
src/apps/daemon/internal/networking/proxyconfig/parser_wg.go,modified,177ef003cb786b02105a95ba006226f34549072b6e20ff9283bbaf597487555d,d3ffd4364ff491cf35b46cabd1fc34abaf4aae7f4207a6b489786be4bc36cec8,file,file,225 transport/network hardening: DNS/CDN/TLS/proxy/TUIC bounds and single-owner runtime policy
src/apps/daemon/internal/networking/proxyconfig/types.go,modified,f862aad71b5297939dc54f04bfc9095a8737d672cf3b3613b80781874edd75a9,5d2ba2ea76fbbfafa0e803688bfbc8ab72ffe0341602f34abd5acb38d72e94c8,file,file,225 transport/network hardening: DNS/CDN/TLS/proxy/TUIC bounds and single-owner runtime policy
src/apps/daemon/internal/platform/system/.context,modified,522ff4cbc78d599911813cf69f3f55ec8f4e4640633bfabadcdae5c5f15120ca,020ffe9b2cceb803c9e1e500ea20b2c4df71e9904526264e13a5812cceaa50a0,file,file,225 platform hardening: Wintun/TUN admission and duplicate-authority consolidation
src/apps/daemon/internal/platform/system/wintun_go.go,deleted,e5c0e8c613feaa96099e84d2af10bd2aeb118290fe1308ff431b990f94b401c3,,file,,225 platform hardening: Wintun/TUN admission and duplicate-authority consolidation
src/apps/daemon/internal/platform/system/wintun_policy.go,added,,c818b6be35fc792124ffc29e3e4cbe11c75d1bc24b355d380923b2dff7ba29a4,,file,225 platform hardening: Wintun/TUN admission and duplicate-authority consolidation
src/apps/daemon/internal/platform/system/wintun_policy_test.go,added,,42dd0ad3d3f97228b0f0f23b79e624ff6fce4060980ac38b1f9ab16790909ae1,,file,225 platform hardening: Wintun/TUN admission and duplicate-authority consolidation
src/apps/daemon/internal/platform/system/wintun_windows.go,modified,7e20b194c81ca8e2d4d826b284a462dd67823a93f462a0161ef77ed71329e025,dfd6f9033f9998bf65ccb01fc90c12c7b3049ef35b0528c51d986863c94141ef,file,file,225 platform hardening: Wintun/TUN admission and duplicate-authority consolidation
src/apps/daemon/internal/protocols/tlsfragment/sni_range_test.go,modified,0ffcadd1db2cf9fb39c96c5e2f82a86c6b39df345e9ed9f8744533117451e24d,fdbe232673dc1e67f9e43feae2e22e9e15b56bde916ec48c7d574e5c36210046,file,file,225 successor modification accounted against immutable 224 baseline
src/apps/daemon/internal/protocols/tlsfragment/utls_fragment.go,modified,022e8d2ca5cb73e39dff329b842045b03fdf41c1696fab97a5a8d0e040c2f70c,2be1e7180ffedee2559523496cdcd673bd07c348159f2c01a3c30f07f3eb4cac,file,file,225 successor modification accounted against immutable 224 baseline
src/apps/daemon/internal/protocols/tlsfragment/utls_fragment_compat_test.go,modified,b13820e0c9612eb5da8fbc685bf2d989440195a2df737dbd4e9d3903c65ed52b,05b017ab1b48be19c71e00d4ba41433d0adc714605d216110661f96a6d0dc20c,file,file,225 successor modification accounted against immutable 224 baseline
src/apps/daemon/internal/runtime/proxy/evasion_contract.go,modified,f91c66bf2e819225d2b7bd14db3f8fa84d4be8ab6f6bc3cd30b0e4bc1fa70597,b1f5643d2b2d4ad441578eaca6654e829c0f05315b890ef68e3b173feb1c12ea,file,file,225 runtime truth hardening: TUIC/TLS/TUN/proxy semantics and false-capability retirement
src/apps/daemon/internal/runtime/proxy/evasion_contract_test.go,modified,d847a15501c05a1029034cb6bf9ddfa128a9c70f8bfcd7d0880cb0a0c05aecec,57cc1dbada2eaac1ed0a661fe15244eac23229ffe5785b3f7395759e411194f8,file,file,225 runtime truth hardening: TUIC/TLS/TUN/proxy semantics and false-capability retirement
src/apps/daemon/internal/runtime/proxy/evasion_tunnel_dial.go,modified,9c1726bbfdb934cbae866f6e335d41ed58516662e7fe86b2a2455c774e97d487,8a79998e9f7f72f3f187654da078dddfd2c7e2dbd711c379023c9788abda5885,file,file,225 runtime truth hardening: TUIC/TLS/TUN/proxy semantics and false-capability retirement
src/apps/daemon/internal/runtime/proxy/tuic_conn.go,modified,5ea657e2cdd5e9d1b14d81c7661e4e70927a69d00886555962afc654d95f5d02,8712eac23eb9315c95ca3cb7915caaf2236f8989bdc6a9d7ccc41cd44af6f70f,file,file,225 runtime truth hardening: TUIC/TLS/TUN/proxy semantics and false-capability retirement
src/apps/daemon/internal/runtime/proxy/tuic_spec_test.go,modified,fee888051a15d0e0ba5ded650349e332dc441e473cbe3d86e16459f963ca2325,7684f13ce9a327b6912f8d32e4d417ca87e4d025750ad96cc5b9bde3be9fc4c4,file,file,225 runtime truth hardening: TUIC/TLS/TUN/proxy semantics and false-capability retirement
src/apps/daemon/internal/workflows/jobs/runners.go,modified,02ec9552a0c2fe25a3e0cd0b98c700d2b8ef39d54e37c49ca6ca3c6b0f17c2d9,de2f93f096516522e306590437d9fe8133dbb9e8cc5908030b3bfae870825ebf,file,file,225 successor modification accounted against immutable 224 baseline
src/packages/control-ui/package.json,modified,1005a211c0ffe0f276d2752deaaa6f685bf6edc261c00625d537d488c75cf526,68619bd6629f007cf6ef1c7c55278c107e3c81cda338f8869b1450278abfd120,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/scripts/.context,modified,442624534d1f4d51b157a517268f15ad2c132dd1114fd541d0fe29e9415b1d92,65b4860d5160b8bce1c7333414abe1d7d1bc88e293616b2d4919689767259a30,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/scripts/test-post-refactor-225.mjs,added,,d8aba20a0404f5699b6e1edf44318d1223af860242f870cdc49c41bd41e17773,,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/api/.context,modified,510486c0bfb16c0ff443fab4dd11691de24b73d6bd23a8406529c1ca9d2936cc,fa17732fcd4be879f0e06726e0d8f8ca2f2823a30bc215e2eb08c0472270db90,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/api/planners.ts,added,,ebca2f96d5b952df37051469a4fd417f39c4d930f47ceaab4daf635f3d9a3389,,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Connections.tsx,modified,5daa3edae283f5b2ee7421e5587fc065c3e1bc9cd52fc86bcdccc706698f59d8,f8edd7c0f98c703e0d7925c221d2cbec981fcb24e8610e1aef7d21550b30d668,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Dashboard.tsx,modified,d3036bead957766cde76ee2604e4f22e578ef16276ee1ca7f595d6eea9ebeb44,c9d389aec6a1e676aa2da90bc02cd2f20860fe39d6874eebcf5972a2558dd171,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Dns.tsx,modified,62daa1a25fd050d07f5b936a39b807c1afbe3c835ec6ba0e67f50118cdcd50fd,3e8ccd397c420cc4e5cda9734690d4f479b0775538a1b9020ec79323f3aea4af,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Health.tsx,modified,4737e7788e195b9ca1975847b4e930828cd090d33ae28f751bc03962eb2bb984,7ea578cfb5652076d7a2479f6dd46dcd9739965aeff82fcf2421c2e25c82a0bd,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Logs.tsx,modified,abb53658b2972d31b5a293857b899b59b8875053afc8237d93aa922ff5852120,96b79c8d27eced61273eab1f47e919bce6c1aa65a34cbf374712b2a035da60d3,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Operations.tsx,modified,309ed5ebd7e2a2939d66e92e69f45623bcb3f7b3cb87b6a9a84e24456c46588c,82539a1f4d69fcc6642bbcbe0f45cb9664a6d9a7f3ba58f4042be2865322beaa,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Profiles.tsx,modified,3832fd6b70619b8150c446cdf165164e145184d99043efeee4e3422652f6c3a5,b4833acd36d05c9c53a4f5353bc3e482726d6f5de061e2cf74bfdfc0561f38b2,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Rules.tsx,modified,dc4c37cda9b9760a4558ef8dd5a99bd6da0d9db7f76c0595ccb87450d8c56aba,dbf6993679a4740d439efe5644fe82f5b131a6fc0ba8519f398a839bae30e3be,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/control-ui/src/pages/Settings.tsx,modified,d1c843c772194fbd387ea1151fffcccffdc26f60006425dfe1371268e256d9d4,306f43a82d89b64b2a107a3b19e77be85748f4b1579ba4743a339d1de9345bf0,file,file,225 frontend/UI/UX convergence and natural product placement with non-authoritative planner surfaces
src/packages/lumicore/src/system/.context,modified,c60e04dcec94f16175ef759d34d4e9a18c1b2d791cf3081330a39cfd4670802d,e4423e2dd3e703d98e8bae064f6b68236564e03de99511a7bc49a6e465807966,file,file,225 authority cleanup/hardening in legacy Rust transport/TUN surfaces
src/packages/lumicore/src/system/mod.rs,modified,c883d4e6507945a36c27f665c6d1fc8a0c2e8b1f05f369adaac93c7779e005df,a74fa1b4417afbce128db4e70e8cbcc1d1298dfd323f21634cd1e17f74fd756c,file,file,225 authority cleanup/hardening in legacy Rust transport/TUN surfaces
src/packages/lumicore/src/system/tun_engine.rs,deleted,0688e00888380da2a211d95eecef7dca1a442292369736a0f85724d05dea5d8a,,file,,225 authority cleanup/hardening in legacy Rust transport/TUN surfaces
src/packages/lumicore/src/system/tun_nat.rs,deleted,dbdb5383e504bcfdf3ce138b2953c0270bd6ac9356eaa3c548c4e852107b7fa9,,file,,225 authority cleanup/hardening in legacy Rust transport/TUN surfaces
src/packages/lumicore/src/system/userspace_tun.rs,modified,d63f473d086a2102ff5371a9670a7850f6c18d0ce60103c1f4c8aa1aa8cd2340,b62f635b40fdba42de5245fbfbc5ebf01e29338e4afd52ba44e9afdd9574949e,file,file,225 authority cleanup/hardening in legacy Rust transport/TUN surfaces
