path,change_type,eighth_order_sha256,current_sha256,ninth_order_record_ids,accountability_class,reason,verification_node
src/apps/daemon/internal/adapters/api/speedtest_metrics_test.go,added,n/a,1bf7397b22592ecb3d2fffcc1a7937dd4900d5d52ff63e20dcefeb69b00a4668,E9-0007;E9-0008,network-diagnostics,Bounded latency/loss/jitter/stability diagnostics and response/redirect hardening.,src/apps/daemon/internal/adapters/api/speedtest_runner_test.go#TestRunSpeedtestRejectsOriginThatIgnoresDownloadBudget
src/apps/daemon/internal/adapters/api/speedtest_runner.go,added,n/a,1af6f31d0e4fe055fb14533611f1523ac2379f6d2efcc79ca8a8bc920ca6dc6b,E9-0007;E9-0008,network-diagnostics,Bounded latency/loss/jitter/stability diagnostics and response/redirect hardening.,src/apps/daemon/internal/adapters/api/speedtest_runner_test.go#TestRunSpeedtestRejectsOriginThatIgnoresDownloadBudget
src/apps/daemon/internal/adapters/api/speedtest_runner_test.go,added,n/a,4a61a13e423f6c2a8d1431faddaf04e70f606836a4450c763371631a3c1059a4,E9-0007;E9-0008,network-diagnostics,Bounded latency/loss/jitter/stability diagnostics and response/redirect hardening.,src/apps/daemon/internal/adapters/api/speedtest_runner_test.go#TestRunSpeedtestRejectsOriginThatIgnoresDownloadBudget
src/apps/daemon/internal/integrations/sub/profile_entitlement.go,added,n/a,b3bc2d36157b7cee44c5a8937fceab7ef6d8f0f781e1a6d62a2cf686126b86cb,E9-0010;E9-0011;E9-0012;E9-0013,profile-entitlement,Advisory quota/expiry projection and operator contract/UI evidence.,src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go#TestEvaluateProfileEntitlementSaturatesMalformedProviderCounters
src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go,added,n/a,3e3ffe9324763579ef1624de5c873ddd3dc6e9aa388337c5884014fe2d778085,E9-0010;E9-0011;E9-0012;E9-0013,profile-entitlement,Advisory quota/expiry projection and operator contract/UI evidence.,src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go#TestEvaluateProfileEntitlementSaturatesMalformedProviderCounters
src/apps/daemon/internal/platform/system/caddy.go,modified,38fa31e25c33f9b4f35bd1c8de07ebc6e3f648e03357a70242bd5dcf076be03e,c8d05171b26bae591ad7d2f75f2de5e172646743c5ee9950e6d622af9ea32baf,E9-0001;E9-0002,runtime-config,Transactional/CAS configuration convergence and regression evidence.,src/apps/daemon/internal/platform/system/caddy_test.go#TestConfigManagerFailedStagingRollsBackNewPluginsAndKeepsOldState
src/apps/daemon/internal/platform/system/caddy_test.go,added,n/a,6ccfc5ad91af6f545f7f77a1cc5f4aa7123eba0632e0fddea0693e99b16198ee,E9-0001;E9-0002,runtime-config,Transactional/CAS configuration convergence and regression evidence.,src/apps/daemon/internal/platform/system/caddy_test.go#TestConfigManagerFailedStagingRollsBackNewPluginsAndKeepsOldState
src/apps/daemon/internal/platform/system/traffic_shaper.go,deleted,c7d0fa574539809e01324b828f78540d217b00d88c2253288f9e6e4dc40e0bee,n/a,E9-0006,retirement,Retire dormant unsafe parallel qdisc mutation authority.,src/apps/daemon/internal/platform/system/host_network_test.go#TestFailedPersistentChangeRollsBackWithFreshContext
src/apps/daemon/internal/runtime/warp/noise.go,modified,a4db74f58a0fd0194156848e30f2a1e5d21c3af3e0c17ed4e6a0ebb0dc96a872,455e426a72cc2c8876cca5da3fbb957d0d9f5e97e6ba8453944ad1e3b815ebdc,E9-0004;E9-0005,warp-resilience,"Bounded repeated WARP quality probes, shared corpus, handshake/noise/resource hardening.",src/apps/daemon/internal/runtime/warp/warp_scanner_test.go#TestValidateScanLimitsRejectsOperatorOversubscription
src/apps/daemon/internal/runtime/warp/warp_handshake.go,added,n/a,cdaea65f93b2e02cd008f1c9a765a8656a0bf89d2cb07bcc88ee9f39969ebdbf,E9-0004;E9-0005,warp-resilience,"Bounded repeated WARP quality probes, shared corpus, handshake/noise/resource hardening.",src/apps/daemon/internal/runtime/warp/warp_scanner_test.go#TestValidateScanLimitsRejectsOperatorOversubscription
src/apps/daemon/internal/runtime/warp/warp_scanner.go,modified,882b51b7c628d88b9d9656f4b30f81d44932ecf62a74b8d9c14630202dda3e8e,a54112b50929816c9da8abfcfa81a085e2a015668980f5d22df4f072809eb4ee,E9-0004;E9-0005,warp-resilience,"Bounded repeated WARP quality probes, shared corpus, handshake/noise/resource hardening.",src/apps/daemon/internal/runtime/warp/warp_scanner_test.go#TestValidateScanLimitsRejectsOperatorOversubscription
src/apps/daemon/internal/runtime/warp/warp_scanner_test.go,added,n/a,c048f96370a42877e5f946c3424871d8b455d079148baf345bd9790495cc736c,E9-0004;E9-0005,warp-resilience,"Bounded repeated WARP quality probes, shared corpus, handshake/noise/resource hardening.",src/apps/daemon/internal/runtime/warp/warp_scanner_test.go#TestValidateScanLimitsRejectsOperatorOversubscription
src/packages/control-ui/scripts/test-contracts.mjs,modified,5f52a9f7d76ce80dd564d2026d4a13c5c96428a248ded4c5d94d523ecbf8eef6,bd07152bf4fb49e26fe069fdedb34af020a28c9511d4c4907fa3047f13efba3f,E9-0010;E9-0011;E9-0012;E9-0013,profile-entitlement,Advisory quota/expiry projection and operator contract/UI evidence.,src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go#TestEvaluateProfileEntitlementSaturatesMalformedProviderCounters
src/packages/control-ui/src/api/contracts.ts,modified,14613a2ccfd51c872f3ccb93c04d9a181f8521d7f5a3910c8c34ec94a65b5bef,f09b53ebe056c961e6d1fa95536429919e78f3f89463fa94b9c51cb710481542,E9-0010;E9-0011;E9-0012;E9-0013,profile-entitlement,Advisory quota/expiry projection and operator contract/UI evidence.,src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go#TestEvaluateProfileEntitlementSaturatesMalformedProviderCounters
src/packages/control-ui/src/pages/Profiles.tsx,modified,ccd8844b115f19c7b51f4e02dac4876697daffe16eee96571cbd8db411c405e7,a1ef388217ce6342c1a72b185218b0eed5073e72a9bfb1515119c47e0f037372,E9-0010;E9-0011;E9-0012;E9-0013,profile-entitlement,Advisory quota/expiry projection and operator contract/UI evidence.,src/apps/daemon/internal/integrations/sub/profile_entitlement_test.go#TestEvaluateProfileEntitlementSaturatesMalformedProviderCounters
