donor,path,sha256,size_bytes,file_type,classification,authority_status,semantic_record_ids,notes
Nova-Proxy-App-main,core_markers.go,513ee3fa1ca187113a3ab0c42d2bb54f1e2549e996cd7ed4a7e327bdf60cf66c,260,file,implementation,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,core_runtime.go,1eb290d3ff4f63512b8250de82aae5c69e994e8b6fb55fb706027876c7464499,14840,file,implementation,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,go.mod,945bb6a58dd7e5e2a1ecd82ecf1727d2723bb1f71878a7569c4ba6cea6929a28,6521,file,implementation,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,go.sum,3299fc3bf6e714775cd14040f0ee4c7576c95a4fb15c2de94a06809cb639d2c7,94498,file,implementation,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,logo.svg,668e0e171519d54f94daf1767fcc4d2cfbb27fde5e4d686a042810efbf1300f2,53787,file,media,derived-or-administrative,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,main.rc,318f72a00e8ef329d117f9d0cd8b7e3ec255083da0755673035134237235e673,768,file,configuration,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,novaproxy.syso,bb5fb06f69f17c63f6120fd5cad1f4752beed22d4e4964546dd7943eae171930,64384,file,media,derived-or-administrative,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/auto_routing.go,b0124e256da5a196cb258940bb2241a0653b98ee6e6f3523272c3dfc553c8de9,7131,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/cert_verify.go,92fe98b8f463198d3d9b766fee4b17d57aebee82539e9892e503dc921e9ed1f8,6376,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/cf_pool.go,fc9ddac5554d594fb216baf981a4bd384f80d9817fb4a6d0458b821fd2a56927,8494,file,implementation,authoritative-source,PR83-M0009;PR83-S001,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/config.go,5a590890ba1f023fce9d3cbd6453b747d1fd5b9672f65b3d0ffd2a0f4fb23f43,8118,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/doh.go,6f9441beb6ce5bbd1c41a337603ac08487e18c03a3c528c6d85eb93172e5a568,13872,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/error_page.go,56976e82aaf9f2e20aa52baa6b93b59b959e4684a2aafea64da53ea34d51f2e1,17026,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/gas.go,77ee9f619abdf35ecb4b8c15cc64d88b14a1852909f318ee070ca4e93bbabfd1,29961,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/gas_constants.go,598b4247294e2dcd1b175e65f40d6d20649b79d55acb4a96a698defe24f8a02d,3256,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/gas_lan.go,9afb7ff512b72fdae2c2669707d991238796ba54eb27906b9540637565da621c,2859,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/gas_relay.go,c9ad38d1d85c39a19edba816b46458b3158f2e840672f2ebe6be986d0a5358df,62175,file,implementation,authoritative-source,PR83-M0009;PR83-S002,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/gfwlist.go,40cfec44bf6a9c0820cfed432182c926ebfe0d65cca46aca79159e56be6e325f,3208,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/port_manager.go,ec7a3513484d9a9fce1d37faeb914aa02c678440b5d4721c38c78ff0f6c67210,7230,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/procmon.go,c0ccd8cfa95cb4a928ef0ced22dedff0463f71c6d8d585fc02707378aa6f0dba,3907,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/procmon_stub.go,49084c9c3848c758c21250b896a564bc1daa2e7274bb857b83b23fe15c3c9e41,253,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/procmon_windows.go,b8a884f7f39b94646d9ac2125ce0ac49fcee520b6903b9dc333328ad46764f05,5424,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/proxy.go,27bfa6517c5d3b9f256956577a133177bf52fb5e8f232d922515b6bf8de66df7,145314,file,implementation,authoritative-source,PR83-M0009;PR83-S003;PR83-S004,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/tls_fragment.go,ed95725b0a93377c8316c4e0ae77921d5ecf0bb179dc80b7e01ab6155e36874d,14673,file,implementation,authoritative-source,PR83-M0009;PR83-S005,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/tls_fragment_oob_unix.go,90585220323014fac2ffa30b1c877161def217a78b75af7eac17daa7721e2cff,653,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/tls_fragment_oob_windows.go,2096d91aa0c3b43770b6e0a500734e3a0929fb18e99e5e57d7f19d59fd1a4af0,943,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/tun_flow.go,c070d8e53e7a0b90a24a7549270de637d7bbcbd4b10eb3b7508a84d6ff2374c2,4221,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/v2ray_config.go,cab2bf9da745bc45f193714a232e593fce734db9cc458fcd19a5e7ed53c8a4b1,14821,file,implementation,authoritative-source,PR83-M0009,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,proxy/v2ray_manager.go,784715489e9a2bb28ae4fdb58657b71fffbd1aeed113515289b3c100ae635114,38570,file,implementation,authoritative-source,PR83-M0009;PR83-S006,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp.jpg,ffd96f4b5030f857ef1b610a435981f3ca874bbf54e0f6d0d462dc4a7ba9bfa2,55980,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp1.jpg,11b4566b7dd2518c4ce01fc2bd660b05083e7e674a2ccb1c3ce38bc738cecee8,43225,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp2.jpg,f3faa5fb5ee1958ad5afea62180b5f7676ccb09e9c8004a36732898f499aba1f,47238,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp3.jpg,66844616361cd2054345351ba46b824a5d49f3ae40db3668ad99ceb63da3481d,28593,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp4.jpg,5c52152cd9d641ad9213dabd10e4603cd5678ba58c881e64b0cbebb5c7fc841c,52873,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp5.jpg,3f5be9d7b5c69ef50276317575aaa9305ab7daf6af8cef7353d654ff56cb8111,70226,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp6.jpg,5768fb2241600994982aafb02fcf3ef000261ca5a221c20e1f50afb8bf4f935a,60125,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,scr/NovaApp7.jpg,25dcbb1b49e8d805b8b6fc2c5ffe92c31d949df018ad0fef57168e423e787523,36620,file,media,derived-or-administrative,PR83-M0010,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,server/Code.gs,19ed2a8960463d4c9b01e3f5b922c3554da25adda8ca055897a431a03a83bb58,3240,file,implementation,authoritative-source,PR83-M0011,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,server/worker.js,5ad1ae0ef356765df7f9e0e3d620b1339cc52c08a5e18ee425d27482c90c11a0,10587,file,implementation,authoritative-source,PR83-M0011,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,sysproxy/exec_windows.go,f7bc62288bac1d803371319450d672fae9bee7812ece69ef9f2b1b61a617cfb8,914,file,implementation,authoritative-source,PR83-M0012,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,sysproxy/sysproxy_windows.go,d47b2aa7d05718be57001b7b5a791816caa6c7570fa84cdcde8b9854561708cb,4080,file,implementation,authoritative-source,PR83-M0012,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,versioninfo.json,72b7911ed4f039098297008b4d793f671dd1fbff715ec0a3248e6ddda483bafe,898,file,configuration,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-App-main,wails.json,dcd4bf6ca9bf9e2f0244a1a988e3861bc8de4861472bd072ea7f851fd8bb4daa,475,file,configuration,authoritative-source,PR83-M0007,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,Htmel/img/dashbord.JPG,ed49f2ccb47d93587ab03a3caf374b651eed3dbf806f0a73837a8dcb99cdff42,62976,file,media,derived-or-administrative,PR83-M0014,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,Htmel/img/login.JPG,b80223e234298a435f0feacde057e85f91465ef7c6baed1919c85f8c8973b5d3,29307,file,media,derived-or-administrative,PR83-M0014,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,Htmel/index.html,3b446388aa4480584f68684b3f8cb5a9702b7f7866d71e3e79b18b9fceaa9237,33274,file,implementation,authoritative-source,PR83-M0014,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,LICENSE,661c42f22d7a7a12609adb1aa4a630b3c9faf494d0de65d29868ecc62b36c5e7,1072,file,governance,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,README.fa.md,7058fc447abe72260bf2d3de3cec305b678dd20d623430e14acb6407c1198a92,14753,file,documentation,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,README.md,ab83206c80e009e9a556f563767502d83ef259dd9c7b73f7d7dda139f7ff1c1e,11297,file,documentation,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,UPDATES.md,164e52f229f4ddaee416299a6dd20c49bc9fcd1d4d36923203695aca66a08ebb,5549,file,documentation,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,flag-iran.svg,d364edfbd0adc24f806fb4f5e55db511cbdd0b754674cf3607e3f9f9257de365,42589,file,media,derived-or-administrative,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,package.json,4f4780d14853ede3d954b3dcba4f0b5194a533040f4c25cb13c3831806f7bb1d,1060,file,configuration,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,schema.sql,9c0db87fed254c5d4fd65c667dc9df28e172ebd79bc6efde47c6eee851712c2c,776,file,configuration,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,version.json,69618ed15474e95a79a5e7e96f4748988d643cc1971c89098926101381e54456,1262,file,configuration,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,worker.js,1c8672b555edd36c667e903e4d94170ce8974f21cc8272fcddbb69444c4102f4,676861,file,implementation,authoritative-source,PR83-M0013;PR83-S030,post-refactor 20-donor exhaustive surface accountability
Nova-Proxy-main,wrangler.jsonc,745febd8c926bfc1aeaa65d50ee326eeb6be46ac33b5f8939d47866de814f797,1216,file,deployment,authoritative-source,PR83-M0013,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,.gitattributes,1a1dbe176bc233b499d35a57db7513f2941c99ab9759f177830c9149be99005b,66,file,repository-administration,derived-or-administrative,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,.gitignore,e3451dcb34dc351315353ad638794bed0b2d5763195251a2bb11868a0644594d,1088,file,repository-administration,derived-or-administrative,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,LICENSE,87cd02ce66297735d90bea416f39c7097c49ce373b4f4ff690b6e0eb55228be3,1073,file,governance,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,README.fa.md,a5913aee1e583ef7796329161dacb832487817d71ac9ea5d575b5462a6dc0a9d,4477,file,documentation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,README.md,de71515a8e00c7277cd97eeb5953dfdb01128250d068e85c44f0f173ff697b1d,3484,file,documentation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,app.go,e3860f65ee4538391af84fa28b1d1299948073a97df821fa12ff9d42a5443e00,2290,file,implementation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,go.mod,fc1e81c3480a64d8063f7abc60a114c8154541264d4155585185b3a57c13e13e,2116,file,implementation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,go.sum,b2146dae0ef0225c56b8474029a63fbad9e6f02ece1e48c7f3b4879fd7d82e17,13332,file,implementation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,logo.svg,668e0e171519d54f94daf1767fcc4d2cfbb27fde5e4d686a042810efbf1300f2,53787,file,media,derived-or-administrative,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
NovaRadar-main,main.go,6773ed7821868970fc2a6554e9fdbd07347afe060e1127b49fa162cf638c3ea9,1551,file,implementation,authoritative-source,PR83-M0015,post-refactor 20-donor exhaustive surface accountability
