donor,category,path,line,excerpt
3xui-telegram-bot-main,persistence_queue,README.md,99,اسکریپت نصب خودش تمام پیش‌نیازهای نرم‌افزاری (Python، venv، sqlite3، nano و غیره) را بدون نیاز به دخالت شما نصب می‌کند.
3xui-telegram-bot-main,tls_crypto,README.md,108,bash <(curl -fsSL https://raw.githubusercontent.com/alireza2692/3xui-telegram-bot/main/install.sh)
3xui-telegram-bot-main,observability,README.md,58,5)  📜 Live logs
3xui-telegram-bot-main,observability,README.md,59,6)  📄 Last 100 log lines
3xui-telegram-bot-main,observability,README.md,65,"12) 🩺 Health check (panel, proxy, token)"
3xui-telegram-bot-main,observability,README.md,78,6) Log Channel
3xui-telegram-bot-main,observability,README.md,87,vpn-bot start | stop | restart | status | logs | backup | restore | health
3xui-telegram-bot-main,observability,README.md,181,vpn-bot logs       # مشاهده لاگ زنده
3xui-telegram-bot-main,mobile_ui,README.md,1,# 3xui-telegram-bot
3xui-telegram-bot-main,mobile_ui,README.md,3,ربات فروش خودکار سرویس VPN برای تلگرام، متصل به پنل **3X-UI**. کاربران می‌توانند سرویس بخرند، تست رایگان بگیرند، کیف پول شارژ کنند، سرویس‌های خود را مدیریت و تمدید کنند — همه به‌صورت خودکار و بدون نیاز به دخالت دستی ادمین (به‌جز تایید پرداخت‌های کارت‌به‌کارت).
3xui-telegram-bot-main,mobile_ui,README.md,50,║          🤖  VPN Sales Bot — Control Panel         ║
3xui-telegram-bot-main,mobile_ui,README.md,52,Service status: ● RUNNING
3xui-telegram-bot-main,mobile_ui,README.md,57,4)  📊 Service status
3xui-telegram-bot-main,mobile_ui,README.md,63,10) 📈 Quick database stats
3xui-telegram-bot-main,mobile_ui,README.md,65,"12) 🩺 Health check (panel, proxy, token)"
3xui-telegram-bot-main,mobile_ui,README.md,66,13) 🗑  Uninstall CLI & service
3xui-telegram-bot-main,deployment_ops,README.md,40,- ⚙️ سرویس **systemd** با ری‌استارت خودکار در صورت کرش یا ری‌بوت سرور
3xui-telegram-bot-main,deployment_ops,README.md,52,Service status: ● RUNNING
3xui-telegram-bot-main,deployment_ops,README.md,57,4)  📊 Service status
3xui-telegram-bot-main,deployment_ops,README.md,66,13) 🗑  Uninstall CLI & service
3xui-telegram-bot-main,deployment_ops,README.md,108,bash <(curl -fsSL https://raw.githubusercontent.com/alireza2692/3xui-telegram-bot/main/install.sh)
3xui-telegram-bot-main,deployment_ops,README.md,118,5. یک سرویس `systemd` به نام `vpnbot` می‌سازد (ری‌استارت خودکار در صورت کرش)
3xui-telegram-bot-main,security_boundary,README.md,38,- 🔌 اتصال به پنل صرفاً از طریق **API Token** (بدون نیاز به یوزرنیم/پسورد پنل)
3xui-telegram-bot-main,security_boundary,README.md,65,"12) 🩺 Health check (panel, proxy, token)"
3xui-telegram-bot-main,security_boundary,README.md,95,- یک پنل **3X-UI** فعال با یک **API Token** ساخته‌شده
3xui-telegram-bot-main,dns,config.py,5,from dotenv import load_dotenv
3xui-telegram-bot-main,dns,config.py,7,load_dotenv()
3xui-telegram-bot-main,proxy_tunnel,config.py,59,"bot_token: str = field(default_factory=lambda: os.environ[""BOT_TOKEN""])"
3xui-telegram-bot-main,proxy_tunnel,config.py,60,"support: str = field(default_factory=lambda: os.environ[""SUPPORT""])"
3xui-telegram-bot-main,proxy_tunnel,config.py,61,"admin_ids: List[int] = field(default_factory=lambda: _int_list(os.getenv(""ADMIN_IDS"", """")))"
3xui-telegram-bot-main,proxy_tunnel,config.py,63,"required_channel_id: int = field(default_factory=lambda: int(os.getenv(""REQUIRED_CHANNEL_ID"", ""0"")))"
3xui-telegram-bot-main,proxy_tunnel,config.py,64,"required_channel_invite: str = field(default_factory=lambda: os.getenv(""REQUIRED_CHANNEL_INVITE"", """"))"
3xui-telegram-bot-main,proxy_tunnel,config.py,66,"panel_url: str = field(default_factory=lambda: os.environ[""PANEL_URL""].rstrip(""/""))"
3xui-telegram-bot-main,proxy_tunnel,config.py,67,"panel_path: str = field(default_factory=lambda: os.getenv(""PANEL_PATH"", """").rstrip(""/""))"
3xui-telegram-bot-main,proxy_tunnel,config.py,68,"panel_api_token: str = field(default_factory=lambda: os.environ[""PANEL_API_TOKEN""])"
3xui-telegram-bot-main,firewall_policy,config.py,3,"from dataclasses import dataclass, field"
3xui-telegram-bot-main,firewall_policy,config.py,57,@dataclass
3xui-telegram-bot-main,tls_crypto,config.py,33,"inbounds = [(fallback_id, ""default"", ""xtls-rprx-vision"")]"
3xui-telegram-bot-main,scanning_diag,config.py,1,from __future__ import annotations
3xui-telegram-bot-main,scanning_diag,config.py,2,import os
3xui-telegram-bot-main,scanning_diag,config.py,3,"from dataclasses import dataclass, field"
3xui-telegram-bot-main,scanning_diag,config.py,4,"from typing import List, Tuple"
3xui-telegram-bot-main,scanning_diag,config.py,5,from dotenv import load_dotenv
3xui-telegram-bot-main,scanning_diag,config.py,60,"support: str = field(default_factory=lambda: os.environ[""SUPPORT""])"
3xui-telegram-bot-main,scanning_diag,config.py,75,"proxy_port: str = field(default_factory=lambda: os.getenv(""PROXY_PORT"", """").strip())"
3xui-telegram-bot-main,scanning_diag,config.py,79,return bool(self.proxy_host and self.proxy_port)
3xui-telegram-bot-main,observability,config.py,84,"log_channel_id: int = field(default_factory=lambda: int(os.getenv(""LOG_CHANNEL_ID"", ""0"")))"
3xui-telegram-bot-main,mobile_ui,config.py,18,Falls back to a single inbound built from INBOUND_ID if INBOUNDS is unset.
3xui-telegram-bot-main,mobile_ui,config.py,63,"required_channel_id: int = field(default_factory=lambda: int(os.getenv(""REQUIRED_CHANNEL_ID"", ""0"")))"
3xui-telegram-bot-main,mobile_ui,config.py,64,"required_channel_invite: str = field(default_factory=lambda: os.getenv(""REQUIRED_CHANNEL_INVITE"", """"))"
3xui-telegram-bot-main,mobile_ui,config.py,66,"panel_url: str = field(default_factory=lambda: os.environ[""PANEL_URL""].rstrip(""/""))"
3xui-telegram-bot-main,mobile_ui,config.py,67,"panel_path: str = field(default_factory=lambda: os.getenv(""PANEL_PATH"", """").rstrip(""/""))"
3xui-telegram-bot-main,mobile_ui,config.py,68,"panel_api_token: str = field(default_factory=lambda: os.environ[""PANEL_API_TOKEN""])"
3xui-telegram-bot-main,security_boundary,config.py,59,"bot_token: str = field(default_factory=lambda: os.environ[""BOT_TOKEN""])"
3xui-telegram-bot-main,security_boundary,config.py,68,"panel_api_token: str = field(default_factory=lambda: os.environ[""PANEL_API_TOKEN""])"
3xui-telegram-bot-main,retry_recovery,.gitignore,79,.ipynb_checkpoints
3xui-telegram-bot-main,proxy_tunnel,.gitignore,37,pip-delete-this-directory.txt
3xui-telegram-bot-main,proxy_tunnel,.gitignore,123,"#   Pixi creates a virtual environment in the .pixi directory, just like venv module creates one"
3xui-telegram-bot-main,proxy_tunnel,.gitignore,124,#   in the .venv directory. It is recommended not to include this directory in version control.
3xui-telegram-bot-main,proxy_tunnel,.gitignore,193,"#   Ignore directories containing user credentials, local state, and settings."
3xui-telegram-bot-main,persistence_queue,.gitignore,2,__pycache__/
3xui-telegram-bot-main,persistence_queue,.gitignore,45,.cache
3xui-telegram-bot-main,persistence_queue,.gitignore,51,.pytest_cache/
3xui-telegram-bot-main,persistence_queue,.gitignore,61,db.sqlite3
3xui-telegram-bot-main,persistence_queue,.gitignore,62,db.sqlite3-journal
3xui-telegram-bot-main,persistence_queue,.gitignore,66,.webassets-cache
3xui-telegram-bot-main,persistence_queue,.gitignore,171,.mypy_cache/
3xui-telegram-bot-main,persistence_queue,.gitignore,207,.ruff_cache/
3xui-telegram-bot-main,scanning_diag,.gitignore,39,# Unit test / coverage reports
3xui-telegram-bot-main,scanning_diag,.gitignore,93,"#   having no cross-platform support, pipenv may install dependencies that don't work, or not"
3xui-telegram-bot-main,observability,.gitignore,35,# Installer logs
3xui-telegram-bot-main,observability,.gitignore,36,pip-log.txt
3xui-telegram-bot-main,observability,.gitignore,59,*.log
3xui-telegram-bot-main,mobile_ui,.gitignore,11,build/
3xui-telegram-bot-main,mobile_ui,.gitignore,31,"#   before PyInstaller builds the exe, so as to inject date/other infos into it."
3xui-telegram-bot-main,mobile_ui,.gitignore,72,docs/_build/
3xui-telegram-bot-main,mobile_ui,.gitignore,74,# PyBuilder
3xui-telegram-bot-main,mobile_ui,.gitignore,75,.pybuilder/
3xui-telegram-bot-main,mobile_ui,.gitignore,118,.pdm-build/
3xui-telegram-bot-main,deployment_ops,.gitignore,25,.installed.cfg
3xui-telegram-bot-main,deployment_ops,.gitignore,29,# PyInstaller
3xui-telegram-bot-main,deployment_ops,.gitignore,31,"#   before PyInstaller builds the exe, so as to inject date/other infos into it."
3xui-telegram-bot-main,deployment_ops,.gitignore,35,# Installer logs
3xui-telegram-bot-main,deployment_ops,.gitignore,92,"#   However, in case of collaboration, if having platform-specific dependencies or dependencies"
3xui-telegram-bot-main,deployment_ops,.gitignore,93,"#   having no cross-platform support, pipenv may install dependencies that don't work, or not"
3xui-telegram-bot-main,deployment_ops,.gitignore,94,#   install all needed dependencies.
3xui-telegram-bot-main,deployment_ops,.gitignore,99,"#   This is especially recommended for binary packages to ensure reproducibility, and is more"
3xui-telegram-bot-main,security_boundary,.gitignore,193,"#   Ignore directories containing user credentials, local state, and settings."
3xui-telegram-bot-main,security_boundary,.gitignore,218,.streamlit/secrets.toml
3xui-telegram-bot-main,interception_evasion,.gitignore,31,"#   before PyInstaller builds the exe, so as to inject date/other infos into it."
3xui-telegram-bot-main,proxy_tunnel,database.py,17,PRAGMA temp_store=MEMORY;
3xui-telegram-bot-main,proxy_tunnel,database.py,196,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,239,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,256,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,289,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,303,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,321,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,proxy_tunnel,database.py,354,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,persistence_queue,database.py,2,import aiosqlite
3xui-telegram-bot-main,persistence_queue,database.py,12,async with aiosqlite.connect(DB) as db:
3xui-telegram-bot-main,persistence_queue,database.py,15,PRAGMA cache_size=-8000;
3xui-telegram-bot-main,persistence_queue,database.py,31,CREATE TABLE IF NOT EXISTS transactions (
3xui-telegram-bot-main,persistence_queue,database.py,151,async with aiosqlite.connect(DB) as db:
3xui-telegram-bot-main,persistence_queue,database.py,162,async with aiosqlite.connect(DB) as db:
3xui-telegram-bot-main,persistence_queue,database.py,169,async with aiosqlite.connect(DB) as db:
3xui-telegram-bot-main,persistence_queue,database.py,173,"""INSERT INTO transactions(telegram_id,amount,description) VALUES(?,?,?)"","
3xui-telegram-bot-main,scanning_diag,database.py,1,from __future__ import annotations
3xui-telegram-bot-main,scanning_diag,database.py,2,import aiosqlite
3xui-telegram-bot-main,scanning_diag,database.py,3,import logging
3xui-telegram-bot-main,scanning_diag,database.py,4,from typing import Optional
3xui-telegram-bot-main,scanning_diag,database.py,5,from config import cfg
3xui-telegram-bot-main,observability,database.py,3,import logging
3xui-telegram-bot-main,observability,database.py,7,logger = logging.getLogger(__name__)
3xui-telegram-bot-main,observability,database.py,93,CREATE TABLE IF NOT EXISTS broadcast_log (
3xui-telegram-bot-main,observability,database.py,147,"logger.info(""DB ready: %s"", DB)"
3xui-telegram-bot-main,proxy_tunnel,install.sh,17,"read -rp ""Install directory [default: /root/bot]: "" BOT_DIR"
3xui-telegram-bot-main,proxy_tunnel,install.sh,24,"echo ""  2) Restore from an existing backup (.tar.gz made by 'vpn-bot backup')"""
3xui-telegram-bot-main,proxy_tunnel,install.sh,30,"RESTORE_MODE=""n"""
3xui-telegram-bot-main,proxy_tunnel,install.sh,32,"RESTORE_MODE=""y"""
3xui-telegram-bot-main,proxy_tunnel,install.sh,39,"if [ ""$RESTORE_MODE"" == ""n"" ]; then"
3xui-telegram-bot-main,proxy_tunnel,install.sh,60,"echo ""Failed to clone the repository."""
3xui-telegram-bot-main,proxy_tunnel,install.sh,72,"if [ ""$RESTORE_MODE"" == ""n"" ]; then"
3xui-telegram-bot-main,proxy_tunnel,install.sh,80,"info ""Mandatory channel membership"""
3xui-telegram-bot-main,persistence_queue,install.sh,7,"echo ""Please run this script as root (sudo)."""
3xui-telegram-bot-main,persistence_queue,install.sh,226,"PKGS=""python3 python3-pip sqlite3 curl python3-venv python3-full nano git rsync"""
3xui-telegram-bot-main,persistence_queue,install.sh,229,elif command -v dnf &> /dev/null; then dnf install -y -q python3 python3-pip python3-virtualenv sqlite curl nano git rsync
3xui-telegram-bot-main,persistence_queue,install.sh,230,elif command -v yum &> /dev/null; then yum install -y -q python3 python3-pip sqlite curl nano git rsync
3xui-telegram-bot-main,tls_crypto,install.sh,115,"ask_yesno ""Enable Vision flow (xtls-rprx-vision) for these inbounds?"" WANT_VISION"
3xui-telegram-bot-main,tls_crypto,install.sh,117,"[ ""$WANT_VISION"" == ""y"" ] && FLOW=""xtls-rprx-vision"""
3xui-telegram-bot-main,tls_crypto,install.sh,141,"ask_yesno ""Enable Vision flow (xtls-rprx-vision) for it?"" WANT_VISION"
3xui-telegram-bot-main,tls_crypto,install.sh,143,"[ ""$WANT_VISION"" == ""y"" ] && FLOW=""xtls-rprx-vision"""
3xui-telegram-bot-main,scanning_diag,install.sh,42,export DEBIAN_FRONTEND=noninteractive
3xui-telegram-bot-main,scanning_diag,install.sh,77,"ask_required ""Support Username (@support)"" SUPPORT"
3xui-telegram-bot-main,scanning_diag,install.sh,92,"ask_required ""Panel URL with https and port - no trailing slash (e.g. https://example.com:2053)"" PANEL_URL"
3xui-telegram-bot-main,scanning_diag,install.sh,156,"ask_required ""Proxy port"" PROXY_PORT"
3xui-telegram-bot-main,scanning_diag,install.sh,159,"PROXY_PORT="""""
3xui-telegram-bot-main,scanning_diag,install.sh,206,PROXY_PORT=${PROXY_PORT}
3xui-telegram-bot-main,scanning_diag,install.sh,212,SUPPORT=${SUPPORT}
3xui-telegram-bot-main,scanning_diag,install.sh,221,"command -v python3 &> /dev/null && PY_VER=$(python3 -c 'import sys; print(f""{sys.version_info.major}.{sys.version_info.minor}"")')"
3xui-telegram-bot-main,observability,install.sh,163,"info ""Log channel"""
3xui-telegram-bot-main,observability,install.sh,164,"ask_yesno ""Enable the log channel?"" WANT_LOG"
3xui-telegram-bot-main,observability,install.sh,165,"[ ""$WANT_LOG"" == ""y"" ] && ask_required ""Log channel numeric ID"" LOG_CHANNEL_ID || LOG_CHANNEL_ID=""0"""
3xui-telegram-bot-main,observability,install.sh,208,LOG_CHANNEL_ID=${LOG_CHANNEL_ID}
3xui-telegram-bot-main,mobile_ui,install.sh,3,"REPO_URL=""https://github.com/alireza2692/3xui-telegram-bot.git"""
3xui-telegram-bot-main,mobile_ui,install.sh,6,"if [ ""$EUID"" -ne 0 ]; then"
3xui-telegram-bot-main,mobile_ui,install.sh,13,"echo ""   3XUI Telegram Bot - Lightweight Installer"""
3xui-telegram-bot-main,mobile_ui,install.sh,42,export DEBIAN_FRONTEND=noninteractive
3xui-telegram-bot-main,mobile_ui,install.sh,75,"ask_required ""Bot token (BOT_TOKEN)"" BOT_TOKEN"
3xui-telegram-bot-main,mobile_ui,install.sh,76,"ask_required ""Admin numeric IDs (from @userinfobot,comma-separated, e.g. 123,456)"" ADMIN_IDS"
3xui-telegram-bot-main,mobile_ui,install.sh,77,"ask_required ""Support Username (@support)"" SUPPORT"
3xui-telegram-bot-main,mobile_ui,install.sh,83,"ask_required ""Channel numeric ID"" REQUIRED_CHANNEL_ID"
3xui-telegram-bot-main,deployment_ops,install.sh,13,"echo ""   3XUI Telegram Bot - Lightweight Installer"""
3xui-telegram-bot-main,deployment_ops,install.sh,17,"read -rp ""Install directory [default: /root/bot]: "" BOT_DIR"
3xui-telegram-bot-main,deployment_ops,install.sh,23,"echo ""  1) Fresh install - download source from GitHub and answer all questions"""
3xui-telegram-bot-main,deployment_ops,install.sh,43,apt-get update -qq && apt-get install -y -qq git
3xui-telegram-bot-main,deployment_ops,install.sh,44,elif command -v dnf &> /dev/null; then dnf install -y -q git
3xui-telegram-bot-main,deployment_ops,install.sh,45,elif command -v yum &> /dev/null; then yum install -y -q git
3xui-telegram-bot-main,deployment_ops,install.sh,219,"info ""Checking and installing system dependencies..."""
3xui-telegram-bot-main,deployment_ops,install.sh,228,apt-get install -y -qq $PKGS
3xui-telegram-bot-main,security_boundary,install.sh,75,"ask_required ""Bot token (BOT_TOKEN)"" BOT_TOKEN"
3xui-telegram-bot-main,security_boundary,install.sh,94,"ask_required ""Panel API token"" PANEL_API_TOKEN"
3xui-telegram-bot-main,security_boundary,install.sh,102,"INBOUNDS_JSON=$(curl -sk --max-time 15 -H ""Authorization: Bearer ${PANEL_API_TOKEN}"" ""${PANEL_URL}${PANEL_PATH}/panel/api/inbounds/list"" 2>/dev/null || true)"
3xui-telegram-bot-main,security_boundary,install.sh,104,"INBOUNDS_JSON=$(curl -sk --max-time 15 -H ""Authorization: Bearer ${PANEL_API_TOKEN}"" ""${PANEL_URL}${PANEL_PATH}/panel/inbounds/list"" 2>/dev/null || true)"
3xui-telegram-bot-main,security_boundary,install.sh,123,"LINE=$(python3 ""$BOT_DIR/scripts/parse_panel.py"" --action validate --json ""$INBOUNDS_JSON"" --id ""$idx"")"
3xui-telegram-bot-main,security_boundary,install.sh,195,BOT_TOKEN=${BOT_TOKEN}
3xui-telegram-bot-main,security_boundary,install.sh,201,PANEL_API_TOKEN=${PANEL_API_TOKEN}
3xui-telegram-bot-main,dns,requirements.txt,5,python-dotenv==1.0.1
3xui-telegram-bot-main,proxy_tunnel,requirements.txt,3,aiohttp-socks==0.9.1
3xui-telegram-bot-main,persistence_queue,requirements.txt,4,aiosqlite==0.20.0
3xui-telegram-bot-main,proxy_tunnel,LICENSE,19,"LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM,"
3xui-telegram-bot-main,scanning_diag,LICENSE,13,copies or substantial portions of the Software.
3xui-telegram-bot-main,deployment_ops,LICENSE,6,"of this software and associated documentation files (the ""Software""), to deal"
3xui-telegram-bot-main,security_boundary,LICENSE,5,"Permission is hereby granted, free of charge, to any person obtaining a copy"
3xui-telegram-bot-main,security_boundary,LICENSE,12,The above copyright notice and this permission notice shall be included in all
3xui-telegram-bot-main,security_boundary,LICENSE,18,"AUTHORS OR COPYRIGHT HOLDERS BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER"
3xui-telegram-bot-main,persistence_queue,utils/pricing.py,2,import database as db
3xui-telegram-bot-main,scanning_diag,utils/pricing.py,1,from __future__ import annotations
3xui-telegram-bot-main,scanning_diag,utils/pricing.py,2,import database as db
3xui-telegram-bot-main,scanning_diag,utils/pricing.py,3,from config import cfg
3xui-telegram-bot-main,scanning_diag,utils/qr.py,1,import io
3xui-telegram-bot-main,scanning_diag,utils/qr.py,2,import qrcode
3xui-telegram-bot-main,proxy_tunnel,utils/payment_reminder.py,13,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,persistence_queue,utils/payment_reminder.py,4,import aiosqlite
3xui-telegram-bot-main,persistence_queue,utils/payment_reminder.py,12,async with aiosqlite.connect(cfg.db_path) as db:
3xui-telegram-bot-main,persistence_queue,utils/payment_reminder.py,13,db.row_factory = aiosqlite.Row
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,1,import asyncio
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,2,import logging
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,3,from aiogram import Bot
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,4,import aiosqlite
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,5,from config import cfg
3xui-telegram-bot-main,scanning_diag,utils/payment_reminder.py,6,from keyboards import admin_payment_kb
3xui-telegram-bot-main,observability,utils/payment_reminder.py,2,import logging
3xui-telegram-bot-main,observability,utils/payment_reminder.py,8,logger = logging.getLogger(__name__)
3xui-telegram-bot-main,observability,utils/payment_reminder.py,49,"logger.error(""Payment reminder to admin %s failed: %s"", admin_id, e)"
3xui-telegram-bot-main,observability,utils/payment_reminder.py,58,"logger.error(""Payment reminder loop error: %s"", e)"
3xui-telegram-bot-main,deployment_ops,utils/payment_reminder.py,1,import asyncio
3xui-telegram-bot-main,deployment_ops,utils/payment_reminder.py,54,await asyncio.sleep(30 * 60)
3xui-telegram-bot-main,persistence_queue,utils/reminder.py,4,import database as db
3xui-telegram-bot-main,scanning_diag,utils/reminder.py,1,import asyncio
3xui-telegram-bot-main,scanning_diag,utils/reminder.py,2,import logging
3xui-telegram-bot-main,scanning_diag,utils/reminder.py,3,from aiogram import Bot
3xui-telegram-bot-main,scanning_diag,utils/reminder.py,4,import database as db
3xui-telegram-bot-main,scanning_diag,utils/reminder.py,5,from services.panel import panel
3xui-telegram-bot-main,observability,utils/reminder.py,2,import logging
3xui-telegram-bot-main,observability,utils/reminder.py,7,logger = logging.getLogger(__name__)
3xui-telegram-bot-main,observability,utils/reminder.py,50,"logger.debug(""Reminder check %s: %s"", email, e)"
3xui-telegram-bot-main,observability,utils/reminder.py,58,"logger.info(""Expiry reminder check done"")"
3xui-telegram-bot-main,observability,utils/reminder.py,60,"logger.error(""Reminder loop error: %s"", e)"
3xui-telegram-bot-main,mobile_ui,utils/reminder.py,5,from services.panel import panel
3xui-telegram-bot-main,mobile_ui,utils/reminder.py,16,c = await panel.get_client(email)
3xui-telegram-bot-main,mobile_ui,utils/reminder.py,20,"days_left = panel.remaining_days(c[""expiryTime""])"
3xui-telegram-bot-main,mobile_ui,utils/reminder.py,21,"used_gb = panel.bytes_to_gb(c[""usedTraffic""])"
3xui-telegram-bot-main,mobile_ui,utils/reminder.py,22,"total_gb = panel.bytes_to_gb(c[""totalGB""])"
3xui-telegram-bot-main,deployment_ops,utils/reminder.py,1,import asyncio
3xui-telegram-bot-main,deployment_ops,utils/reminder.py,5,from services.panel import panel
3xui-telegram-bot-main,deployment_ops,utils/reminder.py,51,await asyncio.sleep(0.1)
3xui-telegram-bot-main,deployment_ops,utils/reminder.py,61,await asyncio.sleep(12 * 3600)
3xui-telegram-bot-main,scanning_diag,utils/log_channel.py,1,from __future__ import annotations
3xui-telegram-bot-main,scanning_diag,utils/log_channel.py,2,import logging
3xui-telegram-bot-main,scanning_diag,utils/log_channel.py,3,from aiogram import Bot
3xui-telegram-bot-main,scanning_diag,utils/log_channel.py,4,from config import cfg
3xui-telegram-bot-main,observability,utils/log_channel.py,2,import logging
3xui-telegram-bot-main,observability,utils/log_channel.py,6,logger = logging.getLogger(__name__)
