record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR226-R011,n/a,CG226-shadowsocks-rust,shadowsocks-rust,repository-accountability,shadowsocks-rust complete repository accountability,repository,evidence corpus,context-dependent,.circleci/config.yml,85b2699b1ca3bba3caf6aca2c21f883e2dcf3895b810927c904a0f6801d466eb,n/a,exhaustive review,one-to-many,reference-only,Every archive surface is hash-accounted; independent high-signal modules and files receive child records.,convergence evidence,n/a,all donor files/directories/definitions remain traceable,repository accountability alone is never implementation evidence,n/a,governance/convergence/post-refactor-226-surface-accountability.csv,none,provenance retained; no legal conclusion encoded in technical evidence,low,n/a,high,verified
PR226-M012,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,.circleci,.circleci semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,.circleci/config.yml,85b2699b1ca3bba3caf6aca2c21f883e2dcf3895b810927c904a0f6801d466eb,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M012,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M013,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,@root,@root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,.travis.yml,5e67da4dc81b970e8201302adc9c35411a06e4b75839e5801af96a8ffaa4059e,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M013,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M014,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,acl,acl semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,acl/genacl_proxy_gfw_bypass_china_ip.py,4c31371c1c8521a1b59759ea2c4ef715f6a495daed95aa4bc8932cd9c540cbfe,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M014,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M015,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,bin,bin semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,bin/sslocal.rs,84f988ba13fc499acd8e675e9eaaea4fb10874c0fa1b3d9a07cf99b7e3fd8774,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M015,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M016,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,build,build semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,build/build-host-release.ps1,75a97a178b93287c774f565e2cf3c7ba57aad798de22646b7c9c58fef0523d25,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M016,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M017,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,configs,configs semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,configs/genipset.py,85355047da7c56faba3687ceaa44963bcda8556ea366b664598f1b9c82551f55,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M017,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M018,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks,crates shadowsocks semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/Cargo.toml,2d349fc3387a767ae8155ea3fb8f6949c0d01d53100b2690f2ea3ce7bf257dbf,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M018,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M019,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-config.rs,crates shadowsocks config.rs semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/config.rs,350b33851b02e4245da73e2e3b9ba0fe4b69f8e6c1055c48ce1d0a81bdbfbd39,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M019,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M020,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-context.rs,crates shadowsocks context.rs semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/context.rs,0d316cf17f98d8d061db41f3a11e02644c41ca954de28f0b90f0733040dea621,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M020,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M021,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-dns_resolver,crates shadowsocks dns_resolver semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/dns_resolver/hickory_dns_resolver.rs,5f9f00582b8c76f8d2e6ab9ed4a63c964204316b1fbb4cb6fb6973ed66848e54,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M021,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M022,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-lib.rs,crates shadowsocks lib.rs semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/lib.rs,0c02fe660dfccd9db37d30f6b64d0d1d629276fea53008d08e41ee3f6288081c,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M022,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M023,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-manager,crates shadowsocks manager semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/manager/client.rs,641a6eb5f97306f1ee75551dae8d1bead5ac72ff36cc7206785d976ca40db5cb,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M023,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M024,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-net,crates shadowsocks net semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/net/mod.rs,ee6ad0e215356dc3d6810b5c4010623caa8892fed3d0fdca07388a8de053750e,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M024,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
PR226-M025,PR226-R011,CG226-shadowsocks-ss2022-admission-and-runtime-ownership,shadowsocks-rust,crates-shadowsocks-plugin,crates shadowsocks plugin semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,crates/shadowsocks/src/plugin/mod.rs,95f2f27f063500e411cafc174d0808d8c89c495ff84701ab0a2ba2052a5dd4eb,n/a,oracle extraction + authority consolidation,many-to-one,hardened,Crypto/framing/runtime material is retained as an oracle; target-native admission is hardened while zero-consumer duplicate runtime facades are retired. Behavioral evidence: src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestShadowsocks2022KeyAdmission,Shadowsocks/SS2022 admission and runtime ownership,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go#validateShadowsocks2022Key;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,SS2022 key components have exact method-specific decoded lengths and the external core-manager remains the sole runtime owner,no duplicate Go/Rust Shadowsocks runtime or malformed/unknown 2022 key can gain execution authority,scripts/checks/check_post_refactor_226_convergence.py#semantic-PR226-M025,Profiles/Connections,target-native bounded hardening/planning only; existing write/runtime owners remain authoritative,provenance retained; no legal conclusion encoded in technical evidence,high,PR226-R011,high,verified
