donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
LEGION2-main,images/legion2/Legion2-v0.4.0-topology.png,a409e0e86d60464fde4bbde5262199219bde009a29ea60623feb8845640bdffd,62175,file,Other,media,derived,PR160-M001;PR160-C0008,semantic_tags=logging_observability
LEGION2-main,images/legion2/logo2v0.3.3.png,c0115926e57b95a04e717efc6bd0613cd394faf5285e797335bbccf325fd8095,1269246,file,Other,media,derived,PR160-M001;PR160-C0008,semantic_tags=logging_observability
LEGION2-main,images/legion2/logo2v0.3.3.jpg,bf990654912be451407dd0b57f5c7b4ebce1cbb7ced3a0741a6d737ecaae6bbd,214482,file,Other,media,derived,PR160-M001;PR160-C0008,semantic_tags=logging_observability
LEGION2-main,images/legion2/Legion2-v0.4.0-dashboard.png,eb4f719d8ab811dd5d5be0d993135fc160c85e13d687e7861fe95c4ee83ba2fa,205983,file,Other,media,derived,PR160-M001;PR160-C0021,semantic_tags=ui_operator
LEGION2-main,.github/workflows/release.yml,dda8b803cb51ebd53422de258137900697b9c48c619f2db230dcf9bacb5b289f,3418,file,Config,repository-administration,supporting,PR160-M001;PR160-C0023;PR160-C0002,semantic_tags=update_supplychain;build_ci_packaging
LEGION2-main,src/stores/appStore.ts,64781978b0256ac2d76cada462001ae377b214384eb51a6d6ea48e625712b481,20988,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0018;PR160-C0010,semantic_tags=tor_circumvention;persistence_state
LEGION2-main,src/stores/vulnStore.ts,f19a1f2dd6319c0e6994b4e3f97f807c4874eb5c166d8c6d01e281ac5712a3a9,1233,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0018;PR160-C0010,semantic_tags=tor_circumvention;persistence_state
LEGION2-main,src/stores/hostStore.ts,65b9177572dadd412f666fd0b1d81cbde21224d989e4585255495ac962759044,14028,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0018;PR160-C0010,semantic_tags=tor_circumvention;persistence_state
LEGION2-main,src/stores/serviceStore.ts,ef4805bd850b224d63a80b862073d8d3cf383548e56464e2215c9a1bed6ae276,4174,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0012;PR160-C0018;PR160-C0010,semantic_tags=process_runtime;tor_circumvention;persistence_state
LEGION2-main,src/utils/targetRange.ts,a1a62beef53aef71fe7182b8f21c07a9b0a9107bd856e93b975871e14f31ebd4,2336,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src/utils/scanPhases.ts,0c70477f27df135190f3f670e5387fe6342932201856d55efc60a7ee2754bf0f,604,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src/components/NetworkMap.tsx,7fd2a4bf9ce16d569e9b61f039743d656b29a1901e91815abe2d9b4125eda534,19259,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021,semantic_tags=ui_operator
LEGION2-main,src/components/HostTable.tsx,e6ecc350d0d5f6818c9d9295586ea79ba8f9c57e92d91bd977111261f69c242b,8074,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021,semantic_tags=ui_operator
LEGION2-main,src/components/ResultViewer.tsx,e810770fe8bd9d2cbb8f753e68aa68ca900c7b8969c8ae50c06bfa6629b30a7f,30355,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021,semantic_tags=ui_operator
LEGION2-main,src/components/ScanForm.tsx,0b3a1eda670d2e9d3a9fae7f89fe36814f604dcb2cf3d82cf2a4eb3976a57f88,13292,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021;PR160-C0015,semantic_tags=ui_operator;scanner_recon
LEGION2-main,src/components/ScannerPanel.css,b5f502469204d63326cf9c3f3f9e52d85f2b4eb649def9ae1cf4eb51dd13bcef,3601,file,Web,ui-or-product,authoritative,PR160-M001;PR160-C0021;PR160-C0015,semantic_tags=ui_operator;scanner_recon
LEGION2-main,src/components/ServiceTable.tsx,e5a388977307f2063288a8ca77204c8277d3149c22c7ab5499e59188a899a59c,12631,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0012;PR160-C0021,semantic_tags=process_runtime;ui_operator
LEGION2-main,src/components/ServiceEnrichment.tsx,b6e7378844acc0f877ccb6c060eccd34b56a4b2a2e10778b0c0ae980966c7bf9,7711,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0012;PR160-C0021,semantic_tags=process_runtime;ui_operator
LEGION2-main,src/components/ToolOutput.tsx,9dd61a9e39d39db824b766830d01b355eaeec780f629c9bad3f21ce9e143dcad,11119,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021,semantic_tags=ui_operator
LEGION2-main,src/components/ScannerPanel.tsx,26b7e7af2b8172b8a86ece28a34030048e3409e5e06f20c7cf94ea0c3d5cd5ab,24799,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021;PR160-C0015,semantic_tags=ui_operator;scanner_recon
LEGION2-main,src/components/ScanProgress.tsx,010f8b7ae2d379e9f234b70ca11ae9e19bd337413270cb4f27184cceb227ac43,1225,file,TypeScript,ui-or-product,authoritative,PR160-M001;PR160-C0021;PR160-C0015,semantic_tags=ui_operator;scanner_recon
LEGION2-main,src/services/tauriApi.ts,17a952d794e1f3dbbb12808fbd54a9a897b4c26a22559ae122070cd15ad3033b,2016,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0012;PR160-C0001,semantic_tags=process_runtime;api_controlplane
LEGION2-main,src/services/legionService.ts,605cd3050b8bbd711f94dac421933ebd14047b11891ce7e9481c2610036874d7,2448,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0012;PR160-C0015,semantic_tags=process_runtime;scanner_recon
LEGION2-main,src/types/scanning.ts,6d631453494387a244c2e4d27b9d0980b2afa83fb7adf197479c53f1103a9ad0,1645,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src/types/services.ts,bea7db99845248106b0b7f32288ce11dba1d4f356288c610215b5822c60fd694,703,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0012,semantic_tags=process_runtime
LEGION2-main,src/types/shared.ts,b19ecfaa6080f09aced3abce835b44b0c85af1fee8b42ae1221de431e13d9ee2,3360,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src/types/protocol.ts,7fdd156d793bb4ae1e0a3b62550f65fb40fc0add46a599ba99ef8c4e2aec0528,1056,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src/types/events.ts,5d0f502bb29b3d50364591ef6c77d6045a866f27bf4b4acd4187f359595176c2,493,file,TypeScript,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/capabilities/default.json,b47ff516403178e79c81e95889b8a4664f20e1ce6672daccdb50ae7d0efd7594,382,file,Config,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/.cargo/config.toml,5a5d01c607496aca0ca9c6151bc34417483dcd088dfccbcd8d08718060602d61,80,file,Config,configuration,authoritative,PR160-M001;PR160-C0017;PR160-C0002,semantic_tags=subscription_config;build_ci_packaging
LEGION2-main,src-tauri/icons/icon.ico,155124dd3b7595477468b434462cb16404c4532e0e68e3d29159ed148c962bbf,182921,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/icons/32x32.png,8d4ac2869c774777a3c2cd66c15e9e443486c4252c1d2ba9027d3255e4a7b9be,2435,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/icons/icon.png,b79e62e3040a89b6d4256c9ba9b7fb6cc570d23c77f12228da409d949d8a4be8,274299,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/icons/256x256.png,ed2f1e0197afbe68d777604fe0de420559c1db196c6537be5b4b9d3d7ad6b2f0,83226,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/icons/128x128.png,aa7a519d1dcabbeceedc9ecdf13865339d2e19735ff48a86fdf05d79c018e24e,26121,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/icons/128x128@2x.png,f098ff7ddaea0e90a343ffab790234aa96c426007ae1659d2d9b0c75277cd2e3,83226,file,Other,media,derived,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/migrations/001_initial_schema.sql,6ec6ca2c63868262b1b2fd554a6c94392c5c7ca42ce4f364c5d0a53e0a50baf8,2166,file,Other,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/migrations/002_add_indexes.sql,3c5ba91902b3f173c8b7ce4edf0bc764bb868a5159e5ca0c2f99d9e4fb49b504,151,file,Other,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/migrations/004_add_notes_and_tags_to_hosts.sql,dd222c1c6d8d27761cb5f71f4ec7145d886fb42af7d6055a3174d8632679f524,184,file,Other,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/migrations/006_add_nic_info_to_hosts.sql,66295f5691f7051e146d20a6aca6fd28c9ee2e89957cca46f55aceb4e1516b7b,91,file,Other,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/migrations/003_update_port_vulnerability_schema.sql,9b17e6b68e5ebfacbd0bc173ec42b056304991392208e4344fa6cb7e50c6483d,697,file,Other,implementation,authoritative,PR160-M001;PR160-C0023;PR160-C0010,semantic_tags=update_supplychain;persistence_state
LEGION2-main,src-tauri/migrations/005_add_scan_progress_to_hosts.sql,e4176a18c1bb2096796ce06959c86dc722c381c44a43f3b435b7e8d147c8e0e7,97,file,Other,implementation,authoritative,PR160-M001;PR160-C0010;PR160-C0015,semantic_tags=persistence_state;scanner_recon
LEGION2-main,src-tauri/src/database.rs,f78550427e963140624a2e54879639b8519e877152b9f3e411d1ad74c6fe3984,49526,file,Rust,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/src/os.rs,92083fbf6cfa77690b3c3637fbca21e4bcf1bda0484044446d47ac87db7dbd96,11656,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/session_state.rs,d1804f3cf41d289e1afea645ac3fd34a2198b3147750be710f57852687e1b309,2940,file,Rust,implementation,authoritative,PR160-M001;PR160-C0010,semantic_tags=persistence_state
LEGION2-main,src-tauri/src/main.rs,592337ba01f3d4cab9e366a5cbe2b31cfc1fc7c8e62a6fe22ff9ac478a8a1e95,6181,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/modules.rs,67cd860f64b03ccfc5058d8acfbf72cf1f2cea5e8acbd6177e8f5d175a6cdbe4,6296,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/plan.rs,2b04ccf7f412fc9f16a9e71cbf8ecab786280ab83809ea47df9216cb99bc6e97,10334,file,Rust,implementation,authoritative,PR160-M001;PR160-C0003,semantic_tags=commerce_account
LEGION2-main,src-tauri/src/shared/session.rs,052a2077ff8f981a9d9272858727fc5a908a7dc4df5157673dd38d09480f50c9,10040,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/traits.rs,7c6b19f67675cc96d19802a1532a399c3bd25c06e123bf09c63a22d5671d1dac,542,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/shared.rs,b09a81c0fc61bf2cf0ebde46f139f08afb8c2645a073c489a550fb6fd71d904e,6268,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/types.rs,736d8bf82988a3b5079fef903ff9e80b96613c392b83dfde4ff370e3e09b51c7,8582,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/port.rs,dd46278a3771db9fc8d2617a3a2a6feb54576dafc4bbaa5ca64a5fd9a1bb6543,13572,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/mod.rs,16e586b362ad97c9385c9a68fe38600a29c9b62e469e9d4e866c9fdb88b8a66a,252,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/service.rs,01663bd07b43cf37bfbf216d0ae54ffaec0816e60fe411608b7307662c7d74dc,17540,file,Rust,implementation,authoritative,PR160-M001;PR160-C0012,semantic_tags=process_runtime
LEGION2-main,src-tauri/src/shared/os.rs,1da885ed22464dfded7d36b9cebf157da6568f361b5122cd0f084e5d84a3d027,11215,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/scan_types.rs,c2e7e06acc0566d0fc4734c15be586d41abf5ccf4404fb36496f4db12cca4364,13159,file,Rust,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src-tauri/src/shared/host.rs,c28d3b62138031b43a0a81952e0bb33cf81cf0c8d5cd9e06aefd7f969d39c7c0,14017,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/shared/parser.rs,a26cb3bc4636560f5d6102963214d3d1c21a347e4651b6651ba9f5d68bdc8728,14634,file,Rust,implementation,authoritative,PR160-M001;PR160-C0017,semantic_tags=subscription_config
LEGION2-main,src-tauri/src/shared/modules.rs,bf7350c6b55ad5945ad2a2bdf179b4d54770e17fe40af1d06a138da6ecab68e3,7745,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/network/masscan_stream.rs,01d45d29ced6a5a8c8a0e477b205b659f1691aeb79a330bfa4eba542e914f0ce,3231,file,Rust,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src-tauri/src/network/mod.rs,a5e26b8481c8e5d8d364db4a52b252b69a0b4a888cb53552abf51a517e74a0db,106,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/network/nmap_stream.rs,5929c7d0fb4ab6c17ee9c40f25a7a9eeb2f4562de29932c77c8656ec2ce8df9b,7918,file,Rust,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src-tauri/src/network/hostname_probes.rs,17ad914a5b980b84fed57ae0c42dd0c75ac19f33610815cb05813592cb10425e,15522,file,Rust,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
LEGION2-main,src-tauri/src/network/protocols.rs,e4664c35376671a0a6b773530bff1d399cd0124b80d933dd6d25ea2f670afc6e,28144,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/network/network.rs,ddc6c6e494872d0669f0c0d6193dd719e0c693c8777852b6fe66aa3048205075,5704,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/commands/host_commands.rs,444de419c9c5da3fcdede47277e21a11e9f281d067450b61cd706b08248fdef1,7429,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/cve_commands.rs,ff069a8240393b5237095abd19387280d16815b38a6c460d486be414649c357e,4589,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/mod.rs,764ed018c2671762c4f576ebbd8a441f4e6ddf6af5778dc50a4b097e0cf4fcc4,170,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/os_commands.rs,429bb2e36b52fe65117f2ad566459ca962c0ea87674211fd73de0eb0a775c444,1448,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/analysis_commands.rs,91ad9f156f6f85a6c5927265ca52654d9ee420ab033403ce38a674e523dd1dd9,10936,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/plan_commands.rs,36e40ca73b44772b70fb7222f20692d33e1ebb6e0246d674abd4119c5a36cca2,15202,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001;PR160-C0003,semantic_tags=api_controlplane;commerce_account
LEGION2-main,src-tauri/src/commands/netsniffer_commands.rs,7ceee058ee317ee3d366e5971e6b44a6f9541e147d6c7f06b2ef9e5cf0723ec8,3341,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/commands/engine_commands.rs,cd98fb8251231e8e472e23429c610b2bf14e8d978778ed168c5eadf09c92caf9,8689,file,Rust,implementation,authoritative,PR160-M001;PR160-C0001,semantic_tags=api_controlplane
LEGION2-main,src-tauri/src/utils/validation.rs,34a31f3a9c2f8f67a69008d3493ae92bd2aca9f9bd6ec4110e2dbb186900267c,2576,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/utils/mod.rs,e1ce6bdd55db5b569a4b1d26de8f7e089806758dabbdfbdbe0953acff81de917,78,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/utils/process.rs,77441a49fc3a21419500e63ce2fededfaaf7a17a17fd621b408eb3c485bed5ac,1804,file,Rust,implementation,authoritative,PR160-M001;PR160-C0012,semantic_tags=process_runtime
LEGION2-main,src-tauri/src/utils/parsing.rs,1374b9b043a08328037ec034d781a9db7c34d91b7f153d32040ad207053a08ff,36188,file,Rust,implementation,authoritative,PR160-M001;PR160-C0022,semantic_tags=uncategorized
LEGION2-main,src-tauri/src/utils/xml_parser.rs,abce8028679fef1798afa794c5e6999af4c606df7f265dd9c4ae5a3d220211ec,21526,file,Rust,implementation,authoritative,PR160-M001;PR160-C0017,semantic_tags=subscription_config
LEGION2-main,src-tauri/src/scanners/masscan.rs,a465943f4e1584cdbd194c485873c87a1380adfc13821d9f96d8ccccf031394a,29492,file,Rust,implementation,authoritative,PR160-M001;PR160-C0015,semantic_tags=scanner_recon
