record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR180-M015,n/a,CG-ROOT-mylg,mylg,whole-donor-accountability,complete donor accountability for mylg,repository root,mixed evidence,context-dependent,.travis.yml,791a1f8c0cab6556cdf4700a1c62502bc39265991251ec1100dbfc120599cc38,n/a,inventory and mechanism decomposition,one-to-many,adapted,adapted: real TTL-scoped traceroute semantics replace LumiNet fake repeated-connect tracing; donor CLI/runtime packaging is not imported.,peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,MIT,medium,n/a,high,reviewed
PR180-M016,n/a,CG-ROOT-obfuscated-openssh,obfuscated-openssh,whole-donor-accountability,complete donor accountability for obfuscated-openssh,repository root,mixed evidence,context-dependent,.gitignore,e4102598914efe815feca07bac0347d30d08a8e74196101e8779bb504b6c1854,n/a,inventory and mechanism decomposition,one-to-many,rejected-with-reason,rejected-with-reason: legacy SSH obfuscation uses deliberately weak anti-scanning crypto and would fork obsolete SSH protocol/runtime authority.,peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,BSD-family/OpenSSH composite,medium,n/a,high,reviewed
PR180-M017,n/a,CG-ROOT-okhttp,okhttp,whole-donor-accountability,complete donor accountability for okhttp,repository root,mixed evidence,context-dependent,.editorconfig,775dad9ef8969d4d9c1a7f3ae1a3493610c1fce89b5cf1d38d5e05b9774971ea,n/a,inventory and mechanism decomposition,one-to-many,adapted,adapted: finite follow-up and bounded Retry-After semantics harden LumiNet subscription HTTP resilience without importing the HTTP stack.,peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,Apache-2.0,medium,n/a,high,reviewed
PR180-M018,n/a,CG-ROOT-subconverter,subconverter,whole-donor-accountability,complete donor accountability for subconverter,repository root,mixed evidence,context-dependent,.github/ISSUE_TEMPLATE/bug_report.yml,e8c392810557501b853110ed995904daf295e4af38dc73d0581f467caee0f465,n/a,inventory and mechanism decomposition,one-to-many,superseded,"superseded: broad conversion corpus is useful compatibility evidence, but LumiNet already owns validated parsers for observed SIP002/SSR/VMess/VLESS/Trojan/Hysteria forms and must not add a parallel converter service.",peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,GPL-3.0,medium,n/a,high,reviewed
PR180-M019,n/a,CG-ROOT-tailscale-rs,tailscale-rs,whole-donor-accountability,complete donor accountability for tailscale-rs,repository root,mixed evidence,context-dependent,.github/CODEOWNERS,4c2ed8044c1d058e66c47f52e690076b525988472e62f7015aec7fc719cb8e48,n/a,inventory and mechanism decomposition,one-to-many,adapted,adapted: BART longest-prefix semantics inspired an immutable Go prefix index; full cross-platform netmon remains reference-only because it would introduce a new supervision/route-observation plane.,peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,BSD-3-Clause,medium,n/a,high,reviewed
PR180-M020,n/a,CG-ROOT-tsidp,tsidp,whole-donor-accountability,complete donor accountability for tsidp,repository root,mixed evidence,context-dependent,.github/workflows/ci-linux.yaml,c0dcdfb9856a319698a041d865b360cb3cb180304a6a53d552532893d994709e,n/a,inventory and mechanism decomposition,one-to-many,rejected-with-reason,rejected-with-reason: OIDC/OAuth identity-provider authority is outside LumiNet client scope and would create a new authentication source of truth.,peer evidence accountability,n/a,Every donor surface receives an explicit semantic-bucket disposition; root records do not grant runtime authority.,No donor root is transplanted wholesale or treated as authoritative by file count.,n/a,n/a,none,BSD-3-Clause,medium,n/a,high,reviewed
PR180-C001,PR180-M001,CG-CAT-IPRadar2ForLinux-build-tooling,IPRadar2ForLinux,build-tooling,IPRadar2ForLinux build-tooling semantic bucket,semantic bucket,mixed evidence,context-dependent,IPRadar2/dist_exec/IPRadar2/requirements.txt,a084b7938b69ce2f8d06af8eed5595326dafeaa34097bbb0b24e8402a6fbf82b,n/a,mechanism comparison,many-to-many,reference-only,"3 build-tooling surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C002,PR180-M001,CG-CAT-IPRadar2ForLinux-configuration,IPRadar2ForLinux,configuration,IPRadar2ForLinux configuration semantic bucket,semantic bucket,mixed evidence,context-dependent,READ_ME.txt,5dcbe94e7bcbc754a0085a51f5c460962c741d84146628dacbc55328542b9099,n/a,mechanism comparison,many-to-many,reference-only,"2 configuration surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C003,PR180-M001,CG-CAT-IPRadar2ForLinux-dns-name-resolution,IPRadar2ForLinux,dns-name-resolution,IPRadar2ForLinux dns-name-resolution semantic bucket,semantic bucket,mixed evidence,context-dependent,IPRadar2/hostResolver.py,6a7f61f17495e606a46357172a266b0fccbb1bcb83289aa548c44eaf28e55939,n/a,mechanism comparison,many-to-many,reference-only,"2 dns-name-resolution surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C004,PR180-M001,CG-CAT-IPRadar2ForLinux-documentation-governance,IPRadar2ForLinux,documentation-governance,IPRadar2ForLinux documentation-governance semantic bucket,semantic bucket,mixed evidence,context-dependent,LICENSE,feb97f365ac0e4f31a881d35b3aa90ffb1eb7ac56a9fd26cc018a53b7f9a94b6,n/a,mechanism comparison,many-to-many,reference-only,"4 documentation-governance surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C005,PR180-M001,CG-CAT-IPRadar2ForLinux-media-assets,IPRadar2ForLinux,media-assets,IPRadar2ForLinux media-assets semantic bucket,semantic bucket,mixed evidence,context-dependent,IPRadar2/Icons/marker-dot-icon.png,574c3a5cca85f4114085b6841596d62f00d7c892c7b03f28cbfa301deb1dc437,n/a,mechanism comparison,many-to-many,reference-only,"6 media-assets surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C006,PR180-M001,CG-CAT-IPRadar2ForLinux-network-diagnostics-scanning,IPRadar2ForLinux,network-diagnostics-scanning,IPRadar2ForLinux network-diagnostics-scanning semantic bucket,semantic bucket,mixed evidence,context-dependent,IPRadar2/CheckableComboBox.py,0156c3c365fe8c131748695dde6743cdf6ed4c5eb7f48641d91a08da4a6ee93e,n/a,mechanism comparison,many-to-many,reference-only,"27 network-diagnostics-scanning surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C007,PR180-M001,CG-CAT-IPRadar2ForLinux-runtime-core,IPRadar2ForLinux,runtime-core,IPRadar2ForLinux runtime-core semantic bucket,semantic bucket,mixed evidence,context-dependent,pyvenv.cfg,11b53c9d257e6512db3fa09d876cb09a4b11ad160a7acf27594194513d124625,n/a,mechanism comparison,many-to-many,reference-only,"2 runtime-core surfaces were inventoried and compared. reference-only: passive connection/network visibility is valuable, but process-kill and firewall automation are not adopted without one canonical cross-runtime flow authority.",target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,MIT,low,PR180-M001,high,reviewed
PR180-C008,PR180-M002,CG-CAT-SNI-Spoofing-Go-build-tooling,SNI-Spoofing-Go,build-tooling,SNI-Spoofing-Go build-tooling semantic bucket,semantic bucket,mixed evidence,context-dependent,go.mod,b391107d1c24ddf5832c0fbaeedcbe8df6849266d7b6ff4699fe30a56f9ffc3a,n/a,mechanism comparison,many-to-many,reference-only,1 build-tooling surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C009,PR180-M002,CG-CAT-SNI-Spoofing-Go-configuration,SNI-Spoofing-Go,configuration,SNI-Spoofing-Go configuration semantic bucket,semantic bucket,mixed evidence,context-dependent,.git/config,d62fa332c8ed3cdd7c305ac5a5b1acabf24cc58061156a98e10e04f6138ef49f,n/a,mechanism comparison,many-to-many,reference-only,4 configuration surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C010,PR180-M002,CG-CAT-SNI-Spoofing-Go-documentation-governance,SNI-Spoofing-Go,documentation-governance,SNI-Spoofing-Go documentation-governance semantic bucket,semantic bucket,mixed evidence,context-dependent,BUILD.md,ae6fe51b2b81ffb37ce87b0968c8ba7a35c6ed7e4aaba955e5ca5f6415c96d63,n/a,mechanism comparison,many-to-many,reference-only,3 documentation-governance surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C011,PR180-M002,CG-CAT-SNI-Spoofing-Go-observability-health,SNI-Spoofing-Go,observability-health,SNI-Spoofing-Go observability-health semantic bucket,semantic bucket,mixed evidence,context-dependent,.git/hooks/fsmonitor-watchman.sample,9159720099ad5595b8e66645cbfd47763c1e920f46e0b50ae75e642bbec57ef0,n/a,mechanism comparison,many-to-many,reference-only,4 observability-health surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C012,PR180-M002,CG-CAT-SNI-Spoofing-Go-packet-protocol-evasion,SNI-Spoofing-Go,packet-protocol-evasion,SNI-Spoofing-Go packet-protocol-evasion semantic bucket,semantic bucket,mixed evidence,context-dependent,connection/monitor.go,e4b65a3c293660def109c001d1152283ccc196127a0db0d7d66762fffbb6d121,n/a,mechanism comparison,many-to-many,rejected-with-reason,9 packet-protocol-evasion surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C013,PR180-M002,CG-CAT-SNI-Spoofing-Go-runtime-core,SNI-Spoofing-Go,runtime-core,SNI-Spoofing-Go runtime-core semantic bucket,semantic bucket,mixed evidence,context-dependent,.git/HEAD,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80,n/a,mechanism comparison,many-to-many,rejected-with-reason,30 runtime-core surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C014,PR180-M002,CG-CAT-SNI-Spoofing-Go-test-evaluation,SNI-Spoofing-Go,test-evaluation,SNI-Spoofing-Go test-evaluation semantic bucket,semantic bucket,mixed evidence,context-dependent,packet/packet_test.go,f4d54b18336cde88a9bde52613cf8c4f5a1111fce4251ec708a232d3601f0f6c,n/a,mechanism comparison,many-to-many,reference-only,1 test-evaluation surfaces were inventoried and compared. rejected-with-reason: raw wrong-sequence TLS injection duplicates LumiNet evasion authority and GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M002,high,reviewed
PR180-C015,PR180-M003,CG-CAT-SNI-Spoofing-Pro-build-tooling,SNI-Spoofing-Pro,build-tooling,SNI-Spoofing-Pro build-tooling semantic bucket,semantic bucket,mixed evidence,context-dependent,requirements.txt,6f138b24ac549b0eaebf4e04f24f5d93aea964d6e1ce5bddf80762ae166fb67a,n/a,mechanism comparison,many-to-many,reference-only,1 build-tooling surfaces were inventoried and compared. rejected-with-reason: raw injection plus deployment/service authority would duplicate existing evasion/runtime owners; GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M003,high,reviewed
PR180-C016,PR180-M003,CG-CAT-SNI-Spoofing-Pro-deployment-release,SNI-Spoofing-Pro,deployment-release,SNI-Spoofing-Pro deployment-release semantic bucket,semantic bucket,mixed evidence,context-dependent,deploy/healthcheck.py,663382dafebd0c67c9cb6ae39647a3d6129b848a71e07c17cf9c72481b9b05c9,n/a,mechanism comparison,many-to-many,rejected-with-reason,10 deployment-release surfaces were inventoried and compared. rejected-with-reason: raw injection plus deployment/service authority would duplicate existing evasion/runtime owners; GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M003,high,reviewed
PR180-C017,PR180-M003,CG-CAT-SNI-Spoofing-Pro-documentation-governance,SNI-Spoofing-Pro,documentation-governance,SNI-Spoofing-Pro documentation-governance semantic bucket,semantic bucket,mixed evidence,context-dependent,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,n/a,mechanism comparison,many-to-many,reference-only,2 documentation-governance surfaces were inventoried and compared. rejected-with-reason: raw injection plus deployment/service authority would duplicate existing evasion/runtime owners; GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M003,high,reviewed
PR180-C018,PR180-M003,CG-CAT-SNI-Spoofing-Pro-media-assets,SNI-Spoofing-Pro,media-assets,SNI-Spoofing-Pro media-assets semantic bucket,semantic bucket,mixed evidence,context-dependent,docs/showcase/manager-ui-showcase.svg,edadb67b02acc304feffd70585419b0fa16127c01295d109a4231304ec6696e3,n/a,mechanism comparison,many-to-many,reference-only,3 media-assets surfaces were inventoried and compared. rejected-with-reason: raw injection plus deployment/service authority would duplicate existing evasion/runtime owners; GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M003,high,reviewed
PR180-C019,PR180-M003,CG-CAT-SNI-Spoofing-Pro-observability-health,SNI-Spoofing-Pro,observability-health,SNI-Spoofing-Pro observability-health semantic bucket,semantic bucket,mixed evidence,context-dependent,core/stats.py,36d807a2ce81ebb012dfcdad5b3ea66a80b0895ec19a82da9e7ed4b3f4d3ed04,n/a,mechanism comparison,many-to-many,reference-only,3 observability-health surfaces were inventoried and compared. rejected-with-reason: raw injection plus deployment/service authority would duplicate existing evasion/runtime owners; GPL source is not directly reused.,target-native mechanism selection,n/a,Bucket contents are evidence only; any authority-bearing adoption requires a narrower fine record.,No bucket-level record authorizes direct donor execution or a second source of truth.,n/a,n/a,none,GPL-3.0,low,PR180-M003,high,reviewed
