donor,directory,direct_files,direct_dirs
tor-android-master,sampletorapp/src/main/res,0,4
tor-android-master,sampletorapp/src/main/res/drawable,2,0
tor-android-master,sampletorapp/src/main/res/layout,1,0
tor-android-master,sampletorapp/src/main/res/mipmap-anydpi-v26,2,0
tor-android-master,sampletorapp/src/main/res/values,1,0
tor-android-master,tor-android-binary,4,1
tor-android-master,tor-android-binary/src,0,2
tor-android-master,tor-android-binary/src/androidTest,0,1
tor-android-master,tor-android-binary/src/androidTest/java,0,1
tor-android-master,tor-android-binary/src/androidTest/java/org,0,1
tor-android-master,tor-android-binary/src/androidTest/java/org/torproject,0,1
tor-android-master,tor-android-binary/src/androidTest/java/org/torproject/jni,2,0
tor-android-master,tor-android-binary/src/main,2,2
tor-android-master,tor-android-binary/src/main/java,0,1
tor-android-master,tor-android-binary/src/main/java/org,0,1
tor-android-master,tor-android-binary/src/main/java/org/torproject,0,1
tor-android-master,tor-android-binary/src/main/java/org/torproject/jni,1,0
tor-android-master,tor-android-binary/src/main/libs,4,0
tor-controller-master,.,8,5
tor-controller-master,cmd,0,2
tor-controller-master,cmd/controller-manager,1,0
tor-controller-master,cmd/tor-local-manager,1,0
tor-controller-master,hack,3,1
tor-controller-master,hack/sample,1,0
tor-controller-master,pkg,1,7
tor-controller-master,pkg/apis,1,1
tor-controller-master,pkg/apis/tor,1,1
tor-controller-master,pkg/apis/tor/v1alpha1,7,0
tor-controller-master,pkg/client,0,3
tor-controller-master,pkg/client/clientset,0,1
tor-controller-master,pkg/client/clientset/versioned,2,3
tor-controller-master,pkg/client/clientset/versioned/fake,3,0
tor-controller-master,pkg/client/clientset/versioned/scheme,2,0
tor-controller-master,pkg/client/clientset/versioned/typed,0,1
tor-controller-master,pkg/client/clientset/versioned/typed/tor,0,1
tor-controller-master,pkg/client/clientset/versioned/typed/tor/v1alpha1,4,1
tor-controller-master,pkg/client/clientset/versioned/typed/tor/v1alpha1/fake,3,0
tor-controller-master,pkg/client/informers,0,1
tor-controller-master,pkg/client/informers/externalversions,2,2
tor-controller-master,pkg/client/informers/externalversions/internalinterfaces,1,0
tor-controller-master,pkg/client/informers/externalversions/tor,1,1
tor-controller-master,pkg/client/informers/externalversions/tor/v1alpha1,2,0
tor-controller-master,pkg/client/listers,0,1
tor-controller-master,pkg/client/listers/tor,0,1
tor-controller-master,pkg/client/listers/tor/v1alpha1,2,0
tor-controller-master,pkg/config,1,0
tor-controller-master,pkg/controller,1,1
tor-controller-master,pkg/controller/onionservice,8,0
tor-controller-master,pkg/inject,3,1
tor-controller-master,pkg/inject/args,1,0
tor-controller-master,pkg/local,2,0
tor-controller-master,pkg/tordaemon,1,0
tor-controller-master,tor-daemon,2,0
tor-controller-master,vendor,0,7
tor-controller-master,vendor/cloud.google.com,0,1
tor-controller-master,vendor/cloud.google.com/go,14,30
tor-controller-master,vendor/cloud.google.com/go/bigquery,19,2
tor-controller-master,vendor/cloud.google.com/go/bigquery/benchmarks,3,0
tor-controller-master,vendor/cloud.google.com/go/bigquery/datatransfer,0,1
tor-controller-master,vendor/cloud.google.com/go/bigquery/datatransfer/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/bigtable,8,4
tor-controller-master,vendor/cloud.google.com/go/bigtable/bttest,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/cmd,0,4
tor-controller-master,vendor/cloud.google.com/go/bigtable/cmd/cbt,2,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/cmd/emulator,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/cmd/loadtest,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/cmd/scantest,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/internal,0,4
tor-controller-master,vendor/cloud.google.com/go/bigtable/internal/cbtconfig,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/internal/gax,2,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/internal/option,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/internal/stat,1,0
tor-controller-master,vendor/cloud.google.com/go/bigtable/testdata,1,0
tor-controller-master,vendor/cloud.google.com/go/civil,1,0
tor-controller-master,vendor/cloud.google.com/go/cmd,0,1
tor-controller-master,vendor/cloud.google.com/go/cmd/go-cloud-debug-agent,1,1
tor-controller-master,vendor/cloud.google.com/go/cmd/go-cloud-debug-agent/internal,0,3
tor-controller-master,vendor/cloud.google.com/go/cmd/go-cloud-debug-agent/internal/breakpoints,1,0
tor-controller-master,vendor/cloud.google.com/go/cmd/go-cloud-debug-agent/internal/controller,1,0
tor-controller-master,vendor/cloud.google.com/go/cmd/go-cloud-debug-agent/internal/valuecollector,1,0
tor-controller-master,vendor/cloud.google.com/go/compute,0,1
tor-controller-master,vendor/cloud.google.com/go/compute/metadata,1,0
tor-controller-master,vendor/cloud.google.com/go/container,1,1
tor-controller-master,vendor/cloud.google.com/go/container/apiv1,2,0
tor-controller-master,vendor/cloud.google.com/go/dataproc,0,1
tor-controller-master,vendor/cloud.google.com/go/dataproc/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/datastore,12,1
tor-controller-master,vendor/cloud.google.com/go/datastore/testdata,1,0
tor-controller-master,vendor/cloud.google.com/go/debugger,0,1
tor-controller-master,vendor/cloud.google.com/go/debugger/apiv2,3,0
tor-controller-master,vendor/cloud.google.com/go/dlp,0,2
tor-controller-master,vendor/cloud.google.com/go/dlp/apiv2,2,0
tor-controller-master,vendor/cloud.google.com/go/dlp/apiv2beta1,3,0
tor-controller-master,vendor/cloud.google.com/go/errorreporting,1,1
tor-controller-master,vendor/cloud.google.com/go/errorreporting/apiv1beta1,5,0
tor-controller-master,vendor/cloud.google.com/go/firestore,15,4
tor-controller-master,vendor/cloud.google.com/go/firestore/apiv1beta1,3,0
tor-controller-master,vendor/cloud.google.com/go/firestore/genproto,1,0
tor-controller-master,vendor/cloud.google.com/go/firestore/internal,4,0
tor-controller-master,vendor/cloud.google.com/go/firestore/testdata,140,0
tor-controller-master,vendor/cloud.google.com/go/iam,1,1
tor-controller-master,vendor/cloud.google.com/go/iam/admin,0,1
tor-controller-master,vendor/cloud.google.com/go/iam/admin/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/internal,2,13
tor-controller-master,vendor/cloud.google.com/go/internal/atomiccache,1,0
tor-controller-master,vendor/cloud.google.com/go/internal/btree,3,0
tor-controller-master,vendor/cloud.google.com/go/internal/fields,2,0
tor-controller-master,vendor/cloud.google.com/go/internal/kokoro,2,0
tor-controller-master,vendor/cloud.google.com/go/internal/optional,1,0
tor-controller-master,vendor/cloud.google.com/go/internal/pretty,2,0
tor-controller-master,vendor/cloud.google.com/go/internal/protostruct,1,0
tor-controller-master,vendor/cloud.google.com/go/internal/readme,3,1
tor-controller-master,vendor/cloud.google.com/go/internal/readme/testdata,8,0
tor-controller-master,vendor/cloud.google.com/go/internal/snipdoc,3,0
tor-controller-master,vendor/cloud.google.com/go/internal/testutil,5,0
tor-controller-master,vendor/cloud.google.com/go/internal/trace,2,0
tor-controller-master,vendor/cloud.google.com/go/internal/tracecontext,1,0
tor-controller-master,vendor/cloud.google.com/go/internal/version,2,0
tor-controller-master,vendor/cloud.google.com/go/language,0,2
tor-controller-master,vendor/cloud.google.com/go/language/apiv1,2,0
tor-controller-master,vendor/cloud.google.com/go/language/apiv1beta2,2,0
tor-controller-master,vendor/cloud.google.com/go/logging,2,3
tor-controller-master,vendor/cloud.google.com/go/logging/apiv2,6,0
tor-controller-master,vendor/cloud.google.com/go/logging/internal,1,1
tor-controller-master,vendor/cloud.google.com/go/logging/internal/testing,2,0
tor-controller-master,vendor/cloud.google.com/go/logging/logadmin,4,0
tor-controller-master,vendor/cloud.google.com/go/longrunning,1,1
tor-controller-master,vendor/cloud.google.com/go/longrunning/autogen,3,0
tor-controller-master,vendor/cloud.google.com/go/monitoring,0,1
tor-controller-master,vendor/cloud.google.com/go/monitoring/apiv3,7,0
tor-controller-master,vendor/cloud.google.com/go/oslogin,0,1
tor-controller-master,vendor/cloud.google.com/go/oslogin/apiv1beta,2,0
tor-controller-master,vendor/cloud.google.com/go/privacy,0,1
tor-controller-master,vendor/cloud.google.com/go/privacy/dlp,0,1
tor-controller-master,vendor/cloud.google.com/go/privacy/dlp/apiv2beta2,2,0
tor-controller-master,vendor/cloud.google.com/go/profiler,5,3
tor-controller-master,vendor/cloud.google.com/go/profiler/busybench,1,0
tor-controller-master,vendor/cloud.google.com/go/profiler/mocks,1,0
tor-controller-master,vendor/cloud.google.com/go/profiler/proftest,1,0
tor-controller-master,vendor/cloud.google.com/go/pubsub,12,4
tor-controller-master,vendor/cloud.google.com/go/pubsub/apiv1,5,0
tor-controller-master,vendor/cloud.google.com/go/pubsub/internal,0,1
tor-controller-master,vendor/cloud.google.com/go/pubsub/internal/distribution,1,0
tor-controller-master,vendor/cloud.google.com/go/pubsub/loadtest,1,2
tor-controller-master,vendor/cloud.google.com/go/pubsub/loadtest/cmd,1,0
tor-controller-master,vendor/cloud.google.com/go/pubsub/loadtest/pb,1,0
tor-controller-master,vendor/cloud.google.com/go/pubsub/pstest,1,0
tor-controller-master,vendor/cloud.google.com/go/rpcreplay,3,1
tor-controller-master,vendor/cloud.google.com/go/rpcreplay/proto,0,2
tor-controller-master,vendor/cloud.google.com/go/rpcreplay/proto/intstore,2,0
tor-controller-master,vendor/cloud.google.com/go/rpcreplay/proto/rpcreplay,2,0
tor-controller-master,vendor/cloud.google.com/go/spanner,21,3
tor-controller-master,vendor/cloud.google.com/go/spanner/admin,0,2
tor-controller-master,vendor/cloud.google.com/go/spanner/admin/database,0,1
tor-controller-master,vendor/cloud.google.com/go/spanner/admin/database/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/spanner/admin/instance,0,1
tor-controller-master,vendor/cloud.google.com/go/spanner/admin/instance/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/spanner/apiv1,3,0
tor-controller-master,vendor/cloud.google.com/go/spanner/internal,0,1
tor-controller-master,vendor/cloud.google.com/go/spanner/internal/testutil,2,0
tor-controller-master,vendor/cloud.google.com/go/speech,0,2
tor-controller-master,vendor/cloud.google.com/go/speech/apiv1,2,0
tor-controller-master,vendor/cloud.google.com/go/speech/apiv1beta1,2,0
tor-controller-master,vendor/cloud.google.com/go/storage,14,1
tor-controller-master,vendor/cloud.google.com/go/storage/testdata,2,0
tor-controller-master,vendor/cloud.google.com/go/trace,4,3
tor-controller-master,vendor/cloud.google.com/go/trace/apiv1,2,0
tor-controller-master,vendor/cloud.google.com/go/trace/apiv2,3,0
tor-controller-master,vendor/cloud.google.com/go/trace/testdata,0,1
tor-controller-master,vendor/cloud.google.com/go/trace/testdata/helloworld,2,0
tor-controller-master,vendor/cloud.google.com/go/translate,1,1
tor-controller-master,vendor/cloud.google.com/go/translate/internal,0,1
tor-controller-master,vendor/cloud.google.com/go/translate/internal/translate,0,1
tor-controller-master,vendor/cloud.google.com/go/translate/internal/translate/v2,4,0
tor-controller-master,vendor/cloud.google.com/go/videointelligence,0,3
tor-controller-master,vendor/cloud.google.com/go/videointelligence/apiv1,2,0
tor-controller-master,vendor/cloud.google.com/go/videointelligence/apiv1beta1,2,0
tor-controller-master,vendor/cloud.google.com/go/videointelligence/apiv1beta2,3,0
tor-controller-master,vendor/cloud.google.com/go/vision,0,2
tor-controller-master,vendor/cloud.google.com/go/vision/apiv1,6,0
tor-controller-master,vendor/cloud.google.com/go/vision/apiv1p1beta1,2,0
tor-controller-master,vendor/github.com,0,18
tor-controller-master,vendor/github.com/PuerkitoBio,0,2
tor-controller-master,vendor/github.com/PuerkitoBio/purell,5,1
tor-controller-master,vendor/github.com/PuerkitoBio/purell/benchmarks,1,0
tor-controller-master,vendor/github.com/PuerkitoBio/urlesc,4,0
tor-controller-master,vendor/github.com/davecgh,0,1
tor-controller-master,vendor/github.com/davecgh/go-spew,6,1
tor-controller-master,vendor/github.com/davecgh/go-spew/spew,8,1
tor-controller-master,vendor/github.com/davecgh/go-spew/spew/testdata,1,0
tor-controller-master,vendor/github.com/emicklei,0,1
tor-controller-master,vendor/github.com/emicklei/go-restful,36,2
tor-controller-master,vendor/github.com/emicklei/go-restful/examples,22,2
tor-controller-master,vendor/github.com/emicklei/go-restful/examples/google_app_engine,4,1
tor-controller-master,vendor/github.com/emicklei/go-restful/examples/google_app_engine/datastore,3,0
tor-controller-master,vendor/github.com/emicklei/go-restful/examples/msgpack,1,0
tor-controller-master,vendor/github.com/emicklei/go-restful/log,1,0
tor-controller-master,vendor/github.com/ghodss,0,1
tor-controller-master,vendor/github.com/ghodss/yaml,6,0
tor-controller-master,vendor/github.com/go-openapi,0,4
tor-controller-master,vendor/github.com/go-openapi/jsonpointer,7,1
tor-controller-master,vendor/github.com/go-openapi/jsonpointer/.github,1,0
tor-controller-master,vendor/github.com/go-openapi/jsonreference,6,1
tor-controller-master,vendor/github.com/go-openapi/jsonreference/.github,1,0
tor-controller-master,vendor/github.com/go-openapi/spec,27,3
tor-controller-master,vendor/github.com/go-openapi/spec/.github,1,0
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures,0,4
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/expansion,13,0
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/local_expansion,2,0
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/remote,1,1
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/remote/pet,1,0
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/specs,5,1
tor-controller-master,vendor/github.com/go-openapi/spec/fixtures/specs/deeper,2,0
tor-controller-master,vendor/github.com/go-openapi/spec/schemas,1,1
tor-controller-master,vendor/github.com/go-openapi/spec/schemas/v2,2,0
tor-controller-master,vendor/github.com/go-openapi/swag,16,1
tor-controller-master,vendor/github.com/go-openapi/swag/.github,1,0
tor-controller-master,vendor/github.com/gogo,0,1
tor-controller-master,vendor/github.com/gogo/protobuf,14,23
tor-controller-master,vendor/github.com/gogo/protobuf/_conformance,2,1
tor-controller-master,vendor/github.com/gogo/protobuf/_conformance/conformance_proto,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/codec,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/gogoproto,6,0
tor-controller-master,vendor/github.com/gogo/protobuf/gogoreplace,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/io,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/jsonpb,1,1
tor-controller-master,vendor/github.com/gogo/protobuf/jsonpb/jsonpb_test_proto,6,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin,0,16
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/compare,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/defaultcheck,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/description,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/embedcheck,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/enumstringer,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/equal,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/face,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/gostring,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/marshalto,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/oneofcheck,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/populate,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/size,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/stringer,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/testgen,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/union,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/plugin/unmarshal,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/proto,27,2
tor-controller-master,vendor/github.com/gogo/protobuf/proto/proto3_proto,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/proto/testdata,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/protobuf,1,1
tor-controller-master,vendor/github.com/gogo/protobuf/protobuf/google,0,1
tor-controller-master,vendor/github.com/gogo/protobuf/protobuf/google/protobuf,8,1
tor-controller-master,vendor/github.com/gogo/protobuf/protobuf/google/protobuf/compiler,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-combo,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gofast,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo,3,5
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/descriptor,5,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/generator,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/grpc,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/plugin,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/testdata,10,2
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/testdata/multi,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogo/testdata/my_test,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogofast,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogofaster,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogoslick,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gogotypes,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-gen-gostring,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/protoc-min-version,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/sortkeys,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/test,6,61
tor-controller-master,vendor/github.com/gogo/protobuf/test/asymetric-issue125,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype,3,1
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype/combos,0,4
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype/combos/both,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype/combos/marshaler,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype/combos/neither,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/casttype/combos/unmarshaler,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/castvalue,4,1
tor-controller-master,vendor/github.com/gogo/protobuf/test/castvalue/combos,0,3
tor-controller-master,vendor/github.com/gogo/protobuf/test/castvalue/combos/both,3,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/castvalue/combos/marshaler,3,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/castvalue/combos/unmarshaler,3,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/combos,0,3
tor-controller-master,vendor/github.com/gogo/protobuf/test/combos/both,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/combos/marshaler,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/combos/unmarshaler,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/custom,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/custom-dash-type,1,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/custombytesnonstruct,4,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/dashfilename,2,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/data,3,0
tor-controller-master,vendor/github.com/gogo/protobuf/test/defaultconflict,6,0
