donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module,semantic_record_ids,post_refactor_230_review,post_refactor_230_disposition,notes
Hiddify-Manager-dev,btn-deploy/oracle/VERSION,35a46a442defa82ca36265889ecde77d189d9040e80c746aff175e34f91a735c,5,<none>,text-or-other,implementation,authoritative,btn-deploy,PR230-F00036;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/atp.tf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00037;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/cloud-config.template.yaml,c3035ab5ca8b4ccd711c999788ebbf73064b9c7e3a9ac01f956bf7d188156082,412,.yaml,yaml,configuration,authoritative,btn-deploy,PR230-F00038;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/compute.tf,c292cadf28663a9b8b0f267ab494bb1a3ba7abbe502aae6c07d67305babf709d,2141,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00039;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/datasources.tf,9a7c716fb439476fe937d8b336919555e6ec2fc73d867e9064533064c827e9f0,5075,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00040;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/kms.tf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00041;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/loadbalancer.tf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00042;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/network.tf,7fd9cc5eaa4c519a7f1051cf6c805d289721e51302ef2e518a63759753f88862,1921,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00043;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/outputs.tf,370cc5863e286513c380b9722c39d7985f306d6f10fd98cba8d39d7854e05f0c,1408,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00044;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/policies.tf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00045;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/providers.tf,93038f3573c11430541519dd3c39a881366b098782adc527f19bf5ef1e909bb9,2048,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00046;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/schema.yaml,2d2217cbbb4f9aa45803b872c512f3eb8fcbe6735e13a9838f1b956cc0462567,12780,.yaml,yaml,configuration,authoritative,btn-deploy,PR230-F00047;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/security-lists.tf,0e468bbde31e5a5cac7fe9388122799c708da225c9e618b0c87030fc3966775b,3722,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00048;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/storage.tf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00049;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/terraform.tfvars.example,a81e74b9fc52bec7f23369135a232dfcc9768470805633c8b20df9b6cd8b3a4f,3306,.example,text-or-other,implementation,authoritative,btn-deploy,PR230-F00050;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/tf_msz.tfvars.example,a905af3a172e615225628565c3612e6755a2c9d817c7aa683536c657151126ac,3284,.example,text-or-other,implementation,authoritative,btn-deploy,PR230-F00051;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,btn-deploy/oracle/variables.tf,0562f155babd8bfa8f08f613656d01a7c44ce65ec29a2d4cbdcfc7c56e748ea4,3088,.tf,terraform,deployment,authoritative,btn-deploy,PR230-F00052;PR230-M0004,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,cloud-init.yml,88efef9810e8db8ce2d3dd206a40916d266975ab0157ec98137424ef96b27acc,595,.yml,yaml,configuration,authoritative,root,PR230-F00053;PR230-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/__pycache__/commander.cpython-310.pyc,24b49caa5fc7b8f14216f3d1b1064afa131b2bf9b2cf3e7203dd4ce3dc0d5109,5069,.pyc,text-or-other,implementation,authoritative,common/__pycache__,PR230-F00054;PR230-M0005,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/add_remote_assistant.sh,4d74b23fd1bb59ee09c4ed5d41c0c0f9fabe1de6fbaaab3ce6a4b5b334885f39,1111,.sh,shell,script,authoritative,common/add_remote_assistant.sh,PR230-F00055;PR230-M0006,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/change_dns.py,4999b9dbdd50c077addfa801dccfe1a856fa901891f58abbcb9c29882a51863f,2112,.py,python,implementation,authoritative,common/change_dns.py,PR230-F00056;PR230-M0007,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/commander.py,c6093542e7e9860d15dbd4bad688edd4c7bf42621458a883af80cb42b2c50c51,4600,.py,python,implementation,authoritative,common/commander.py,PR230-F00057;PR230-M0008,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/daily_actions.sh,f1457cfff803af67914eb4af7f36838dccde7010b42dc8c56b5597362aca0741,215,.sh,shell,script,authoritative,common/daily_actions.sh,PR230-F00058;PR230-M0009,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/docker-installer.sh,97b5dd9b4ca22acedebc241bb58a5eba367f85e1f93bd6d60459f7d3212c0a63,1680,.sh,shell,script,authoritative,common/docker-installer.sh,PR230-F00059;PR230-M0010,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/downgrade.sh,d7ee99e1a3943f66a94fe463babb24560faf4c65789040430cfad58b33c57bdd,551,.sh,shell,script,authoritative,common/downgrade.sh,PR230-F00060;PR230-M0011,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/download.sh,c543b7622478b7a09f9c49427cae26c7308f44b1f37ea4f7fc9406879a65b1d2,1485,.sh,shell,script,authoritative,common/download.sh,PR230-F00061;PR230-M0012,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/download_install.sh,9f831c8441fd4a222ccee0c80c765c01765f6b2d97d96f173fb8f98ce6eaffc9,2902,.sh,shell,script,authoritative,common/download_install.sh,PR230-F00062;PR230-M0013,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/download_install_easylink.sh,456f5cc01baed04034c22ece413fe7f2c8ae83452adc7067f30aa85fafee8566,160,.sh,shell,script,authoritative,common/download_install_easylink.sh,PR230-F00063;PR230-M0014,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/example.json,887a7700241f2853f9b231f66d96037e97ef1fcf651072cb842bbce8ffb20749,1435,.json,json,configuration,authoritative,common/example.json,PR230-F00064;PR230-M0015,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/google-bbr.sh,c8b22a3704ff38211bf8ce23647e22e1a7fe4ffc384a978ac0f575ea170cca91,12681,.sh,shell,script,authoritative,common/google-bbr.sh,PR230-F00065;PR230-M0016,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/hiddify_installer.sh,7c9666df625d76e80e620b43e44017525b566c7264cc795500301ab47d4767c1,14987,.sh,shell,script,authoritative,common/hiddify_installer.sh,PR230-F00066;PR230-M0017,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/install.sh,bad8df8175e72c01ecaab9fc4af12818af199f93161cf22322f6a11bb411d97a,3133,.sh,shell,script,authoritative,common/install.sh,PR230-F00067;PR230-M0018,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/jinja.py,7eebb884ea5191e71500fe457045f8812b1991c910c94e5502d222a1c91f91b8,4126,.py,python,implementation,authoritative,common/jinja.py,PR230-F00068;PR230-M0019,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/logo.ico,ff33dcf2d9aeab27a5f5b4d35ac85e22b6c528139027064c035abc200100c310,779,.ico,text-or-other,media,derived-or-reference,common/logo.ico,PR230-F00069;PR230-M0020,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/package_manager.sh,d674f9ab8046ab4957fcaa56f01f679d0bb4c4ec6dc7b3039f2913c56b7cf974,5697,.sh,shell,script,authoritative,common/package_manager.sh,PR230-F00070;PR230-M0021,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/packages.db,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,.db,text-or-other,implementation,authoritative,common/packages.db,PR230-F00071;PR230-M0022,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/packages.lock,c5b7217b45cb4cf88f68382dba32764a9af97219e98c2b334be6081488757941,9107,.lock,text-or-other,implementation,authoritative,common/packages.lock,PR230-F00072;PR230-M0023,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/remove_remote_assistant.sh,370b57e912a5f8f5b05beb0550a4f8b2accc20cef96c6b155f99b5d6a375c1c4,767,.sh,shell,script,authoritative,common/remove_remote_assistant.sh,PR230-F00073;PR230-M0024,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/replace_variables.sh,7975adf0d2ce77225777c259f194dea051e3907611b71f59ebb3fcf1ede4ba94,1359,.sh,shell,script,authoritative,common/replace_variables.sh,PR230-F00074;PR230-M0025,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/run.sh.j2,ed0c54447bad211f28598b0a941a90bbdb47b454bed7872bc195c3eef53dd81a,4802,.j2,jinja,configuration,authoritative,common/run.sh.j2,PR230-F00075;PR230-M0026,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/sysctl.conf,adf83fca3439015dee817095c59139ccdc7b9091cd79da658761e5ec5f9150bb,938,.conf,config,configuration,authoritative,common/sysctl.conf,PR230-F00076;PR230-M0027,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,21360,.sh,shell,script,authoritative,common/utils.sh,PR230-F00077;PR230-M0028,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,config.env.default,691afd5a31b9983e984fb064d935c41682a3f8d16295d4f7d421bf36c11aa9a1,315,.default,text-or-other,implementation,authoritative,root,PR230-F00078;PR230-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docker-compose.yml,d9d8355a6c238feecca2aa2bb263f5cfb4b811042c5173bca1d7067c0d1efed5,1802,.yml,yaml,deployment,authoritative,root,PR230-F00079;PR230-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docker-init.sh,f8165c1aed8e9ac6e452d90e1195d3cc220e7d5533edbedee12b6ee3108edd9f,1434,.sh,shell,script,authoritative,root,PR230-F00080;PR230-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docker.env,678850c986413fd76146ed86c5c8326e3cd2f605c099ba86c8b4720edc6f8626,74,.env,text-or-other,implementation,authoritative,root,PR230-F00081;PR230-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docs/HiddifyPanel.webp,45e1db3e220e8633b7cd6a89f344b30235f0fad0f7740f9303ff474b06fddd38,1367292,.webp,text-or-other,documentation,authoritative,docs,PR230-F00082;PR230-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docs/Turorials_en.webp,7978ca18e7fb8f6caffacbbc527c746287a6e5fa47700a5dd554c3e9de588964,48256,.webp,text-or-other,documentation,authoritative,docs,PR230-F00083;PR230-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docs/Tutorials_cn.webp,6b4116804173d40e8ecb0eb958e6652397e2d34d6f0186ef204cdb36c0c75323,54482,.webp,text-or-other,documentation,authoritative,docs,PR230-F00084;PR230-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docs/Tutorials_fa.webp,d9ec00943e116067dba997094fc5a563e3613121efe8fa3df10efdf6880c4881,47348,.webp,text-or-other,documentation,authoritative,docs,PR230-F00085;PR230-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
Hiddify-Manager-dev,docs/create_domain.md,6ed4b9bd654dabd22d9f0f0dfadffdc26d2e22a2b67590b56d2f19b715da0f57,760,.md,markdown,documentation,authoritative,docs,PR230-F00086;PR230-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
