wave,donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,implementation_surfaces,test_surfaces,layers,current_outcome,current_product_surfaces,surface_sha256
231,IPtProxy-master,build.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,66459a9194f96dd194dba2a50121013a68735f89406925a646121bf8e5b1b945
231,IPtProxy-master,bundle.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,2c7c776130fca8e98b26635a0d05490f0fd321d353b79098db48439158a45d76
231,IPtProxy-master,dev-ios.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,46aec35929b3e861cd780381646717182c98133fa975ff0157dcbde2e5b73f98
231,IPtProxy-master,update.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,2b8b2a0ad5b3e6ccdb1c674b44659edf44cd6495d6fdf7538357bf4502cab062
231,naiveproxy-master,.github,1,0,0,0,0,repository-administration,accounted-reference,Operations/Settings where focused; otherwise governance,da1f1d1cbb47e6e0e19c51cb6bccb9989a39e6a46f2110d3ec4cd6243bd33db2
231,naiveproxy-master,.gitignore,1,0,0,0,0,repository-administration,accounted-reference,Operations/Settings where focused; otherwise governance,fbc3607143f4b01decd245f61cba97309df6450575968fd9c365eb4c2e6585a8
231,naiveproxy-master,CHROMIUM_VERSION,1,0,0,0,0,operational,accounted-reference,Operations/Settings where focused; otherwise governance,4052a366253327c09d48b65db4ec51d39e81129733b6b17a4a7d42e39786901b
231,naiveproxy-master,LICENSE,1,0,0,0,0,operational,accounted-reference,Operations/Settings where focused; otherwise governance,f0ed2b0d1b25966d726bde9afc101f0aee41e2ec81c3a3a6f2924c4a8a1a4758
231,naiveproxy-master,README.md,1,0,0,0,0,documentation,behavior-refined,Operations/Settings where focused; otherwise governance,968bc853b7b0a4e84e9b7be9c6f4a1afaa456cf2fd7e7c055134ba116a617825
231,naiveproxy-master,USAGE.txt,1,0,0,0,0,operational,accounted-reference,Operations/Settings where focused; otherwise governance,7fbee2a71b8334db49cac2ca7a81095326a04cdee7e415bd5f2a840b31e7e854
231,naiveproxy-master,apk,29,16,0,5,0,configuration;implementation;media;operational;repository-administration;script;vendored,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,96db9338b2fa1782c750b0ef8991613c920112f812a0cb3e7983ea8953527827
231,naiveproxy-master,src/.clang-format,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,5fe79e45d9383d0f449ddf7e54ba5e0d8c1f00096e8f50820ec4bf256136e97a
231,naiveproxy-master,src/.gitattributes,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,0f74db856551556c05a06b4eb99ebda3a5b2d17cc8142193edd038bfdc8a7e1f
231,naiveproxy-master,src/.gn,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,c2f01804cfc77333f3add4d061427d5612ed5dcf2c4336c70ca9d7975f8537a0
231,naiveproxy-master,src/AUTHORS,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,3fc9b382c5cf4d5eb575c1c71bca050200ed929d4fd5224cfe9bca504772b965
231,naiveproxy-master,src/BUILD.gn,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,7940839898c3b7b5405bc73835b65a1b3c328c3dedaa62eb99d22d146cd0cde3
231,naiveproxy-master,src/DEPS,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,6133bd6daf8caa161a00df8fca92039230869a45cc3754b7ccbd8a9e09fbc59f
231,naiveproxy-master,src/LICENSE,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,1dfb389a19c6609f0639cd0e4d26c01045afb48cde4254a72df5d399a3a15da3
231,naiveproxy-master,src/base,2794,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,67ad442b89758bcaf849ab8b510c74191bcab52c30748df925a531f286d81ade
231,naiveproxy-master,src/build,1416,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,269c1c3087fad2ab3864e1121c29ab2eaa265814ef8da6fc076b17f426496f64
231,naiveproxy-master,src/build.sh,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,e40925e75723406c2b398f9888efce09c0efa54bb4e1cdbba7f65a0c821a0bef
231,naiveproxy-master,src/build_overrides,3,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,cb1c5e35472dd9afcf3ba1909ddbc61b2537e7e9a2ac78b58063088d7490575a
231,naiveproxy-master,src/buildtools,11,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,4b4b1af8665880f5c3ea2348bc209338734490b4dea55e4cd825b294b652c69e
231,naiveproxy-master,src/chrome,16,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,0debdcbc1a2d6c06dffb20c1a5dc8b4f04b9c895b021a52caa7668743d09238f
231,naiveproxy-master,src/components,230,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,9e6e4880fddffef388b374b75153a94e685a3823adc4bcd67941783e07a0c5f6
231,naiveproxy-master,src/config.json,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,20cb00f52b5c556d80e48a7fc9b9a8f07686601f0d01b3896fe39b7b2cc64727
231,naiveproxy-master,src/crypto,120,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,3b0da8fe836e115de79e9efbb2bdc70961b5863ea8d47b4d482df85af547107d
231,naiveproxy-master,src/extensions,2,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,3aaf3960b5934d0347203c084c16988797a522c897de89a57f5cc9f16d890f1f
231,naiveproxy-master,src/get-android-sys.sh,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,6060bb75cf051a0ae27f2069b8884e272f258b30effb39277311e420e9d9acee
231,naiveproxy-master,src/get-clang.sh,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,d3b7a52d0f48f5c7e174f8f7b3a25ae54ba3fb9d0200eae544a617e53452dc0b
231,naiveproxy-master,src/get-openwrt.sh,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,94f811d855c681f94c269332327a8894e30688a54065d0e9af5930f72442bd09
231,naiveproxy-master,src/get-sysroot.sh,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,ae2451534c1719d1a8f5d1fb0dde39c38303506b01e81c3a29253bd4dc77ca16
231,naiveproxy-master,src/ios,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,46ad6107ec6cde4057cfd33173e0eaa6c4392b0fe86a7054f946ce360fa71f98
231,naiveproxy-master,src/net,3643,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,c86e1d87ebeb1ba2ab1279b47ab49b6639d2890d2cfeb2846352836fc2b2529e
231,naiveproxy-master,src/net/tools/naive,27,27,0,27,0,implementation,behavior-refined,Operations/Settings where focused; otherwise governance,c5423765a6bc84fd5a1d00ca35115384fb6f5cd399b00ed91de257610d303ee9
231,naiveproxy-master,src/testing,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,6abaa6330aeb126d964bf310d9282774a03510175329db6e72caaac7f7a302cb
231,naiveproxy-master,src/third_party/abseil-cpp,1389,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,22f5f66742b8ce544c1d895ac3d143e9ce5878a8f6957f8f0d2a2859397a0cb5
231,naiveproxy-master,src/third_party/angle,3,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,f067fc6ecdcbf3f06b00b7806d1e22fc845186e200b756483eb1da53d8dc9dba
231,naiveproxy-master,src/third_party/apple_apsl,5,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,8a3b0a7ffb8b94d33983d68ad7f028de95be60e6600bf09bb34e651fe06c507c
231,naiveproxy-master,src/third_party/blink,5,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,c2f8f7d778eb06cb23f00dd246227e5fb84d1abb5fa5ca7b61527c62922f87e8
231,naiveproxy-master,src/third_party/boringssl,1514,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,a60a126a7e93b56c9dadfeebf7ad87daa63e286cac026d8290082fa056b8793d
231,naiveproxy-master,src/third_party/brotli,117,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,e56139a1d7bf6a347d33fe6045de25c9488af9c4ef78a6176827c6c4c9ee4c80
231,naiveproxy-master,src/third_party/closure_compiler,2,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,8672711b320b18f7130a5d65dcf0e5a2b6cd26782cdfaec41191eee379dd86bb
231,naiveproxy-master,src/third_party/compiler-rt,4,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,6fb0ecb406f6285bcbf00753a834d61beee21ea33ca5106b6ebe8f14725829da
231,naiveproxy-master,src/third_party/cpu_features,110,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,f640c16d42feec49eebcbbf31cba3929e257c027ef71d8b4e541aa59ec41f28c
231,naiveproxy-master,src/third_party/depot_tools,4,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,ec7b4d28dd844197e2c88a31e99b94a88c70652465770266b4af6a49cbea8097
231,naiveproxy-master,src/third_party/googletest,2,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,cb5b3496e4c0c3ed5701d49fb1da5e44282e93b3e8d6069c0a32de75f6abc703
231,naiveproxy-master,src/third_party/icu,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,6c164371fe6dde9779f50b5723caf415340468380c7a5ba7b85626f4748d978c
231,naiveproxy-master,src/third_party/jni_zero,109,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,353a830c2470fd993eac5420b2d435e3067f50baf9d73e0c29a4dd35a9c7e8a5
231,naiveproxy-master,src/third_party/libc++,2174,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,3a88f13abcd4969b6b3da55e6cbc9d6f037e4c743b0d4b8ec538d5bfffbbc051
231,naiveproxy-master,src/third_party/libc++abi,161,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,f62e5dad5e149d40735216a3bf09f6e6c43df580fac918d106b3584bec26c53e
231,naiveproxy-master,src/third_party/libunwind,79,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,0e8be658ba43cfe3a1204c80d12fa14a7827c0a1f0e9654dca01c06c56704793
231,naiveproxy-master,src/third_party/llvm-libc,7259,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,f9f6f7182098322e23627777223bdc0eac797cc9594c86c3059407f88030bc63
231,naiveproxy-master,src/third_party/lss,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,fc8cbe332c0d3b5574cb6192418002876cc60b102287773a3868e7ac093aab6a
231,naiveproxy-master,src/third_party/modp_b64,8,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,1cbb785f7582fac7e4c19d5d2dd6f03e5294e9bed6178bd372ab83f80228127c
231,naiveproxy-master,src/third_party/nasm,1355,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,22609719d9c694432f2257d52fbe4c0148b9a857001db270ac6e307985a34b9b
231,naiveproxy-master,src/third_party/perfetto,7937,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,964c232c4d68a650b3be8628dddb339fbd354609fef6cf6fa0c197aee7559b4b
231,naiveproxy-master,src/third_party/protobuf,684,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,e374f1c55db4bd5337501c866d063d7a4ae658bac59adbb17a257fad3217bbd1
231,naiveproxy-master,src/third_party/simdutf,6,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,5984f06e446dc3e1dcf2a0861fca71f85ccd81b6e7d920928cc35d8b9801c09b
231,naiveproxy-master,src/third_party/zlib,180,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,0ceeeb6140d3d0e313227f043adeca4a3b2288b2ea7f597076cab0a69bfaa31c
231,naiveproxy-master,src/third_party/zstd,594,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,063549c9b04dd39cb419e4d91c7b9fab218ffe012700c3ff40705919c82448e5
231,naiveproxy-master,src/tools,993,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,c53e31d1809f793d3f2e7e40ef2b24edb969538782a2759b4d9450e47ae2c309
231,naiveproxy-master,src/url,92,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,ca32dd180234c6979ee3443a31d18209bba98963caf5b1ac2a69eecd4fc61a20
231,naiveproxy-master,tests,3,2,0,0,2,documentation;test,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,e91444c2be0b4a74257c1c58d958927e8e6025875a19b74f09f3eab1fd3f7ad1
231,naiveproxy-master,tools,11,11,0,0,2,script;test,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,d383db0cecdf8abe0bb473a3b3780b2034687290badd05f34696c96cc331edf9
231,nthlink-os-windows-main,.gitignore,1,0,0,0,0,repository-administration,accounted-reference,Operations/Settings where focused; otherwise governance,6ecf0d95556f62aad5b1881cda90990ef0932943868a36f66a4fca97a96a7014
231,nthlink-os-windows-main,ClientGuid.dat,1,0,0,0,0,operational,accounted-reference,Operations/Settings where focused; otherwise governance,3fbeabfe43a4ffca395ad9c40b550b6236a1c81e8389b12708ab96788d2d6618
231,nthlink-os-windows-main,LICENSE,1,0,0,0,0,operational,accounted-reference,Operations/Settings where focused; otherwise governance,623a865c6ced6a4c54ed5bf6f6e6a07b4aa2e86c67dbb60713f893d262b0efa5
231,nthlink-os-windows-main,README.md,1,0,0,0,0,documentation,accounted-reference,Operations/Settings where focused; otherwise governance,4090248c6dd889b2af1a73a1dec507914e3d4bf81694d821c65438c191b58c2c
231,nthlink-os-windows-main,Readme/AboutPage.png,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,3e2615c35e18b82c2e56aaff46525fba0cc62438fa75e494b21481b16c686162
231,nthlink-os-windows-main,Readme/FeedbackPage.png,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,da8b46c721e49016104a5e1a9f346f6aae4ac2bb69f7b9dfcc827e404ddba371
231,nthlink-os-windows-main,Readme/HomePage.png,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,0740b94b2b9ff3928fd4eedd1230d5da2c2ceffb1ee4391c1a77c43f38be4686
231,nthlink-os-windows-main,Readme/HomePageConnected.png,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,091acac3972e3bae82e2b6e433e1de59d38550e017f4982f8e83ae7555885317
231,nthlink-os-windows-main,Readme/nthlinkWindows_architecture.png,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,d57f4d8e8e0829b9a3e83762e3d01b75a14120ccedfab4f89f5d3b74f5ce9983
231,nthlink-os-windows-main,ReleaseWorkSpace/MakeInstaller.nsi,1,1,0,0,0,deployment,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,df32ff0ac9f8b96bd19a4ad7480c7ef0f3060dde97fcbb3fd7f75bf523f0b86c
231,nthlink-os-windows-main,ReleaseWorkSpace/NSIS/Stubs,13,13,0,0,0,deployment,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,b0310a5a5aad1fc6db3acc21a54c30ad1ab904cffd68870fc6c91870764f8d7e
231,nthlink-os-windows-main,ReleaseWorkSpace/NSIS/makensis.exe,1,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,1ad5477d2d0431f690dd881099eda54af053f0ad8d3f3cee3b49eb902a272303
231,nthlink-os-windows-main,ReleaseWorkSpace/ObfuscarConfig_x64.xml,1,1,0,0,0,deployment,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,1d0807dd98f01ed584a8d4fcc4dd0c10f8366939ea62786dadc1bacc5e4cc4e3
231,nthlink-os-windows-main,ReleaseWorkSpace/ObfuscarConfig_x86.xml,1,1,0,0,0,deployment,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,3b2ef0c595a6385e1f7fcc6567922ce929ee6235f4e0973989f846afe4b3c791
231,nthlink-os-windows-main,ReleaseWorkSpace/Resource/Icon.ico,1,0,0,0,0,media,accounted-reference,Operations/Settings where focused; otherwise governance,fa1c57b2c5363a00e8ef7f7f0868dc1e83ba1e6cf3302ad4f98e376dec0f567c
231,nthlink-os-windows-main,ReleaseWorkSpace/Resource/x86,2,0,0,0,0,vendored,accounted-reference,Operations/Settings where focused; otherwise governance,70da52405eb33caaaf86cfd923571d9ffd424af90711f786a52b8426904d04e7
231,nthlink-os-windows-main,ReleaseWorkSpace/RunNsis.bat,1,1,0,0,0,deployment,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,b6d85df9c80178f0a6f59707ac83b43f932802ed04164961f4aef1d9893d2182
231,nthlink-os-windows-main,RunObfuscar.bat,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,4fe98dbdba051de85feae409902d963d579b1404ea9e0d69afdc0fca6c232a9b
231,nthlink-os-windows-main,SourceCodeInformation.md,1,0,0,0,0,documentation,accounted-reference,Operations/Settings where focused; otherwise governance,426ea4b3e3b1f0ec995866e9a236ce014bc25095e37cf8132ed7ecd144b8deca
231,nthlink-os-windows-main,nthLink.Wpf/App.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,049bf63fe53debf7a263c2c9e1d194361356c65fe5fa3b6256045813ec808ad0
231,nthlink-os-windows-main,nthLink.Wpf/App.xaml,1,1,1,0,0,ui-or-product,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,91705f6a13575d14942fc9814f8d6e1abce3f9b6437d676f678e29bc961784dc
231,nthlink-os-windows-main,nthLink.Wpf/Application/Services,4,4,0,4,0,implementation,behavior-refined,Operations/Settings where focused; otherwise governance,381348796de08b8b4efdd62fb1661bcaff95a5a0b90f039fd7336fc9a12779da
231,nthlink-os-windows-main,nthLink.Wpf/AttachedProperties/LoadedUrl.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,e68148635c3009f27751e21746f97428d1fbb0de467a8cf70431ae059eac6389
231,nthlink-os-windows-main,nthLink.Wpf/AttachedProperties/ViewModelLocator.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,7c34781b38813afbbc88f8cfe0ee8ae4320481d50d197daffd65103938b2a17e
231,nthlink-os-windows-main,nthLink.Wpf/Converter/ImageNameToImageSourceConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,ae95e772cab86f6bdc37820aab20a49916c3d6593ffc938c6d12e2fb0ce49072
231,nthlink-os-windows-main,nthLink.Wpf/Converter/LanguageStringConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,a51951b3f78326b280a2c6fdade56e8b82a7530f7417d48d2b8064c6eaf446f0
231,nthlink-os-windows-main,nthLink.Wpf/Converter/NotNullOrEmptyToVisibilityConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,8a9adf54a719a255d2d182b1ce0e128b3defed8436876ff781cd3f37ae4d6b0c
231,nthlink-os-windows-main,nthLink.Wpf/Converter/ObjectEqualParameterToVisibilityConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,5b03289a649d9d5f7a6231ba30f5804c8cbb70cfbeeed9a4cf9bdc4b1f07f054
231,nthlink-os-windows-main,nthLink.Wpf/Converter/ServerStateStringColorConverter.cs,1,1,0,0,1,test,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,938a8a3746c682a131991969590aae4bdae419325fb4c4ada2b5071361b48bc1
231,nthlink-os-windows-main,nthLink.Wpf/Converter/StringToQRCodeImageConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,e50dad35a01f6e3a6614a0391d7821c45e88e86c72b90287b928370203dd4792
231,nthlink-os-windows-main,nthLink.Wpf/Converter/StringToVisibilityConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,5c1a05351ca8fafba3efbbffa700b3185ed847faf3a3cdb1bca2ae4ad2cbea86
231,nthlink-os-windows-main,nthLink.Wpf/Converter/TureFalseConverter.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,28819248bd80e75b9b18a68b122b73d9446a647662d7690dc3218e36400cfa57
231,nthlink-os-windows-main,nthLink.Wpf/CustomControl/ChromiumWebBrowserEx.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,98edd94247dbee410b7cb87787ec06c515f4b8dd6f0c5891c955ed55f80f1ddf
231,nthlink-os-windows-main,nthLink.Wpf/Domain/Models,1,1,0,1,0,implementation,behavior-refined,Operations/Settings where focused; otherwise governance,45e880ed624e38869ab79aa683c49e41bee4acf510d09ef074fab0af6cf19ba5
231,nthlink-os-windows-main,nthLink.Wpf/Infrastructure/DependencyInjection,2,2,0,2,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,b3104d5a5b9f2a9b35e8b06156eb9f82ccaa07a4dc01e67ad8f58c5f6a881e7f
231,nthlink-os-windows-main,nthLink.Wpf/Infrastructure/Localization,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,bd04c19d2207e90f86f9bfabfaddb5734d2d504465f82fe71eca8b5f7d313a48
231,nthlink-os-windows-main,nthLink.Wpf/Interface/IDialogBox.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,906cb591a643f8ff1a5fc82575edba4858dae7e0ccd7b431fae5b3c8e2713cea
231,nthlink-os-windows-main,nthLink.Wpf/Interface/ILoadAnimation.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,dcf8bc8386c8e2699b40a43dfd7d574fec42424d1fe9dbafd7f2ef4e4201accf
231,nthlink-os-windows-main,nthLink.Wpf/Interface/IToastWindow.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,bf6eec64411aca65bad48e77fc7db60217b855e3110918044c25d7e9481b8b18
231,nthlink-os-windows-main,nthLink.Wpf/Interface/IWindowsRegister.cs,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,447b78c6c5e80a8c4af5deae4d78a3d20ad45177ffd68b3cd1dc10a84459d055
231,nthlink-os-windows-main,nthLink.Wpf/Language/d_082c3a741v2_am_strings.xml,1,1,0,0,0,configuration,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,0b24b0b19974fd91bdf9c7e5f2b09876ec7401ae70e39572f5f4cc6b55aff43e
231,nthlink-os-windows-main,nthLink.Wpf/Language/d_082c3a741v2_ar_strings.xml,1,1,0,0,0,configuration,reviewed-superseded-or-reference,Operations/Settings where focused; otherwise governance,8c2ae2b3549f11f77e2e7d78330fbd10fd07af48e27e9dbe56f3b73183a920bc
