donor,path,sha256,line,kind,symbol,snippet
naiveproxy-master,src/net/tools/naive/http_proxy_server_socket.h,282bcccff68694ace277734ced6f54af29525ea7e9e6d944b6b185577769ca0a,33,type,HttpProxyServerSocket,class HttpProxyServerSocket : public StreamSocket {
naiveproxy-master,src/net/tools/naive/http_proxy_server_socket.h,282bcccff68694ace277734ced6f54af29525ea7e9e6d944b6b185577769ca0a,79,type,State,enum State {
naiveproxy-master,src/net/tools/naive/naive_command_line.cc,52802752f074f6977ec06eb903ea993f53aa14ef253f26776bdb31ed565f9a6d,37,function,DuplicateSwitchCollector::InitInstance,void DuplicateSwitchCollector::InitInstance() {
naiveproxy-master,src/net/tools/naive/naive_command_line.cc,52802752f074f6977ec06eb903ea993f53aa14ef253f26776bdb31ed565f9a6d,45,function,DuplicateSwitchCollector::GetInstance,DuplicateSwitchCollector& DuplicateSwitchCollector::GetInstance() {
naiveproxy-master,src/net/tools/naive/naive_command_line.cc,52802752f074f6977ec06eb903ea993f53aa14ef253f26776bdb31ed565f9a6d,50,function,GetSwitchesAsValue,base::DictValue GetSwitchesAsValue(const base::CommandLine& cmdline) {
naiveproxy-master,src/net/tools/naive/naive_command_line.h,4a6632dae04621bda4956a808581d74a91705a6cf64c0db919a11776fab23f74,5,macro,NET_TOOLS_NAIVE_NAIVE_COMMAND_LINE_H_,#define NET_TOOLS_NAIVE_NAIVE_COMMAND_LINE_H_
naiveproxy-master,src/net/tools/naive/naive_command_line.h,4a6632dae04621bda4956a808581d74a91705a6cf64c0db919a11776fab23f74,15,type,DuplicateSwitchCollector,class DuplicateSwitchCollector : public base::DuplicateSwitchHandler {
naiveproxy-master,src/net/tools/naive/naive_config.cc,662d55a6f10164c207fdd75a92a356ba3c389bd3b4ee32e7353c9f20d636903a,19,function,MyProxyUriToProxyServer,ProxyServer MyProxyUriToProxyServer(std::string_view uri) {
naiveproxy-master,src/net/tools/naive/naive_config.cc,662d55a6f10164c207fdd75a92a356ba3c389bd3b4ee32e7353c9f20d636903a,32,function,NaiveListenConfig::Parse,bool NaiveListenConfig::Parse(const std::string& str) {
naiveproxy-master,src/net/tools/naive/naive_config.cc,662d55a6f10164c207fdd75a92a356ba3c389bd3b4ee32e7353c9f20d636903a,77,function,NaiveConfig::Parse,bool NaiveConfig::Parse(const base::DictValue& value) {
naiveproxy-master,src/net/tools/naive/naive_config.h,01798588b1424dd4ebbf1d1de06887f7d224931d631319f70ab1900c63dea4b9,5,macro,NET_TOOLS_NAIVE_NAIVE_CONFIG_H_,#define NET_TOOLS_NAIVE_NAIVE_CONFIG_H_
naiveproxy-master,src/net/tools/naive/naive_config.h,01798588b1424dd4ebbf1d1de06887f7d224931d631319f70ab1900c63dea4b9,28,type,NaiveListenConfig,struct NaiveListenConfig {
naiveproxy-master,src/net/tools/naive/naive_config.h,01798588b1424dd4ebbf1d1de06887f7d224931d631319f70ab1900c63dea4b9,41,type,NaiveConfig,struct NaiveConfig {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,95,function,NaiveConnection::Connect,int NaiveConnection::Connect(CompletionOnceCallback callback) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,113,function,NaiveConnection::Disconnect,void NaiveConnection::Disconnect() {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,127,function,NaiveConnection::DoCallback,void NaiveConnection::DoCallback(int result) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,136,function,NaiveConnection::OnIOComplete,void NaiveConnection::OnIOComplete(int result) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,147,function,NaiveConnection::DoLoop,int NaiveConnection::DoLoop(int last_io_result) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,176,function,NaiveConnection::DoConnectClient,int NaiveConnection::DoConnectClient() {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,182,function,NaiveConnection::DoConnectClientComplete,int NaiveConnection::DoConnectClientComplete(int result) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,214,function,NaiveConnection::DoConnectServer,int NaiveConnection::DoConnectServer() {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,292,function,NaiveConnection::DoConnectServerComplete,int NaiveConnection::DoConnectServerComplete(int result) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,308,function,NaiveConnection::Run,int NaiveConnection::Run(CompletionOnceCallback callback) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,345,function,NaiveConnection::Pull,"void NaiveConnection::Pull(Direction from, Direction to) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,368,function,NaiveConnection::Push,"void NaiveConnection::Push(Direction from, Direction to, int size) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,385,function,NaiveConnection::Disconnect,void NaiveConnection::Disconnect(Direction side) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,393,function,NaiveConnection::IsConnected,bool NaiveConnection::IsConnected(Direction side) {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,397,function,NaiveConnection::OnBothDisconnected,void NaiveConnection::OnBothDisconnected() {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,410,function,NaiveConnection::OnPullError,"void NaiveConnection::OnPullError(Direction from, Direction to, int error) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,425,function,NaiveConnection::OnPushError,"void NaiveConnection::OnPushError(Direction from, Direction to, int error) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,442,function,NaiveConnection::OnPullComplete,"void NaiveConnection::OnPullComplete(Direction from, Direction to, int result) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,460,function,NaiveConnection::OnPushComplete,"void NaiveConnection::OnPushComplete(Direction from, Direction to, int result) {"
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,496,function,NaiveConnection::GetServerPaddingType,std::optional<PaddingType> NaiveConnection::GetServerPaddingType() const {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,503,function,NaiveConnection::GetLastWriteTime,base::TimeTicks NaiveConnection::GetLastWriteTime() const {
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,511,function,NaiveConnection::GetCreationTime,base::TimeTicks NaiveConnection::GetCreationTime() const {
naiveproxy-master,src/net/tools/naive/naive_connection.h,1abf9c8abbcc3be47ec826656e93fd4d361ba08da50a160531e60f63ea888e33,7,macro,NET_TOOLS_NAIVE_NAIVE_CONNECTION_H_,#define NET_TOOLS_NAIVE_NAIVE_CONNECTION_H_
