record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR223-S011,n/a,CG223-S011,whiteaesther,host-proxy,loopback HTTP-to-SOCKS compatibility bridge,focused peer mechanism,executable behavior,standalone or target-recomposed,src-tauri/src/http_bridge.rs,66a5acf51b4aa12f74b72437fb997c8a7365ac15b22806fb807be556f98fae6f,n/a,port + hardening,one-to-one,adapted,"The donor shows a browser-compatible HTTP proxy in front of SOCKS; LumiNet reimplemented it in Go with loopback-only bind, bounded headers, domain-form SOCKS5, and fail-closed lifecycle.",system-proxy compatibility bridge,src/apps/daemon/internal/runtime/proxy/http_socks_bridge.go#startHTTPSOCKSBridge,System proxy points at a live loopback HTTP endpoint that forwards through the canonical SOCKS runtime.,"The bridge must not perform local DNS for CONNECT domains, expose non-loopback listeners, or outlive ownership incorrectly.",src/apps/daemon/internal/runtime/proxy/http_socks_bridge_test.go#TestHTTPSOCKSBridgeCONNECTUsesDomainAndPreservesBufferedPayload,system proxy / evasion,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S012,n/a,CG223-S012,whiteaesther,host-network,exact proxy backup/recovery lifecycle,focused peer mechanism,executable behavior,standalone or target-recomposed,src-tauri/src/system_proxy.rs,8f68afa2fc1a3bbd14795e635900fb2876d524ebbcb92cc30f786dab45bdcb40,n/a,adaptation + hardening,one-to-one,hardened,The donor preserves host proxy state before applying its route. LumiNet strengthened its existing durable session with exact-owner clean release and bypass/PAC takeover detection.,host network release,src/apps/daemon/internal/platform/system/host_network.go#ReleaseRoute,Clean stop restores the exact pre-LumiNet proxy only when the currently applied route is still owned.,"Stale owner, PAC/bypass takeover, or failed restore cannot delete recovery evidence or overwrite someone else's proxy state.",src/apps/daemon/internal/platform/system/host_network_release_test.go#TestReleaseRouteRejectsPartialExternalProxyTakeover,host network,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,critical,n/a,high,verified
PR223-S013,n/a,CG223-S013,whiteaesther,operator-product,semantic settings index and command vocabulary,focused peer mechanism,executable behavior,standalone or target-recomposed,src/features/settingsIndex.ts,aef3fadebe59e4bad0515620816c4ce7e37c67c57d9efb30672f1589a0052553,n/a,product adaptation,one-to-one,adapted,The donor indexes user-language concepts rather than page names; LumiNet folded equivalent aliases into its existing bounded command palette.,semantic operator navigation,src/packages/control-ui/src/navigation.ts;src/packages/control-ui/src/CommandPalette.tsx#CommandPalette,Aliases resolve to existing authoritative pages/sections and recents remain bounded/local.,No settings-search feature may mutate backend state or create a second settings owner.,scripts/checks/check_post_refactor_223_command_aliases.py,Control UI command palette,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,low,n/a,high,verified
PR223-S014,n/a,CG223-S014,whiteaesther_mobile,android-product,mobile VPN service runtime lifecycle state,focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/com/whitedns/whiteaesther/service/AetherVpnService.kt,d6c5b0ed5bf0204ec41d51f42637463bf3eea0842d6b840e38a90fe1d5f99d18,n/a,product-state recomposition,many-to-many,adapted,The donor separates engine/service status rather than a Boolean. LumiNet kept one VpnService but added a closed runtime stage model and sanitized failure state.,Android VPN lifecycle truth,src/apps/android/app/src/main/java/com/luminet/android/VpnRuntimeState.kt#VpnRuntimeStage;src/apps/android/app/src/main/java/com/luminet/android/VpnEngineService.kt,IDLE/STARTING/CONNECTED/STOPPING/ERROR are distinct observable states owned by the canonical VPN service.,"Transitional/error states cannot be flattened into disconnected, and no second VPN service may own TUN.",scripts/checks/check_post_refactor_223_android.py,Android app,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S015,n/a,CG223-S015,whiteaesther_mobile,native-mobile,Android native bridge and embedded Aether socket protection,focused peer mechanism,executable behavior,standalone or target-recomposed,native/android-bridge/src/lib.rs,3ab1d85d07b663dda7d1108ce7c65f2bd370f436b4f2d2377ab68d62f4377e54,n/a,comparison + hardening,one-to-one,superseded,The donor demonstrates a dedicated Android Rust bridge; LumiNet already has generated AAR/JNI/mobile-core linkage and retained that single boundary while hardening FFI separately.,mobile native boundary,src/apps/android/app/src/main/java/com/luminet/android/VpnEngineService.kt#Mobilebind;src/apps/daemon/internal/platform/mobilehost/tun2socks_adapter.go#StartTun2Socks,Mobile native calls remain behind one generated/native boundary.,No copied donor bridge may create alternate native ownership or bypass socket protection.,scripts/checks/check_mobile_binding.py,Android native bridge,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,reviewed
PR223-S016,n/a,CG223-S016,whiteaesther_mobile,vendored-native,vendored BoringSSL/quiche/FIPS source corpus,focused peer mechanism,dependency evidence,standalone or target-recomposed,native/third-party/README.md,8dbb75a9d5915f5aea62a6e456f2a85051edb53ab1860467f4977bea4638058b,n/a,evidence classification,one-to-one,reference-only,"Large vendored crypto/transport trees were inventoried but are dependency evidence, not target architectural components or automatically superior implementations.",n/a,n/a,Vendored code remains attributable evidence only.,Vendored file count cannot inflate semantic adoption or bypass target-native review.,n/a,n/a,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,low,n/a,high,reviewed
PR223-S017,n/a,CG223-S017,whiteaesther_mobile,product-operations,mobile product/privacy/design/release guidance,focused peer mechanism,product/operational evidence,standalone or target-recomposed,README.md,ee7603d89a581d46ac139a93a1e1f8b62534b835911679596744bcb61b5ea015,n/a,product reference,one-to-one,reference-only,Product and operational artifacts were reviewed for lifecycle/accessibility/release cues; only implemented runtime-state semantics were promoted.,n/a,n/a,Non-code evidence may inform design without being represented as executable equivalence.,Documentation alone cannot claim runtime support.,n/a,n/a,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,low,n/a,high,reviewed
PR223-S018,n/a,CG223-S018,whitedns_android,android-product,Quick Settings controller and runtime state store,focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/shop/whitedns/client/quicksettings/WhiteDnsTileService.kt,6403d85ea46f70a4ca2289eb8bb5d1e025e40f1e62b2dafc31cc70c583e31b63,n/a,many-to-one recomposition,many-to-many,recomposed,The donor provides a permission-aware tile and observable runtime state. LumiNet recomposed this with WhiteAestherMobile evidence while preserving exactly one BIND_VPN_SERVICE authority.,Android Quick Settings control,src/apps/android/app/src/main/java/com/luminet/android/LumiNetTileService.kt#LumiNetTileService,The tile observes/requests the canonical service; it never establishes a TUN itself.,No second Android service may request BIND_VPN_SERVICE or become VPN authority.,scripts/checks/check_post_refactor_223_android.py,Android Quick Settings,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S019,n/a,CG223-S019,whitedns_android,host-proxy,mobile HTTP proxy bridge pattern,focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/shop/whitedns/client/proxy/HttpProxyBridge.kt,df8c6bafa8f7feb4db048fc9fc7dfe3015eddb9190e4b2a482b5a1de3784e5f6,n/a,many-to-one recomposition,many-to-many,recomposed,Independent donor evidence supports HTTP-to-SOCKS compatibility; LumiNet hosts the mechanism once in the daemon runtime instead of duplicating per-client bridges.,system-proxy compatibility bridge,src/apps/daemon/internal/runtime/proxy/http_socks_bridge.go#startHTTPSOCKSBridge,One daemon-owned bridge serves host proxy compatibility.,Client shells cannot create competing OS proxy ownership.,src/apps/daemon/internal/runtime/proxy/http_socks_bridge_test.go#TestHTTPSOCKSBridgeRewritesHTTPAndStripsProxyCredentials,host proxy,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,verified
PR223-S020,n/a,CG223-S020,whitedns_android,dns-reliability,CottenDNS profile rendering/operating intent,focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/shop/whitedns/client/storm/CottenDnsSettingsRenderer.kt,26912feb34cf8c6840d70d5ec9592bb432b50cb535bb46afe45a5e92ed69bd8b,n/a,many-to-one synthesis,many-to-many,synthesized,The donor exposes user-facing CottenDNS operating choices; LumiNet absorbed the portable decision semantics into a pure reliability planner and Operations UI rather than spawning a StormDNS process owner.,DNS tunnel reliability planning,src/apps/daemon/internal/networking/dnstunnel/reliability.go#buildReliabilityPlan;src/packages/control-ui/src/pages/Operations.tsx,Reliability intent is advisory/read-only and feeds the existing DNS tunnel plan.,No Android/daemon sidecar becomes a second DNS-tunnel runtime.,src/apps/daemon/internal/networking/dnstunnel/plan_test.go#TestReliabilityPlanPresetAndExplicitPrecedence,Operations DNS tunnel plan,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,verified
PR223-S021,n/a,CG223-S021,whitedns_android,scanner-product,"resolver chunking, scan state, traffic telemetry",focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/shop/whitedns/client/scan/ScanResolverChunker.kt,449f6b8b96b659f6ed8b6c0785a47302f73bae58ea53ac9bfb47323e903a61e7,n/a,comparison + bounded hardening,one-to-one,superseded,The donor scanner surfaces reinforce chunking/bounds/telemetry needs; LumiNet hardened its canonical scanner planner rather than copying another scan service.,bounded scanner planning,src/apps/daemon/internal/analysis/scanner/scan_iterator_plan.go#BuildPlan,Input expansion is bounded before allocation/work creation.,Mobile scanner product code cannot bypass daemon scan budgets or create parallel scanning authority.,src/apps/daemon/internal/analysis/scanner/scan_iterator_bounds_test.go#TestBuildPlanCandidateCeilingBoundsExcludedUniverse,scanner,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,reviewed
PR223-S022,n/a,CG223-S022,whitedns_android,bundled-runtime,third-party tun2proxy/fonts/binary installer surfaces,focused peer mechanism,executable behavior,standalone or target-recomposed,app/src/main/java/shop/whitedns/client/vpn/Tun2SocksBinaryInstaller.kt,dd4a06ba1f2aeb6bdfe36c025c3ecfb703f59c7b210235e56d322198324ce73d,n/a,comparison + rejection,one-to-one,rejected-with-reason,Opaque/bundled helper installation and separate tun2proxy runtime would duplicate LumiNet native ownership; only portable product semantics were retained.,native runtime authority,src/apps/daemon/internal/platform/mobilehost/tun2socks_adapter.go#StartTun2Socks,Native/mobile execution remains target-built and target-owned.,No donor helper binary or second tun2proxy engine is admitted into the target runtime.,scripts/checks/check_dormant_surface_pruning.py,n/a,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S023,n/a,CG223-S023,whitedns_cleanip,scanner,adaptive throttle and source-expansion safety,focused peer mechanism,executable behavior,standalone or target-recomposed,internal/scanner/adaptive_throttle.go,418f6da08ccd0a01040998bff5a7b1f38e16bc8fbc1bf3f7b761f9980e637c54,n/a,port + hardening,one-to-one,hardened,The donor includes ARM-safe adaptive-throttle layout and clean-IP scanning practices; LumiNet fixed 64-bit atomic alignment and moved target caps to lazy source enumeration.,bounded scanner planning,src/apps/daemon/internal/analysis/scanner/adaptive_throttle.go#AdaptiveThrottle;src/apps/daemon/internal/analysis/scanner/scan_iterator_plan.go#buildPlan,64-bit atomics are safely aligned on 32-bit targets and scan sources respect candidate/output ceilings before materialization.,Large CIDR/subnet/exclusion inputs cannot allocate the universe or panic on ARM32 atomics.,src/apps/daemon/internal/analysis/scanner/adaptive_throttle_alignment_test.go#TestAdaptiveThrottleAtomicFieldsAreEightByteAligned,scanner,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S024,n/a,CG223-S024,whitedns_cleanip,dns-integrity,"UDP/TCP DNS injection, poisoning, and disagreement evidence",focused peer mechanism,executable behavior,standalone or target-recomposed,internal/dnsscan/hijack.go,6dce31f5ea50328960eabcacce49bd7cd2547bcf0912e6451491aaf3f5108ee8,n/a,idea-to-native synthesis,many-to-many,synthesized,The donor separates forged/injected DNS evidence from transport disagreement. LumiNet built a pure read-only planner that preserves epistemic distinctions and bounds answer/error evidence.,DNS transport integrity diagnostics,src/apps/daemon/internal/analysis/diagnostics/dns_transport_integrity.go#BuildDNSTransportIntegrityPlan,"Different clean UDP/TCP answers are disagreement, not automatically poisoning; explicit poisoning evidence remains separate.",No diagnostic planner may perform DNS I/O or mutate resolver configuration.,src/apps/daemon/internal/analysis/diagnostics/dns_transport_integrity_test.go#TestDNSTransportIntegrityDoesNotInferPoisoningFromDifferentCleanAnswers,Operations DNS integrity,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,verified
PR223-S025,n/a,CG223-S025,whitedns_cleanip,reality-sni,scanner preflight/SNI evidence,focused peer mechanism,executable behavior,standalone or target-recomposed,internal/scanner/preflight.go,49cc5d11b647a993e4c4d8fe198c9710ee9dcf20f2380f1cc5a3594e1a75c1ea,n/a,security hardening,one-to-one,hardened,Donor preflight evidence helped expose that LumiNet 222 treated any TLS response as success. 223 requires normal certificate-chain and hostname verification with cancellable handshake.,truthful REALITY/SNI evidence,src/apps/daemon/internal/analysis/scanner/reality_scanner.go#Scan,HandshakeOK means trusted certificate + matching requested hostname within caller deadline.,InsecureSkipVerify or hostname-mismatched/untrusted TLS cannot be promoted as valid camouflage evidence.,src/apps/daemon/internal/analysis/scanner/reality_scanner_strict_test.go#TestRealityScannerRequiresTrustedMatchingCertificate,scanner SNI diagnostics,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,critical,n/a,high,verified
PR223-S026,n/a,CG223-S026,whitedns_cleanip,client-wrappers,mobile/config-maker/DNSTT helper runtimes,focused peer mechanism,executable behavior,standalone or target-recomposed,mobile/api.go,989a47b5b6dcadc547bced1fc5a21a76819975d44eb848ba01e22fbf085fcaf7,n/a,comparison + supersession,one-to-one,superseded,"The donor includes mobile/config-generator/tunnel wrappers; LumiNet already has canonical profile, native, and DNS-tunnel owners, so these are reference evidence only.",existing profile/native/tunnel owners,src/apps/daemon/internal/platform/mobilehost/tun2socks_adapter.go#StartTun2Socks,One target-native owner remains per responsibility.,Donor wrappers cannot become parallel profile/native/tunnel authorities.,scripts/checks/check_runtime_core_ownership.py,n/a,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,reviewed
PR223-S027,n/a,CG223-S027,whitedns_wizard,dns-provisioning,public delegation and delegated-child preflight,focused peer mechanism,executable behavior,standalone or target-recomposed,internal/acme/preflight.go,b3ecc06c234d623f1e256c0eb47adab0db979744670d854f7377e162296c45b5,n/a,port + target-native adaptation,one-to-one,adapted,The donor checks Cloudflare-assigned NS against public delegation and rejects independently delegated children before ACME work; LumiNet moved those decisions into its canonical PreflightChecker.,DNS provisioning preflight,src/apps/daemon/internal/networking/dns/preflight_checker.go#Check;src/apps/daemon/internal/networking/dns/preflight_delegation.go#resolveManagedZone,Public delegation must exactly match provider assignment and independently delegated children fail before mutation.,No ACME/provisioning mutation proceeds on unverified or conflicting delegation.,src/apps/daemon/internal/networking/dns/preflight_delegation_integration_test.go#TestPreflightRequiresProviderDelegationAndRejectsDelegatedChild,provisioning preflight,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
PR223-S028,n/a,CG223-S028,whitedns_wizard,remote-provisioning,"managed layout, conflict detection, backup/rollback and retry-aware provisioning",focused peer mechanism,executable behavior,standalone or target-recomposed,internal/xui/provisioner.go,0e69db4a6af798eb82330c1ce2805cd4e6dcdcb8b2f138e34e9f09c79071e0b3,n/a,recomposition + hardening,many-to-many,hardened,"The donor treats remote changes as an owned project with conflict/preflight/retry semantics. LumiNet replaced three direct overwrites with a managed generation transaction, ownership guard, CSPRNG secret, atomic current pointer and rollback.",transactional VPS provisioning,src/apps/daemon/internal/integrations/provision/vps_layout.go#buildManagedLayoutScript;src/apps/daemon/internal/integrations/provision/vps.go,Managed files publish as one validated generation while database/cert state stays outside disposable generations.,Unmanaged layouts are refused before rollback is armed; failed launch must not report success or leave a mixed generation.,src/apps/daemon/internal/integrations/provision/vps_layout_test.go#TestManagedLayoutScriptRunsAndRollsBackGeneration,VPS provisioner,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,critical,n/a,high,verified
PR223-S029,n/a,CG223-S029,whitedns_wizard,reality-sni,strict REALITY SNI validation/replacement evidence,focused peer mechanism,executable behavior,standalone or target-recomposed,internal/xui/reality_sni.go,db3ab19307f1b6eef189e08cfc5a88867f5b0ca3b58b8b27c472a9b0ef1bbe8c,n/a,security hardening,one-to-one,hardened,The donor explicitly validates candidate SNI normally before use. LumiNet adopted the stronger evidence invariant without changing Reality identity keys.,truthful REALITY/SNI evidence,src/apps/daemon/internal/analysis/scanner/reality_scanner.go#Scan,Candidate SNI validity requires certificate trust and hostname match.,SNI repair cannot disable certificate verification or mutate unrelated Reality keys.,src/apps/daemon/internal/analysis/scanner/reality_scanner_strict_test.go#TestRealityScannerRejectsHostnameMismatch,scanner SNI diagnostics,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,critical,n/a,high,verified
PR223-S030,n/a,CG223-S030,whitedns_wizard,credential-tui,encrypted credential/TUI/planner support surfaces,focused peer mechanism,executable behavior,standalone or target-recomposed,internal/credentials/store.go,91bea733bf12d6a4bd17ff5148a6652c141d946660efb31b23fb523651054cc6,n/a,comparison + reference,one-to-one,reference-only,"Credential-store/TUI/planner machinery was reviewed, but LumiNet retains its existing secret-reference and API/UI ownership rather than importing another credentials subsystem.",n/a,n/a,Credential evidence stays outside general product state.,Donor credential storage cannot become a second secret authority.,n/a,n/a,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,medium,n/a,high,reviewed
PR223-S031,n/a,CG223-S031,whitevpn,subscription-ownership,local hide overlay and copy-from-subscription ownership semantics,focused peer mechanism,executable behavior,standalone or target-recomposed,desktop/subscription_nodes.go,7b7a3578b0c6d25a317158f47b64d4a4f0403830ff3e96f03321693fcaea85bf,n/a,many-to-many synthesis,many-to-many,synthesized,"The donor distinguishes upstream subscription ownership from local hide/copy decisions. Because LumiNet 222 discarded parsed nodes, 223 first materializes a bounded redacted in-memory catalogue, then enforces hide/resolve/runtime ownership for real.",materialized subscription node catalogue,src/apps/daemon/internal/integrations/sub/node_catalogue.go#NodeCatalogue;src/apps/daemon/internal/runtime/proxy/subscription_runtime.go#SubscriptionRuntime,"Hidden state is local, survives unambiguous refresh/credential rotation, cannot hide all nodes, and hidden nodes cannot resolve/activate.","UI-only hidden flags without runtime effect, credential exposure, or silent runtime replacement are forbidden.",src/apps/daemon/internal/integrations/sub/node_catalogue_test.go#TestNodeCatalogueRejectsHideAllAtomicallyAndUnknownIDs,Profiles node management,additive/reversible unless explicitly noted,user-directed working assumption: MIT; legal/license analysis intentionally out of scope,high,n/a,high,verified
