wave,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
post-refactor-4d,ZedSecure-main,android/app/src/main/jniLibs/armeabi-v7a/libhev-socks5-tunnel.so,af70d70294cf82be26c1a4535ca0a341d7f38fe26c65940dc2ffa814aff3ab2b,235348,file,n/a,vendored,authoritative-source,PR141-M0028,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/jniLibs/x86/libhev-socks5-tunnel.so,125831c2c55c2d33ecd63583035dcb159a814133ea46ddbf87daf02da63aafb3,326908,file,n/a,vendored,authoritative-source,PR141-M0028,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/jniLibs/x86_64/libhev-socks5-tunnel.so,ac50a5f0962b08a8732d43ad52957ef52771431bfdeee1376dcd3700859fd7df,341264,file,n/a,vendored,authoritative-source,PR141-M0028,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/example/zedsecure/MainActivity.kt,bc7d14f31761599e93eeeb363cae5c7706670df872d78f9cd2f5a8e5e90f815f,123,file,kotlin,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,decb186d7b8418f90e858fac0a2581534c7542d785ca38d138a5a4a37d5f3d2e,4899,file,kotlin,ui-or-product,authoritative-source,PR141-M0020;PR141-S012,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,0b1f23e62a781811ece27db41694d99761fee69255692c6478b4bc7d58fdc16b,2945,file,kotlin,ui-or-product,authoritative-source,PR141-M0020;PR141-S016,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,8ceeca73537ade879906d43c45d1228e7cd95779e49ee235177733e13956edf9,1379,file,kotlin,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,ebe31c0ddacbf9e951de82bc79fc19426754559482b788e7bf7318023009b82e,6364,file,kotlin,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingService.kt,e9d64ef304e7bb244c75d28f0c67aefb7b49fdb9a07513eb94f7659536338391,11162,file,kotlin,ui-or-product,authoritative-source,PR141-M0020;PR141-S017,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/SettingsMethodChannel.kt,b59c1b3613ab5db83802cc908190e059f7ced050dd5e04cffa8beee57df0d7fb,5956,file,kotlin,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-hdpi/ic_launcher_foreground.png,b4fda0eb4a09d226c2d51c6e3879c4a916a5bb9918d147dc0a99484917c4d4ff,23687,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-mdpi/ic_launcher_foreground.png,7a1209a66f1c393e40c112ad4b6d3c0981ef5191fe24d24371f546b013ad1d2f,11939,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-v21/launch_background.xml,7ca6d5cec2169c5a98661a119db23a6f3399c8fef2256ff04f3a642831282478,438,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-xhdpi/ic_launcher_foreground.png,625f4313c03426211c442993ab85c30d918e2fd477196cf30f0e9ad6adda5a59,38721,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-xxhdpi/ic_launcher_foreground.png,9d0f7139a8676225363cdb69e8d898d0898c2c706a732d6ad0a4a7a9d79846a9,79491,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable-xxxhdpi/ic_launcher_foreground.png,ccc25bbb687f3f548c1edca85bfc465943570c058b5649e69a044aa1fae6be7a,134533,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/drawable/launch_background.xml,94433756fe10005ddd6fc55cc5c0b1e9f3c10b66a08ceac795ece6713d34e28a,434,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,fe16ab84762f42e1166a008c9c77227fa3ba8399088bf9667e83d04bc4322af1,335,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-hdpi/ic_launcher.png,e7ac9983c2239c84ff4f19af7141dd0672c75e9b373d78474277ea4521aaa30c,5932,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,e488cddda492b531d0f622f03b667e5593582957ad6dcfcb0382a237c8355ecf,11379,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-mdpi/ic_launcher.png,96e9416771666a10cee3d5bbae354ab184f9492e63c01df48ebf014149dddf3f,2995,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,c2a690aa01e8cc7a7ed199259bad739cf28ba7df9541e12a4ee07f9cd0f31be9,6024,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xhdpi/ic_launcher.png,47334db699b4b9959639df0b5515f05e7fa440e63aad5b7477e02b913cea160b,9609,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png,deab2503fc738dd16753c2a2fa7f2f2e9c343596b2a91fa0584e7d79b1f61a44,17010,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,f9b04ba89b2f91ddc58ecf008af3ad82304818d16eb0ccabd45579dfc74553d7,19464,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png,ebf85d365d5f6ad2fc24578c5e652220d11975627744dd845694c0400075ce3d,30257,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,509b3da47cd296312b9acbe7df80ee2812e3b11ceacc7bccf48608d96fb9fe09,31674,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png,8d78ffbc714bd521ce0c2c92bb5f546fdc0d5f5ec3dab905c293210a8e25bc66,46076,file,n/a,media,authoritative-source,PR141-M0014,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/values-night/styles.xml,8c5bad5152f217e837519f9c15211d19f39bd45f5f67faf6dd81cb4b299e518f,995,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/values/ic_launcher_background.xml,638e891bf9ac9a12ccdf93c9814e99ec0d0cb5d461712d7ada231a34bc36ecbc,122,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/main/res/values/styles.xml,937d7c82f539c72eb94fd3a3773f29b3d3fef1997213c92cb632298cedf4bda9,996,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/app/src/profile/AndroidManifest.xml,30b0832ed8b92dfbd6ae2abfa939ccf26333d37600056b1572bd4a397a18a74b,378,file,xml,ui-or-product,authoritative-source,PR141-M0020,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/build.gradle.kts,e704c38144ab59a5b51375447918d81d386d9ff49afd6c648b233bca8d759ed2,515,file,kotlin,implementation,authoritative-source,PR141-M0010,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/build/reports/problems/problems-report.html,8f96b1978de75b65641a192e4c45a6f39cde5ffa3536f031530d1c698f3ade66,147138,file,html,generated,authoritative-source,PR141-M0007,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/gradle.properties,20c411ebbe5162992d16d170656ee19a9ffe0571e6c4d4c5a5314bb06da0a672,166,file,n/a,configuration,authoritative-source,PR141-M0002,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/gradle/wrapper/gradle-wrapper.properties,297c9e63b6fa6e7e8b221900fa1787c1a0e38869d8957da66389fd0f6b00f78e,201,file,n/a,configuration,authoritative-source,PR141-M0003,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,android/settings.gradle.kts,6f757d025dc22267553f8f4b5426760802fc275b6245d58d9b55d1d86d8a02b5,739,file,kotlin,implementation,authoritative-source,PR141-M0010,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,n/a,implementation,authoritative-source,PR141-M0012,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/at.svg,2754ed2fad9a76d459468dc28de45235fe55711b95b43d35bbb5322a9b802202,237,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/au.svg,cbb2206c5e59a25d79228306af973666a191e163f0ae337681f447977e6edb18,1296,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/az.svg,33ad245b2125c36fbf0f863b0edd5c85cbef37587900e101db3a615870504502,501,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/be.svg,d6aff6fa4c913404eafd53f91c0a9b240fcecaddc8f0ac2160d362e38469342c,302,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/ca.svg,6f1837841200ae8d7255f76e35fcccbe9de4b08dc87fe0150e7df0b806327ce4,642,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/ch.svg,ac676cd39d7032988598ef2dd73f6bebcd767738e3e469705d6a437835ac485c,290,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/cz.svg,d601fcc2e5b1fd48b79d53c55108af4c0e90793f146db51f3ee449d8d69512bc,225,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/de.svg,efd480af5a154a7651f29da23ee0d09dbc892410fb4041898ddf8face336c575,221,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/dk.svg,d2847c0bd7a1fb97977ee51f2f618c5ebc5898dd66ef9804f187613c27bdca1a,236,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/ee.svg,06eea21cfe8cfd173d2b90b8e84d60b1f8c16f87f073b248d27b948ae9262a0e,333,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/es.svg,28172513456aaf0bad0ff97b3d64657d53cd264c4f9474619d4e6f5a31cbf954,91011,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/fi.svg,012edd984cf1879463c2855b7df02dea2f7de7f7a66b244fb1e22b4227f7aa65,234,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/fr.svg,8cdacc8d79bcf210cdca2777a2c0de1f9e5862526877bd3026c9d59ecdcd4578,231,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/gb.svg,c8be1e7208798a4ae692ee1e937065d498bb29e741943f6172b29118b8ed8066,504,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/hr.svg,969d4f47b6762b31faf9dccc409f6f3edfb19f50fb598d8db8024754cd3303c2,41177,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/hu.svg,ffc4edd580d4b9789bee68f33cef24afe826ae571464350fe7b98c7a36b4ff8f,271,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/in.svg,91185efa1a9b52cdc0e470712518efeefc4e4d6a6555bae9de997ba71885bb98,1090,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/ir.svg,3e1795729b0dd8784528b8013291103525f37db38dfcd0b314e14309adfe6b91,33604,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/it.svg,9fa88118818d9b64838f578e2babcca3d0630aed21b5c33b34aff7ac5ce506bc,289,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/jp.svg,bfea80baf9989383dc4bf7ca594ed95be0df0ff125bfc88d0bfa878eb0198022,470,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/lv.svg,15d4e812a30208a1caaba6922a3f585db17827d67afae81626ffe4e1e9344ea7,230,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/nl.svg,54b194d90de3e6f979a8ae032fec2a246291724b5f14b8578c186d81b1fa65b4,221,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/no.svg,ceea17af051dceefd5759a824213eb40ac8a8095aa88a6874a7bbc8de637357a,318,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/pl.svg,369bb3e14ee718df1ee15fd2fb3ad0dae713f78f622e277710fb2b30a313f2aa,219,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/pt.svg,552399764beecea60b61acb72ebe596670e983459a09951b4ea0a6239074f3a0,8316,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/ro.svg,17a3a747fc5e63302aaa670a667e5812f3676f46768e5a3e87b254bd41762840,302,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/rs.svg,840a9b00eef36036b7e2fe807d9c6eb6ddc94f77b0b64ac5b962fbde050c3688,184172,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/se.svg,b3b5071e6c1d4a0e3db828bab5c7dfd68d0e90fcf3b25b15e9a2c4f96c1f79c9,209,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/sg.svg,25de9044c2e2775f7ccf9c1df02dd02342f915715b22c43248452b7ae24079a5,889,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/sk.svg,e82f6617359300b35d610e89e207a4e8e007e932fc0fb3e79f4ca402a712a748,1197,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/tr.svg,256a1d6afbedb9f731566982331a1cd1ad14aba211b8a61d338855879505e74f,549,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/us.svg,e7be4240cf57987926673708f09233be1ab6bdf35acc7b86bd32a263f197a2a7,648,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/flags/xx.svg,1211010bc9d0a43e62ee88a320f01a9ebac53e07af1db22ca2d75a5db6ed9ef6,616,file,n/a,media,authoritative-source,PR141-M0015,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,assets/images/github.svg,483e3600d95f2178e21904752b1f26f4a6dcf1e6ccb69a2e06c00324842d6532,2150,file,n/a,media,authoritative-source,PR141-M0016,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,compile-hevtun.ps1,9d361e77e59ef7bdc54f985ec75aa478ad2c051731057d9282c5c4840568259b,5257,file,powershell,script,authoritative-source,PR141-M0019,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,compile-hevtun.sh,14f34723c298985f985b99ac68625dae66f42e39cf1104ccb0dc3c472a69ec6b,1366,file,shell,script,authoritative-source,PR141-M0019;PR141-S019,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,key.properties.example,b1409fab8bdd1e32107f13e53536c747729b642bda323a5abd4be04f8cf2c3b5,151,file,n/a,implementation,authoritative-source,PR141-M0009,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/main.dart,899998b73bea03ffc6d7750aeded91c03592e076c4e83f035c694df2d8d963b9,6676,file,dart,ui-or-product,authoritative-source,PR141-M0021,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/models/app_settings.dart,41ba9a37ef635b66ad68a8d51178f3fb7a94ffcce592f6b0df395165ac352a33,10629,file,dart,ui-or-product,authoritative-source,PR141-M0022,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/models/subscription.dart,d20142c50c8c017783c9a5ae37d6d6c9a57231b1cc7772c41dfc142a3dea013d,2705,file,dart,ui-or-product,authoritative-source,PR141-M0022,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/models/v2ray_config.dart,d5e7fdb8105ae8d8931d7345866cbe16d7b125b2f657c0cae67a6346e94fe6f2,2802,file,dart,ui-or-product,authoritative-source,PR141-M0022,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/about_screen.dart,5edf09542bdb25006b00b3659f6afcde989195109235e9eb5d5e2c57eddb898a,6342,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/advanced_settings_screen.dart,ac9d9b9c7931b18c3093a2bf4cb471107097dcdc44eaebb7744511491d613a10,33137,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/config_viewer_screen.dart,237e2a022d682aa5951e29a2e0d1a657ca5af5525ae0c19d26b7e4408b7dbfe8,12523,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/connection_info_screen.dart,ea497a5630ccbc9cbcb2ff5182e2a72a39e6d6076468baa7e8aa08e3802b229f,9619,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/edit_config_screen.dart,acf3e8297ac23dc9bc6d99f2ea41528f5c24e0cdbb25841a897b52204251c33d,46315,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/home_screen.dart,d6bc61409e67fde5040789c488e0edc880db9d2f44de31a3dea3fdc9d39fa633,46517,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/per_app_proxy_screen.dart,5f4cac9bea20eb7b345d0b271617e2d5884bba0da4f0bd46c93ce6fe83d968a2,11065,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/servers_screen.dart,9e89d91fc64b9d37d314ba987172db7ba6841bb41ffe320b651fd492409f5bc7,54449,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
post-refactor-4d,ZedSecure-main,lib/screens/settings_screen.dart,8e617bb0e5bbc31c8654fe76303d7053138a42615af5bf0f3ba9b3556bebce7a,20702,file,dart,ui-or-product,authoritative-source,PR141-M0023,141-wave recursive accountability; fine semantic links added where applicable
