path,inner_path,size_bytes,sha256
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV10-Windows/windows-7-avast-free-antivirus-10-ie-11/date-2016-02-27_09-47-50_ip-23.249.38.73_port-47692_hash-fccbb1416d8e5d0e270cfbcc439b6bd3dd37946c.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV10-Windows/windows-7-avast-free-antivirus-10-ie-11/date-2016-02-27_09-47-50_ip-23.249.38.73_port-47692_hash-fccbb1416d8e5d0e270cfbcc439b6bd3dd37946c.final,2822,deb37c17fb799cc6cab482b28b7ca5372bd32d36c0938610e5142bfb0739922b
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV10-Windows/windows-7-avast-free-antivirus-10-ie-11/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV10-Windows/windows-7-avast-free-antivirus-10-ie-11/handshake.pcap,221093,05ebfe494e40d69e666301b2629510443a737ae02f7baa38b4c190ac49f9ecb1
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-11.1.2253-ie-11/date-2016-02-27_07-00-34_ip-23.249.38.73_port-42799_hash-72ebaac6755b12d1447dcfd21b083f7f0ef44827.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-11.1.2253-ie-11/date-2016-02-27_07-00-34_ip-23.249.38.73_port-42799_hash-72ebaac6755b12d1447dcfd21b083f7f0ef44827.final,3934,7bd40a170ec99efb18eaa41a80c05159d69ae14ea90f7176c0a1b4b43cb8be0d
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-11.1.2253-ie-11/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-11.1.2253-ie-11/handshake.pcap,223202,d21110f20c91fb3c914ff553d392b31f075bc099c70df6b5a2d45e21fa939e1b
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-chrome-48/date-2016-02-27_07-05-09_ip-23.249.38.73_port-32880_hash-f2250299cc12bf0e867c3ca173efd75effe434a3.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-chrome-48/date-2016-02-27_07-05-09_ip-23.249.38.73_port-32880_hash-f2250299cc12bf0e867c3ca173efd75effe434a3.final,3938,7f2ba41cb54c0f38f8d5898246366d804cec2cdb6a06c6a5284b1527de91f431
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-chrome-48/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-chrome-48/handshake.pcap,227584,33fe839bd84604585ec214cb35cfa9e3ded4ff43b18fd49d6f82c8558b092771
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-firefox-44/date-2016-02-27_07-01-14_ip-23.249.38.73_port-45133_hash-d5a8ef3d0ea675895f12e38fc2fbceda4b2a7e0d.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-firefox-44/date-2016-02-27_07-01-14_ip-23.249.38.73_port-45133_hash-d5a8ef3d0ea675895f12e38fc2fbceda4b2a7e0d.final,3906,6a43124ed9a8f1b3c68e87c9b68da5c49c43d02d4519ca8541aad9e3c26062c9
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-firefox-44/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11-Windows/windows-7-avast-free-antivirus-11.1-firefox-44/handshake.pcap,213300,5a171b8177a7be210c3d33c5662e443e6948fc448e6a8247d439608fe78d1393
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-chrome-49/date-2016-04-13_00-50-33_ip-108.254.162.36_port-56974_hash-efaa3b316a74a87ee09a769cd1b1ff6f4578ba54.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-chrome-49/date-2016-04-13_00-50-33_ip-108.254.162.36_port-56974_hash-efaa3b316a74a87ee09a769cd1b1ff6f4578ba54.final,5137,5ba64ceb3d4a9bbc7b884d01f64c570a66a29b1576ac175697c44b68b1638878
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-chrome-49/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-chrome-49/handshake.pcap,225743,779bc628c9c052c634e0f6d3f0e4653eeec14a985496ee061ea1d3785a20a4fa
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-firefox-45/date-2016-04-13_00-51-10_ip-108.254.162.36_port-57043_hash-3d9a87b366ea451c1c021c1b701165ef30a8aa12.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-firefox-45/date-2016-04-13_00-51-10_ip-108.254.162.36_port-57043_hash-3d9a87b366ea451c1c021c1b701165ef30a8aa12.final,4997,a38c75d7dfdf41cb6f38746c25d3ed81282cc420f490c7346251d0709e312689
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-firefox-45/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-firefox-45/handshake.pcap,214426,451562859958bb82a1b7980a85714c9a2866aa35afda9e2c7fb02e69a6d33f37
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-safari-9.1/date-2016-04-13_00-49-46_ip-108.254.162.36_port-56882_hash-2e96c9789e5cfb081a5bbaedf70b43ade171914d.final,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-safari-9.1/date-2016-04-13_00-49-46_ip-108.254.162.36_port-56882_hash-2e96c9789e5cfb081a5bbaedf70b43ade171914d.final,5066,5930f908ac7dddfd1a6014dd3995dddf56da5b2acfba8939e7b2bd92550964fd
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-safari-9.1/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/AvastAV11.7-Mac/mac-10.11.4-avast-11.7-safari-9.1/handshake.pcap,222712,a94f98bddd836739d3efcf3933b4e8aea257c9313475a22c986f85c15c5d7bbd
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-chrome-48/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-chrome-48/handshake.pcap,224500,1d30fd9af033a6b62da41f446595e0b7108f9e3bf84525699f11f5cf70e08da8
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-firefox-44/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-firefox-44/handshake.pcap,229923,591d190539f0931039a47a43476d2c64780c9362699b8908e56eab808b190fef
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-ie-11/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2013-Windows/windows-7-bitdefender-avplus-2013-ie-11/handshake.pcap,222359,ebfb1bd9a35d7ba12b210f927f6e73d30a0f8b714486d3ab226b8f3a449e7d82
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-chrome-48/date-2016-02-27_05-45-30_ip-23.249.38.73_port-43639_hash-43c199f1ee4df67e0dd123a52d13c91a9c3f87f4.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-chrome-48/date-2016-02-27_05-45-30_ip-23.249.38.73_port-43639_hash-43c199f1ee4df67e0dd123a52d13c91a9c3f87f4.final,3234,a828d2ecb13d0523305c630114fbb0e145d9c57447c8c90b651fb191aeec53a5
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-chrome-48/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-chrome-48/handshake.pcap,219984,3db3dbbba086fe432fce8e6b800abadacf88e3fd90cd5a2a5c65cc220cf2e3f8
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-firefox-44/date-2016-02-27_05-46-02_ip-23.249.38.73_port-42617_hash-7d06285dfbe12fe907d336c4c3edc0b4afd6854a.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-firefox-44/date-2016-02-27_05-46-02_ip-23.249.38.73_port-42617_hash-7d06285dfbe12fe907d336c4c3edc0b4afd6854a.final,13878,962e5107a47b30da18a6d85aa0b7ce4c1b7607566fba45bb7d061b4071740696
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-firefox-44/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-firefox-44/handshake.pcap,226849,399ba1797a8e488a3da9934b513ccdbc5e939dc8109ce44dac12fe36885ceedf
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-ie-11/date-2016-02-27_05-47-44_ip-23.249.38.73_port-35423_hash-384bcae52e952c63204dc91f0ce642a95afbe216.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-ie-11/date-2016-02-27_05-47-44_ip-23.249.38.73_port-35423_hash-384bcae52e952c63204dc91f0ce642a95afbe216.final,14059,850ef235c17ae114404fb8b1b7704ed51ec17eda75cc6905a7dd4f841c77fb02
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-ie-11/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-antivirus-plus-2015-ie-11/handshake.pcap,223568,a3bc7485c27694379277fee2dbbf0771bc302c017816baf45c03ac68f9671ecd
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-chrome-48/date-2016-02-26_15-26-30_ip-130.126.255.68_port-32964_hash-b29bba30034f32280931114e876695cbaaab3482.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-chrome-48/date-2016-02-26_15-26-30_ip-130.126.255.68_port-32964_hash-b29bba30034f32280931114e876695cbaaab3482.final,13825,7dcdc5bcc4ddf985f0cc49a5d74d7a56882b814e896062c99eea7e21d08b0c5b
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-chrome-48/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-chrome-48/handshake.pcap,226770,db87b32a6a2318ac6e30841cabf472168b0160d990dd7f4a200b924a4096a338
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-firefox-44/date-2016-02-26_15-25-53_ip-130.126.255.68_port-52709_hash-63ea8bb08f6c84269529dcda603ef3dfd6cccd63.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-firefox-44/date-2016-02-26_15-25-53_ip-130.126.255.68_port-52709_hash-63ea8bb08f6c84269529dcda603ef3dfd6cccd63.final,3957,fa012b5d5ac0a7649f0fff6e0a88bbbcb17133a169ceb442b0a9a459f1f5a18c
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-firefox-44/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-firefox-44/handshake.pcap,227805,f656f90aec16c11709a803722769cea36915a487f1a4dbb95570a7241b2495ba
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-ie-11/date-2016-02-26_15-25-12_ip-130.126.255.68_port-48133_hash-070518cdaba2888dc54ac06ac28dd8caa4d5328e.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-ie-11/date-2016-02-26_15-25-12_ip-130.126.255.68_port-48133_hash-070518cdaba2888dc54ac06ac28dd8caa4d5328e.final,13981,7b9506b39d8577f8673eed65fbdf33686734a2f723ee3893fdb9b94d49f2afad
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-ie-11/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderAVPlus2015-16-Windows/windows-7-bitdefender-avplus-2016-ie-11/handshake.pcap,225257,62aaad31ef9de2eb972a7e4292361dc94bd74845b652753ac59567b7bbeb12c3
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-chrome-48/date-2016-02-26_15-36-09_ip-130.126.255.68_port-53420_hash-b677af78adcbcefc1516dbf21a2100e55429cd9c.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-chrome-48/date-2016-02-26_15-36-09_ip-130.126.255.68_port-53420_hash-b677af78adcbcefc1516dbf21a2100e55429cd9c.final,13825,de2de4476c582f013395d9713d75f15af000ffa8d6a7d919c3a997152294a663
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-chrome-48/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-chrome-48/handshake.pcap,226267,fde7e3d2b4341151a174bbe03e866988790c25d185828aa87df96770767dd7fc
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-firefox-44/date-2016-02-26_15-35-36_ip-130.126.255.68_port-52005_hash-4655e907f495bb5a0979be01397b263d04c4874b.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-firefox-44/date-2016-02-26_15-35-36_ip-130.126.255.68_port-52005_hash-4655e907f495bb5a0979be01397b263d04c4874b.final,13807,79c30557f5946736c7e33b15908a0de8a65696c29351e4b3156df7ad9768a109
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-firefox-44/handshake.pcap,reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-firefox-44/handshake.pcap,233023,400e092a5297f23e23544ce5ccf38b6e3fc0f62a209883278894a301ea5ccafb
mitmengine-master/reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-ie-11/date-2016-02-26_15-36-39_ip-130.126.255.68_port-53420_hash-dc8d7085e6555a5a11b8f4775d3e2c197c568fd5.final,reference_fingerprints/pcaps/antivirus-run2/BitdefenderInternetSecurity2016-Windows/windows-7-bitdefender-isecurity-2016-ie-11/date-2016-02-26_15-36-39_ip-130.126.255.68_port-53420_hash-dc8d7085e6555a5a11b8f4775d3e2c197c568fd5.final,13821,e7e92f300645447c32397015f309bba40d9eac5b820b139579bb1acfe8eeab1b
