donor,path,sha256,size_bytes,mode,classification,module,language,semantic_record_ids,post_refactor_234_disposition,notes
whitedns_android,.gitattributes,1d5d71dcc6ccd28ab46a335349ecc74742ca4b81f4fcad212f8d134f70f1f13e,17,0o644,data,.gitattributes,n/a,PR234-F00001;PR234-M0788,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,TRADEMARK.MD,90582e0becf36f7819a84fddbdc92ee78af37941cc508be01c61ef325580ea02,977,0o644,documentation,TRADEMARK.MD,md,PR234-F00012;PR234-M0798,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/.gitignore,5c3174b74edc6f2b9e0743594b8bd3c7f31e4f4405758cc9872b3fe1de1d28b4,6,0o644,data,app/.gitignore,n/a,PR234-F00013;PR234-M0799,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/build.gradle.kts,7a8e329ed15f62b43e359e260c24f1117ae858003accb679e588f9ad0275b6c5,2939,0o644,implementation,app/build.gradle.kts,kts,PR234-F00014;PR234-M0800,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/proguard-rules.pro,fccd0ea65ee6a220f116140bda192eec19f6effb40ffa6a91b47b3b8a90eaf38,49,0o644,configuration,app/proguard-rules.pro,pro,PR234-F00015;PR234-M0801,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/androidTest/java/com/example/whitedns_connect/ExampleInstrumentedTest.kt,126910840f44f314d341bb97b21357c17213ad246e774880336d11dbae113a7b,683,0o644,test,app/src,kt,PR234-F00016;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/debug/res/values/strings.xml,ae374c134d09c62f6a1cae4bb80639be6e8532c7ec85f3894c8098fec7d42ff1,116,0o644,configuration,app/src,xml,PR234-F00017;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/AndroidManifest.xml,787e0c5a72c6b333350e7ba3ab18a903e4cc62dce7b19e25a889efed2a8eb4a1,3903,0o644,configuration,app/src,xml,PR234-F00018;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/assets/THIRD_PARTY_NOTICES.md,768938114f2922593cc4233b1571bc4fd363173352b5de4430a7ca60e703c672,3639,0o644,documentation,app/src,md,PR234-F00019;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/assets/default_resolvers.txt,47404b526680e488a2e10469f9ea1ed3d4220717c4f95baa04f12ba7aa8607ff,66493,0o644,data,app/src,txt,PR234-F00020;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/com/github/shadowsocks/bg/Tun2proxy.java,b9bfe76437b3ac68868df17edb926858e5e4e36cda981d76f2154afe5aace8a0,812,0o644,implementation,app/src,java,PR234-F00021;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/MainActivity.kt,5f9a4d90dcbf36375c6fbd3f5d2921459a70f0001b64fa2fd3a05e32977cdbc3,8529,0o644,implementation,app/src,kt,PR234-F00022;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/model/AdvancedSettingsTomlImport.kt,4730f5551833040f84a48ff06111d3a4a66eca68ed964a2bca20ac6c2cd1ba46,19980,0o644,implementation,app/src,kt,PR234-F00023;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/model/WhiteDnsAutoTune.kt,c543d98fb0ed5e820892b343b2779c55d3506bf643908ed246681b86e16b6441,12334,0o644,implementation,app/src,kt,PR234-F00024;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/model/WhiteDnsModels.kt,dd096dde40866ca79fe3366facc9678c0aab4b06be560fc6dde6ab87cea66e4b,69222,0o644,implementation,app/src,kt,PR234-F00025;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/model/WhiteDnsProfileLinks.kt,f22db79fb33e21d306079ae1f5f96899d996108b453128cf5391ad5bc3ee7e7a,7758,0o644,implementation,app/src,kt,PR234-F00026;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/model/WhiteDnsSettingsStore.kt,390e5cc9e69354ba192a07a809d0888bc0561bf92a6f5947fd1e343d6290f8a8,47944,0o644,implementation,app/src,kt,PR234-F00027;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/proxy/HttpProxyBridge.kt,df8c6bafa8f7feb4db048fc9fc7dfe3015eddb9190e4b2a482b5a1de3784e5f6,15392,0o644,implementation,app/src,kt,PR234-F00028;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/proxy/WhiteDnsProxyEvents.kt,8c51ea09a1c700ffdc6224db2893ef13768468f1fe9f54aeb3cf04fdf6a257cf,1207,0o644,implementation,app/src,kt,PR234-F00029;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/proxy/WhiteDnsProxyService.kt,827421087aea72f76e5fc80575f3cb0e0c7cb16369ef609a82823c1645288fd3,23164,0o644,implementation,app/src,kt,PR234-F00030;PR234-M0802;PR234-S025,focused,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/quicksettings/WhiteDnsTileService.kt,051403e5a2ee9f511228146ce043c6dd094416b5e3aa959fc0431e4d31234537,5935,0o644,implementation,app/src,kt,PR234-F00031;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/RuntimeLaunchRequestStore.kt,0fa5e46231b8aaa733f2ad5e8870de36605f0c94622bab3bbea7d24e784f9074,14913,0o644,implementation,app/src,kt,PR234-F00032;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/StormDnsConnectionProgress.kt,71db3d584bd627422fe37288f87e4504c6a4d7429a414363994b1e53ad34d1fa,1889,0o644,implementation,app/src,kt,PR234-F00033;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/StormDnsResolverState.kt,7995e60eb2e62a10100bdb2f91695ba5b7cb611316dec131a769187746afc49c,1052,0o644,implementation,app/src,kt,PR234-F00034;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/StormDnsTrafficStats.kt,0abf506a72b9b70a9303f76f121e63b53e27ad4fa62a125fcbc2effa8af8cb5b,3979,0o644,implementation,app/src,kt,PR234-F00035;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/WhiteDnsRuntimeStateStore.kt,3adad0329e1ea021fe63319c617e3acb7158d4210ff5f14193fe4be3759a2ad0,5716,0o644,implementation,app/src,kt,PR234-F00036;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/runtime/WhiteDnsTrafficWarmup.kt,8fefa38c22881be7a9996f7a1f5c93034c6c35761c8be1baadfd67f4bbe45e0a,11277,0o644,implementation,app/src,kt,PR234-F00037;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/ScanResolverChunker.kt,449f6b8b96b659f6ed8b6c0785a47302f73bae58ea53ac9bfb47323e903a61e7,641,0o644,implementation,app/src,kt,PR234-F00038;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/StormDnsScanTelemetry.kt,59105ef5f132b1428946c073ad71999730219b1bc8faa29fbe58cb4a83a8f379,1573,0o644,implementation,app/src,kt,PR234-F00039;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScanEvents.kt,de60d7914b90491e2900e6e34e46ae64558bc73cc681cb7c04ffdd79e7b51de0,1002,0o644,implementation,app/src,kt,PR234-F00040;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScanRequestStore.kt,398796960f0c88f186b4441c869ba48668ee0cd9bd4c1c9c388224054eff4c2b,3705,0o644,implementation,app/src,kt,PR234-F00041;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScanService.kt,b8613522a5efa03a411e74a00673e31b750542b40e00f6027c7526b5de2e58c1,33088,0o644,implementation,app/src,kt,PR234-F00042;PR234-M0802;PR234-S026,focused,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScanSettingsStore.kt,b3af3f2a6cebcfa4342f1ebdb233ec95f0cc10c8b398c6741124290f93c1aa73,1124,0o644,implementation,app/src,kt,PR234-F00043;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScanStateStore.kt,954d8ad3706de89c4f52f6d144696616e6e0cc68388493f8668ca24c37395160,4873,0o644,implementation,app/src,kt,PR234-F00044;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/scan/WhiteDnsScannerResultStore.kt,674051d53111bb4599d43c5573be7d45621cfe3a22577a22d139729829057fb5,9614,0o644,implementation,app/src,kt,PR234-F00045;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/storm/StormDnsBinaryInstaller.kt,daaf1c59b7d5b6450c8a3d1287a42f22344a9e3f04f913a5ac60852f8a02fe49,801,0o644,implementation,app/src,kt,PR234-F00046;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/storm/StormDnsBuiltInPool.kt,ccfa5201f012f7beddf31f954e7e6257f1a5feb1ddb923e1a4ead10282b9d809,184,0o644,implementation,app/src,kt,PR234-F00047;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/storm/StormDnsConfigRenderer.kt,9af6ddb8395c9ffd0d1da242d19b61e04e53cc3a7b4e916fde7f42995ae64e8e,13055,0o644,implementation,app/src,kt,PR234-F00048;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/storm/StormDnsProcessManager.kt,d647404cf333471c88988298a70f475d12ed4cb3de0613dbcf6d9fad43bb13bf,7448,0o644,implementation,app/src,kt,PR234-F00049;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/ui/WhiteDnsScreen.kt,3089be00f6c8ed8b0d14c6b5570ac1f7eb76ed4d5dec5aed7aafa4797fd81ed2,388014,0o644,ui-or-product,app/src,kt,PR234-F00050;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/ui/WhiteDnsStrings.kt,5ad522278ddd96746641f960c842f56a2813037960b40cc2af07eac8fc6ba738,103916,0o644,ui-or-product,app/src,kt,PR234-F00051;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/ui/WhiteDnsTheme.kt,6b348351b1f906040f212b78965c38364f128117e826552b9265410fd7602941,70334,0o644,ui-or-product,app/src,kt,PR234-F00052;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/ui/WhiteDnsViewModel.kt,c9434eadaa61c8b67504a8ff24f0326573304a21ddece601b2c75db7be7e9bfe,129945,0o644,ui-or-product,app/src,kt,PR234-F00053;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/vpn/Tun2SocksBinaryInstaller.kt,dd4a06ba1f2aeb6bdfe36c025c3ecfb703f59c7b210235e56d322198324ce73d,786,0o644,implementation,app/src,kt,PR234-F00054;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/vpn/Tun2SocksProcessManager.kt,88a9dc8e8cb1cf3e103b4dcc9a1c6adb79a024cf0506cd74e35fc98b78d9aea0,6630,0o644,implementation,app/src,kt,PR234-F00055;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/vpn/WhiteDnsVpnEvents.kt,9497764ceea65559f1d9c67809b930a7ee038bd25b57bc32271fdc6e60946618,1181,0o644,implementation,app/src,kt,PR234-F00056;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/java/shop/whitedns/client/vpn/WhiteDnsVpnService.kt,cce022104b5ccd817f505b00569cd01cf3cb15e7497ebec2471933d70fa662b2,26898,0o644,implementation,app/src,kt,PR234-F00057;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/arm64-v8a/libstormdns_client.so,fcc998b6eb2e06c9f01f7982217575d21819371b09f5b84a3426a86d3fd97c1f,4751760,0o644,vendored,app/src,so,PR234-F00058;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/arm64-v8a/libtun2proxy.so,a8b80e9dc2eca865853f40d95be75d20f0c5acaf213da233d4a9f98de9be5cd6,7068840,0o644,vendored,app/src,so,PR234-F00059;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/armeabi-v7a/libstormdns_client.so,5014be8d2c0749eee7f20e2954e57aacebbbab257ac490e69911d26754925d72,4586152,0o644,vendored,app/src,so,PR234-F00060;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/armeabi-v7a/libtun2proxy.so,ad5c5a0e02b24c552163ecef478692048638d07796a7c2e3542b42529e040a8d,4888872,0o644,vendored,app/src,so,PR234-F00061;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/x86/libstormdns_client.so,1450b639377699023f668ada5e68087b10880d58ae98343325ce5a28f8cf4aa9,4636316,0o644,vendored,app/src,so,PR234-F00062;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/x86/libtun2proxy.so,c3ea0d055d1086b7c7cb14ab8f491ec715db2a6118068ab3fbc831660b59e4e4,6808376,0o644,vendored,app/src,so,PR234-F00063;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/x86_64/libstormdns_client.so,1a506690ad37153fe5c1773c488353183c2f29a61c4e17ee882d70f8031371b6,5030352,0o644,vendored,app/src,so,PR234-F00064;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/jniLibs/x86_64/libtun2proxy.so,463baee74eb26385d5ec424092c7f25e5f850a29f36cd5398aa1234c26540d98,6897024,0o644,vendored,app/src,so,PR234-F00065;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/play_store_512.png,34c2d70ba85342bbeeb5199893bdea498dd347485cde8147eb2b79794b0bbbda,227901,0o644,media,app/src,png,PR234-F00066;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/drawable/ic_launcher_background.xml,f2572da2b5710251b6385a40e92517dcaf8922079202a4ab988490031caf61ba,202,0o644,configuration,app/src,xml,PR234-F00067;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/drawable/ic_launcher_foreground.xml,79a6d1f4eb20740c83333eb3caada8560b8f2655b3e54e90c9e193c0002cec85,2868,0o644,configuration,app/src,xml,PR234-F00068;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/drawable/ic_notification.xml,3aece9755bc4e20f84273fe3dd9b897e498cfd536cd2c6dcb783cc4872e206c1,374,0o644,configuration,app/src,xml,PR234-F00069;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/font/vazirmatn_ui_fd_bold.ttf,d0c8d728d939df28a64fca2ea184a148f40779a59e31d7cd03b5ec59ee2b9b58,119276,0o644,vendored,app/src,ttf,PR234-F00070;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/font/vazirmatn_ui_fd_medium.ttf,29ba579992b9b8fdf77d99acc36ad7ac34407d74d0412f6a7974bd3412d4fa06,118880,0o644,vendored,app/src,ttf,PR234-F00071;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/font/vazirmatn_ui_fd_regular.ttf,6aa9500a3a8277e5ee92bff773e63a37ed3532661e0bcb721aefa863b8d10814,118984,0o644,vendored,app/src,ttf,PR234-F00072;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/font/vazirmatn_ui_fd_semibold.ttf,cab10cbb4b518b34e2e3768d566c00966c4aa92f093e1ed9a4c00291a7bc6ecf,119128,0o644,vendored,app/src,ttf,PR234-F00073;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,26310833a35076dfe3bdcd9fa469c5c7e36c26623eaf6009bf2d450f779189a3,328,0o644,configuration,app/src,xml,PR234-F00074;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-hdpi/ic_launcher.png,dfbd3e5f031c1d0f7d7ef9d450e539a29de77343fa4a3a160ca68de48116dbf9,6974,0o644,media,app/src,png,PR234-F00075;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-hdpi/ic_launcher_background.png,d5b14dc4458c6d01d932965e3243fec2bed468a51d01566619ce5e11e110c593,1198,0o644,media,app/src,png,PR234-F00076;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,25bec982126b08fef25163305985b7e5959ca2eb3e470d5e88529c1943fd4348,12848,0o644,media,app/src,png,PR234-F00077;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-hdpi/ic_launcher_monochrome.png,25bec982126b08fef25163305985b7e5959ca2eb3e470d5e88529c1943fd4348,12848,0o644,media,app/src,png,PR234-F00078;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-mdpi/ic_launcher.png,a041fc284b230a92fe0abf915097362ae6d89ff740146a53b8da3d4b0b1373cb,3773,0o644,media,app/src,png,PR234-F00079;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-mdpi/ic_launcher_background.png,39619429413e6d37ec2240612de3c24e3584a7b025350159b67facb478113fbd,692,0o644,media,app/src,png,PR234-F00080;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,8d926d31a22f33b09277ab6c612f4f60a1fa3bedc3f67ebf579f6af8da28f4e6,6557,0o644,media,app/src,png,PR234-F00081;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-mdpi/ic_launcher_monochrome.png,8d926d31a22f33b09277ab6c612f4f60a1fa3bedc3f67ebf579f6af8da28f4e6,6557,0o644,media,app/src,png,PR234-F00082;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xhdpi/ic_launcher.png,6c77a520681fc1e915a765fb8e55f5b3fb0b00f35f757f3e068273396c7cb53c,10704,0o644,media,app/src,png,PR234-F00083;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xhdpi/ic_launcher_background.png,e93e88305014049a96ee5c17098eaaef9f94b4f47f39c37e3fe7ec5d844bd9ea,1800,0o644,media,app/src,png,PR234-F00084;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png,cac18538701b1d267dc4f9d92f7e115890112301afc0580b7f64408d8939cc88,21224,0o644,media,app/src,png,PR234-F00085;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xhdpi/ic_launcher_monochrome.png,cac18538701b1d267dc4f9d92f7e115890112301afc0580b7f64408d8939cc88,21224,0o644,media,app/src,png,PR234-F00086;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xxhdpi/ic_launcher.png,59f9bd3f15132c2b08683a2f823e61143a997d453dc718f89922e444543d1039,20506,0o644,media,app/src,png,PR234-F00087;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xxhdpi/ic_launcher_background.png,8a176a463eb750e0a83f164524d0aeedce9a0155446c668ba06781bb596a5aa4,3415,0o644,media,app/src,png,PR234-F00088;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png,ec50c30497f9bd1de2458cdad0cbd6253b9365adfbd29a8d1a516c65e679a644,49217,0o644,media,app/src,png,PR234-F00089;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xxhdpi/ic_launcher_monochrome.png,ec50c30497f9bd1de2458cdad0cbd6253b9365adfbd29a8d1a516c65e679a644,49217,0o644,media,app/src,png,PR234-F00090;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
whitedns_android,app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,f0a191cab82ec148cc292073ce153ed8358ee6b42ac1ad0a97918115e2fe8902,32566,0o644,media,app/src,png,PR234-F00091;PR234-M0802,accounted-reference,Exhaustive per-file accountability; semantic child records capture independent value/negative evidence.
