donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
sni-spoofing-rust,releases/sni-spoof-rs-ui-linux-amd64-bundle.tar.gz,ab0bd3d5238760e5909a26ec2d891202e44bc4c0393a4963740011e3e010476c,18000590,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0015,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-amd64,39cbbc79377cdb0cfa2c43632cc39b8f1a3a22c63851f18e99f2ce90d4e7d4c9,5034452,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0016,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-amd64-bundle.tar.gz,e696a2c730d7bd37be3a3882e868c7a2caaf91a4bfe573068f993bdd7c01c103,15793671,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0017,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-arm64,05eb4ce01f7e1abfcef9a8af8bc9a5c580516fc1d56ac598fa8acd872b5f02bf,4652512,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0018,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-arm64-bundle.tar.gz,77bad3d044eb2c8168ffafedc9807ae52814844007415c539ab42aea847f3e03,14559706,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0019,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,releases/sni-spoof-rs-windows-amd64.zip,a1ea834bd290a3021aac51a8d372ab92dcf97f0f6e71ad367866ad33fc1ef57b,16839533,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0020,focused-file-deployment,independent file-level disposition
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,85474,file,Rust,ui-or-product,authoritative-source,PR227-R001;PR227-M006;PR227-F0021,focused-file-ui-or-product,independent file-level disposition
sni-spoofing-rust,src/config.rs,ddfad200548e94775c2ce7d01fa944de45725e468a82bac663a5f04aad5992c9,3503,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M007;PR227-F0022,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/error.rs,3eb72e0dd29f83d0db981e9e20a6844135fe98bb74d42a568b83cae81aa85fd4,2301,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M007;PR227-F0023,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/handler.rs,36bf2445d3b2a5ea6d56870974467ff454320868d366f24e089716fb84770a73,6328,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0024,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/lib.rs,d7efdf6c450997f5cdc2bffa52ed6b8e44df9ce2ac54b4d8aa93abe06f0a66f5,260,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0025,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/listener.rs,0fe8362e05970dd243fbb594af54d3657f2e4342defa64bbaf7caaffa01c05e4,3511,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0026,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/main.rs,163f5ea8a96b27ee03ca7b4792d28f27216844a52e7e96d8e3a0ad96922941c6,1336,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0027,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/eth.rs,2342962212ad4446e3fc7dead4e434a0de6c2370924b360cda62f1d389914f57,454,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0028,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/ipv4.rs,b6fdf46161a90bb0882400ff6325789aa502c0700a8b65ee07a7880eaa32e432,1378,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0029,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/ipv6.rs,6f43668b9e1300a8e24d67988bd9b5e1cd1189b16cbed10d28124bda031a0463,982,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0030,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/mod.rs,10ec2a5f61cb7e7c345b5b890e2585a993a44ce72a7a3b31b0648f55d0478b83,1209,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0031,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/tcp.rs,fdfef4b43c616a209eb3fcb932d8bb9e67119550bbf049c41cb893246d8f8f70,3388,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0032,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/packet/tls.rs,7832244289c47e3670b545d7d0c11857a7c8f40c9fff8f7d55102cc0256134c8,4321,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0033,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/proto.rs,baa618047883e399a03e472dd7f5b248a5ed89a9b4ce128415a60b0f22fabc87,633,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0034,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/proxy.rs,4bc4d558fb76880da3db7297b98fc3fffac401f51869213532104995a319cc72,6737,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0035,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/relay.rs,c41548199b8a7b23bb9ed9b03c7a648bb57e2e56be5c83f337933b9397d9a835,1296,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0036,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/scan.rs,2942c623314d455612c04be33352fdedae98fe608b6216c7dab38cdf8a688a05,10138,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M011;PR227-F0037,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/shutdown.rs,7a0340eebbcee272b57650a321d534b7d2e1d126418eccf8d9d90774110d56a5,946,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0038,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/sniffer/linux.rs,2af4e555866c5d3af2638d92bd36cdd9192f440678683ab805c6c16efba06e9c,7270,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0039,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/sniffer/macos.rs,c7f326d4c40159d21a3a5f0da18784df0f3db78ce8af23000b12c2f7a706ff83,11012,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0040,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/sniffer/mod.rs,38509c2773498d0bbb53433cc94e4bdb8c7c2ff92b84ead7e1b5867369d8e1c6,12908,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0041,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/sniffer/windows.rs,d8b3dbe4055177ba6a15ca7763c43a0b2ac430deefe44dd13396ee4338511406,4065,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0042,focused-file-implementation,independent file-level disposition
sni-spoofing-rust,src/xray.rs,88efb75bfc8e0e744f72dccf40063f6b6b9f65dc240e49f1153fb983a2f08c65,13661,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M013;PR227-F0043,focused-file-implementation,independent file-level disposition
