change_type,path,baseline_sha256,baseline_size_bytes,baseline_mode,current_sha256,current_size_bytes,current_mode
added,src/apps/daemon/internal/analysis/diagnostics/multipath_transport_plan.go,n/a,n/a,n/a,27e77e1bd6b7ce713a5972e772cebd4e0a93570f99475778689bc45f43a59dd4,6895,0o644
added,src/apps/daemon/internal/analysis/diagnostics/outline_access_plan.go,n/a,n/a,n/a,bc79b6c6435ba9a59b2a68caaa783a26ead88116db5de031c50b45a88cee4be3,4305,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_232_plans_test.go,n/a,n/a,n/a,f04f6bb87e0a9233391ac9873dcdc5f7e9126c9edfc5aeda103a974dfeb7d32f,7444,0o644
modified,src/apps/daemon/internal/integrations/sub/.context,207e2c113b5345762aa46a549f84049e42b8376347e6d5b1fe57dccf40c78553,1795,0o644,200f9225042a894baed2afe21ef28081ff3608d59c6537d6878857e877f73c36,1795,0o644
modified,src/apps/daemon/internal/integrations/sub/ingest.go,ff35929e5c127fbd2843c03d71f8ff883650bb8ffb50f68e5df76accde54ef48,26743,0o644,de21702249f2242486b6bfef22161b44423fc247f71ba21072bc9e75960f8520,27065,0o644
added,src/apps/daemon/internal/integrations/sub/outline_import.go,n/a,n/a,n/a,2db60fda3d2350ca1303feded38c2c892ddf1d6d007a4436ba3504a790d0a40c,1301,0o644
added,src/apps/daemon/internal/integrations/sub/outline_import_test.go,n/a,n/a,n/a,e9baa13374c19cb5aee9670bf0f8a6efa8b789a8bbb4e58febdabea3f5a906f3,1252,0o644
modified,src/apps/daemon/internal/networking/dnstunnel/.context,6a8c07546260a76b0c53ea5aca3ad41afe8857eb41cf7c3cb3a3041ba69e9dd2,990,0o644,b8ee8d964973bfc03e0525974d1f77530a768338d8a17871e1b113125bb3c6f5,1122,0o644
added,src/apps/daemon/internal/networking/dnstunnel/deployment_plan.go,n/a,n/a,n/a,52666077a7de6636f36e1266b89f98e53103057aace52823253455716ec8f5df,6612,0o644
added,src/apps/daemon/internal/networking/dnstunnel/deployment_plan_test.go,n/a,n/a,n/a,b76c401a508176450aced526352c79360a2121fb6bcb4a3a5948e6b8a8308400,2163,0o644
modified,src/apps/daemon/internal/networking/proxyconfig/.context,5c26dee18dc20ad7efde165560b5b7e77637840f4e65cc30479270bfbdb8dd42,1626,0o644,5eb732670d72acb24db2e8101d322a16bf75c9f4e20cbbab5ab037bca4118036,1659,0o644
modified,src/packages/control-ui/package.json,3b266ab83a2e8de0f476ef9c5944b9ea4398eca34b3efef84905787183e26ffc,2347,0o644,5fc1e057752e3323b81cad28bbe4d62e7f759286bc39a0697db99ec9e77efb48,2426,0o644
modified,src/packages/control-ui/scripts/.context,7e46844cdf80db501ffab035f3edd00193705c540f5af2934e2ac2c7df7b6306,976,0o644,b38997b0c1a9675a4adb953b4bf16ef8ec4eec1dab095c296577aacfde3ff874,976,0o644
modified,src/packages/control-ui/scripts/test-post-refactor-231.mjs,7e09af1082822593528ed613592106d77ab4c4c4a6a52dd56c5d367d1c5818c0,6038,0o644,54bac47fd3820f1e8ff8c581dd3f4e7c15b75a6de213b16f0a782ea66274d740,6149,0o644
added,src/packages/control-ui/scripts/test-post-refactor-232.mjs,n/a,n/a,n/a,4a19d0086a2be68e770ec64cedee35fd2d81277b2db5ef5f0c363b416dd91f10,7521,0o644
modified,src/packages/control-ui/src/pages/Operations.tsx,83b02965b0b629bb797386201b610c0e1282a0953366aa28b0090c646422a7c0,138953,0o644,d5d3be88af339d00aa86bbc5b417efffcab4281105612de9462426a8f69f424b,140379,0o644
