donor,path,symbol,line,snippet,sha256,semantic_record_ids
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/tray.rs,show_window,79,fn show_window(app: &AppHandle) {,23daf4dae2e84d0417a4a036fa790cf3f3049adcef3b14a3ce0e888cfa827ebb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/tray.rs,atomic_flag_round_trips,92,fn atomic_flag_round_trips() {,23daf4dae2e84d0417a4a036fa790cf3f3049adcef3b14a3ce0e888cfa827ebb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/error.rs,AetherError,4,pub enum AetherError {,94695a115ba3da1ee8705ef3d227a4f7e4f9d0929d570752bf74849b9aabfc0c,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/error.rs,serialize,23,"fn serialize<S>(&self, serializer: S) -> Result<S::Ok, S::Error>",94695a115ba3da1ee8705ef3d227a4f7e4f9d0929d570752bf74849b9aabfc0c,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/events.rs,LogEvent,7,pub struct LogEvent {,6441fb41abc49141743bd94723c446230a366e78f8f97cdf9a10c3703cb095c4,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/events.rs,now_millis,14,pub fn now_millis() -> u64 {,6441fb41abc49141743bd94723c446230a366e78f8f97cdf9a10c3703cb095c4,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,AetherManager,18,pub struct AetherManager {,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,new,30,pub fn new() -> Self {,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,status,39,pub fn status(&self) -> ConnectionState {,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,app_data_dir,44,fn app_data_dir(app: &AppHandle) -> PathBuf {,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,resolve_binary,50,"fn resolve_binary(app: &AppHandle) -> Result<PathBuf, AetherError> {",e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,set_state_and_emit,74,fn set_state_and_emit(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,start_connect,88,pub fn start_connect(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,spawn_and_monitor,134,fn spawn_and_monitor(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,handle_unexpected_failure,199,fn handle_unexpected_failure(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,monitor_connect,261,fn monitor_connect(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,monitor_connected,350,fn monitor_connected(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,request_disconnect,380,pub fn request_disconnect(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,submit_access_code,442,pub fn submit_access_code(,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,shutdown_blocking,456,"pub fn shutdown_blocking(manager: &Arc<Mutex<AetherManager>>, data_dir: &Path) {",e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,parse_bind_address,7,pub fn parse_bind_address(addr: &str) -> SocketAddr {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,probe_addr,12,fn probe_addr(listen: &SocketAddr) -> SocketAddr {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,port_is_live,21,pub fn port_is_live(addr: &SocketAddr) -> bool {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,connect_timeout,36,pub fn connect_timeout(scan_mode: &ScanMode) -> Duration {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,parse_valid_and_invalid,73,fn parse_valid_and_invalid() {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,probe_addr_rewrites_unspecified,82,fn probe_addr_rewrites_unspecified() {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,port_is_live_detects_listener,90,fn port_is_live_detects_listener() {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,port_is_live_probes_loopback_when_bound_any,102,fn port_is_live_probes_loopback_when_bound_any() {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,connect_timeout_exceeds_upstream_scan_deadlines,111,fn connect_timeout_exceeds_upstream_scan_deadlines() {,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,pid_file,4,fn pid_file(data_dir: &Path) -> PathBuf {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,write_pid,8,"pub fn write_pid(data_dir: &Path, pid: u32) {",3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,clear_pid,12,pub fn clear_pid(data_dir: &Path) {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,reap_orphan,21,pub fn reap_orphan(data_dir: &Path) {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,is_alive,35,fn is_alive(pid: u32) -> bool {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,kill_pid,44,fn kill_pid(pid: u32) {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,is_alive,51,fn is_alive(pid: u32) -> bool {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,kill_pid,60,fn kill_pid(pid: u32) {,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,PtySession,13,pub struct PtySession {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,pid,23,pub fn pid(&self) -> u32 {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,prompts_done,27,pub fn prompts_done(&self) -> bool {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,try_wait,31,pub fn try_wait(&mut self) -> Option<portable_pty::ExitStatus> {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,send_ctrl_c,38,pub fn send_ctrl_c(&self) {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,send_access_code,47,"pub fn send_access_code(&self, code: &str) -> Result<(), AetherError> {",7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,kill,65,pub fn kill(&mut self) {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,spawn,80,pub fn spawn(,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,read_loop,176,fn read_loop(,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,drain_lines,279,fn drain_lines(buf: &mut String) -> Vec<String> {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,strip_ansi,315,fn strip_ansi(s: &str) -> String {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,feed,337,"fn feed(buf: &mut String, chunk: &str) -> Vec<String> {",7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,plain_newlines,343,fn plain_newlines() {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,crlf_and_onlcr_double_cr,350,fn crlf_and_onlcr_double_cr() {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,cr_overwrite_drops_spinner_frames,357,fn cr_overwrite_drops_spinner_frames() {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,lone_cr_at_end_waits_for_possible_lf,369,fn lone_cr_at_end_waits_for_possible_lf() {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,unterminated_tail_is_capped,378,fn unterminated_tail_is_capped() {,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/prompts.rs,PromptRule,14,pub struct PromptRule {,1af617a8cd5721d08c2a2a1a5b646ce5a3559e96f098ec2789bf2924eac72a9c,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/prompts.rs,looks_like_choice_prompt,57,pub fn looks_like_choice_prompt(partial_line: &str) -> bool {,1af617a8cd5721d08c2a2a1a5b646ce5a3559e96f098ec2789bf2924eac72a9c,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,Protocol,9,pub enum Protocol {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_menu_choice,18,pub fn as_menu_choice(&self) -> &'static str {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,ScanMode,29,pub enum ScanMode {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_menu_choice,38,pub fn as_menu_choice(&self) -> &'static str {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,IpVersion,51,pub enum IpVersion {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_menu_choice,58,pub fn as_menu_choice(&self) -> &'static str {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,MasqueNoize,71,pub enum MasqueNoize {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_flag,78,pub fn as_flag(&self) -> &'static str {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,WgNoize,90,pub enum WgNoize {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_flag,98,pub fn as_flag(&self) -> &'static str {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,ConnectionProfile,109,pub struct ConnectionProfile {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,ZeroTrustAuth,179,pub enum ZeroTrustAuth {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_true,186,fn default_true() -> bool {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_masque_noize,190,fn default_masque_noize() -> MasqueNoize {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_wg_noize,194,fn default_wg_noize() -> WgNoize {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_bind_address,198,fn default_bind_address() -> String {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,as_args,209,pub fn as_args(&self) -> Vec<String> {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,zero_trust_env,280,"pub fn zero_trust_env(&self) -> Option<(&'static str, &str)> {",2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_omits_bind_flag,310,fn default_omits_bind_flag() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,custom_port_emits_bind,317,fn custom_port_emits_bind() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,lan_bind_emits_bind,329,fn lan_bind_emits_bind() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,lan_with_custom_port_emits_bind,341,fn lan_with_custom_port_emits_bind() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,invalid_bind_is_not_forwarded,353,fn invalid_bind_is_not_forwarded() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,old_profile_json_gets_defaults,361,fn old_profile_json_gets_defaults() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default_emits_noize,369,fn default_emits_noize() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,v150_options_emit_without_credentials,380,fn v150_options_emit_without_credentials() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,zero_trust_email_is_provided_as_an_environment_value,414,fn zero_trust_email_is_provided_as_an_environment_value() {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,default,429,fn default() -> Self {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,load,462,pub fn load(app: &tauri::AppHandle) -> ConnectionProfile {,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,save,471,"pub fn save(app: &tauri::AppHandle, profile: &ConnectionProfile) {",2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/windowFocus.ts,set,20,function set(next: boolean) {,8fe58ce38bdd4c9ffcfcaf493782b7b785ce40f90c4ade6eb037e200c5f55e6e,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/windowFocus.ts,record,27,"function record(next: boolean, src: string) {",8fe58ce38bdd4c9ffcfcaf493782b7b785ce40f90c4ade6eb037e200c5f55e6e,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/windowFocus.ts,useWindowFocused,43,export function useWindowFocused(): boolean {,8fe58ce38bdd4c9ffcfcaf493782b7b785ce40f90c4ade6eb037e200c5f55e6e,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/connectionStore.ts,ConnectionState,15,interface ConnectionState {,234ff83f44785fd03709006feede1d99de7b67dcb29b29f62c63d47c1f28dd59,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/connectionStore.ts,initConnectionListeners,190,export async function initConnectionListeners(): Promise<() => void> {,234ff83f44785fd03709006feede1d99de7b67dcb29b29f62c63d47c1f28dd59,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/types/connection.ts,ConnectionStatus,4,export type ConnectionStatus =,55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/types/connection.ts,Protocol,13,"export type Protocol = ""auto"" | ""masque"" | ""wireguard"" | ""gool"";",55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/types/connection.ts,ScanMode,14,"export type ScanMode = ""turbo"" | ""balanced"" | ""thorough"" | ""stealth"" | ""ironclad"";",55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/types/connection.ts,IpVersion,15,"export type IpVersion = ""v4"" | ""v6"" | ""both"";",55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,PR222-S001
Aether-GUI-main(1).zip,Aether-GUI-main/src/types/connection.ts,MasqueNoize,16,"export type MasqueNoize = ""firewall"" | ""gfw"" | ""off"";",55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,PR222-S001
