path,change_type,baseline_type,current_type,baseline_sha256,current_sha256,semantic_record_ids,reason,verification_path
scripts/checks/check_post_refactor_224_convergence.py,added,n/a,file,n/a,f6ee3f7c16f859a6eb3de306d26056d51b44fba26d65872a33434df9f6521ee7,IRCFG002;IRRULE003;JJ002;JJ003;JJ004;JJ005;KCPGO004;KCPGO005;L7MP003;L7SNAKE003;LACUNA001;LACUNA002;LB002;LIBXRAY002;LIBXRAY005;LOGDEMUX002;LOGDEMUX004;LUCI003;MAR005,successor semantic/accountability verification,scripts/checks/check_post_refactor_224_convergence.py
scripts/checks/repo_audit.py,modified,file,file,1feb597c0cf4eb3b23277f0a81223a987967893a7908cef064e67c5ec65be9d0,290fc8bc0245c2bee75a3770c9aef0294c881652d79e1c9f6e633c5298b9619e,n/a,preserve historical Wave-22 preset hash while admitting explicitly-accounted 224 additions,scripts/checks/repo_audit.py
scripts/generate/generate_post_refactor_224_delta.py,added,n/a,file,n/a,aa397150f46ba9a61f8b5e73adece28252b9ded867412017181375c084189764,n/a,deterministic 224 evidence/delta regeneration,scripts/checks/check_tooling_surface.py
scripts/generate/generate_post_refactor_224_evidence.py,added,n/a,file,n/a,15b3bb70de17747f06f7428ce0fe90014fedcaf4e9258d01c22135766a663a72,n/a,deterministic 224 evidence/delta regeneration,scripts/checks/check_tooling_surface.py
src/apps/daemon/internal/adapters/api/.context,modified,file,file,532bef90d9c9b05776a89eac0ea613c011035032a2063d98338b3a1ddcbfea85,9661ab894f974a12ba3838533f86674382838fe0a4ec72b3a5d9c4e15915d1fa,n/a,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/handlers_seventh_planners.go,modified,file,file,e1c40cb363fd5b7c5e3d2a69a8e1d0c3c7ef34d5ec3b0d6fb77568669b299d80,46b234b2a2a6c521a3ae04fdf27360d236f0c5c6bd0ed4c4c133d0ad94277b13,n/a,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/handlers_system_status.go,modified,file,file,02ab9cfc9b7d98b24101c0928eaecde6f74b79b6b9e31c511f650556bc77c997,196ebbde38ebc2ee8ea90e9caa969fe3ade7026ea4430d93e51d87520149fb4b,n/a,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/routes_system.go,modified,file,file,9d45742b4d8ec0234f92fd2165e5fbda4010ef51adc590528279d31c2f9ef452,5fadd8f01a7832dc330b43a9853c47b0f4a516624dee77241144b1f3f26f7c1d,n/a,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/types.go,modified,file,file,a607139d0440c202e046e2c02c9c2f86c2f073c1709716cd17973c0ab1164fbb,7cd5188edddbbdfd6258ed92fd88f2e2ed404a1831f6e65ef8b003ede9e941a3,n/a,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/websocket.go,modified,file,file,f6db99ea5228838fa17b5d549c913df10270233ab1c7a47027701adb250221d1,d30fb3c0d898dd653ac1ddd91e6636052a34aeb28c728ad51293e9e06f4b5637,LOGDEMUX001;LOGDEMUX004,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/adapters/api/websocket_metrics_test.go,added,n/a,file,n/a,e949e001443fa6eae3dd745ec4da4bb682374f92a662a80c5395f60de6a88d88,LOGDEMUX001,authenticated planner routes and reliability/backpressure status,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/.context,modified,file,file,be1b60e35c47ff32c90b0c6470e64c92a79048f6c1188bb7e22b7aec8317dc8c,68a378d6534ae6932dd3353630c20f5e6552656878948aa1a67cc2726d7b203f,n/a,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go,modified,file,file,c64f94c5282fe0a20fd0493439aca33bfe3ee57dca13e4d4d8125f4e9f0fb231,f0f6e7fc84eff02b7b90cdb0c020b9e48f93da29be2279f4011fcebda39afc8b,L7MP001;L7MP005;LB001;LB002;LB003,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go,modified,file,file,81f6e37c4235f4caa33ea1a9f423e716e53fbde6e134c571e2580b29fc00eb84,8aed2b03e0bf03791b463c24db19e0981eecb9ab3cc43a9a5c5fb60ffebab3e8,L7MP001;LB001,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/l7_signature_plan.go,added,n/a,file,n/a,af3d62bfa94fe3dcc6e255f45c4a657cdd09db9bd7c9674ae8c6b20fc99c1f21,L7PROTO001;L7PROTO002;L7PROTO004,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/l7_signature_plan_test.go,added,n/a,file,n/a,6771b99a01780fbe7facf87192d1ae22ee1463ea45c9cda3b4ab8bba2b6a1758,L7PROTO001,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan.go,modified,file,file,96038c40bfcbc7c41f2d707e40d340d763bb0504d86bd71feaee9f7f102490b6,eba72fd3f7851c0d85bf758e685dc7f67bccefae4d87c2ffb00536dbd409cee8,L7MP002;L7MP005;L7SNAKE001;L7SNAKE003,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan_test.go,modified,file,file,4e64b391f1254fd2126352b6423a53373ec0de0f7ee410e87e052a0a57dc4378,655370f25487a2683dc6f1274507783356c2f78786bae5bd08b72a680bb5218a,L7MP002;L7SNAKE001,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/routing_corpus_plan.go,added,n/a,file,n/a,2b968754edb621cbaffc96cb811ac6de792420cf5febd2ff4d909bcb6b7eb934,IRRULE001;IRRULE002;IRRULE004,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/routing_corpus_plan_test.go,added,n/a,file,n/a,f9c6fa55b878796d2982ead9c612eafa0b2f407b83536ed2b97d35343bda0797,IRRULE001;IRRULE002,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/traffic_profile_plan.go,added,n/a,file,n/a,64dabee2da3c9b98577ef5110064439bddd2fe76f1d294d9284a4dd6030481f3,MAR001;MAR002;MAR006,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/analysis/diagnostics/traffic_profile_plan_test.go,added,n/a,file,n/a,cd1808d856a4d55b6d05e5583f6dc8770513407e00b56f77cafb3dfa96ac57bf,MAR001;MAR002;MAR003,endpoint/mesh/L7/traffic/routing evidence planners,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/foundation/config/config.go,modified,file,file,b67c2e9ed4c7e3041996f78997fc8c08d9dc19122d141301351de1a6059e08c0,bba9b3b1799a0774610d3d8299da086e40b28d484392db40055bb95a13394a5a,n/a,bounded automatic CAS retry telemetry at the authoritative mutation state machine,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/foundation/config/revision_test.go,modified,file,file,8de34e33ac7b83145d112ae650560a7300e961fb523dba6c53fbd01523eaa145,550586b8b639a2ff25c698950f6ad23f94cefc800193f597037d24834b831773,n/a,bounded automatic CAS retry telemetry at the authoritative mutation state machine,scripts/checks/check_post_refactor_224_convergence.py
src/apps/daemon/internal/integrations/presets/presets.go,modified,file,file,16d6e88f7f07ef34e5120348f240da5e5fe2ee3e98f15faa131ca9d4e313ed35,fecd15174c68154f945f0717cee6f4a20b15e6aec9259b3fdd22fdcea594a603,LUCI001,target-owned Quad9 and routing-related preset expansion,src/apps/daemon/internal/integrations/presets/presets_test.go
src/apps/daemon/internal/integrations/presets/presets_test.go,modified,file,file,563f4ebef7d589736d985051996b64d335af27a19cbc0a1a704e9574ce3ef6c6,cd2450876378946a6f5ff7b0e4a0838029fe62efc18f8b3917533d28802a8fa8,LUCI001,target-owned Quad9 and routing-related preset expansion,src/apps/daemon/internal/integrations/presets/presets_test.go
src/apps/daemon/internal/integrations/relayclient/.context,modified,file,file,c706849fc835d901232f5756bec97be93966f291f5dd7930a9cf84e879c2c6f3,006e9a904cf8fa1bab6d79f6fa3bc2827814a834869d3f715d1404d36ad88886,n/a,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/integrations/relayclient/adaptive_poll.go,added,n/a,file,n/a,e18ee62bf527bd1a96c8e96c92285636c1639df8e21f1ba87e5a47e343e6c05b,JJ001,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/integrations/relayclient/gsa_relay.go,modified,file,file,a5fc98a6788c3d850d228bca95d9d840d4e046befd3a05788ab7c5a5cd1696bf,195587d872a8770703a58fcfd9167b1604a4315c023e9414ffe2f442b11fa0e5,n/a,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/integrations/relayclient/relay_conn_state.go,modified,file,file,6e3d7ca5349b21d3ea8a19bb9b3d37fac458fbbf7f99521278a8995e6da7ca09,9ad6b7c83e5aba5716dfbca7a3703a3c2a6d1b8138d1a94b94d26d205af32dd6,n/a,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go,modified,file,file,9410f7b89e3332e8c2e38fe047a0b870127a6be775b35d9a283ad0e51f0bd8a8,8cc74ebf5f45dbe03f13da7af97eb97f477704c57f32ae6c7154d17b18d5dd84,JJ001,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/integrations/relayclient/serverless_dialer.go,modified,file,file,fdcb5e7f6a071cf4291e7b64dca3721ad08cdc13665bf9e07f0084836e1dfb73,9d4d5af25c17313b98150038fcb6c5ae6e89675be66edd50f45b8d14e998d09a,n/a,shared adaptive HTTP relay polling,src/apps/daemon/internal/integrations/relayclient/relay_conn_state_test.go
src/apps/daemon/internal/networking/.context,modified,file,file,27b2a08fe0d6f03aadfa152e6b61bfccbf39a5b1d2c959acefaf68bcc209683b,2da2dfc8f70272242dbecfc65e98e421f1eb966123b5229928db6c7de3752e90,n/a,regenerated source ownership/navigation context,scripts/checks/check_source_context.py
src/apps/daemon/internal/networking/dns/.context,modified,file,file,3f6e836d9ca4e68b72f7f82e5e4cc23b157db8bffa0961a5fcb76c1aca261e2d,acff27299715ed4383493fd45b6c9b6552c3f3a4b967941ea5bf618150f5379f,n/a,read-only DoH resolver pool planning,src/apps/daemon/internal/networking/dns/doh_pool_plan_test.go
src/apps/daemon/internal/networking/dns/doh_pool_plan.go,added,n/a,file,n/a,d407294377d3d2169c99f106d8cff17104a1681ea7eeb8a26a0d60d306a3f0f6,LUCI001;LUCI002,read-only DoH resolver pool planning,src/apps/daemon/internal/networking/dns/doh_pool_plan_test.go
src/apps/daemon/internal/networking/dns/doh_pool_plan_test.go,added,n/a,file,n/a,c22be0d192ebf603c1bad3588cb16838c00f790b6bb5f35105ea7be994211417,LUCI002,read-only DoH resolver pool planning,src/apps/daemon/internal/networking/dns/doh_pool_plan_test.go
src/apps/daemon/internal/networking/kcppolicy/.context,added,n/a,file,n/a,626702b85251a7b7e8931023d3fb803c40870ed26af368f8c9330a351d79b46c,n/a,bounded shared KCP policy and FEC controls,src/apps/daemon/internal/networking/kcppolicy/policy_test.go
src/apps/daemon/internal/networking/kcppolicy/policy.go,added,n/a,file,n/a,2bfb7cf0d4c43a2a21b191e2e8b93778072ee4db48003683a2ce380614eb467f,KCPGO001;LIBKCP001;LIBKCP002,bounded shared KCP policy and FEC controls,src/apps/daemon/internal/networking/kcppolicy/policy_test.go
src/apps/daemon/internal/networking/kcppolicy/policy_test.go,added,n/a,file,n/a,2e366a4b8db1fe3d6e33519c2b0985ecd9e6d45887b822b31411da791c59d539,KCPGO001;LIBKCP002,bounded shared KCP policy and FEC controls,src/apps/daemon/internal/networking/kcppolicy/policy_test.go
src/apps/daemon/internal/networking/proxyconfig/.context,modified,file,file,59a123b9b682da13762a4f357b3cdef65fca5b4c900c8a8bf3dfb9630a988074,f264ba8a73bdd2a36c9f9c41c2329b56e5f3b69ab8760ff6c96916ccd22e84c1,n/a,"proxy parser guardrails, KCP round-trip semantics, and synthetic protocol oracles",src/apps/daemon/internal/networking/proxyconfig/post_refactor_224_test.go
src/apps/daemon/internal/networking/proxyconfig/parser_kcp.go,modified,file,file,b96538b6cd3b4a60fb09e65f6c2bd70d4eeea0d693f6203ff9153d6c3cebdcb1,d9671488934d72e4a3cbbf9bcce45f023255184dd3ea15f8e3fd773c4e73d907,n/a,"proxy parser guardrails, KCP round-trip semantics, and synthetic protocol oracles",src/apps/daemon/internal/networking/proxyconfig/post_refactor_224_test.go
src/apps/daemon/internal/networking/proxyconfig/post_refactor_224_test.go,added,n/a,file,n/a,15eae8ba71bba16b4bf041f66cfb734d49697fff9728a0f1ccc8530e9e88f84e,IRCFG001;KCPGO003;LIBXRAY001;LIBXRAY004;MHURL001;MHURL002,"proxy parser guardrails, KCP round-trip semantics, and synthetic protocol oracles",src/apps/daemon/internal/networking/proxyconfig/post_refactor_224_test.go
src/apps/daemon/internal/networking/proxyconfig/types.go,modified,file,file,b8ed64e07f360128ef07eed9c9f150b9d34de0a6c01ac68146b12511d56154c1,f862aad71b5297939dc54f04bfc9095a8737d672cf3b3613b80781874edd75a9,MHURL001,"proxy parser guardrails, KCP round-trip semantics, and synthetic protocol oracles",src/apps/daemon/internal/networking/proxyconfig/post_refactor_224_test.go
src/apps/daemon/internal/runtime/proxy/.context,modified,file,file,cee7be058403adb0b79ee7668d8f432005e99debab82120dd3c8dde81fdb5461,f182a0976412b8c9d17c8f77c713b35d39ef708021e5b8ffc6ab04cfb73b8d2e,n/a,regenerated source ownership/navigation context,scripts/checks/check_source_context.py
src/apps/daemon/internal/runtime/proxy/kcp_policy_test.go,added,n/a,file,n/a,c5dc347b092eebe490e30e8d2917fa43246f9c1c4eb00cab3cf79a328b763edf,KCPGO002;KCPGO003,real KCP runtime policy/AEAD integration and session identity,src/apps/daemon/internal/runtime/proxy/kcp_policy_test.go
src/apps/daemon/internal/runtime/proxy/kcp_transport.go,modified,file,file,5853f4fef23b9d2a9ff0a8f1a9eb45a43b29c2ed509811d341147840ae22c713,5f52e014125ea122c24846b0c5ca1c107a1d3801f16386803bc6803db06c0a86,KCPGO001;KCPGO002;KCPGO003,real KCP runtime policy/AEAD integration and session identity,src/apps/daemon/internal/runtime/proxy/kcp_policy_test.go
src/packages/control-ui/package.json,modified,file,file,97e831bc6a8dbc9a651d210894f8c006a1a8e1a2d69b6a5b7068c9be0337365e,1005a211c0ffe0f276d2752deaaa6f685bf6edc261c00625d537d488c75cf526,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/scripts/.context,modified,file,file,32a050049069d7d0d0e783c08dbe382334080c2bb7f42be4be10e4a28a2f98c5,442624534d1f4d51b157a517268f15ad2c132dd1114fd541d0fe29e9415b1d92,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/scripts/test-contracts.mjs,modified,file,file,bd07152bf4fb49e26fe069fdedb34af020a28c9511d4c4907fa3047f13efba3f,a68f3e673f5565d84760d15963d609915937796df1e5dafb2b709277bd668e84,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/scripts/test-post-refactor-224.mjs,added,n/a,file,n/a,439cd37a866cea90a442e97fb71338e995e80bd633ac80c43b33cc3deb2b9afb,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/src/api/contracts.ts,modified,file,file,fa9b10dfdcaba45bbb0759a21bd4f6b3f2ef9e1f23a56c70122e6534613660c6,f3dea8b4b31d385d95981213baeaa20d86c964faa35c8f354a9cf204b328541b,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/src/pages/Dashboard.tsx,modified,file,file,94a9b419ea6b9a52d580bbb77345d3473ed3bd1d90993f39aa81ceb8892a127b,d3036bead957766cde76ee2604e4f22e578ef16276ee1ca7f595d6eea9ebeb44,n/a,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/control-ui/src/pages/Operations.tsx,modified,file,file,fb425395b39fb5b478d9b59b45e5d0766c29bd27a216f5a56d5701c1f5a8ac5d,309ed5ebd7e2a2939d66e92e69f45623bcb3f7b3cb87b6a9a84e24456c46588c,LUCI004,Operations convergence lab and backward-compatible reliability contract parsing,src/packages/control-ui/scripts/test-post-refactor-224.mjs
src/packages/lumicore/src/evasion/.context,modified,file,file,6dee09f79a85246741f5e349a145204d11552ad3a0edd3d80689d18f3c1e7069,f07d4a98d9fdf4fdc4f6a002e620f7a669e596494b8431d131bb46824a8308da,n/a,regenerated source ownership/navigation context,scripts/checks/check_source_context.py
src/packages/lumicore/src/evasion/mod.rs,modified,file,file,c5a63cdcd94ea7c5690c61291a941d0f5ac70899ffb1b7c6404c9e82c467fc96,71cc35bd32b8124a0e700adeeadfbc452d8a8eeeaf64088d7fe144e88b034e56,LACUNA001,remove retired StackSpoofing export,scripts/checks/check_post_refactor_224_convergence.py
src/packages/lumicore/src/evasion/stack_spoofing.rs,deleted,file,n/a,4477dd54363f7dfe7109541b5b16b7371a11b55c827f96b0a55787a1ea18615c,n/a,n/a,retire unconsumed stack-spoofing/evasion authority,scripts/checks/check_post_refactor_224_convergence.py
src/packages/lumicore/src/transport/.context,modified,file,file,79d5139cfcac21cc13d9608d0320dd604f8a9ea046394c30608fcb6acffef322,38b0fb90b8d387d7b9a2b8fb045e119782e75d9bb924ad45595865c0228cf7e7,n/a,regenerated source ownership/navigation context,scripts/checks/check_source_context.py
src/packages/lumicore/src/transport/kcp.rs,deleted,file,n/a,dd2e045dfc18df017823d32fe4982bd6e4874f37fadec10ad98cec4dae20f3e9,n/a,n/a,retire print-only parallel Rust KCP placeholder,scripts/checks/check_post_refactor_224_convergence.py
src/packages/lumicore/src/transport/mod.rs,modified,file,file,b1d58528b81037f3970a564f0c0dcd46c3b0e8b88c09ea63950cbe4c4ccd20aa,6934be4624922e3055d14bb107b18ea702c87228f5fe2e8d35cfc41a5b76ea7f,n/a,post-refactor-224 successor change accounted by exact baseline delta,scripts/checks/check_post_refactor_224_convergence.py
