record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR232-M0007,PR232-R003,CG232-outline-client-a0fdacd2ad,outline-client,module-accountability,.eslintignore module/subtree review,module/subtree,implementation/product/test evidence,module-level,.eslintignore,2a7199c7de0d459ce68142cf332f08862ff135e13150fae3877741fb4bd08afb,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0008,PR232-R003,CG232-outline-client-6884918dc8,outline-client,module-accountability,.eslintrc.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,.eslintrc.json,b5c67566c14b0ec32bdcedd74f5a5320618c7e8e0802bb8c52412e02552d83b6,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0009,PR232-R003,CG232-outline-client-618cd5b83d,outline-client,module-accountability,.gitattributes module/subtree review,module/subtree,implementation/product/test evidence,module-level,.gitattributes,06602dfabe5fe5d9f2840530413b107b67077c7640b7f6f8141f6529ac515f79,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0010,PR232-R003,CG232-outline-client-bdcc6a2a85,outline-client,module-accountability,.github module/subtree review,module/subtree,implementation/product/test evidence,module-level,.github/CODEOWNERS,21c7dd0e936cb15ddcca562e31648f0766a2f67b20bd247378b1a105e0db416f,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0011,PR232-R003,CG232-outline-client-bc37d034ba,outline-client,module-accountability,.gitignore module/subtree review,module/subtree,implementation/product/test evidence,module-level,.gitignore,b869fce74073dfeace2fb280ef528aca4c846ecf6cd0bb0801006f17d2a9c2da,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0012,PR232-R003,CG232-outline-client-e90041d0e1,outline-client,module-accountability,.java-version module/subtree review,module/subtree,implementation/product/test evidence,module-level,.java-version,25d4f2a86deb5e2574bb3210b67bb24fcc4afb19f93a7b65a057daa874a9d18e,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0013,PR232-R003,CG232-outline-client-e813096d69,outline-client,module-accountability,.npmrc module/subtree review,module/subtree,implementation/product/test evidence,module-level,.npmrc,91a755274d03258426124d8c7ba0fcb234c85c99b3a71890dd8a060fb16e2f9a,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0014,PR232-R003,CG232-outline-client-2c8effdf84,outline-client,module-accountability,.nvmrc module/subtree review,module/subtree,implementation/product/test evidence,module-level,.nvmrc,c178271cd08857a48742c24ade0cf064d07190f5756c7b32b3bdaa75cfdb2dd5,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0015,PR232-R003,CG232-outline-client-b640b344ee,outline-client,module-accountability,.prettierignore module/subtree review,module/subtree,implementation/product/test evidence,module-level,.prettierignore,a0094793514e0cb8703ff2d2d451587808fe74f05a7fc780bcbadab39fba38b2,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0016,PR232-R003,CG232-outline-client-979a4a52db,outline-client,module-accountability,.prettierrc.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,.prettierrc.json,374850e1f44be84dd41d86048761450d780a39f121be1d08e31184b394484e20,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0017,PR232-R003,CG232-outline-client-eca12c0a30,outline-client,module-accountability,CONTRIBUTING.md module/subtree review,module/subtree,implementation/product/test evidence,module-level,CONTRIBUTING.md,496f23b4b03b4f35e1ced68b8d96aa27ca4a8121b635eb2f4f2832becfaccdab,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0018,PR232-R003,CG232-outline-client-c693279643,outline-client,module-accountability,LICENSE module/subtree review,module/subtree,implementation/product/test evidence,module-level,LICENSE,b40930bbcf80744c86c46a12bc9da056641d722716c378f5659b9e555ef833e1,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0019,PR232-R003,CG232-outline-client-b335630551,outline-client,module-accountability,README.md module/subtree review,module/subtree,implementation/product/test evidence,module-level,README.md,7497cbab6d40819bd7d22d0ab31d636e5f3e950a9ef2690b0802f5d1bcf7290d,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0020,PR232-R003,CG232-outline-client-2b1ae43160,outline-client,module-accountability,commitlint.config.js module/subtree review,module/subtree,implementation/product/test evidence,module-level,commitlint.config.js,5c6cb2fea0c7ae6e5a9f5d736c559914b5fc6182eaed4e0744455ad1995b25e1,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0021,PR232-R003,CG232-outline-client-3986bd5e03,outline-client,module-accountability,config.xml module/subtree review,module/subtree,implementation/product/test evidence,module-level,config.xml,9127c37140df6165dfd4e57cefb765e04b406471740aac01e58b8f6aaa7ce476,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0022,PR232-R003,CG232-outline-client-46b42b4229,outline-client,module-accountability,docs module/subtree review,module/subtree,implementation/product/test evidence,module-level,docs/invitation-instructions.md,5a9d81eb3df026588923b0223d49fc28ee52daf73d23b39011a1288393a38eda,n/a,module mechanism review,one-to-many,focused-adoption-or-guardrail,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0023,PR232-R003,CG232-outline-client-33ef32bf6c,outline-client,module-accountability,go.mod module/subtree review,module/subtree,implementation/product/test evidence,module-level,go.mod,f1a171cabd4d63da9161a56fc49b9249027cf96d07c78cab6fce1fff0ca040a7,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0024,PR232-R003,CG232-outline-client-3295df7234,outline-client,module-accountability,go.sum module/subtree review,module/subtree,implementation/product/test evidence,module-level,go.sum,d1d2e618831071d0b2c39484cfc275be8391abdf10d7f282c362d9dfbae3a808,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0025,PR232-R003,CG232-outline-client-03610b3615,outline-client,module-accountability,list.action.mjs module/subtree review,module/subtree,implementation/product/test evidence,module-level,list.action.mjs,8930739a112cf6d6936c9c0b3b51febb042ed87a72352b1a2c001431253be387,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0026,PR232-R003,CG232-outline-client-47478ef3d2,outline-client,module-accountability,outline/device module/subtree review,module/subtree,implementation/product/test evidence,module-level,outline/device/config.go,f674781d5a12ac8ee400aa9709b3d163314595171cb35057eb2d7d7ef4738cd8,n/a,module mechanism review,one-to-many,focused-adoption-or-guardrail,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0027,PR232-R003,CG232-outline-client-053150b640,outline-client,module-accountability,package-lock.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,package-lock.json,77e99b3a435e5220af9cf9f87ac7d0531217ea324e39766e077812f35171b9f7,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0028,PR232-R003,CG232-outline-client-7ae45ad102,outline-client,module-accountability,package.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,package.json,5233b8c09b05a372a257400c6ef5faed223c4b8ed143c606f2b3f2ffc72e6f27,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0029,PR232-R003,CG232-outline-client-41d311a605,outline-client,module-accountability,resources module/subtree review,module/subtree,implementation/product/test evidence,module-level,resources/electron/icon.png,8936762bd68768bb2fc1c589bf7d46d0f6f2f5b10f86093cbc930477ccb5ba05,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0030,PR232-R003,CG232-outline-client-650c6246ed,outline-client,module-accountability,src/build module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/build/download_file.mjs,b62d8101f6ec94c27e2ebc8af00217389cb9e623109232062eb0856745a9fd7d,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0031,PR232-R003,CG232-outline-client-457077f4fb,outline-client,module-accountability,src/cordova module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/cordova/android/OutlineAndroidLib/.gitignore,703238443066325af08e3868d1e4b571a633baf68fcc93e323f0066999a97e1b,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0032,PR232-R003,CG232-outline-client-4bdbfba367,outline-client,module-accountability,src/electron module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/electron/README.md,23ae80f826951ad27197629da276792ec6c3503f747eceda67b0cc0a5c4c757e,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0033,PR232-R003,CG232-outline-client-fa57a66416,outline-client,module-accountability,src/infrastructure module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/infrastructure/custom_error.ts,bf26bf3fbc7f576bf9b38e0bd617d297099845d48aecb35ed2f43605fa2fb1e4,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0034,PR232-R003,CG232-outline-client-3d3b809c40,outline-client,module-accountability,src/www/.storybook/localize.ts module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/.storybook/localize.ts,e45fee87bb1dd66d5bfd65ace0cd83589f4cc25c936fee0e2ece47aa05fc7122,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0035,PR232-R003,CG232-outline-client-f318c7392e,outline-client,module-accountability,src/www/.storybook/main.js module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/.storybook/main.js,605489fb249dd2c12d389f08f701fb2f756b3e54703d7a1638c43c1701cf2692,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0036,PR232-R003,CG232-outline-client-7905c16fb4,outline-client,module-accountability,src/www/.storybook/preview-head.html module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/.storybook/preview-head.html,aa58ac11f6c61fd51bed0ca36feb8afedd75ff861cd082491a95179c24decf3e,n/a,module mechanism review,one-to-many,accounted-reference,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0037,PR232-R003,CG232-outline-client-b248be9bec,outline-client,module-accountability,src/www/.storybook/preview.js module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/.storybook/preview.js,52419328027bcde73b50603c41789e9f606482a87caebfed6f658565441f6b52,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0038,PR232-R003,CG232-outline-client-0e33e39361,outline-client,module-accountability,src/www/TODO.spec.ts module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/TODO.spec.ts,61249fc0ada646a022566095bc5654ac51b2fbf125a2ffe7efbaeaa5d0a770ce,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0039,PR232-R003,CG232-outline-client-95558908ff,outline-client,module-accountability,src/www/app/app.spec.ts module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/app/app.spec.ts,598dfd2e006f6a3730497d459713423ef9e3f3f9e98ed688ed68e45d234841b2,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0040,PR232-R003,CG232-outline-client-bdd879d8e6,outline-client,module-accountability,src/www/app/app.ts module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/app/app.ts,ecff16fcc2def7d6906d393075848404f502a0d2be1fee1fd8666dc15315d30d,n/a,module mechanism review,one-to-many,focused-adoption-or-guardrail,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
