status,old_path,new_path,old_size,new_size,old_sha256,new_sha256
modified,desktop/frontend/src/pages/Dns.tsx,desktop/frontend/src/pages/Dns.tsx,8209,7803,730cbcf8e486fd07c729bba2ddd1e6c721a9209c597521a93e26401af7ce37e5,62daa1a25fd050d07f5b936a39b807c1afbe3c835ec6ba0e67f50118cdcd50fd
modified,desktop/frontend/src/pages/Logs.tsx,desktop/frontend/src/pages/Logs.tsx,4076,3839,d1e99ba43b539337e70adeedc02c9469d50d0f65d46ca452ea6c405c948a39b3,4176d08508e8c3b6094aba470f172066d283cd0465ee885d60c110964abe8c92
modified,desktop/frontend/src/pages/Rules.tsx,desktop/frontend/src/pages/Rules.tsx,8620,8527,0b2829dfeaf7b1917244f6f40908df0066835177c01f884b21a649fc59cf7f01,c87cab989e9d7f7236c444c27d45dd51fe2cbddbedd8f32c22d4e3f329b4b36a
modified,desktop/frontend/src/pages/Settings.tsx,desktop/frontend/src/pages/Settings.tsx,20537,19917,523ee230c0c8ed974878817adbb35f52e140d2d3aba7120ff44ed894e109cee1,38cafb89ec499bd889c3af943b9ad20e6ea396971de7d71dc12153c992504205
modified,desktop/frontend/src/store/systemStore.ts,desktop/frontend/src/store/systemStore.ts,1301,1419,38fefd34cb2a41d1a2fd94b18c96861b9710c7bd0b2da0421f3e3004f109f620,6751eea2328c4cf2e61904720de0d8c612024a36cc6f7bf1acd08c6409664e53
modified,desktop/frontend/tsconfig.app.json,desktop/frontend/tsconfig.app.json,655,750,8e5d12ba330e7d86409edec74b95451e0db22ee09b9426c94b5bf817571eddb0,ae5efc06527ff0e6ec16a3c2058e811a235eec4be4c03b01c328443d8baeeabe
modified,desktop/frontend/vite.config.ts,desktop/frontend/vite.config.ts,220,247,0c03207436c9eb3f2f35ec9ff13d17c6ae7e4c8d46ad394a556578cf12c80d74,9b1884fe47c0e9c3c40ad61a0e75fa0bc3c61d43e808219a8dd7789ac40a2b51
modified,desktop/go.mod,desktop/go.mod,623,623,1c5a4ae3737caddcb41f5271774f571b5c92163435fd25acb09964f7d29a1cad,1e81c6a308847575af138001b5b457fceea71d1956aa637551dc76eff40f359c
modified,desktop/main.go,desktop/main.go,5203,5388,dcac53eaad39894f2d220aa6878d7191344ed2621d19d3931b1134f2d0c0e347,25f8b0ec65d2ac1ace1d92356e101bb7217288f844f3328bb602e596df9efb5b
modified,docs/architecture/repository-layout.md,docs/architecture/repository-layout.md,3117,3226,35a8138514af69f115cca7b2eb7b99abf7f85e6155019da899095e39d1979c39,81f4d26b835365e65c8ab4d7d70d663d3b9a81ae30c2fbdeb8ff27bedbcca160
modified,docs/current-system.md,docs/current-system.md,6519,6679,16d88f8df34a086f301e58e1d81750c76b2ec062040e81013f3c084f8c36c134,ab374aea088aba4cf456fb9f5082fc490f7e99b11c3db3ec1fecb99d0795ce9d
modified,docs/plans/2026-07-29-001-refactor-luminet-consolidation-roadmap-plan.md,docs/plans/2026-07-29-001-refactor-luminet-consolidation-roadmap-plan.md,76152,76236,759538fc2357aafbe157ce04777085a201b21792d580dbe8bd8cb7e1f400e5ee,a0c60b017ef92c2fd5f381128abf3eb1824bf2e005aa888d9de61886035393c9
modified,go.work,go.work,71,103,1a9d9ec3d9da57bc18e0be132a501421be750a6113bb50596b5b2163f2e63f70,3ef3f3b8e9e6b93528e937810e711687a1270bd7636c6879ac458549e7fd06ad
modified,scripts/dev.ps1,scripts/dev.ps1,6279,6305,8071cf560f739b97c3b873252f5ce301f15e17daefbca7d904c8a1628c1f2bee,f4cf48f1854e4e94b5d80bd8eca6bea10cc44ef987aa58219133937e3b1d3329
modified,scripts/dev.sh,scripts/dev.sh,3635,3661,d45f5f197eda9060e0923d2ac35f7df94e2c6dd850cb3907f02cb94601618b28,dd22bed8e1a57ce0c895bd206b80190baaad7427165cb21eed6ba69a0f3ec9e4
modified,scripts/go.mod,scripts/go.mod,144,144,a0ed84df46ed4139bc4be5959b164050370a92fbca98282a78c8e37583c4f0dd,59e60b0f2db7ebff2fadeeff5fb98bd87bc8b3a6a9d41e3e8f25ccc1774a7ac1
modified,scripts/mobile_bind.sh,scripts/mobile_bind.sh,1552,1580,5d7faf903442a56190aecbfd6b35c1cf466bd9f1fcf8a98719878c79fdb88c74,9198e2b267e894ab00c9356e69a8f98164758f1d56f5a412a2773f335a7125b8
modified,server/go.mod,server/go.mod,8119,8119,c03dae92e758dd24635c002f7021ccdd0c913df03b1a508922f5d6e0926107a2,66e30348122e44295f4d5079de8583dc2d52238717c5725295414aec0151c1d3
modified,server/internal/api/handlers_diagnostics.go,server/internal/api/handlers_diagnostics.go,5263,5312,25bf6048dd002e528df4caad20c559489d74241135146395e21f9fc19772932e,dfd63cb9cc6d61a7f009a062e5652f145e154f18b03637d2279b67d3ff6e20a6
modified,server/internal/jobs/runners.go,server/internal/jobs/runners.go,14296,14030,fc8da79c51cc0a368b8e377e10c27334e6bb89aaf72471832481ecc8a58f4d5d,03d2f684f3413a7947e81c353214f98ccc1c4698d93afdb6f39eb0a934003a09
modified,tests/integration/go.mod,tests/integration/go.mod,66,66,b835c9b110950970e5a47f8cff9f6b5183cf180c3ae9d9d6463d3548454c34ff,f65698fe0ef141034a7d7fd2b1c3f2339fd85f363c8d662aef1fb23701ff6c82
moved,LumiNet_Porting_Investigation_Report.md,docs/porting/archive/LumiNet_Porting_Investigation_Report.md,140047,140047,c5a41acce08b9b2e2990a993c0fc924f9c45cf9670db4f6916fa2e8c6ce9362f,c5a41acce08b9b2e2990a993c0fc924f9c45cf9670db4f6916fa2e8c6ce9362f
moved,PORTING_CATALOG.md,docs/porting/archive/PORTING_CATALOG.md,69312,69312,66037089c289f32c220a08533f645b6d97aa6cfaddc55e45f29f2a2e394b2d23,66037089c289f32c220a08533f645b6d97aa6cfaddc55e45f29f2a2e394b2d23
moved,Tor_Porting_Investigation_Report.md,docs/porting/archive/Tor_Porting_Investigation_Report.md,10277,10277,f2dfc69b276118bd36f53df575ee0844311fad0fae02682965efcc726c18b996,f2dfc69b276118bd36f53df575ee0844311fad0fae02682965efcc726c18b996
moved,client/android/app/src/main/kotlin/com/luminet/zedsecure/CleanIPScanManager.kt,mobile/android/app/src/main/java/com/luminet/zedsecure/CleanIPScanManager.kt,10009,10009,dea4dd6dee115b37929c06413bc05048ac0767a9d618598c1069a456fcbd99fc,dea4dd6dee115b37929c06413bc05048ac0767a9d618598c1069a456fcbd99fc
moved,client/android/app/src/main/kotlin/com/luminet/zedsecure/ZedSecureClient.kt,mobile/android/app/src/main/java/com/luminet/zedsecure/ZedSecureClient.kt,24450,24450,ef30b9fd7cc6e1cc21abb2f955e116f01907e0b398777e985cb3412919541295,ef30b9fd7cc6e1cc21abb2f955e116f01907e0b398777e985cb3412919541295
moved,desktop/android/ConnectionMonitor.kt,mobile/android/app/src/main/java/com/luminet/android/ConnectionMonitor.kt,9546,9546,7ce3045a53398bc78bffa643075e2405753dd1b5e0e070c953fb9cec7111e7e2,7ce3045a53398bc78bffa643075e2405753dd1b5e0e070c953fb9cec7111e7e2
moved,desktop/android/LumiNetActivity.kt,mobile/android/app/src/main/java/com/luminet/android/LumiNetActivity.kt,2565,2565,b9d7f463754c4e60b8a7543f9de73cb6169f389107ac4057660dd19096bcacd2,b9d7f463754c4e60b8a7543f9de73cb6169f389107ac4057660dd19096bcacd2
moved,desktop/android/VpnEngineService.kt,mobile/android/app/src/main/java/com/luminet/android/VpnEngineService.kt,8589,8589,880dbbdab4eb8c606d004ab7aca570bbcd18c840d59220b402e1293ddce85bd1,880dbbdab4eb8c606d004ab7aca570bbcd18c840d59220b402e1293ddce85bd1
moved,desktop/android/netgovpn_client.kt,mobile/android/incubator/netgovpn_client.kt,286,286,649a65161b0b22d1eb2636a2540c668a93e115d9cfc8fd79b72ff028b1e6ca68,649a65161b0b22d1eb2636a2540c668a93e115d9cfc8fd79b72ff028b1e6ca68
moved,desktop/android/okhttp_doh_client.kt,mobile/android/incubator/okhttp_doh_client.kt,312,312,46fc32aa18f0f3ac4d3dac6a421adfd485b55fab21b5379bb8f2b60b2d01a2aa,46fc32aa18f0f3ac4d3dac6a421adfd485b55fab21b5379bb8f2b60b2d01a2aa
moved,desktop/android/orbot_vpn_service.kt,mobile/android/app/src/main/java/com/luminet/android/orbot_vpn_service.kt,14259,14259,68e9dfcffa719fc2da1f0a7d5a422353e12d1eaf013198a8d0ac3442b2c5365e,68e9dfcffa719fc2da1f0a7d5a422353e12d1eaf013198a8d0ac3442b2c5365e
moved,desktop/android/plugin_system.kt,mobile/android/incubator/plugin_system.kt,319,319,fdaf12ddf6092a9a599a0c2e33fa7fbf0809d7d52e0014c7eb79011e9fa5809a,fdaf12ddf6092a9a599a0c2e33fa7fbf0809d7d52e0014c7eb79011e9fa5809a
moved,desktop/android/qtun_service.kt,mobile/android/incubator/qtun_service.kt,282,282,f30f8a783ac11b90e1ac6362bf6bc8004ce2f50565dd1124cff924f5b4a1a322,f30f8a783ac11b90e1ac6362bf6bc8004ce2f50565dd1124cff924f5b4a1a322
moved,desktop/android/rethink_dns.kt,mobile/android/incubator/rethink_dns.kt,296,296,f07ad48e7af10809ad2952e16cab3f8b46d8e2b57f41848660a54d47b8a81491,f07ad48e7af10809ad2952e16cab3f8b46d8e2b57f41848660a54d47b8a81491
moved,desktop/android/sagernet_profiles.kt,mobile/android/incubator/sagernet_profiles.kt,301,301,2e2aaa11a5ebf286b52e40b6caba9a63548b38d9673ec2f94e7bf42a26dfdac2,2e2aaa11a5ebf286b52e40b6caba9a63548b38d9673ec2f94e7bf42a26dfdac2
moved,desktop/android/simple_obfs.java,mobile/android/incubator/simple_obfs.java,301,301,8e6671ba9cab5a9ef2edbdb89dca2563580396ee58a6b616edfe358399faf22c,8e6671ba9cab5a9ef2edbdb89dca2563580396ee58a6b616edfe358399faf22c
moved,desktop/android/tailscale_vpn.kt,mobile/android/incubator/tailscale_vpn.kt,300,300,7f792285fc3cb3c7003ed0314f3e1fd80e4c0c9536d67e3d60d43eeef0e4b9da,7f792285fc3cb3c7003ed0314f3e1fd80e4c0c9536d67e3d60d43eeef0e4b9da
moved,desktop/android/vpn_engine.kt,mobile/android/incubator/vpn_engine.kt,305,305,294a0d079997bf3736b0a3f06ec5d7c104106ab39fd4bc8961a8ab2108a827c9,294a0d079997bf3736b0a3f06ec5d7c104106ab39fd4bc8961a8ab2108a827c9
moved,desktop/android/vpn_profiles.kt,mobile/android/incubator/vpn_profiles.kt,281,281,b44e828057f2e40fd8dce01d66e259ae85d27d6393cc7cede4aa67f0cc7589bc,b44e828057f2e40fd8dce01d66e259ae85d27d6393cc7cede4aa67f0cc7589bc
moved,desktop/android/whitedns_manager.kt,mobile/android/app/src/main/java/com/luminet/android/whitedns_manager.kt,2532,2532,ad1b6c6ae95ae9d8d930a2ec7ab34a6ebdb11db56dbd2a9e8ab5a132ec9711e4,ad1b6c6ae95ae9d8d930a2ec7ab34a6ebdb11db56dbd2a9e8ab5a132ec9711e4
moved,desktop/frontend/node_modules/zustand/ts_version_4.5_and_above_is_required.d.ts,desktop/frontend/dist/.gitkeep,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
moved,server/internal/mobile/DefaultNetworkListener.kt,mobile/android/incubator/DefaultNetworkListener.kt,7007,7007,92db436fc7b492648d3da0385f06728a1fda7961881cb7ca777e89b338c88c0b,92db436fc7b492648d3da0385f06728a1fda7961881cb7ca777e89b338c88c0b
removed,LumiNet_Master_Porting_Compendium.md,,251371,0,8c86278239522a13efb3947c0f3c452c3f2d8889bccfd3f1e4c021d2d720813e,
removed,desktop/android/InvizibleDaemon.kt,,9163,0,e3856d3394515f78fe2ba72d26475aa3e0847cea691ea93c22c0dfdb815d018c,
removed,desktop/frontend/dist/assets/index-C0_jkbMJ.js,,285968,0,01cc21b39e2d93b5a81d73c2f612ed592cada7f92a720807247eba5d5176e5cd,
removed,desktop/frontend/dist/assets/index-CgcY1gbT.css,,30431,0,e5e05bc6db5a3251e6cb02d854923e91ac9987487291a2cb5c1801fabe77bf91,
removed,desktop/frontend/dist/favicon.svg,,9522,0,61bc9a161de58248288e6905425d7180f0624c2865007b97d763fdac12043a66,
removed,desktop/frontend/dist/icons.svg,,5031,0,b45fa506195cfcdef406ba9f0c77b36ddc1a7c224040926ec70abc2fdea7b93a,
removed,desktop/frontend/dist/index.html,,458,0,17a6f368ba7fd92cd78bd5a08b629be80dcd7dedc8a92644a6453b3190b3e63a,
removed,desktop/frontend/node_modules/.bin/jiti,,391,0,d520004d5e2263d19e15b4428f84242e88a8b996aa856208a3c3ba6c44f916a2,
removed,desktop/frontend/node_modules/.bin/jiti.cmd,,326,0,4b161a3ade2fd9a6ae94bb6c4af14828436bb0f3c32ee0bbfb036d68c2e59083,
removed,desktop/frontend/node_modules/.bin/jiti.ps1,,809,0,40363e635374e55b3243679de83e59dfa1eaf38f7b5d9837b748cad64d28d32d,
removed,desktop/frontend/node_modules/.bin/nanoid,,391,0,49446fa7e9ea1b36b205bab243f2928f1230d8dbeb09881eef1d039149ad3238,
removed,desktop/frontend/node_modules/.bin/nanoid.cmd,,326,0,65f7afb9e8bf7fd4ff2087803c18e8818334768bfe92b9c1f28346050678c0ca,
removed,desktop/frontend/node_modules/.bin/nanoid.ps1,,809,0,c2b48c0422548661c689493b3249b16f93599ca15fc3af5e821f9e6bccbe2aad,
removed,desktop/frontend/node_modules/.bin/oxlint,,383,0,618befc98c8e5d1cf6799eef6194ebbea315bb28f0f84d8521c49b8580940732,
removed,desktop/frontend/node_modules/.bin/oxlint.cmd,,322,0,8e2ca78675b59f470f0b6c6e7a94e43279c86e0c967c3416273e46a6a7f88b54,
removed,desktop/frontend/node_modules/.bin/oxlint.ps1,,793,0,fa9924208d1deb5dde995b5df2739ee57b1b5cd9efc59b7c4d86924256aceea0,
removed,desktop/frontend/node_modules/.bin/rolldown,,389,0,a40054dd5fb614ba43d43a40f2e6fffa274e17e94473e1dc57d4cc11ded403d4,
removed,desktop/frontend/node_modules/.bin/rolldown.cmd,,325,0,ac280039a8f8e697cb7d2e906a22577ae2bda4c380ea7c239d03f34e016d4f7a,
removed,desktop/frontend/node_modules/.bin/rolldown.ps1,,805,0,928851037cd811b90043e04143cb52a6f9e1055d7667f82f29ea3cbe3c3f9f1f,
removed,desktop/frontend/node_modules/.bin/tsc,,385,0,cc893489bc80c0c8bd137c0aa62ece3cf36253cba79fdd4c038dbe735edf9e7c,
removed,desktop/frontend/node_modules/.bin/tsc.cmd,,323,0,54c7c33889f405746bfaba0fda5e725d4a88b77a708d41806408b4662f88d509,
removed,desktop/frontend/node_modules/.bin/tsc.ps1,,797,0,9c5b1f7fbbf203efc30622746ea3760b2b438aaf1315d483a9d41b702bba3e7b,
removed,desktop/frontend/node_modules/.bin/tsserver,,395,0,f80d3acdc6b3b3faa690b11a2a651d19d006638c2c0398cd4dba0549ae83aa09,
removed,desktop/frontend/node_modules/.bin/tsserver.cmd,,328,0,e4af3fbb25f8cb566fcf0f795f3541370d6616b52c1f76d9856f03f6f930d62a,
removed,desktop/frontend/node_modules/.bin/tsserver.ps1,,817,0,93b94ebfb5e8a4e9e17915160ef87c798912a058279b7f0f006baed343be706b,
removed,desktop/frontend/node_modules/.bin/vite,,381,0,fdf31cf5e7b6cbfa65c2111d4fec53a7484c038aeac028f3718ab565c171b7ed,
removed,desktop/frontend/node_modules/.bin/vite.cmd,,321,0,e865893c8f57ff153c66cf80aac687f436b457922d9585495becee81c927e910,
removed,desktop/frontend/node_modules/.bin/vite.ps1,,789,0,fb22a675c5bf414d459a8b07172d5cc073c7d51520bed1d7d6f1652e3fd1f3ea,
removed,desktop/frontend/node_modules/.package-lock.json,,27120,0,b26787ddd66b90d441e9945991799f2b4ed26828c46bceb81b6965576a46f55a,
removed,desktop/frontend/node_modules/.tmp/tsconfig.app.tsbuildinfo,,391,0,ae9010b5f900e9a15f03f70d1be552cd50e1f29e0b45d0b8092302f4275c5e11,
removed,desktop/frontend/node_modules/.tmp/tsconfig.node.tsbuildinfo,,51,0,519c8f9d9b2c14de52db55d9e7c22a16b3067efd2146f60be7e8a8c0dbbdf30e,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/LICENSE,,1080,0,769d154fbde32a915af110b1123650bc79f4cbe675acc66e005265bf069c6c6c,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/README.md,,7506,0,9cbfc0d691ff46b615214d836ec6be24393d324f14baba23b12f27dc399f436b,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.mjs,,7969,0,06678ac1de98e6697f68acc5f34c1967a88acff9995e4adefc6cb3bf563465c9,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.mjs.map,,5917,0,8602b1ebfdecfcdec3b2fc451bcefd23b422e0466f90928f922e4c1a8f794d81,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.umd.js,,11170,0,1d501e1cc3755fbc9a1b12a8722fc87930c71b15e1d21a664ddfa4fed0d5fad7,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.umd.js.map,,6222,0,6313840d7942232daf274a1be8fa92c9d1acd1cd8229247cdd90a8ab3eab7578,
removed,desktop/frontend/node_modules/@jridgewell/gen-mapping/dist/types/gen-mapping.d.ts,,3826,0,164ccbac657daf184a119544c1f9c22c3aa4e54e07ed07d13e00971ca4135553,
